# downloaded from PARSEC/CMD via ezpadova
# component=thin7 family=thin_disk component_index=6 logAge=9.937016107464814 MH=-0.25 photometric_system=twomass
# Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag Jmag Hmag Ksmag
0.0084736 -0.25 9.93702 0.0900000036 1.081689593 0.09 -3.373 3.3848 5.257 1 0 0.545 0 0 0 0 0 -1 -4.18e-17 0 0.7263 0.2652 0.001532 0.0004131 0.003747 -1 0.008515 13.203 11.032 10.493 10.26
0.0084736 -0.25 9.93702 0.0919947401 1.100527548 0.092 -3.332 3.3908 5.249 1 0 0.545 0 0 0 0 0 -1 -4.58e-17 0 0.7262 0.2653 0.001532 0.0004131 0.003747 -1 0.008515 13.1 10.929 10.389 10.156
0.0084736 -0.25 9.93702 0.1000000015 1.171106412 0.1 -3.175 3.4137 5.219 1 0 0.545 0 0 0 0 0 -1 -6.53e-17 0 0.7258 0.2656 0.001532 0.0004131 0.003747 -1 0.008516 12.706 10.537 9.997 9.76
0.0084736 -0.25 9.93702 0.1200000048 1.319315474 0.12 -2.91 3.4466 5.165 1 0 0.545 0 0 0 0 0 -1 -1.17e-16 0 0.7249 0.2665 0.001532 0.0004131 0.003747 -1 0.008515 12.045 9.955 9.398 9.146
0.0084736 -0.25 9.93702 0.1400000006 1.438452672 0.14 -2.726 3.466 5.126 1 0 0.545 0 0 0 0 0 -1 -1.73e-16 0 0.7242 0.2673 0.001532 0.0004131 0.003747 -1 0.008515 11.586 9.55 8.984 8.731
0.0084736 -0.25 9.93702 0.1599999964 1.537293155 0.16 -2.584 3.4796 5.096 1 0 0.545 0 0 0 0 0 -1 -2.32e-16 0 0.7235 0.268 0.001532 0.0004131 0.003747 -1 0.008515 11.229 9.229 8.658 8.408
0.0084736 -0.25 9.93702 0.200000003 1.693879086 0.2 -2.364 3.4979 5.047 1 0 0.545 0 0 0 0 0 -1 -3.64e-16 0 0.7224 0.2691 0.001532 0.0004131 0.003747 -1 0.008515 10.68 8.731 8.156 7.911
0.0084736 -0.25 9.93702 0.25 1.8403258 0.25 -2.155 3.5126 4.993 1 0 0.545 0 0 0 0 0 -1 -5.6e-16 0 0.7216 0.2699 0.001532 0.0004131 0.003747 -1 0.008515 10.158 8.247 7.668 7.43
0.0084736 -0.25 9.93702 0.3000000119 1.952913977 0.3 -1.989 3.523 4.948 1 0 0.545 0 0 0 0 0 -1 -7.88e-16 0 0.7213 0.2702 0.001531 0.0004131 0.003747 -1 0.008515 9.743 7.86 7.276 7.043
0.0084736 -0.25 9.93702 0.3500000536 2.043417562 0.35 -1.842 3.5316 4.902 1 0 0.545 0 0 0 0 0 -1 -1.08e-15 0 0.7272 0.2643 0.001532 0.0004131 0.003747 -1 0.008515 9.375 7.513 6.924 6.696
0.0084736 -0.25 9.93702 0.4000000358 2.118502481 0.4 -1.692 3.5427 4.855 1 0 0.545 0 0 0 0 0 -1 -1.51e-15 0 0.7274 0.2641 0.001532 0.0004131 0.003747 -1 0.008515 9.001 7.169 6.572 6.349
0.0084736 -0.25 9.93702 0.4290967882 2.156795809 0.429 -1.597 3.5509 4.823 1 0 0.545 0 0 0 0 0 -1 -1.88e-15 0 0.7274 0.2641 0.001532 0.0004131 0.003747 -1 0.008515 8.763 6.953 6.35 6.13
0.0084736 -0.25 9.93702 0.4500000179 2.182280936 0.45 -1.532 3.5565 4.801 1 0 0.545 0 0 0 0 0 -1 -2.19e-15 0 0.7274 0.2641 0.001532 0.0004131 0.003747 -1 0.008515 8.601 6.807 6.2 5.982
0.0084736 -0.25 9.93702 0.5 2.237454153 0.5 -1.361 3.5743 4.748 1 0 0.545 0 0 0 0 0 -1 -3.27e-15 0 0.7274 0.2641 0.001532 0.0004131 0.003747 -1 0.008515 8.173 6.431 5.81 5.602
0.0084736 -0.25 9.93702 0.5500000119 2.283658263 0.55 -1.173 3.5977 4.693 1 0 0.545 0 0 0 0 0 -1 -5.12e-15 0 0.7488 0.2433 0.001419 0.0003831 0.003475 -1 0.00789 7.702 6.023 5.38 5.198
0.0084736 -0.25 9.93702 0.6000000238 2.321121326 0.6 -0.989 3.626 4.661 1 0 0.544 0 0 0 0 0 -1 -7.76e-15 0 0.752 0.2401 0.001404 0.0003789 0.003438 -1 0.007828 7.243 5.631 4.974 4.836
