# downloaded from PARSEC/CMD via ezpadova
# component=thin7 family=thin_disk component_index=6 logAge=9.937016107464814 MH=-0.25 photometric_system=roman2021
# Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag F062mag F087mag F106mag F129mag F158mag F184mag F146mag F213mag SNprismmag Grism_1stOrdermag Grism_0thOrdermag
0.0084736 -0.25 9.93702 0.0900000036 1.081689593 0.09 -3.373 3.3848 5.257 1 0 0.545 0 0 0 0 0 -1 -4.18e-17 0 0.7263 0.2652 0.001532 0.0004131 0.003747 -1 0.008515 13.203 16.061 12.728 11.68 11.06 10.674 10.574 11.087 10.336 11.453 10.982 10.681
0.0084736 -0.25 9.93702 0.0919947401 1.100527548 0.092 -3.332 3.3908 5.249 1 0 0.545 0 0 0 0 0 -1 -4.58e-17 0 0.7262 0.2653 0.001532 0.0004131 0.003747 -1 0.008515 13.1 15.956 12.625 11.577 10.957 10.571 10.47 10.984 10.232 11.35 10.879 10.577
0.0084736 -0.25 9.93702 0.1000000015 1.171106412 0.1 -3.175 3.4137 5.219 1 0 0.545 0 0 0 0 0 -1 -6.53e-17 0 0.7258 0.2656 0.001532 0.0004131 0.003747 -1 0.008516 12.706 15.555 12.233 11.183 10.565 10.179 10.075 10.591 9.836 10.957 10.486 10.182
0.0084736 -0.25 9.93702 0.1200000048 1.319315474 0.12 -2.91 3.4466 5.165 1 0 0.545 0 0 0 0 0 -1 -1.17e-16 0 0.7249 0.2665 0.001532 0.0004131 0.003747 -1 0.008515 12.045 14.231 11.409 10.534 9.954 9.554 9.424 9.96 9.212 10.311 9.866 9.531
0.0084736 -0.25 9.93702 0.1400000006 1.438452672 0.14 -2.726 3.466 5.126 1 0 0.545 0 0 0 0 0 -1 -1.73e-16 0 0.7242 0.2673 0.001532 0.0004131 0.003747 -1 0.008515 11.586 13.385 10.863 10.091 9.531 9.124 8.983 9.527 8.789 9.867 9.439 9.089
0.0084736 -0.25 9.93702 0.1599999964 1.537293155 0.16 -2.584 3.4796 5.096 1 0 0.545 0 0 0 0 0 -1 -2.32e-16 0 0.7235 0.268 0.001532 0.0004131 0.003747 -1 0.008515 11.229 12.784 10.455 9.746 9.201 8.79 8.642 9.19 8.462 9.522 9.106 8.748
0.0084736 -0.25 9.93702 0.200000003 1.693879086 0.2 -2.364 3.4979 5.047 1 0 0.545 0 0 0 0 0 -1 -3.64e-16 0 0.7224 0.2691 0.001532 0.0004131 0.003747 -1 0.008515 10.68 11.931 9.854 9.219 8.692 8.278 8.122 8.674 7.959 8.995 8.594 8.226
0.0084736 -0.25 9.93702 0.25 1.8403258 0.25 -2.155 3.5126 4.993 1 0 0.545 0 0 0 0 0 -1 -5.6e-16 0 0.7216 0.2699 0.001532 0.0004131 0.003747 -1 0.008515 10.158 11.209 9.302 8.716 8.202 7.784 7.624 8.178 7.474 8.491 8.101 7.726
0.0084736 -0.25 9.93702 0.3000000119 1.952913977 0.3 -1.989 3.523 4.948 1 0 0.545 0 0 0 0 0 -1 -7.88e-16 0 0.7213 0.2702 0.001531 0.0004131 0.003747 -1 0.008515 9.743 10.67 8.872 8.317 7.811 7.388 7.224 7.781 7.083 8.09 7.706 7.326
0.0084736 -0.25 9.93702 0.3500000536 2.043417562 0.35 -1.842 3.5316 4.902 1 0 0.545 0 0 0 0 0 -1 -1.08e-15 0 0.7272 0.2643 0.001532 0.0004131 0.003747 -1 0.008515 9.375 10.213 8.494 7.961 7.461 7.034 6.866 7.427 6.733 7.733 7.353 6.967
