# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Vmag Imag Jmag_2mass Hmag_2mass Ksmag_2mass
NSD 9 NSD 9.77815125 0.25 0.025095 0.0955969095 0.095 0.1329696865 2302.501915 5.168 17.882 13.643 10.989 10.4 10.104
NSD 9 NSD 9.77815125 0.25 0.025095 0.1055120975 0.105 0.1438641701 2399.385334 5.141 17.519 13.292 10.639 10.052 9.754
NSD 9 NSD 9.77815125 0.25 0.025095 0.1253425032 0.125 0.1647223938 2550.938568 5.099 16.941 12.733 10.081 9.496 9.195
NSD 9 NSD 9.77815125 0.25 0.025095 0.145172894 0.145 0.1836760981 2662.563659 5.068 16.229 12.191 9.675 9.093 8.792
NSD 9 NSD 9.77815125 0.25 0.025095 0.1650032997 0.165 0.2015360047 2747.2615 5.043 15.458 11.67 9.369 8.789 8.494
NSD 9 NSD 9.77815125 0.25 0.025095 0.2046640813 0.204 0.2351541485 2873.425887 5.002 14.358 10.909 8.881 8.301 8.017
NSD 9 NSD 9.77815125 0.25 0.025095 0.2542400956 0.254 0.2755831404 2979.888403 4.959 13.463 10.26 8.413 7.832 7.559
NSD 9 NSD 9.77815125 0.25 0.025095 0.3076698482 0.307 0.3191189871 3069.728738 4.915 12.718 9.712 7.999 7.414 7.151
NSD 9 NSD 9.77815125 0.25 0.025095 0.3338156343 0.334 0.3421784422 3105.98962 4.89 12.406 9.474 7.808 7.22 6.962
NSD 9 NSD 9.77815125 0.25 0.025095 0.3533920944 0.353 0.3596272937 3132.564342 4.871 12.196 9.307 7.671 7.08 6.825
NSD 9 NSD 9.77815125 0.25 0.025095 0.4029681087 0.403 0.4009153133 3215.881224 4.834 11.647 8.895 7.347 6.747 6.502
NSD 9 NSD 9.77815125 0.25 0.025095 0.4106998742 0.41 0.4083688855 3230.725057 4.827 11.553 8.825 7.293 6.691 6.447
NSD 9 NSD 9.77815125 0.25 0.025095 0.4525440931 0.452 0.4467377421 3309.786651 4.79 11.081 8.475 7.019 6.405 6.169
NSD 9 NSD 9.77815125 0.25 0.025095 0.502120018 0.502 0.4963095647 3417.432931 4.744 10.528 8.054 6.685 6.055 5.827
NSD 9 NSD 9.77815125 0.25 0.025095 0.5516960621 0.551 0.5516360561 3552.221185 4.694 9.919 7.602 6.333 5.683 5.465
NSD 9 NSD 9.77815125 0.25 0.025095 0.601271987 0.601 0.5988976995 3735.940923 4.659 9.227 7.142 5.998 5.326 5.125
NSD 9 NSD 9.77815125 0.25 0.025095 0.650848031 0.651 0.6381938942 3977.406691 4.639 8.507 6.682 5.66 4.975 4.807
NSD 9 NSD 9.77815125 0.25 0.025095 0.7004240751 0.7 0.6722837979 4249.129821 4.625 7.82 6.25 5.332 4.664 4.533
NSD 9 NSD 9.77815125 0.25 0.025095 0.7211102843 0.721 0.6821072174 4389.347855 4.626 7.514 6.068 5.199 4.554 4.439
NSD 9 NSD 9.77815125 0.25 0.025095 0.75 0.75 0.6960695647 4586.696458 4.625 7.111 5.819 5.02 4.429 4.328
NSD 9 NSD 9.77815125 0.25 0.025095 0.7752216458 0.775 0.7208628505 4697.859239 4.609 6.85 5.633 4.871 4.315 4.221
NSD 9 NSD 9.77815125 0.25 0.025095 0.8000000119 0.8 0.7456802573 4806.179647 4.593 6.606 5.455 4.729 4.207 4.117
NSD 9 NSD 9.77815125 0.25 0.025095 0.8000314832 0.8 0.7456802573 4806.179647 4.593 6.605 5.455 4.729 4.207 4.117
NSD 9 NSD 9.77815125 0.25 0.025095 0.8363189697 0.836 0.7837050492 4971.643737 4.569 6.259 5.198 4.522 4.045 3.963
NSD 9 NSD 9.77815125 0.25 0.025095 0.8500000238 0.849 0.7986429179 5033.846868 4.56 6.134 5.103 4.446 3.985 3.905
NSD 9 NSD 9.77815125 0.25 0.025095 0.8809719682 0.88 0.8358967657 5170.11258 4.536 5.861 4.891 4.273 3.845 3.771
NSD 9 NSD 9.77815125 0.25 0.025095 0.8999999762 0.899 0.8597113192 5252.910485 4.521 5.699 4.763 4.167 3.759 3.687
NSD 9 NSD 9.77815125 0.25 0.025095 0.9060565829 0.905 0.8682656997 5278.372068 4.515 5.649 4.723 4.133 3.73 3.66
NSD 9 NSD 9.77815125 0.25 0.025095 0.9248813391 0.924 0.8954733076 5355.499708 4.497 5.493 4.597 4.027 3.642 3.574
NSD 9 NSD 9.77815125 0.25 0.025095 0.9500000477 0.949 0.9340124061 5456.322102 4.472 5.291 4.432 3.887 3.522 3.458
NSD 9 NSD 9.77815125 0.25 0.025095 0.9567376375 0.956 0.9448277601 5481.50734 4.465 5.237 4.387 3.849 3.489 3.426
NSD 9 NSD 9.77815125 0.25 0.025095 0.9711693525 0.971 0.9704041493 5534.775375 4.449 5.124 4.293 3.767 3.417 3.357
NSD 9 NSD 9.77815125 0.25 0.025095 0.985406518 0.985 0.9964434227 5585.988021 4.432 5.013 4.201 3.686 3.346 3.288
NSD 9 NSD 9.77815125 0.25 0.025095 0.9984127283 0.998 1.022474875 5629.891174 4.416 4.913 4.118 3.612 3.28 3.224
