# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Vmag Imag Jmag_2mass Hmag_2mass Ksmag_2mass
NSD 9 NSD 9.77815125 0 0.01471 0.0900000036 0.09 0.1216333435 2308.341184 5.219 18.145 13.731 11.176 10.573 10.311
NSD 9 NSD 9.77815125 0 0.01471 0.1000000015 0.1 0.1333069048 2451.319952 5.186 17.668 13.272 10.718 10.115 9.851
NSD 9 NSD 9.77815125 0 0.01471 0.1150199473 0.115 0.1488170341 2609.155723 5.15 17.111 12.75 10.21 9.609 9.34
NSD 9 NSD 9.77815125 0 0.01471 0.1200000048 0.12 0.1539049701 2658.887731 5.14 16.718 12.502 10.072 9.47 9.199
NSD 9 NSD 9.77815125 0 0.01471 0.1400000006 0.14 0.1733614955 2783.556238 5.103 15.61 11.794 9.663 9.061 8.789
NSD 9 NSD 9.77815125 0 0.01471 0.1536028236 0.154 0.1858457547 2844.461107 5.083 15.075 11.443 9.441 8.839 8.568
NSD 9 NSD 9.77815125 0 0.01471 0.1599999964 0.16 0.1916252105 2871.44168 5.075 14.838 11.292 9.344 8.742 8.471
NSD 9 NSD 9.77815125 0 0.01471 0.200000003 0.2 0.2256070386 2998.472016 5.029 13.78 10.582 8.847 8.244 7.981
NSD 9 NSD 9.77815125 0 0.01471 0.25 0.25 0.2659210059 3113.149665 4.984 12.858 9.946 8.369 7.765 7.51
NSD 9 NSD 9.77815125 0 0.01471 0.3000000119 0.3 0.3051775941 3190.068436 4.943 12.241 9.483 7.988 7.382 7.134
NSD 9 NSD 9.77815125 0 0.01471 0.3307199478 0.331 0.3328531297 3229.981241 4.911 11.9 9.216 7.76 7.152 6.908
NSD 9 NSD 9.77815125 0 0.01471 0.3500000238 0.35 0.3502294361 3253.868518 4.891 11.703 9.06 7.625 7.015 6.773
NSD 9 NSD 9.77815125 0 0.01471 0.4000000358 0.4 0.3929638905 3337.336513 4.849 11.163 8.655 7.292 6.677 6.441
NSD 9 NSD 9.77815125 0 0.01471 0.4500000179 0.45 0.4410142726 3432.41665 4.799 10.614 8.241 6.949 6.325 6.095
NSD 9 NSD 9.77815125 0 0.01471 0.5 0.5 0.4926660603 3554.67582 4.749 10.027 7.807 6.596 5.961 5.738
NSD 9 NSD 9.77815125 0 0.01471 0.512465477 0.512 0.5064687396 3595.837026 4.736 9.856 7.686 6.5 5.861 5.641
NSD 9 NSD 9.77815125 0 0.01471 0.5500000119 0.55 0.5480909673 3718.775833 4.698 9.365 7.339 6.224 5.575 5.365
NSD 9 NSD 9.77815125 0 0.01471 0.6000000238 0.6 0.5955971965 3931.877693 4.663 8.693 6.884 5.866 5.197 5.016
NSD 9 NSD 9.77815125 0 0.01471 0.6499999762 0.65 0.6339465531 4205.329212 4.644 8.01 6.431 5.505 4.836 4.697
NSD 9 NSD 9.77815125 0 0.01471 0.7000000477 0.7 0.6682710458 4504.016782 4.63 7.336 6.001 5.172 4.549 4.445
NSD 9 NSD 9.77815125 0 0.01471 0.727448523 0.727 0.6869935267 4673.045396 4.623 6.986 5.77 4.998 4.424 4.332
NSD 9 NSD 9.77815125 0 0.01471 0.75 0.75 0.7028338095 4812.824219 4.616 6.718 5.586 4.861 4.332 4.245
NSD 9 NSD 9.77815125 0 0.01471 0.750808537 0.751 0.7042918209 4816.149948 4.616 6.709 5.58 4.856 4.328 4.242
NSD 9 NSD 9.77815125 0 0.01471 0.787229538 0.787 0.7398652755 5000.34535 4.593 6.341 5.308 4.639 4.16 4.083
NSD 9 NSD 9.77815125 0 0.01471 0.8000000119 0.8 0.7524066838 5065.239676 4.585 6.219 5.216 4.566 4.103 4.028
NSD 9 NSD 9.77815125 0 0.01471 0.8019527197 0.802 0.75483607 5074.578791 4.584 6.2 5.202 4.554 4.094 4.019
NSD 9 NSD 9.77815125 0 0.01471 0.8322833776 0.832 0.7882294279 5223.96189 4.562 5.92 4.986 4.379 3.955 3.886
NSD 9 NSD 9.77815125 0 0.01471 0.8500000238 0.849 0.8090076808 5310.06699 4.548 5.764 4.862 4.278 3.873 3.807
NSD 9 NSD 9.77815125 0 0.01471 0.8782956004 0.878 0.8475252481 5438.761317 4.523 5.522 4.667 4.115 3.739 3.677
NSD 9 NSD 9.77815125 0 0.01471 0.8999999762 0.899 0.8785220066 5536.04995 4.502 5.342 4.522 3.993 3.635 3.577
NSD 9 NSD 9.77815125 0 0.01471 0.9105029106 0.91 0.8948549501 5580.845504 4.49 5.256 4.452 3.933 3.583 3.527
NSD 9 NSD 9.77815125 0 0.01471 0.9254390001 0.925 0.9201373182 5641.570244 4.473 5.135 4.352 3.846 3.508 3.454
NSD 9 NSD 9.77815125 0 0.01471 0.9396340251 0.939 0.9452629695 5699.017624 4.456 5.023 4.258 3.763 3.435 3.384
NSD 9 NSD 9.77815125 0 0.01471 0.9499999881 0.949 0.9650562881 5738.521327 4.443 4.94 4.188 3.702 3.381 3.331
NSD 9 NSD 9.77815125 0 0.01471 0.953636229 0.953 0.9728651466 5751.749985 4.438 4.912 4.164 3.68 3.361 3.312
NSD 9 NSD 9.77815125 0 0.01471 0.9663106203 0.966 0.9994306059 5796.955947 4.421 4.812 4.078 3.604 3.293 3.245
NSD 9 NSD 9.77815125 0 0.01471 0.9785322547 0.978 1.026485088 5839.827246 4.403 4.716 3.996 3.53 3.225 3.179
NSD 9 NSD 9.77815125 0 0.01471 1 1 1.07808411 5908.809656 4.37 4.548 3.849 3.397 3.104 3.06
NSD 9 NSD 9.77815125 0 0.01471 1.007665992 1.007 1.098886011 5930.618664 4.357 4.488 3.796 3.348 3.059 3.016
