# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Vmag Imag Jmag_2mass Hmag_2mass Ksmag_2mass
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.0900000036 0.09 0.1164803441 2424.934431 5.257 17.926 13.421 11.034 10.494 10.262
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.1000000015 0.1 0.1282190766 2591.791135 5.22 17.409 12.926 10.539 9.999 9.762
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.1200000048 0.12 0.1493319186 2795.760728 5.166 15.794 11.949 9.957 9.4 9.148
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.1400000006 0.14 0.1687923054 2923.479144 5.127 14.76 11.322 9.552 8.986 8.733
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.1599999964 0.16 0.1867895797 3015.782384 5.097 14.037 10.868 9.232 8.661 8.41
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.200000003 0.2 0.2206747508 3145.574677 5.049 13.049 10.218 8.739 8.164 7.919
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.2224855423 0.222 0.2391953016 3196.686154 5.026 12.659 9.941 8.512 7.936 7.694
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.25 0.25 0.2610072944 3254.617835 5 12.242 9.641 8.264 7.686 7.448
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.3000000119 0.3 0.3005056521 3333.496473 4.956 11.656 9.195 7.881 7.297 7.065
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.3500000536 0.35 0.3440746247 3400.165058 4.906 11.152 8.791 7.523 6.934 6.706
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.3720439672 0.372 0.3634566713 3440.329188 4.885 10.914 8.609 7.367 6.775 6.549
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.4000000358 0.4 0.3881080447 3488.188934 4.86 10.635 8.394 7.181 6.585 6.361
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.430301398 0.43 0.4181697805 3555.494409 4.826 10.287 8.131 6.958 6.355 6.135
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.4500000179 0.45 0.4379783517 3598.3218 4.806 10.076 7.971 6.821 6.214 5.996
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.5 0.5 0.4905153977 3745.41547 4.753 9.46 7.525 6.45 5.83 5.621
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.5229181051 0.523 0.515528459 3838.839899 4.729 9.141 7.299 6.265 5.636 5.437
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.5500000119 0.55 0.5450704584 3945.481397 4.702 8.796 7.051 6.057 5.416 5.232
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.5631506443 0.563 0.5567402817 4013.284983 4.694 8.616 6.926 5.954 5.307 5.134
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.6000000238 0.6 0.5897292173 4202.425277 4.672 8.137 6.593 5.676 5.019 4.878
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.6095677614 0.609 0.5969701898 4261.868054 4.668 8.002 6.503 5.603 4.948 4.815
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.6499999762 0.65 0.6259687388 4516.479049 4.655 7.439 6.137 5.316 4.699 4.595
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.6570675969 0.657 0.6311791509 4560.36916 4.652 7.344 6.075 5.268 4.661 4.562
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.7000001073 0.7 0.6639764023 4830.58802 4.636 6.81 5.707 4.987 4.458 4.374
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.7112132311 0.711 0.6729032794 4898.916081 4.631 6.682 5.615 4.916 4.405 4.324
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.7377446294 0.738 0.6957490866 5059.411458 4.618 6.396 5.406 4.753 4.284 4.21
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.75 0.75 0.7068913133 5133.339644 4.612 6.269 5.311 4.679 4.229 4.158
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.7640303969 0.764 0.7208628505 5210.747154 4.602 6.133 5.206 4.595 4.162 4.094
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.7900253534 0.79 0.749639815 5350.569382 4.583 5.89 5.015 4.44 4.039 3.975
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.7983130813 0.798 0.758844245 5395.106225 4.577 5.815 4.956 4.391 4 3.937
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.816539228 0.816 0.78226274 5487.821793 4.56 5.652 4.825 4.282 3.91 3.851
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.8370393515 0.836 0.8097531476 5589.848017 4.541 5.476 4.683 4.163 3.809 3.754
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.8466261625 0.846 0.8234792207 5636.376558 4.531 5.394 4.617 4.107 3.762 3.709
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.8669638634 0.866 0.8563526477 5727.96031 4.508 5.226 4.476 3.984 3.655 3.605
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.8870583773 0.886 0.8911537621 5815.673277 4.483 5.061 4.337 3.863 3.548 3.501
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.8949391842 0.894 0.9056338459 5849.247525 4.473 4.997 4.283 3.815 3.506 3.46
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.9062461853 0.905 0.92758271 5893.862502 4.457 4.905 4.203 3.744 3.442 3.398
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.9193840623 0.918 0.955988449 5944.290152 4.437 4.798 4.111 3.661 3.367 3.325
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.9316461086 0.931 0.9841303941 5988.25106 4.418 4.698 4.024 3.583 3.296 3.255
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.9432522058 0.942 1.013334071 6028.371389 4.399 4.602 3.94 3.506 3.226 3.186
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.9433931708 0.942 1.01286752 6029.759633 4.398 4.601 3.939 3.505 3.225 3.185
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.9546131492 0.954 1.043644635 6064.569815 4.378 4.509 3.857 3.429 3.155 3.116
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.9744826555 0.974 1.101926544 6123.503917 4.339 4.343 3.707 3.29 3.024 2.988
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.9915652275 0.991 1.159184712 6165.950019 4.303 4.201 3.576 3.166 2.908 2.872
NSD 9 NSD 9.77815125 -0.25 0.0084736 1.007040858 1.006 1.214654168 6195.837231 4.269 4.076 3.459 3.054 2.799 2.764
NSD 9 NSD 9.77815125 -0.25 0.0084736 1.0215168 1.02 1.274831086 6217.273893 4.233 3.953 3.342 2.941 2.689 2.655
NSD 9 NSD 9.77815125 -0.25 0.0084736 1.033528805 1.032 1.332762133 6233.041235 4.199 3.844 3.238 2.839 2.59 2.556
NSD 9 NSD 9.77815125 -0.25 0.0084736 1.037410736 1.036 1.35254787 6237.348355 4.188 3.809 3.204 2.805 2.557 2.523
NSD 9 NSD 9.77815125 -0.25 0.0084736 1.039878368 1.039 1.367579698 6238.784723 4.18 3.785 3.18 2.782 2.534 2.5
NSD 9 NSD 9.77815125 -0.25 0.0084736 1.047881603 1.046 1.413684983 6243.095811 4.154 3.708 3.105 2.707 2.46 2.426
NSD 9 NSD 9.77815125 -0.25 0.0084736 1.059170961 1.058 1.493319186 6237.348355 4.112 3.595 2.991 2.592 2.345 2.31
NSD 9 NSD 9.77815125 -0.25 0.0084736 1.067021847 1.065 1.555795979 6224.435916 4.078 3.513 2.906 2.506 2.257 2.222
NSD 9 NSD 9.77815125 -0.25 0.0084736 1.074614525 1.073 1.627243872 6202.97456 4.043 3.433 2.821 2.417 2.166 2.13
NSD 9 NSD 9.77815125 -0.25 0.0084736 1.076904774 1.075 1.653684458 6188.708114 4.03 3.408 2.793 2.387 2.133 2.097
NSD 9 NSD 9.77815125 -0.25 0.0084736 1.086114883 1.084 1.773179268 6119.275411 3.973 3.31 2.678 2.26 1.996 1.958
NSD 9 NSD 9.77815125 -0.25 0.0084736 1.088191509 1.086 1.804066927 6098.17664 3.959 3.289 2.652 2.229 1.963 1.924
NSD 9 NSD 9.77815125 -0.25 0.0084736 1.090472221 1.089 1.838453479 6075.751461 3.943 3.265 2.622 2.196 1.926 1.887
NSD 9 NSD 9.77815125 -0.25 0.0084736 1.097090483 1.095 1.9735705 5945.659033 3.885 3.219 2.543 2.091 1.799 1.757
