# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Vmag Imag Jmag_2mass Hmag_2mass Ksmag_2mass
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.0900000036 0.09 0.1117513157 2545.071572 5.293 17.69 13.111 10.889 10.435 10.236
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.1000000015 0.1 0.1239232072 2725.837739 5.249 16.567 12.427 10.422 9.94 9.723
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.1199999973 0.12 0.1454630351 2935.621096 5.189 14.954 11.521 9.847 9.327 9.096
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.1375003904 0.137 0.1623127533 3054.217773 5.153 14.09 11.015 9.488 8.955 8.722
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.1400000006 0.14 0.1646086468 3069.728738 5.148 13.977 10.949 9.441 8.906 8.674
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.1524693668 0.152 0.1758541594 3129.680472 5.128 13.554 10.684 9.239 8.698 8.467
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.1599999964 0.16 0.1826218108 3164.462839 5.117 13.322 10.536 9.124 8.581 8.35
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.1999999881 0.2 0.2162482715 3296.856164 5.067 12.429 9.932 8.631 8.078 7.852
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.25 0.25 0.256774945 3406.434166 5.015 11.696 9.384 8.156 7.596 7.374
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.3000000119 0.3 0.2960415333 3482.571166 4.97 11.163 8.959 7.776 7.21 6.992
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.3387400806 0.339 0.3288914964 3534.272244 4.931 10.795 8.659 7.503 6.932 6.716
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.3499999642 0.35 0.3381836794 3548.133892 4.921 10.694 8.577 7.428 6.856 6.64
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.377619803 0.378 0.3629548841 3600.808292 4.893 10.405 8.353 7.232 6.654 6.44
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.3999999762 0.4 0.3822545335 3642.503687 4.872 10.186 8.184 7.083 6.501 6.289
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.4499999881 0.45 0.4332640398 3764.436711 4.815 9.625 7.757 6.711 6.118 5.911
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.4999999404 0.5 0.486578197 3935.500755 4.761 9.012 7.303 6.321 5.711 5.521
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.5378113985 0.537 0.5251128486 4122.873407 4.725 8.493 6.927 6.003 5.372 5.213
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.5500000119 0.55 0.5377156106 4181.190933 4.714 8.337 6.814 5.905 5.269 5.12
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.5621762276 0.562 0.5477124902 4254.024629 4.707 8.169 6.698 5.807 5.169 5.032
