# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Jmag_2mass Hmag_2mass Ksmag_2mass F087mag F146mag F213mag
NSD 9 NSD 9.77815125 0.25 0.025095 0.0955969095 0.095 0.1329696865 2302.501915 5.168 10.989 10.4 10.104 12.851 11.016 10.183
NSD 9 NSD 9.77815125 0.25 0.025095 0.1055120975 0.105 0.1438641701 2399.385334 5.141 10.639 10.052 9.754 12.501 10.666 9.832
NSD 9 NSD 9.77815125 0.25 0.025095 0.1253425032 0.125 0.1647223938 2550.938568 5.099 10.081 9.496 9.195 11.944 10.108 9.273
NSD 9 NSD 9.77815125 0.25 0.025095 0.145172894 0.145 0.1836760981 2662.563659 5.068 9.675 9.093 8.792 11.457 9.691 8.866
NSD 9 NSD 9.77815125 0.25 0.025095 0.1650032997 0.165 0.2015360047 2747.2615 5.043 9.369 8.789 8.494 11.021 9.368 8.562
NSD 9 NSD 9.77815125 0.25 0.025095 0.2046640813 0.204 0.2351541485 2873.425887 5.002 8.881 8.301 8.017 10.364 8.857 8.076
NSD 9 NSD 9.77815125 0.25 0.025095 0.2542400956 0.254 0.2755831404 2979.888403 4.959 8.413 7.832 7.559 9.781 8.374 7.613
NSD 9 NSD 9.77815125 0.25 0.025095 0.3076698482 0.307 0.3191189871 3069.728738 4.915 7.999 7.414 7.151 9.28 7.946 7.201
NSD 9 NSD 9.77815125 0.25 0.025095 0.3338156343 0.334 0.3421784422 3105.98962 4.89 7.808 7.22 6.962 9.059 7.75 7.01
NSD 9 NSD 9.77815125 0.25 0.025095 0.3533920944 0.353 0.3596272937 3132.564342 4.871 7.671 7.08 6.825 8.902 7.609 6.872
NSD 9 NSD 9.77815125 0.25 0.025095 0.4029681087 0.403 0.4009153133 3215.881224 4.834 7.347 6.747 6.502 8.519 7.273 6.545
NSD 9 NSD 9.77815125 0.25 0.025095 0.4106998742 0.41 0.4083688855 3230.725057 4.827 7.293 6.691 6.447 8.454 7.216 6.49
NSD 9 NSD 9.77815125 0.25 0.025095 0.4525440931 0.452 0.4467377421 3309.786651 4.79 7.019 6.405 6.169 8.129 6.929 6.208
NSD 9 NSD 9.77815125 0.25 0.025095 0.502120018 0.502 0.4963095647 3417.432931 4.744 6.685 6.055 5.827 7.735 6.579 5.861
NSD 9 NSD 9.77815125 0.25 0.025095 0.5516960621 0.551 0.5516360561 3552.221185 4.694 6.333 5.683 5.465 7.314 6.207 5.494
NSD 9 NSD 9.77815125 0.25 0.025095 0.601271987 0.601 0.5988976995 3735.940923 4.659 5.998 5.326 5.125 6.893 5.851 5.147
NSD 9 NSD 9.77815125 0.25 0.025095 0.650848031 0.651 0.6381938942 3977.406691 4.639 5.66 4.975 4.807 6.474 5.5 4.822
NSD 9 NSD 9.77815125 0.25 0.025095 0.7004240751 0.7 0.6722837979 4249.129821 4.625 5.332 4.664 4.533 6.075 5.176 4.543
NSD 9 NSD 9.77815125 0.25 0.025095 0.7211102843 0.721 0.6821072174 4389.347855 4.626 5.199 4.554 4.439 5.906 5.052 4.447
NSD 9 NSD 9.77815125 0.25 0.025095 0.75 0.75 0.6960695647 4586.696458 4.625 5.02 4.429 4.328 5.674 4.894 4.335
NSD 9 NSD 9.77815125 0.25 0.025095 0.7752216458 0.775 0.7208628505 4697.859239 4.609 4.871 4.315 4.221 5.496 4.759 4.226
NSD 9 NSD 9.77815125 0.25 0.025095 0.8000000119 0.8 0.7456802573 4806.179647 4.593 4.729 4.207 4.117 5.326 4.63 4.122
NSD 9 NSD 9.77815125 0.25 0.025095 0.8000314832 0.8 0.7456802573 4806.179647 4.593 4.729 4.207 4.117 5.326 4.63 4.121
NSD 9 NSD 9.77815125 0.25 0.025095 0.8363189697 0.836 0.7837050492 4971.643737 4.569 4.522 4.045 3.963 5.079 4.439 3.967
NSD 9 NSD 9.77815125 0.25 0.025095 0.8500000238 0.849 0.7986429179 5033.846868 4.56 4.446 3.985 3.905 4.988 4.368 3.909
