# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Jmag_2mass Hmag_2mass Ksmag_2mass F087mag F146mag F213mag
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.0900000036 0.09 0.1164803441 2424.934431 5.257 11.034 10.494 10.262 12.73 11.089 10.338
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.1000000015 0.1 0.1282190766 2591.791135 5.22 10.539 9.999 9.762 12.235 10.593 9.838
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.1200000048 0.12 0.1493319186 2795.760728 5.166 9.957 9.4 9.148 11.412 9.962 9.213
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.1400000006 0.14 0.1687923054 2923.479144 5.127 9.552 8.986 8.733 10.866 9.529 8.791
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.1599999964 0.16 0.1867895797 3015.782384 5.097 9.232 8.661 8.41 10.459 9.193 8.464
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.200000003 0.2 0.2206747508 3145.574677 5.049 8.739 8.164 7.919 9.863 8.682 7.967
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.2224855423 0.222 0.2391953016 3196.686154 5.026 8.512 7.936 7.694 9.603 8.45 7.74
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.25 0.25 0.2610072944 3254.617835 5 8.264 7.686 7.448 9.32 8.195 7.491
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.3000000119 0.3 0.3005056521 3333.496473 4.956 7.881 7.297 7.065 8.893 7.802 7.105
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.3500000536 0.35 0.3440746247 3400.165058 4.906 7.523 6.934 6.706 8.504 7.437 6.743
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.3720439672 0.372 0.3634566713 3440.329188 4.885 7.367 6.775 6.549 8.33 7.276 6.584
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.4000000358 0.4 0.3881080447 3488.188934 4.86 7.181 6.585 6.361 8.123 7.085 6.395
NSD 9 NSD 9.77815125 -0.25 0.0084736 0.430301398 0.43 0.4181697805 3555.494409 4.826 6.958 6.355 6.135 7.872 6.853 6.166
