# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Jmag_2mass Hmag_2mass Ksmag_2mass F087mag F146mag F213mag
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.0900000036 0.09 0.1117513157 2545.071572 5.293 10.889 10.435 10.236 12.477 10.982 10.307
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.1000000015 0.1 0.1239232072 2725.837739 5.249 10.422 9.94 9.723 11.878 10.478 9.789
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.1199999973 0.12 0.1454630351 2935.621096 5.189 9.847 9.327 9.096 11.093 9.847 9.154
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.1375003904 0.137 0.1623127533 3054.217773 5.153 9.488 8.955 8.722 10.639 9.465 8.775
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.1400000006 0.14 0.1646086468 3069.728738 5.148 9.441 8.906 8.674 10.58 9.415 8.725
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.1524693668 0.152 0.1758541594 3129.680472 5.128 9.239 8.698 8.467 10.337 9.203 8.516
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.1599999964 0.16 0.1826218108 3164.462839 5.117 9.124 8.581 8.35 10.2 9.083 8.398
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.1999999881 0.2 0.2162482715 3296.856164 5.067 8.631 8.078 7.852 9.633 8.572 7.894
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.25 0.25 0.256774945 3406.434166 5.015 8.156 7.596 7.374 9.108 8.084 7.413
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.3000000119 0.3 0.2960415333 3482.571166 4.97 7.776 7.21 6.992 8.697 7.696 7.027
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.3387400806 0.339 0.3288914964 3534.272244 4.931 7.503 6.932 6.716 8.405 7.417 6.749
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.3499999642 0.35 0.3381836794 3548.133892 4.921 7.428 6.856 6.64 8.325 7.34 6.673
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.377619803 0.378 0.3629548841 3600.808292 4.893 7.232 6.654 6.44 8.11 7.138 6.471
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.3999999762 0.4 0.3822545335 3642.503687 4.872 7.083 6.501 6.289 7.947 6.984 6.317
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.4499999881 0.45 0.4332640398 3764.436711 4.815 6.711 6.118 5.911 7.536 6.599 5.935
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.4999999404 0.5 0.486578197 3935.500755 4.761 6.321 5.711 5.521 7.1 6.195 5.538
NSD 9 NSD 9.77815125 -0.5 0.0048313 0.5378113985 0.537 0.5251128486 4122.873407 4.725 6.003 5.372 5.213 6.742 5.863 5.225
