# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Vmag Imag Jmag_2mass Hmag_2mass Ksmag_2mass
thin4 3 thin_disk 9.397940009 0.25 0.025095 0.0955969095 0.095 0.1330309354 2301.971805 5.168 17.883 13.644 10.99 10.401 10.105
thin4 3 thin_disk 9.397940009 0.25 0.025095 0.1054352745 0.105 0.1438972999 2397.72847 5.141 17.523 13.296 10.643 10.056 9.758
thin4 3 thin_disk 9.397940009 0.25 0.025095 0.1055120975 0.105 0.1439304373 2398.832919 5.141 17.521 13.294 10.641 10.053 9.755
thin4 3 thin_disk 9.397940009 0.25 0.025095 0.121750325 0.121 0.1609357932 2523.480772 5.106 17.041 12.83 10.177 9.592 9.291
thin4 3 thin_disk 9.397940009 0.25 0.025095 0.1253425032 0.125 0.1646844694 2549.764088 5.099 16.943 12.735 10.083 9.498 9.197
thin4 3 thin_disk 9.397940009 0.25 0.025095 0.145172894 0.145 0.1838453479 2661.337785 5.068 16.239 12.196 9.677 9.095 8.794
thin4 3 thin_disk 9.397940009 0.25 0.025095 0.1650032997 0.165 0.2015824155 2745.364414 5.043 15.467 11.676 9.371 8.791 8.495
thin4 3 thin_disk 9.397940009 0.25 0.025095 0.2046640813 0.204 0.2348294954 2872.10293 5.004 14.373 10.919 8.887 8.308 8.024
thin4 3 thin_disk 9.397940009 0.25 0.025095 0.2542400956 0.254 0.2736230281 2978.516429 4.966 13.488 10.28 8.432 7.85 7.578
thin4 3 thin_disk 9.397940009 0.25 0.025095 0.3149630427 0.315 0.3214790267 3079.640342 4.919 12.655 9.671 7.972 7.386 7.125
thin4 3 thin_disk 9.397940009 0.25 0.025095 0.3372092843 0.337 0.3424148924 3110.283669 4.894 12.389 9.463 7.802 7.213 6.956
thin4 3 thin_disk 9.397940009 0.25 0.025095 0.3451257646 0.345 0.3499875897 3121.044781 4.885 12.3 9.392 7.743 7.154 6.898
thin4 3 thin_disk 9.397940009 0.25 0.025095 0.3533920944 0.353 0.3567406874 3132.564342 4.879 12.211 9.324 7.688 7.098 6.843
thin4 3 thin_disk 9.397940009 0.25 0.025095 0.4029681087 0.403 0.3975141979 3216.621793 4.842 11.662 8.912 7.366 6.766 6.521
