# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Jmag_2mass Hmag_2mass Ksmag_2mass F087mag F146mag F213mag
thin1 0 thin_disk 8 -0.5 0.0048313 0.0900000036 0.09 0.1897372688 2818.382931 4.834 9.412 8.904 8.644 10.773 9.433 8.707
thin1 0 thin_disk 8 -0.5 0.0048313 0.0948086083 0.095 0.1935765052 2850.361872 4.838 9.331 8.82 8.561 10.661 9.345 8.622
thin1 0 thin_disk 8 -0.5 0.0048313 0.1000000015 0.1 0.1977209301 2886.02441 4.843 9.245 8.729 8.471 10.539 9.251 8.531
thin1 0 thin_disk 8 -0.5 0.0048313 0.1038407609 0.104 0.2009799088 2907.367959 4.846 9.188 8.67 8.413 10.464 9.19 8.472
thin1 0 thin_disk 8 -0.5 0.0048313 0.1138021648 0.114 0.2088587358 2964.14879 4.852 9.043 8.518 8.265 10.269 9.034 8.321
thin1 0 thin_disk 8 -0.5 0.0048313 0.1199999973 0.12 0.213183037 3000.544002 4.856 8.958 8.43 8.178 10.154 8.942 8.233
thin1 0 thin_disk 8 -0.5 0.0048313 0.1223272085 0.122 0.2149080308 3010.925432 4.858 8.929 8.4 8.149 10.117 8.911 8.203
thin1 0 thin_disk 8 -0.5 0.0048313 0.1400000006 0.14 0.2285349597 3087.450476 4.864 8.72 8.184 7.938 9.848 8.689 7.988
thin1 0 thin_disk 8 -0.5 0.0048313 0.1565605998 0.157 0.2402440524 3147.748314 4.868 8.549 8.007 7.766 9.638 8.509 7.814
thin1 0 thin_disk 8 -0.5 0.0048313 0.1599999964 0.16 0.2428022153 3160.09399 4.869 8.514 7.971 7.731 9.596 8.472 7.778
thin1 0 thin_disk 8 -0.5 0.0048313 0.1883870661 0.188 0.2622120494 3243.396173 4.873 8.265 7.716 7.482 9.299 8.213 7.526
thin1 0 thin_disk 8 -0.5 0.0048313 0.1999999881 0.2 0.2702418746 3274.914756 4.873 8.17 7.619 7.386 9.188 8.113 7.429
thin1 0 thin_disk 8 -0.5 0.0048313 0.25 0.25 0.3016147977 3381.426875 4.874 7.829 7.269 7.044 8.795 7.759 7.082
thin1 0 thin_disk 8 -0.5 0.0048313 0.3000000119 0.3 0.3330831359 3465.77209 4.867 7.535 6.967 6.747 8.465 7.455 6.782
thin1 0 thin_disk 8 -0.5 0.0048313 0.3499999642 0.35 0.3670731721 3549.768245 4.849 7.249 6.674 6.458 8.147 7.16 6.49
thin1 0 thin_disk 8 -0.5 0.0048313 0.3675231636 0.368 0.3805858565 3585.915075 4.84 7.141 6.563 6.348 8.026 7.048 6.379
thin1 0 thin_disk 8 -0.5 0.0048313 0.3999999762 0.4 0.4054643215 3652.582214 4.821 6.947 6.362 6.15 7.809 6.846 6.178
thin1 0 thin_disk 8 -0.5 0.0048313 0.4015866518 0.402 0.4066798408 3657.63193 4.82 6.936 6.351 6.138 7.796 6.834 6.166
thin1 0 thin_disk 8 -0.5 0.0048313 0.4499999881 0.45 0.4525354905 3793.14985 4.777 6.594 5.996 5.791 7.411 6.479 5.813
thin1 0 thin_disk 8 -0.5 0.0048313 0.4999999404 0.5 0.4961952984 4031.809464 4.744 6.2 5.579 5.405 6.958 6.067 5.419
thin1 0 thin_disk 8 -0.5 0.0048313 0.5046813488 0.505 0.4984856318 4064.433292 4.743 6.164 5.539 5.37 6.914 6.028 5.384
thin1 0 thin_disk 8 -0.5 0.0048313 0.5415663719 0.541 0.5149352764 4253.045217 4.745 5.942 5.308 5.17 6.656 5.8 5.18
thin1 0 thin_disk 8 -0.5 0.0048313 0.5500000119 0.55 0.5186240411 4279.568675 4.746 5.908 5.274 5.14 6.617 5.765 5.149
thin1 0 thin_disk 8 -0.5 0.0048313 0.5650381446 0.565 0.524508638 4322.151642 4.748 5.851 5.22 5.092 6.552 5.709 5.101
thin1 0 thin_disk 8 -0.5 0.0048313 0.5990000367 0.599 0.5474603174 4445.288991 4.736 5.668 5.05 4.937 6.345 5.531 4.945
thin1 0 thin_disk 8 -0.5 0.0048313 0.5999999642 0.6 0.5480909673 4450.409766 4.736 5.661 5.044 4.931 6.337 5.525 4.939
thin1 0 thin_disk 8 -0.5 0.0048313 0.6135290861 0.613 0.5580237006 4528.975799 4.73 5.569 4.966 4.861 6.227 5.437 4.868
