# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Jmag_2mass Hmag_2mass Ksmag_2mass F087mag F146mag F213mag
NSD 9 NSD 9.903089987 0 0.01471 0.0900000036 0.09 0.1215773421 2308.87276 5.219 11.175 10.572 10.31 12.976 11.197 10.388
NSD 9 NSD 9.903089987 0 0.01471 0.1000000015 0.1 0.1332455288 2451.884454 5.186 10.717 10.114 9.85 12.518 10.738 9.927
NSD 9 NSD 9.903089987 0 0.01471 0.1125879362 0.113 0.1462691188 2585.23484 5.156 10.285 9.683 9.415 12.085 10.306 9.493
NSD 9 NSD 9.903089987 0 0.01471 0.1200000048 0.12 0.1540113206 2659.500033 5.14 10.07 9.469 9.198 11.798 10.08 9.272
NSD 9 NSD 9.903089987 0 0.01471 0.1400000006 0.14 0.173281678 2784.197249 5.103 9.662 9.06 8.788 11.207 9.644 8.853
NSD 9 NSD 9.903089987 0 0.01471 0.1510661989 0.151 0.1835915316 2834.001006 5.087 9.479 8.877 8.606 10.959 9.452 8.668
NSD 9 NSD 9.903089987 0 0.01471 0.1599999964 0.16 0.1916693389 2872.764332 5.074 9.342 8.74 8.47 10.774 9.308 8.53
NSD 9 NSD 9.903089987 0 0.01471 0.200000003 0.2 0.2260230051 2999.162519 5.028 8.842 8.24 7.976 10.137 8.788 8.03
NSD 9 NSD 9.903089987 0 0.01471 0.25 0.25 0.2673330448 3113.866577 4.979 8.357 7.753 7.498 9.549 8.288 7.546
NSD 9 NSD 9.903089987 0 0.01471 0.3000000119 0.3 0.3076469719 3190.068436 4.936 7.971 7.365 7.117 9.109 7.894 7.162
NSD 9 NSD 9.903089987 0 0.01471 0.3500000238 0.35 0.3514411771 3253.868518 4.888 7.618 7.008 6.766 8.713 7.533 6.807
NSD 9 NSD 9.903089987 0 0.01471 0.4000000358 0.4 0.3941419354 3338.105052 4.846 7.284 6.668 6.432 8.331 7.189 6.471
NSD 9 NSD 9.903089987 0 0.01471 0.4500000179 0.45 0.4426420258 3433.9977 4.796 6.94 6.315 6.086 7.937 6.833 6.12
NSD 9 NSD 9.903089987 0 0.01471 0.4772891402 0.477 0.4713599128 3502.676269 4.768 6.741 6.11 5.884 7.705 6.626 5.916
NSD 9 NSD 9.903089987 0 0.01471 0.5 0.5 0.4951680844 3557.951306 4.745 6.583 5.948 5.726 7.524 6.462 5.755
NSD 9 NSD 9.903089987 0 0.01471 0.5500000119 0.55 0.5517630896 3725.632385 4.692 6.202 5.552 5.343 7.075 6.065 5.366
NSD 9 NSD 9.903089987 0 0.01471 0.6000000238 0.6 0.6000019265 3944.573021 4.656 5.838 5.167 4.989 6.644 5.684 5.004
NSD 9 NSD 9.903089987 0 0.01471 0.6499999762 0.65 0.6399597276 4226.686143 4.636 5.469 4.801 4.665 6.211 5.313 4.675
NSD 9 NSD 9.903089987 0 0.01471 0.6541420817 0.654 0.6426176429 4252.06603 4.635 5.439 4.773 4.64 6.175 5.284 4.65
NSD 9 NSD 9.903089987 0 0.01471 0.7000000477 0.7 0.6760092598 4535.237135 4.621 5.126 4.512 4.41 5.795 4.991 4.416
NSD 9 NSD 9.903089987 0 0.01471 0.723372221 0.723 0.6939890928 4681.661397 4.612 4.972 4.401 4.309 5.603 4.854 4.314
NSD 9 NSD 9.903089987 0 0.01471 0.75 0.75 0.7152414004 4848.417387 4.602 4.802 4.282 4.198 5.389 4.703 4.202
NSD 9 NSD 9.903089987 0 0.01471 0.7561674118 0.756 0.721360977 4880.901012 4.597 4.763 4.251 4.168 5.342 4.667 4.172
NSD 9 NSD 9.903089987 0 0.01471 0.7813668847 0.781 0.7489496891 5013.026495 4.579 4.605 4.129 4.052 5.152 4.521 4.055
NSD 9 NSD 9.903089987 0 0.01471 0.8000000119 0.8 0.7702871356 5110.93079 4.565 4.489 4.039 3.965 5.014 4.414 3.968
NSD 9 NSD 9.903089987 0 0.01471 0.8194592595 0.819 0.7953396702 5209.547473 4.547 4.368 3.941 3.871 4.871 4.301 3.874
NSD 9 NSD 9.903089987 0 0.01471 0.8401665688 0.84 0.8232896294 5312.512929 4.528 4.239 3.835 3.769 4.72 4.179 3.772
NSD 9 NSD 9.903089987 0 0.01471 0.8500000238 0.849 0.8376308129 5361.669006 4.518 4.177 3.784 3.719 4.648 4.12 3.722
NSD 9 NSD 9.903089987 0 0.01471 0.86045295 0.86 0.8545798429 5410.034069 4.507 4.111 3.728 3.665 4.572 4.058 3.668
NSD 9 NSD 9.903089987 0 0.01471 0.8804374337 0.88 0.888490206 5501.739205 4.483 3.984 3.62 3.56 4.426 3.936 3.563
NSD 9 NSD 9.903089987 0 0.01471 0.898827672 0.898 0.9222584538 5583.41617 4.459 3.867 3.518 3.462 4.294 3.824 3.465
NSD 9 NSD 9.903089987 0 0.01471 0.8999999762 0.899 0.9248102719 5588.561056 4.457 3.859 3.511 3.456 4.286 3.816 3.458
NSD 9 NSD 9.903089987 0 0.01471 0.9113636613 0.91 0.9480967216 5635.078884 4.44 3.784 3.444 3.39 4.202 3.743 3.393
NSD 9 NSD 9.903089987 0 0.01471 0.9328304529 0.932 0.998280631 5717.418729 4.406 3.637 3.312 3.261 4.041 3.601 3.264
NSD 9 NSD 9.903089987 0 0.01471 0.9433540106 0.942 1.025540096 5755.724525 4.387 3.563 3.245 3.195 3.961 3.529 3.198
NSD 9 NSD 9.903089987 0 0.01471 0.9499999881 0.949 1.044846867 5778.298856 4.375 3.515 3.201 3.152 3.909 3.482 3.155
NSD 9 NSD 9.903089987 0 0.01471 0.9619547725 0.961 1.080071844 5815.673277 4.351 3.428 3.12 3.073 3.816 3.397 3.075
NSD 9 NSD 9.903089987 0 0.01471 0.9794357419 0.979 1.138551408 5860.032168 4.314 3.298 2.998 2.952 3.679 3.269 2.954
NSD 9 NSD 9.903089987 0 0.01471 0.9951871037 0.995 1.197988488 5889.792572 4.276 3.176 2.881 2.836 3.552 3.148 2.838
NSD 9 NSD 9.903089987 0 0.01471 1 0.999 1.217734597 5899.293451 4.264 3.137 2.843 2.798 3.511 3.109 2.8
NSD 9 NSD 9.903089987 0 0.01471 1.009117007 1.008 1.259948068 5914.254378 4.238 3.058 2.766 2.722 3.43 3.031 2.725
NSD 9 NSD 9.903089987 0 0.01471 1.018030524 1.017 1.306630059 5922.430869 4.21 2.975 2.685 2.641 3.345 2.948 2.643
NSD 9 NSD 9.903089987 0 0.01471 1.026693702 1.026 1.359729891 5923.794716 4.179 2.889 2.599 2.556 3.259 2.862 2.558
NSD 9 NSD 9.903089987 0 0.01471 1.037570238 1.036 1.437317273 5912.892727 4.136 2.772 2.481 2.437 3.145 2.745 2.439
NSD 9 NSD 9.903089987 0 0.01471 1.044716358 1.043 1.494695217 5899.293451 4.104 2.692 2.399 2.354 3.067 2.664 2.356
NSD 9 NSD 9.903089987 0 0.01471 1.046976209 1.046 1.517583671 5888.436554 4.092 2.664 2.368 2.324 3.04 2.636 2.326
NSD 9 NSD 9.903089987 0 0.01471 1.049999952 1.049 1.547578348 5874.893525 4.076 2.626 2.328 2.283 3.005 2.597 2.285
NSD 9 NSD 9.903089987 0 0.01471 1.052798748 1.051 1.578165862 5861.381645 4.061 2.59 2.291 2.245 2.971 2.561 2.247
NSD 9 NSD 9.903089987 0 0.01471 1.059971809 1.058 1.671678069 5794.286964 4.014 2.492 2.181 2.133 2.884 2.459 2.135
NSD 9 NSD 9.903089987 0 0.01471 1.066491842 1.065 1.782594839 5679.367868 3.961 2.399 2.068 2.015 2.812 2.361 2.018
NSD 9 NSD 9.903089987 0 0.01471 1.070556164 1.069 1.871770701 5555.203848 3.92 2.348 1.992 1.935 2.784 2.303 1.938
NSD 9 NSD 9.903089987 0 0.01471 1.073040366 1.071 1.941568176 5438.761317 3.889 2.323 1.944 1.883 2.782 2.271 1.886
NSD 9 NSD 9.903089987 0 0.01471 1.074786663 1.073 2.003330693 5335.805618 3.862 2.305 1.904 1.839 2.786 2.247 1.842
NSD 9 NSD 9.903089987 0 0.01471 1.076445103 1.075 2.080427783 5229.979662 3.83 2.277 1.851 1.783 2.781 2.21 1.786
NSD 9 NSD 9.903089987 0 0.01471 1.078438044 1.077 2.208780934 5116.818355 3.779 2.207 1.753 1.681 2.737 2.131 1.684
NSD 9 NSD 9.903089987 0 0.01471 1.080208898 1.078 2.358591043 5040.806191 3.723 2.107 1.635 1.559 2.656 2.025 1.562
NSD 9 NSD 9.903089987 0 0.01471 1.080706358 1.079 2.406315923 5022.269342 3.706 2.074 1.598 1.521 2.628 1.991 1.524
NSD 9 NSD 9.903089987 0 0.01471 1.081202269 1.079 2.458966685 5008.411453 3.687 2.035 1.555 1.477 2.591 1.951 1.48
NSD 9 NSD 9.903089987 0 0.01471 1.08263135 1.081 2.624536668 4975.079214 3.631 1.913 1.424 1.344 2.478 1.825 1.348
NSD 9 NSD 9.903089987 0 0.01471 1.083770275 1.082 2.774295036 4954.501908 3.583 1.804 1.309 1.229 2.375 1.715 1.232
NSD 9 NSD 9.903089987 0 0.01471 1.085094571 1.083 2.974764875 4932.873745 3.524 1.667 1.166 1.085 2.243 1.576 1.088
NSD 9 NSD 9.903089987 0 0.01471 1.086072922 1.084 3.143059806 4919.262524 3.476 1.555 1.051 0.969 2.136 1.463 0.972
NSD 9 NSD 9.903089987 0 0.01471 1.087168694 1.085 3.354691937 4903.430228 3.419 1.421 0.912 0.83 2.006 1.327 0.833
NSD 9 NSD 9.903089987 0 0.01471 1.088004351 1.086 3.54856402 4889.90025 3.371 1.309 0.797 0.714 1.897 1.214 0.717
NSD 9 NSD 9.903089987 0 0.01471 1.088784456 1.087 3.751048201 4875.284901 3.323 1.196 0.681 0.597 1.788 1.1 0.6
NSD 9 NSD 9.903089987 0 0.01471 1.089462519 1.087 3.95414549 4861.832585 3.277 1.089 0.57 0.485 1.685 0.991 0.488
NSD 9 NSD 9.903089987 0 0.01471 1.090276599 1.088 4.238894862 4843.953885 3.217 0.949 0.426 0.34 1.55 0.85 0.343
NSD 9 NSD 9.903089987 0 0.01471 1.090843201 1.089 4.472523641 4828.363965 3.172 0.843 0.316 0.229 1.448 0.743 0.232
NSD 9 NSD 9.903089987 0 0.01471 1.091498852 1.089 4.782474299 4808.393484 3.113 0.709 0.176 0.088 1.319 0.606 0.091
NSD 9 NSD 9.903089987 0 0.01471 1.091987133 1.09 5.056530659 4790.7113 3.065 0.599 0.062 -0.027 1.215 0.495 -0.024
NSD 9 NSD 9.903089987 0 0.01471 1.092534661 1.09 5.411935909 4768.699981 3.006 0.465 -0.079 -0.169 1.087 0.359 -0.166
NSD 9 NSD 9.903089987 0 0.01471 1.093038917 1.091 5.804337337 4744.604321 2.946 0.328 -0.223 -0.314 0.957 0.219 -0.312
NSD 9 NSD 9.903089987 0 0.01471 1.093476057 1.091 6.210872942 4720.630413 2.887 0.196 -0.361 -0.454 0.832 0.085 -0.451
NSD 9 NSD 9.903089987 0 0.01471 1.093875766 1.091 6.648943536 4695.696293 2.828 0.064 -0.501 -0.596 0.707 -0.05 -0.593
NSD 9 NSD 9.903089987 0 0.01471 1.094245911 1.092 7.129394469 4669.818486 2.767 -0.071 -0.643 -0.74 0.58 -0.188 -0.737
NSD 9 NSD 9.903089987 0 0.01471 1.094568133 1.092 7.618204822 4644.083289 2.709 -0.199 -0.778 -0.877 0.46 -0.318 -0.874
NSD 9 NSD 9.903089987 0 0.01471 1.094877124 1.092 8.166813628 4616.363515 2.649 -0.331 -0.918 -1.019 0.336 -0.454 -1.016
NSD 9 NSD 9.903089987 0 0.01471 1.095157504 1.092 8.740829418 4589.86593 2.591 -0.459 -1.054 -1.157 0.216 -0.584 -1.154
NSD 9 NSD 9.903089987 0 0.01471 1.095432877 1.092 9.327229113 4562.469771 2.534 -0.583 -1.186 -1.291 0.1 -0.711 -1.288
NSD 9 NSD 9.903089987 0 0.01471 1.095791221 1.092 9.900397797 4539.416167 2.482 -0.696 -1.306 -1.412 -0.006 -0.827 -1.409
NSD 9 NSD 9.903089987 0 0.01471 1.096012592 1.093 9.404866708 4564.57135 2.528 -0.6 -1.202 -1.307 0.083 -0.728 -1.304
NSD 9 NSD 9.903089987 0 0.01471 1.096160531 1.093 8.913589814 4589.86593 2.574 -0.502 -1.096 -1.199 0.173 -0.627 -1.196
NSD 9 NSD 9.903089987 0 0.01471 1.096173167 1.093 8.860386054 4593.037593 2.579 -0.492 -1.085 -1.188 0.182 -0.617 -1.185
NSD 9 NSD 9.903089987 0 0.01471 1.096383572 1.093 9.454806494 4565.622502 2.523 -0.613 -1.215 -1.32 0.069 -0.741 -1.316
NSD 9 NSD 9.903089987 0 0.01471 1.096599698 1.093 10.12168098 4536.281532 2.463 -0.742 -1.352 -1.459 -0.051 -0.873 -1.456
NSD 9 NSD 9.903089987 0 0.01471 1.096806288 1.093 10.8306032 4508.167045 2.404 -0.87 -1.489 -1.599 -0.17 -1.005 -1.596
NSD 9 NSD 9.903089987 0 0.01471 1.096991897 1.093 11.58117555 4479.195313 2.347 -0.995 -1.621 -1.734 -0.286 -1.133 -1.731
NSD 9 NSD 9.903089987 0 0.01471 1.097168088 1.093 12.40373973 4449.38514 2.287 -1.122 -1.758 -1.873 -0.404 -1.264 -1.87
NSD 9 NSD 9.903089987 0 0.01471 1.09732306 1.093 13.23282731 4420.791169 2.23 -1.244 -1.888 -2.006 -0.516 -1.389 -2.003
NSD 9 NSD 9.903089987 0 0.01471 1.097468853 1.093 14.15639411 4391.36969 2.172 -1.369 -2.021 -2.142 -0.631 -1.517 -2.139
NSD 9 NSD 9.903089987 0 0.01471 1.097600222 1.093 15.10958878 4362.144019 2.115 -1.49 -2.152 -2.276 -0.743 -1.642 -2.272
NSD 9 NSD 9.903089987 0 0.01471 1.097720504 1.093 16.12696505 4333.112852 2.058 -1.61 -2.281 -2.408 -0.853 -1.766 -2.405
NSD 9 NSD 9.903089987 0 0.01471 1.097833276 1.092 17.2485521 4302.293159 2 -1.733 -2.413 -2.543 -0.965 -1.893 -2.54
NSD 9 NSD 9.903089987 0 0.01471 1.097933173 1.092 18.38876848 4273.660315 1.944 -1.849 -2.533 -2.67 -1.071 -2.011 -2.666
NSD 9 NSD 9.903089987 0 0.01471 1.098024368 1.092 19.61338913 4244.240644 1.888 -1.965 -2.653 -2.795 -1.175 -2.128 -2.791
NSD 9 NSD 9.903089987 0 0.01471 1.098110318 1.092 20.95331031 4214.053064 1.831 -2.082 -2.774 -2.923 -1.281 -2.247 -2.919
NSD 9 NSD 9.903089987 0 0.01471 1.098186374 1.092 22.33328689 4184.080196 1.775 -2.195 -2.891 -3.047 -1.383 -2.362 -3.043
NSD 9 NSD 9.903089987 0 0.01471 1.098258376 1.091 23.83156949 4154.320512 1.719 -2.311 -3.011 -3.173 -1.486 -2.479 -3.169
NSD 9 NSD 9.903089987 0 0.01471 1.09832108 1.091 25.34852217 4126.672463 1.665 -2.419 -3.124 -3.292 -1.583 -2.589 -3.288
NSD 9 NSD 9.903089987 0 0.01471 1.098381043 1.091 27.03041073 4096.377764 1.61 -2.531 -3.24 -3.416 -1.682 -2.703 -3.411
NSD 9 NSD 9.903089987 0 0.01471 1.098436236 1.09 28.77747232 4067.241873 1.554 -2.642 -3.356 -3.539 -1.781 -2.816 -3.534
NSD 9 NSD 9.903089987 0 0.01471 1.098485708 1.09 30.6021997 4038.313213 1.501 -2.749 -3.468 -3.658 -1.875 -2.926 -3.652
NSD 9 NSD 9.903089987 0 0.01471 1.098532081 1.089 32.59512455 4008.667176 1.446 -2.86 -3.588 -3.783 -1.974 -3.041 -3.777
NSD 9 NSD 9.903089987 0 0.01471 1.098574519 1.089 34.67788842 3979.238776 1.393 -2.969 -3.706 -3.906 -2.071 -3.154 -3.9
NSD 9 NSD 9.903089987 0 0.01471 1.098613262 1.088 36.85128573 3950.026416 1.34 -3.077 -3.822 -4.028 -2.167 -3.267 -4.022
NSD 9 NSD 9.903089987 0 0.01471 1.098649621 1.087 39.16089825 3921.028509 1.286 -3.186 -3.94 -4.151 -2.263 -3.38 -4.145
NSD 9 NSD 9.903089987 0 0.01471 1.098682404 1.087 41.56737934 3892.243482 1.233 -3.292 -4.054 -4.27 -2.356 -3.49 -4.264
NSD 9 NSD 9.903089987 0 0.01471 1.098712206 1.086 44.14206489 3862.78023 1.182 -3.395 -4.166 -4.387 -2.445 -3.597 -4.381
NSD 9 NSD 9.903089987 0 0.01471 1.098740697 1.085 46.82228939 3833.540008 1.129 -3.5 -4.28 -4.507 -2.537 -3.707 -4.501
NSD 9 NSD 9.903089987 0 0.01471 1.098766327 1.084 49.64238574 3805.39725 1.079 -3.601 -4.389 -4.622 -2.624 -3.812 -4.615
NSD 9 NSD 9.903089987 0 0.01471 1.09879005 1.083 52.53547277 3776.591401 1.029 -3.702 -4.497 -4.735 -2.709 -3.916 -4.729
NSD 9 NSD 9.903089987 0 0.01471 1.098812342 1.082 55.68684906 3747.140695 0.978 -3.803 -4.606 -4.85 -2.794 -4.021 -4.844
NSD 9 NSD 9.903089987 0 0.01471 1.098833322 1.081 59.02726282 3717.919652 0.928 -3.903 -4.714 -4.964 -2.877 -4.125 -4.957
NSD 9 NSD 9.903089987 0 0.01471 1.098856926 1.08 63.23428974 3682.137482 0.866 -4.025 -4.844 -5.101 -2.975 -4.252 -5.094
NSD 9 NSD 9.903089987 0 0.01471 1.098878503 1.078 67.70997366 3647.539469 0.807 -4.144 -4.972 -5.236 -3.07 -4.375 -5.229
NSD 9 NSD 9.903089987 0 0.01471 1.098898172 1.077 72.41902023 3613.266545 0.748 -4.261 -5.096 -5.367 -3.16 -4.495 -5.36
NSD 9 NSD 9.903089987 0 0.01471 1.098916531 1.075 77.40208238 3578.491583 0.689 -4.376 -5.22 -5.499 -3.246 -4.615 -5.491
NSD 9 NSD 9.903089987 0 0.01471 1.098933339 1.073 82.63283346 3544.051303 0.631 -4.489 -5.341 -5.627 -3.328 -4.732 -5.619
NSD 9 NSD 9.903089987 0 0.01471 1.098948956 1.07 88.25770799 3509.134384 0.574 -4.602 -5.461 -5.755 -3.4 -4.848 -5.747
NSD 9 NSD 9.903089987 0 0.01471 1.098963618 1.068 94.15700697 3474.561475 0.516 -4.714 -5.58 -5.882 -3.471 -4.963 -5.873
NSD 9 NSD 9.903089987 0 0.01471 1.09897697 1.065 100.3350439 3440.329188 0.46 -4.824 -5.695 -6.005 -3.53 -5.075 -5.996
NSD 9 NSD 9.903089987 0 0.01471 1.098989487 1.062 106.7954241 3406.434166 0.404 -4.932 -5.808 -6.127 -3.584 -5.185 -6.118
NSD 9 NSD 9.903089987 0 0.01471 1.099000931 1.059 113.4887062 3373.649809 0.35 -5.038 -5.918 -6.246 -3.628 -5.292 -6.236
NSD 9 NSD 9.903089987 0 0.01471 1.09901166 1.056 120.6570339 3340.41173 0.296 -5.141 -6.026 -6.362 -3.657 -5.396 -6.353
NSD 9 NSD 9.903089987 0 0.01471 1.099021673 1.052 127.9831057 3307.501121 0.243 -5.243 -6.131 -6.477 -3.68 -5.498 -6.467
NSD 9 NSD 9.903089987 0 0.01471 1.09903121 1.048 135.9103857 3274.914756 0.189 -5.343 -6.236 -6.592 -3.675 -5.598 -6.581
NSD 9 NSD 9.903089987 0 0.01471 1.099040031 1.044 143.996735 3242.64944 0.137 -5.44 -6.336 -6.702 -3.669 -5.695 -6.691
NSD 9 NSD 9.903089987 0 0.01471 1.099048257 1.039 152.2483676 3212.180934 0.087 -5.533 -6.433 -6.807 -3.666 -5.786 -6.794
NSD 9 NSD 9.903089987 0 0.01471 1.099056244 1.034 160.5286838 3182.731482 0.038 -5.623 -6.527 -6.908 -3.657 -5.874 -6.894
NSD 9 NSD 9.903089987 0 0.01471 1.099062681 1.029 167.321845 3160.821713 0 -5.692 -6.599 -6.987 -3.647 -5.942 -6.972
NSD 9 NSD 9.903089987 0 0.01471 1.099062681 1.029 10.79574567 4663.371347 2.381 -0.97 -1.538 -1.638 -3.647 -5.942 -6.972
NSD 9 NSD 9.903089987 0 0.01471 1.099175334 1.029 10.93837089 4656.93311 2.37 -0.994 -1.563 -1.663 -0.336 -1.109 -1.66
NSD 9 NSD 9.903089987 0 0.01471 1.099290967 1.029 10.99898589 4654.789007 2.366 -1.004 -1.574 -1.675 -0.346 -1.119 -1.672
NSD 9 NSD 9.903089987 0 0.01471 1.099407911 1.03 10.976216 4656.93311 2.367 -1.003 -1.572 -1.673 -0.345 -1.118 -1.67
NSD 9 NSD 9.903089987 0 0.01471 1.099526167 1.03 10.93081754 4661.22428 2.371 -0.997 -1.565 -1.665 -0.341 -1.111 -1.662
NSD 9 NSD 9.903089987 0 0.01471 1.099646211 1.03 10.88059499 4666.593803 2.375 -0.989 -1.555 -1.655 -0.334 -1.103 -1.652
NSD 9 NSD 9.903089987 0 0.01471 1.099765062 1.03 10.81316039 4673.045396 2.38 -0.981 -1.546 -1.645 -0.327 -1.094 -1.642
NSD 9 NSD 9.903089987 0 0.01471 1.099883437 1.03 10.75109365 4678.428537 2.385 -0.973 -1.536 -1.635 -0.321 -1.085 -1.632
NSD 9 NSD 9.903089987 0 0.01471 1.100002646 1.03 10.70662631 4682.739514 2.389 -0.965 -1.527 -1.625 -0.315 -1.077 -1.623
NSD 9 NSD 9.903089987 0 0.01471 1.10011816 1.03 10.66234289 4687.054463 2.393 -0.958 -1.519 -1.617 -0.309 -1.07 -1.614
NSD 9 NSD 9.903089987 0 0.01471 1.100239992 1.031 10.61824263 4691.373388 2.397 -0.952 -1.511 -1.609 -0.304 -1.063 -1.607
NSD 9 NSD 9.903089987 0 0.01471 1.100355744 1.031 10.57432477 4695.696293 2.4 -0.947 -1.505 -1.603 -0.3 -1.058 -1.6
NSD 9 NSD 9.903089987 0 0.01471 1.100470066 1.031 10.54757555 4698.941086 2.402 -0.942 -1.5 -1.597 -0.297 -1.053 -1.594
NSD 9 NSD 9.903089987 0 0.01471 1.100596666 1.031 10.50878834 4702.188121 2.405 -0.938 -1.495 -1.592 -0.293 -1.048 -1.589
NSD 9 NSD 9.903089987 0 0.01471 1.10069263 1.031 10.49911384 4704.354057 2.407 -0.935 -1.491 -1.588 -0.291 -1.045 -1.585
