# downloaded from PARSEC/CMD via ezpadova
# component=thin6 family=thin_disk component_index=5 logAge=9.78175537465247 MH=-0.5 photometric_system=roman2021
# Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag F062mag F087mag F106mag F129mag F158mag F184mag F146mag F213mag SNprismmag Grism_1stOrdermag Grism_0thOrdermag
0.0048313 -0.5 9.78176 0.0900000036 1.081689593 0.09 -3.326 3.4057 5.293 1 0 0.545 0 0 0 0 0 -1 -4.47e-17 0 0.7368 0.2583 0.0008868 0.0002392 0.00217 -1 0.004931 13.085 15.76 12.477 11.512 10.934 10.61 10.53 10.982 10.307 11.327 10.878 10.628
0.0048313 -0.5 9.78176 0.1000000015 1.171106412 0.1 -3.117 3.4355 5.249 1 0 0.545 0 0 0 0 0 -1 -7.22e-17 0 0.7364 0.2587 0.0008868 0.0002392 0.00217 -1 0.004931 12.562 14.851 11.878 11.007 10.446 10.101 10 10.478 9.789 10.815 10.38 10.1
0.0048313 -0.5 9.78176 0.1199999973 1.319315425 0.12 -2.849 3.4677 5.189 1 0 0.545 0 0 0 0 0 -1 -1.31e-16 0 0.7357 0.2594 0.0008868 0.0002392 0.00217 -1 0.004931 11.893 13.58 11.093 10.372 9.839 9.464 9.341 9.847 9.154 10.17 9.759 9.441
0.0048313 -0.5 9.78176 0.1260111034 1.357689794 0.126 -2.79 3.4739 5.176 1 0 0.545 0 0 0 0 0 -1 -1.48e-16 0 0.7355 0.2596 0.0008868 0.0002392 0.00217 -1 0.004931 11.746 13.327 10.929 10.233 9.705 9.326 9.199 9.709 9.016 10.029 9.622 9.299
0.0048313 -0.5 9.78176 0.1400000006 1.438452672 0.14 -2.664 3.4871 5.148 1 0 0.545 0 0 0 0 0 -1 -1.94e-16 0 0.735 0.26 0.0008868 0.0002392 0.00217 -1 0.004931 11.429 12.783 10.58 9.937 9.418 9.031 8.896 9.415 8.725 9.728 9.332 8.997
0.0048313 -0.5 9.78176 0.1477703005 1.478913484 0.148 -2.606 3.4924 5.135 1 0 0.545 0 0 0 0 0 -1 -2.19e-16 0 0.7348 0.2603 0.0008868 0.0002392 0.00217 -1 0.004931 11.285 12.554 10.426 9.801 9.286 8.897 8.759 9.28 8.593 9.592 9.199 8.86
0.0048313 -0.5 9.78176 0.1599999964 1.537293155 0.16 -2.521 3.5003 5.117 1 0 0.545 0 0 0 0 0 -1 -2.62e-16 0 0.7345 0.2606 0.0008868 0.0002392 0.00217 -1 0.004932 11.073 12.227 10.2 9.601 9.092 8.699 8.558 9.082 8.398 9.39 9.002 8.658
0.0048313 -0.5 9.78176 0.1999999881 1.693879036 0.2 -2.303 3.5182 5.067 1 0 0.545 0 0 0 0 0 -1 -4.1e-16 0 0.7335 0.2615 0.0008868 0.0002392 0.00217 -1 0.004931 10.528 11.44 9.633 9.086 8.589 8.189 8.04 8.571 7.894 8.872 8.495 8.139
0.0048313 -0.5 9.78176 0.25 1.8403258 0.25 -2.097 3.5323 5.014 1 0 0.545 0 0 0 0 0 -1 -6.25e-16 0 0.7328 0.2622 0.0008868 0.0002392 0.00217 -1 0.004931 10.013 10.771 9.107 8.595 8.108 7.703 7.547 8.084 7.412 8.379 8.01 7.646
0.0048313 -0.5 9.78176 0.3000000119 1.952913977 0.3 -1.935 3.5419 4.969 1 0 0.545 0 0 0 0 0 -1 -8.72e-16 0 0.7325 0.2625 0.0008868 0.0002393 0.00217 -1 0.004931 9.607 10.273 8.697 8.205 7.725 7.315 7.154 7.695 7.027 7.988 7.624 7.252
0.0048313 -0.5 9.78176 0.3404023945 2.027400869 0.34 -1.814 3.5485 4.93 1 0 0.545 0 0 0 0 0 -1 -1.13e-15 0 0.7367 0.2583 0.0008868 0.0002392 0.00217 -1 0.004931 9.304 9.912 8.392 7.915 7.438 7.024 6.859 7.405 6.737 7.696 7.334 6.957
