# downloaded from PARSEC/CMD via ezpadova
# component=thin6 family=thin_disk component_index=5 logAge=9.78175537465247 MH=0.0 photometric_system=ubvrijhk
# Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag Umag Bmag Vmag Rmag Imag Jmag Hmag Kmag
0.01471 0 9.78176 0.0900000036 1.081689593 0.09 -3.422 3.3633 5.219 1 0 0.545 0 0 0 0 0 -1 -3.9e-17 0 0.71 0.2752 0.002655 0.0007163 0.006496 -1 0.01476 13.325 22.63 19.987 18.145 15.984 13.731 11.234 10.619 10.332
0.01471 0 9.78176 0.1000000015 1.171106412 0.1 -3.238 3.3894 5.186 1 0 0.545 0 0 0 0 0 -1 -5.87e-17 0 0.7098 0.2754 0.002655 0.0007163 0.006496 -1 0.01476 12.866 22.108 19.501 17.668 15.519 13.272 10.776 10.162 9.871
0.01471 0 9.78176 0.1129350215 1.270886663 0.113 -3.061 3.413 5.155 1 0 0.545 0 0 0 0 0 -1 -8.61e-17 0 0.7094 0.2758 0.002655 0.0007163 0.006496 -1 0.01476 12.421 21.606 19.031 17.207 15.07 12.828 10.333 9.72 9.425
0.01471 0 9.78176 0.1200000048 1.319315474 0.12 -2.972 3.4247 5.14 1 0 0.545 0 0 0 0 0 -1 -1.04e-16 0 0.7092 0.276 0.002655 0.0007163 0.006496 -1 0.01476 12.2 20.939 18.511 16.718 14.677 12.502 10.13 9.515 9.218
0.01471 0 9.78176 0.1400000006 1.438452672 0.14 -2.789 3.4446 5.103 1 0 0.545 0 0 0 0 0 -1 -1.53e-16 0 0.7088 0.2765 0.002655 0.0007163 0.006496 -1 0.01476 11.743 19.427 17.317 15.61 13.802 11.793 9.72 9.103 8.805
0.01471 0 9.78176 0.1498039067 1.489047972 0.15 -2.718 3.4514 5.089 1 0 0.545 0 0 0 0 0 -1 -1.78e-16 0 0.7086 0.2767 0.002655 0.0007163 0.006496 -1 0.01476 11.564 18.913 16.9 15.22 13.486 11.537 9.557 8.94 8.642
0.01471 0 9.78176 0.1599999964 1.537293155 0.16 -2.648 3.4581 5.075 1 0 0.545 0 0 0 0 0 -1 -2.05e-16 0 0.7084 0.2769 0.002655 0.0007163 0.006496 -1 0.01476 11.39 18.421 16.499 14.838 13.177 11.292 9.4 8.781 8.486
0.01471 0 9.78176 0.200000003 1.693879086 0.2 -2.431 3.4769 5.029 1 0 0.545 0 0 0 0 0 -1 -3.19e-16 0 0.7076 0.2776 0.002655 0.0007163 0.006496 -1 0.01476 10.847 17.09 15.382 13.78 12.301 10.582 8.902 8.282 7.995
0.01471 0 9.78176 0.25 1.8403258 0.25 -2.223 3.4932 4.983 1 0 0.545 0 0 0 0 0 -1 -4.85e-16 0 0.7069 0.2783 0.002655 0.0007163 0.006496 -1 0.01476 10.327 15.987 14.425 12.858 11.51 9.946 8.423 7.8 7.524
0.01471 0 9.78176 0.3000000119 1.952913977 0.3 -2.061 3.5038 4.943 1 0 0.545 0 0 0 0 0 -1 -3.17e-16 0 0.7067 0.2786 0.002655 0.0007163 0.006496 -1 0.01476 9.921 15.261 13.776 12.241 10.965 9.483 8.042 7.417 7.149
0.01471 0 9.78176 0.3319175541 2.012744443 0.332 -1.961 3.5094 4.909 1 0 0.545 0 0 0 0 0 -1 -6.32e-16 0 0.7094 0.2758 0.002655 0.0007163 0.006496 -1 0.01476 9.672 14.849 13.402 11.887 10.646 9.206 7.806 7.178 6.915
0.01471 0 9.78176 0.3500000238 2.043417513 0.35 -1.907 3.5124 4.891 1 0 0.545 0 0 0 0 0 -1 -8.43e-16 0 0.7105 0.2747 0.002655 0.0007163 0.006496 -1 0.01476 9.538 14.638 13.209 11.703 10.479 9.059 7.679 7.049 6.789
0.01471 0 9.78176 0.4000000358 2.118502481 0.4 -1.763 3.5234 4.849 1 0 0.545 0 0 0 0 0 -1 -1.29e-15 0 0.7106 0.2746 0.002655 0.0007163 0.006496 -1 0.01476 9.178 14.024 12.641 11.163 9.996 8.655 7.346 6.71 6.458
0.01471 0 9.78176 0.4500000179 2.182280936 0.45 -1.614 3.5356 4.799 1 0 0.545 0 0 0 0 0 -1 -1.82e-15 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 8.804 13.417 12.064 10.614 9.501 8.241 7.003 6.357 6.116
0.01471 0 9.78176 0.5 2.237454153 0.5 -1.456 3.5508 4.749 1 0 0.545 0 0 0 0 0 -1 -2.63e-15 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 8.411 12.792 11.45 10.027 8.971 7.807 6.648 5.992 5.762
0.01471 0 9.78176 0.5083072782 2.245857089 0.508 -1.427 3.5542 4.74 1 0 0.545 0 0 0 0 0 -1 -2.81e-15 0 0.713 0.2724 0.002635 0.000711 0.006449 -1 0.01465 8.338 12.674 11.332 9.912 8.867 7.725 6.584 5.925 5.698
0.01471 0 9.78176 0.5500000119 2.283658263 0.55 -1.286 3.5704 4.698 1 0 0.545 0 0 0 0 0 -1 -3.93e-15 0 0.7248 0.2611 0.002534 0.0006836 0.006201 -1 0.01408 7.985 12.123 10.767 9.364 8.367 7.338 6.275 5.605 5.393
0.01471 0 9.78176 0.6000000238 2.321121326 0.6 -1.117 3.5946 4.663 1 0 0.545 0 0 0 0 0 -1 -5.77e-15 0 0.7269 0.2591 0.002516 0.0006791 0.006161 -1 0.01401 7.562 11.445 10.061 8.692 7.754 6.883 5.917 5.227 5.048
0.01471 0 9.78176 0.6499999762 2.352035311 0.65 -0.946 3.6238 4.644 1 0 0.545 0 0 0 0 0 -1 -8.41e-15 0 0.7289 0.2572 0.002501 0.0006749 0.006123 -1 0.01393 7.134 10.714 9.294 8.009 7.142 6.43 5.555 4.866 4.732
0.01471 0 9.78176 0.7000000477 2.377926726 0.7 -0.78 3.6536 4.63 1 0 0.544 0 0 0 0 0 -1 -1.2e-14 0 0.7307 0.2555 0.002486 0.000671 0.006088 -1 0.01379 6.721 9.786 8.485 7.334 6.563 5.999 5.221 4.578 4.481
0.01471 0 9.78176 0.7255893946 2.389601478 0.726 -0.698 3.6686 4.623 1 0 0.541 0 0 0 0 0 -1 -1.44e-14 0 0.7318 0.2544 0.00246 0.0006682 0.006068 -1 0.01378 6.515 9.234 8.081 7.007 6.294 5.783 5.06 4.461 4.375
0.01471 0 9.78176 0.75 2.399888909 0.75 -0.621 3.6824 4.616 1 0 0.537 0 0 0 0 0 -1 -1.7e-14 0 0.7328 0.2535 0.002436 0.0006657 0.00605 -1 0.01372 6.323 8.723 7.723 6.715 6.059 5.584 4.911 4.359 4.28
0.01471 0 9.78176 0.785420835 2.413516744 0.785 -0.516 3.6983 4.594 1 0 0.537 0 0 0 0 0 -1 -2.18e-14 0 0.7348 0.2515 0.00242 0.0006614 0.006011 -1 0.01365 6.059 8.129 7.292 6.356 5.759 5.319 4.699 4.195 4.124
0.01471 0 9.78176 0.8000000119 2.418724441 0.8 -0.473 3.7047 4.585 1 0 0.537 0 0 0 0 0 -1 -2.41e-14 0 0.7357 0.2507 0.002414 0.0006596 0.005995 -1 0.01362 5.952 7.897 7.126 6.216 5.641 5.214 4.615 4.129 4.061
0.01471 0 9.78176 0.8001872897 2.418789918 0.8 -0.472 3.7048 4.585 1 0 0.537 0 0 0 0 0 -1 -2.41e-14 0 0.7357 0.2507 0.002414 0.0006596 0.005994 -1 0.01362 5.951 7.894 7.124 6.214 5.64 5.212 4.614 4.129 4.06
0.01471 0 9.78176 0.8304499984 2.428926086 0.83 -0.384 3.7173 4.562 1 0 0.537 0 0 0 0 0 -1 -2.97e-14 0 0.7377 0.2487 0.002397 0.0006552 0.005955 -1 0.01353 5.73 7.435 6.792 5.934 5.401 4.996 4.438 3.989 3.925
0.01471 0 9.78176 0.8500000238 2.435034684 0.849 -0.328 3.7252 4.547 1 0 0.537 0 0 0 0 0 -1 -3.4e-14 0 0.7391 0.2475 0.002386 0.0006523 0.005929 -1 0.01347 5.589 7.155 6.59 5.761 5.251 4.86 4.326 3.898 3.838
0.01471 0 9.78176 0.8764252663 2.442795484 0.876 -0.251 3.735 4.524 1 0 0.536 0 0 0 0 0 -1 -4.11e-14 0 0.7413 0.2453 0.002368 0.0006475 0.005886 -1 0.01339 5.398 6.798 6.325 5.535 5.053 4.677 4.174 3.771 3.715
0.01471 0 9.78176 0.8999999762 2.449278602 0.899 -0.184 3.7433 4.501 1 0 0.536 0 0 0 0 0 -1 -4.86e-14 0 0.7433 0.2434 0.002352 0.0006431 0.005847 -1 0.01328 5.229 6.485 6.094 5.338 4.88 4.518 4.041 3.658 3.606
0.01471 0 9.78176 0.9086174965 2.451552107 0.908 -0.159 3.7462 4.491 1 0 0.536 0 0 0 0 0 -1 -5.18e-14 0 0.7443 0.2425 0.002345 0.0006411 0.005829 -1 0.01325 5.167 6.372 6.011 5.267 4.818 4.461 3.991 3.615 3.564
0.01471 0 9.78176 0.9235229492 2.455369573 0.923 -0.116 3.7509 4.474 1 0 0.536 0 0 0 0 0 -1 -5.79e-14 0 0.7459 0.2409 0.002332 0.0006376 0.005798 -1 0.01319 5.059 6.183 5.87 5.146 4.711 4.361 3.905 3.54 3.491
0.01471 0 9.78176 0.9376888871 2.458868585 0.937 -0.075 3.7553 4.457 1 0 0.536 0 0 0 0 0 -1 -6.44e-14 0 0.7475 0.2394 0.002319 0.0006342 0.005767 -1 0.01314 4.956 6.013 5.74 5.033 4.609 4.267 3.822 3.467 3.42
0.01471 0 9.78176 0.9499999881 2.461812187 0.949 -0.039 3.7589 4.442 1 0 0.536 0 0 0 0 0 -1 -7.07e-14 0 0.7489 0.238 0.002307 0.0006311 0.00574 -1 0.01308 4.867 5.868 5.627 4.936 4.521 4.184 3.749 3.402 3.357
0.01471 0 9.78176 0.9517028332 2.462212451 0.951 -0.034 3.7594 4.44 1 0 0.536 0 0 0 0 0 -1 -7.17e-14 0 0.7492 0.2378 0.002305 0.0006306 0.005735 -1 0.01307 4.855 5.848 5.612 4.922 4.509 4.172 3.739 3.393 3.348
0.01471 0 9.78176 0.9643545747 2.465135481 0.964 0.003 3.7628 4.422 1 0 0.536 0 0 0 0 0 -1 -7.91e-14 0 0.7511 0.236 0.00229 0.0006265 0.005699 -1 0.01299 4.762 5.706 5.497 4.822 4.418 4.087 3.662 3.324 3.281
0.01471 0 9.78176 0.9765542746 2.467871744 0.976 0.039 3.7659 4.404 1 0 0.536 0 0 0 0 0 -1 -8.71e-14 0 0.7529 0.2342 0.002275 0.0006225 0.005663 -1 0.0129 4.672 5.573 5.388 4.726 4.33 4.004 3.588 3.257 3.215
0.01471 0 9.78176 0.9988940358 2.472683642 0.999 0.105 3.7713 4.369 1 0 0.536 0 0 0 0 0 -1 -1.05e-13 0 0.7565 0.2307 0.002247 0.0006148 0.005594 -1 0.01272 4.507 5.335 5.189 4.551 4.168 3.851 3.449 3.129 3.09
0.01471 0 9.78176 1 2.472915448 1 0.109 3.7715 4.367 1 0 0.536 0 0 0 0 0 -1 -1.05e-13 0 0.7567 0.2306 0.002246 0.0006144 0.00559 -1 0.01272 4.499 5.323 5.179 4.542 4.16 3.843 3.442 3.123 3.084
0.01471 0 9.78176 1.005673647 2.474095406 1.005 0.125 3.7727 4.358 1 0 0.536 0 0 0 0 0 -1 -1.1e-13 0 0.7579 0.2294 0.002236 0.0006118 0.005567 -1 0.01268 4.456 5.265 5.129 4.498 4.119 3.804 3.406 3.089 3.051
0.01471 0 9.78176 1.017046571 2.476415128 1.016 0.16 3.775 4.338 1 0 0.535 0 0 0 0 0 -1 -1.19e-13 0 0.7604 0.227 0.002216 0.0006065 0.005519 -1 0.01257 4.371 5.151 5.029 4.408 4.036 3.724 3.332 3.021 2.983
0.01471 0 9.78176 1.027657032 2.478526175 1.027 0.191 3.7769 4.318 1 0 0.535 0 0 0 0 0 -1 -1.28e-13 0 0.7628 0.2248 0.002197 0.0006015 0.005474 -1 0.01248 4.293 5.049 4.939 4.327 3.959 3.651 3.263 2.956 2.919
0.01471 0 9.78176 1.038569093 2.480645569 1.038 0.222 3.7784 4.298 1 0 0.535 0 0 0 0 0 -1 -1.38e-13 0 0.7652 0.2224 0.002178 0.0005963 0.005427 -1 0.01238 4.215 4.951 4.851 4.246 3.882 3.576 3.193 2.889 2.854
0.01471 0 9.78176 1.048614263 2.482551817 1.048 0.251 3.7797 4.277 1 0 0.535 0 0 0 0 0 -1 -1.48e-13 0 0.7673 0.2205 0.002162 0.0005919 0.005388 -1 0.01229 4.142 4.863 4.77 4.171 3.81 3.507 3.126 2.825 2.79
0.01471 0 9.78176 1.049999952 2.482811486 1.049 0.255 3.7798 4.275 1 0 0.535 0 0 0 0 0 -1 -1.49e-13 0 0.7675 0.2202 0.00216 0.0005913 0.005383 -1 0.01228 4.131 4.851 4.758 4.16 3.8 3.497 3.117 2.816 2.781
0.01471 0 9.78176 1.060522795 2.484757959 1.059 0.287 3.7809 4.252 1 0 0.535 0 0 0 0 0 -1 -1.61e-13 0 0.7703 0.2175 0.002138 0.0005855 0.005331 -1 0.01216 4.052 4.76 4.672 4.079 3.722 3.42 3.043 2.745 2.71
0.01471 0 9.78176 1.074708104 2.487312651 1.073 0.333 3.7824 4.217 1 0 0.535 0 0 0 0 0 -1 -1.81e-13 0 0.7719 0.216 0.002126 0.0005822 0.005302 -1 0.01207 3.937 4.63 4.549 3.962 3.609 3.31 2.936 2.641 2.607
0.01471 0 9.78176 1.07675457 2.487674824 1.075 0.34 3.7826 4.212 1 0 0.535 0 0 0 0 0 -1 -1.84e-13 0 0.7721 0.2158 0.002125 0.0005819 0.005299 -1 0.01205 3.921 4.611 4.531 3.946 3.592 3.294 2.921 2.626 2.592
0.01471 0 9.78176 1.087909818 2.489621503 1.086 0.377 3.7833 4.182 1 0 0.534 0 0 0 0 0 -1 -2.03e-13 0 0.7727 0.2153 0.002122 0.0005813 0.005293 -1 0.01205 3.826 4.51 4.432 3.85 3.499 3.202 2.83 2.537 2.503
0.01471 0 9.78176 1.098706842 2.49146244 1.097 0.415 3.7835 4.149 1 0 0.534 0 0 0 0 0 -1 -2.25e-13 0 0.7729 0.2151 0.002122 0.0005815 0.005296 -1 0.01203 3.733 4.414 4.336 3.756 3.405 3.109 2.737 2.445 2.411
0.01471 0 9.78176 1.100000024 2.491680148 1.099 0.42 3.7834 4.145 1 0 0.534 0 0 0 0 0 -1 -2.28e-13 0 0.7728 0.2152 0.002124 0.0005818 0.005299 -1 0.01204 3.721 4.403 4.325 3.744 3.394 3.097 2.725 2.433 2.399
0.01471 0 9.78176 1.107580662 2.492944601 1.106 0.447 3.7832 4.12 1 0 0.534 0 0 0 0 0 -1 -2.45e-13 0 0.7711 0.2167 0.002141 0.0005867 0.005342 -1 0.01216 3.653 4.337 4.257 3.676 3.325 3.028 2.656 2.363 2.329
0.01471 0 9.78176 1.116230011 2.494363219 1.115 0.479 3.7823 4.087 1 0 0.534 0 0 0 0 0 -1 -2.69e-13 0 0.7691 0.2186 0.002162 0.0005927 0.005396 -1 0.01231 3.572 4.265 4.18 3.596 3.243 2.945 2.571 2.276 2.242
0.01471 0 9.78176 1.119690776 2.49492378 1.118 0.492 3.7819 4.074 1 0 0.534 0 0 0 0 0 -1 -2.8e-13 0 0.7684 0.2193 0.002169 0.0005948 0.005414 -1 0.01235 3.54 4.237 4.149 3.564 3.211 2.912 2.536 2.241 2.206
0.01471 0 9.78176 1.125332356 2.495829085 1.124 0.514 3.7804 4.048 2 0 0.534 0 0 0 0 0 -1 -2.99e-13 0 0.7661 0.2214 0.002191 0.000601 0.005469 -1 0.01247 3.485 4.197 4.102 3.511 3.155 2.854 2.474 2.176 2.141
0.01471 0 9.78176 1.134381652 2.497259623 1.133 0.549 3.7768 4.003 2 0 0.534 0 0 0 0 0 -1 -3.35e-13 0 0.7602 0.2271 0.002241 0.0006147 0.005592 -1 0.01275 3.398 4.15 4.035 3.429 3.066 2.759 2.37 2.064 2.027
0.01471 0 9.78176 1.142354488 2.498498417 1.141 0.576 3.7708 3.954 2 0 0.535 0 0 0 0 0 -1 -3.71e-13 0 0.7511 0.2357 0.002312 0.000634 0.005764 -1 0.01315 3.329 4.151 4.002 3.37 2.993 2.676 2.271 1.952 1.912
0.01471 0 9.78176 1.149394274 2.499575822 1.148 0.592 3.761 3.902 2 0 0.536 0 0 0 0 0 -1 -4.03e-13 0 0.7401 0.2463 0.002397 0.000657 0.005967 -1 0.01359 3.29 4.232 4.022 3.35 2.95 2.618 2.186 1.845 1.801
0.01471 0 9.78176 1.149999976 2.499667814 1.148 0.591 3.7595 3.897 2 0 0.536 0 0 0 0 0 -1 -4.04e-13 0 0.7389 0.2474 0.002406 0.0006594 0.005988 -1 0.01364 3.292 4.252 4.033 3.354 2.951 2.616 2.18 1.836 1.791
0.01471 0 9.78176 1.152768374 2.500086851 1.151 0.589 3.7521 3.871 2 0 0.536 0 0 0 0 0 -1 -4.12e-13 0 0.7335 0.2527 0.002447 0.0006703 0.006088 -1 0.01386 3.298 4.36 4.089 3.379 2.958 2.61 2.154 1.792 1.744
0.01471 0 9.78176 1.155753493 2.500536106 1.154 0.572 3.7397 3.839 2 0 0.536 0 0 0 0 0 -1 -4.09e-13 0 0.7273 0.2586 0.002493 0.0006824 0.006198 -1 0.01408 3.34 4.579 4.21 3.453 3.002 2.636 2.144 1.751 1.698
0.01471 0 9.78176 1.157480121 2.500794744 1.156 0.559 3.7308 3.817 2 0 0.537 0 0 0 0 0 -1 -4.07e-13 0 0.7241 0.2616 0.002516 0.0006886 0.006254 -1 0.01424 3.371 4.741 4.304 3.513 3.04 2.659 2.139 1.723 1.667
0.01471 0 9.78176 1.158605695 2.500962871 1.157 0.553 3.7247 3.799 2 0 0.537 0 0 0 0 0 -1 -4.07e-13 0 0.7222 0.2635 0.00253 0.0006921 0.006286 -1 0.01433 3.387 4.851 4.365 3.55 3.062 2.671 2.132 1.699 1.641
0.01471 0 9.78176 1.159597158 2.501110655 1.158 0.55 3.7195 3.781 2 0 0.537 0 0 0 0 0 -1 -4.12e-13 0 0.7207 0.2649 0.002541 0.0006948 0.006311 -1 0.01437 3.394 4.941 4.411 3.576 3.075 2.675 2.119 1.672 1.612
0.01471 0 9.78176 1.160559535 2.501253826 1.159 0.552 3.7147 3.761 2 0 0.537 0 0 0 0 0 -1 -4.21e-13 0 0.7194 0.2662 0.002549 0.000697 0.006331 -1 0.01439 3.391 5.016 4.445 3.592 3.078 2.67 2.098 1.637 1.576
