# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Fri Jun 12 07:14:37 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
#0.01Gyr      Mini     MV     MI
   15 0.0900000036 16.628 12.402
   15 0.0943171680 16.539 12.310
   15 0.1000000015 16.418 12.188
   15 0.1032212451 16.361 12.129
   15 0.1131606027 15.912 11.836
   15 0.1200000048 15.542 11.610
   15 0.1271094829 15.299 11.451
   15 0.1400000006 14.878 11.176
   15 0.1599999964 14.302 10.808
   15 0.1761211604 13.936 10.571
   15 0.2000000030 13.458 10.258
   15 0.2500000000 12.668  9.740
   15 0.3000000119 12.101  9.338
   15 0.3096452355 11.995  9.262
   15 0.3500000238 11.571  8.952
   15 0.4000000358 11.042  8.563
   15 0.4500000179 10.486  8.157
   15 0.5000000000  9.879  7.722
   15 0.5263894796  9.495  7.468
   15 0.5480176806  9.223  7.288
   15 0.5500000119  9.202  7.274
   15 0.5631929636  9.044  7.176
   15 0.5813909173  8.882  7.065
   15 0.6000000238  8.735  6.957
   15 0.6059669256  8.677  6.918
   15 0.6499999762  8.133  6.553
   15 0.7000000477  7.516  6.156
   15 0.7304278016  7.157  5.922
   15 0.7500000000  6.946  5.779
   15 0.7654361129  6.802  5.675
   15 0.8000000119  6.498  5.453
   15 0.8500000238  6.098  5.153
   15 0.8999999762  5.743  4.877
   15 0.9499999881  5.421  4.623
   15 1.0000000000  5.115  4.377
   15 1.0499999523  4.833  4.147
   15 1.1000000238  4.570  3.931
   15 1.1499999762  4.328  3.728
   15 1.2000000477  4.093  3.531
   15 1.2500000000  3.872  3.345
   15 1.2999999523  3.662  3.168
   15 1.3086669445  3.628  3.139
   15 1.3499999046  3.465  3.004
   15 1.3999999762  3.277  2.852
   15 1.4500000477  3.101  2.715
   15 1.5000000000  2.928  2.589
   15 1.5500000715  2.766  2.478
   15 1.6000000238  2.611  2.373
   15 1.6500000954  2.469  2.278
   15 1.7000000477  2.338  2.188
   15 1.7500000000  2.216  2.104
   15 1.7999999523  2.105  2.023
   15 1.8135744333  2.076  2.002
   15 1.8499999046  2.003  1.946
   15 1.8999999762  1.907  1.870
   15 1.9500000477  1.817  1.798
   15 2.0000000000  1.731  1.726
