# Combined PARSEC isochrone (>= 0.55 Msun), Henry & McCarthy 1993, AJ, 106, 773's relation (0.09 Msun <= M <= 0.48 Msun), and Baraffe et al. 2003, A&A, 402, 701's isochrone (M <= 0.08 Msun)
# References for the PARSEC isochrone : 
# Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
#       Mini     MPD      Rad    MV_j    MI_c   MJ_2M   MH_2M   MK_2M
0.8375160098  0.8370    0.802   5.712   4.847   4.271   3.911   3.826
0.8480933905  0.8470    0.816   5.620   4.774   4.211   3.861   3.778
0.8659427762  0.8650    0.840   5.467   4.651   4.109   3.774   3.694
0.8882567286  0.8870    0.873   5.282   4.501   3.981   3.664   3.589
0.8971400261  0.8960    0.888   5.209   4.441   3.930   3.619   3.546
0.9051504135  0.9040    0.901   5.144   4.387   3.883   3.577   3.505
0.9193481803  0.9180    0.927   5.030   4.290   3.798   3.502   3.432
0.9329411983  0.9320    0.953   4.921   4.198   3.716   3.430   3.361
0.9461866617  0.9450    0.981   4.815   4.108   3.637   3.358   3.291
0.9552050829  0.9540    1.001   4.743   4.045   3.581   3.307   3.241
0.9671522379  0.9660    1.029   4.647   3.962   3.505   3.238   3.173
0.9786346555  0.9780    1.058   4.556   3.881   3.432   3.171   3.107
0.9952332973  0.9950    1.103   4.422   3.763   3.324   3.070   3.008
0.9988685846  0.9980    1.113   4.393   3.737   3.300   3.047   2.986
1.0167170763  1.0160    1.169   4.252   3.608   3.179   2.933   2.873
1.0335628986  1.0320    1.226   4.124   3.489   3.065   2.823   2.764
1.0442799330  1.0430    1.268   4.038   3.408   2.987   2.747   2.689
1.0461952686  1.0450    1.276   4.023   3.393   2.972   2.734   2.675
1.0581616163  1.0570    1.329   3.921   3.296   2.878   2.642   2.584
1.0620429516  1.0610    1.347   3.887   3.264   2.847   2.612   2.554
1.0735459328  1.0720    1.408   3.784   3.164   2.748   2.514   2.457
1.0833408833  1.0820    1.468   3.694   3.074   2.658   2.424   2.366
1.0933266878  1.0920    1.538   3.600   2.978   2.560   2.325   2.267
1.1003980637  1.0990    1.594   3.532   2.907   2.487   2.250   2.191
1.1030941010  1.1010    1.618   3.506   2.879   2.458   2.221   2.162
1.1105312109  1.1090    1.693   3.433   2.798   2.371   2.129   2.069
1.1196582317  1.1180    1.805   3.348   2.695   2.255   2.003   1.941
1.1277271509  1.1260    1.942   3.299   2.611   2.145   1.873   1.806
1.1325745583  1.1310    2.046   3.314   2.584   2.088   1.792   1.721
1.1354297400  1.1330    2.120   3.358   2.589   2.064   1.746   1.671
1.1373748779  1.1350    2.175   3.415   2.611   2.060   1.718   1.640
1.1391779184  1.1370    2.246   3.477   2.633   2.050   1.683   1.602
1.1413259506  1.1390    2.363   3.516   2.626   2.007   1.611   1.525
1.1423733234  1.1400    2.440   3.506   2.599   1.964   1.557   1.470
1.1434469223  1.1410    2.528   3.487   2.562   1.913   1.494   1.406
1.1445281506  1.1430    2.630   3.445   2.506   1.847   1.419   1.329
1.1447782516  1.1430    2.656   3.432   2.490   1.829   1.400   1.309
1.1462855339  1.1440    2.823   3.342   2.387   1.715   1.278   1.187
1.1477022171  1.1460    3.000   3.242   2.277   1.598   1.154   1.062
1.1492693424  1.1470    3.223   3.116   2.143   1.456   1.006   0.912
1.1505544186  1.1480    3.437   3.002   2.021   1.328   0.873   0.779
1.1515424252  1.1490    3.620   2.907   1.921   1.223   0.764   0.670
1.1526969671  1.1510    3.868   2.786   1.793   1.089   0.626   0.531
1.1537504196  1.1520    4.132   2.666   1.666   0.955   0.488   0.393
1.1547431946  1.1530    4.428   2.542   1.533   0.816   0.344   0.248
1.1555932760  1.1530    4.730   2.425   1.409   0.685   0.208   0.111
1.1563524008  1.1540    5.046   2.313   1.288   0.557   0.074  -0.023
1.1570421457  1.1550    5.388   2.202   1.167   0.429  -0.059  -0.158
1.1576848030  1.1550    5.763   2.088   1.043   0.298  -0.197  -0.296
1.1582545042  1.1560    6.150   1.977   0.923   0.168  -0.332  -0.432
1.1587711573  1.1560    6.573   1.868   0.803   0.040  -0.467  -0.568
1.1592276096  1.1570    7.012   1.763   0.687  -0.084  -0.598  -0.701
1.1596359015  1.1570    7.460   1.662   0.575  -0.205  -0.726  -0.830
1.1600240469  1.1570    7.963   1.558   0.459  -0.331  -0.858  -0.963
1.1603761911  1.1580    8.489   1.457   0.346  -0.453  -0.987  -1.094
1.1607074738  1.1580    9.054   1.357   0.234  -0.575  -1.117  -1.226
1.1610183716  1.1580    9.646   1.260   0.124  -0.694  -1.244  -1.354
1.1613396406  1.1580   10.248   1.168   0.019  -0.809  -1.365  -1.477
1.1616259813  1.1580   10.599   1.116  -0.041  -0.875  -1.434  -1.547
1.1618368626  1.1590   10.274   1.159   0.011  -0.817  -1.372  -1.484
1.1620138884  1.1590    9.675   1.245   0.112  -0.704  -1.252  -1.362
1.1620711088  1.1590    9.496   1.272   0.143  -0.670  -1.215  -1.325
1.1622327566  1.1590    9.907   1.208   0.070  -0.749  -1.300  -1.411
1.1624872684  1.1590   10.565   1.111  -0.042  -0.872  -1.430  -1.542
1.1627314091  1.1590   11.273   1.015  -0.153  -0.994  -1.560  -1.674
1.1629636288  1.1590   12.041   0.919  -0.267  -1.119  -1.692  -1.808
1.1631728411  1.1590   12.846   0.826  -0.376  -1.239  -1.821  -1.938
1.1633629799  1.1590   13.688   0.735  -0.484  -1.359  -1.948  -2.067
1.1635417938  1.1590   14.603   0.645  -0.592  -1.479  -2.077  -2.198
1.1637068987  1.1590   15.580   0.556  -0.700  -1.598  -2.205  -2.327
1.1638562679  1.1590   16.590   0.470  -0.805  -1.715  -2.330  -2.455
1.1639964581  1.1590   17.716   0.384  -0.912  -1.835  -2.459  -2.586
1.1641217470  1.1590   18.865   0.299  -1.013  -1.949  -2.578  -2.709
1.1642373800  1.1590   20.089   0.213  -1.114  -2.062  -2.696  -2.831
1.1643444300  1.1590   21.402   0.127  -1.215  -2.177  -2.814  -2.954
1.1644418240  1.1580   22.801   0.045  -1.313  -2.288  -2.930  -3.076
1.1645325422  1.1580   24.264  -0.037  -1.412  -2.400  -3.046  -3.198
1.1646142006  1.1580   25.832  -0.117  -1.506  -2.510  -3.160  -3.317
1.1646914482  1.1580   27.489  -0.197  -1.602  -2.620  -3.275  -3.438
1.1647627354  1.1570   29.265  -0.275  -1.697  -2.730  -3.390  -3.559
1.1648268700  1.1570   31.071  -0.350  -1.789  -2.837  -3.502  -3.677
1.1648873091  1.1560   33.079  -0.421  -1.883  -2.946  -3.619  -3.800
1.1649423838  1.1560   35.152  -0.484  -1.976  -3.054  -3.736  -3.922
1.1649934053  1.1560   37.381  -0.548  -2.069  -3.163  -3.853  -4.042
1.1650410891  1.1550   39.724  -0.610  -2.161  -3.271  -3.970  -4.164
1.1650835276  1.1540   42.146  -0.663  -2.249  -3.375  -4.083  -4.282
1.1651238203  1.1540   44.736  -0.718  -2.338  -3.481  -4.197  -4.401
1.1651618481  1.1530   47.507  -0.772  -2.426  -3.587  -4.312  -4.521
1.1651954651  1.1520   50.368  -0.813  -2.509  -3.689  -4.421  -4.635
1.1652276516  1.1510   53.340  -0.856  -2.593  -3.790  -4.531  -4.750
1.1652576923  1.1500   56.579  -0.896  -2.676  -3.891  -4.641  -4.865
1.1652923822  1.1490   60.821  -0.926  -2.776  -4.019  -4.778  -5.009
1.1653232574  1.1480   65.201  -0.951  -2.870  -4.140  -4.909  -5.146
1.1653521061  1.1460   70.009  -0.963  -2.962  -4.264  -5.041  -5.285
1.1653784513  1.1450   75.033  -0.963  -3.050  -4.384  -5.170  -5.421
1.1654027700  1.1430   80.289  -0.956  -3.134  -4.503  -5.296  -5.554
1.1654254198  1.1410   85.912  -0.926  -3.212  -4.620  -5.423  -5.687
1.1654461622  1.1390   91.866  -0.891  -3.286  -4.734  -5.545  -5.817
1.1654657125  1.1360   98.278  -0.830  -3.350  -4.851  -5.668  -5.948
1.1654835939  1.1340  104.847  -0.757  -3.409  -4.964  -5.788  -6.075
1.1655002832  1.1310  111.906  -0.663  -3.458  -5.077  -5.907  -6.202
1.1655158997  1.1280  119.304  -0.554  -3.497  -5.187  -6.023  -6.326
1.1655308008  1.1240  127.249  -0.431  -3.528  -5.299  -6.140  -6.451
1.1655445099  1.1210  135.567  -0.276  -3.535  -5.407  -6.251  -6.572
1.1655572653  1.1160  144.197  -0.114  -3.537  -5.512  -6.360  -6.690
1.1655695438  1.1120  152.952   0.086  -3.505  -5.612  -6.463  -6.802
1.1655743122  1.1100  156.155   0.157  -3.494  -5.647  -6.500  -6.841
# 1.1655743122  1.1100   10.836   0.833  -0.243  -1.022  -1.536  -1.640
1.1657354832  1.1100   11.019   0.812  -0.269  -1.051  -1.568  -1.672
1.1658905745  1.1100   11.080   0.802  -0.280  -1.062  -1.580  -1.685
1.1660469770  1.1110   11.070   0.800  -0.280  -1.063  -1.579  -1.684
1.1662093401  1.1110   11.037   0.801  -0.277  -1.058  -1.574  -1.678
1.1663694382  1.1110   10.991   0.803  -0.273  -1.052  -1.566  -1.671
1.1665300131  1.1110   10.946   0.806  -0.268  -1.046  -1.559  -1.663
1.1666918993  1.1110   10.901   0.808  -0.264  -1.040  -1.552  -1.655
1.1668484211  1.1110   10.856   0.810  -0.260  -1.034  -1.545  -1.648
1.1670118570  1.1120   10.823   0.812  -0.256  -1.029  -1.539  -1.642
1.1671614647  1.1120   10.796   0.812  -0.253  -1.025  -1.534  -1.637
1.1673178673  1.1120   10.768   0.813  -0.251  -1.022  -1.529  -1.632
1.1674655676  1.1120   10.741   0.814  -0.249  -1.019  -1.526  -1.628
1.1676149368  1.1120   10.714   0.814  -0.248  -1.016  -1.522  -1.625
1.1677753925  1.1130   10.704   0.813  -0.246  -1.014  -1.520  -1.622
1.1677949429  1.1130   10.704   0.813  -0.246  -1.014  -1.519  -1.622
1.1678295135  1.1130   10.699   0.813  -0.246  -1.014  -1.519  -1.621
1.1679856777  1.1130   10.677   0.813  -0.246  -1.012  -1.517  -1.619
1.1681467295  1.1130   10.667   0.812  -0.245  -1.011  -1.515  -1.617
1.1683123112  1.1130   10.662   0.811  -0.246  -1.011  -1.514  -1.617
1.1684650183  1.1130   10.670   0.809  -0.247  -1.012  -1.515  -1.617
1.1686207056  1.1140   10.665   0.807  -0.248  -1.013  -1.516  -1.618
1.1687755585  1.1140   10.677   0.804  -0.251  -1.016  -1.518  -1.620
1.1689270735  1.1140   10.702   0.801  -0.254  -1.019  -1.521  -1.623
1.1689387560  1.1140   10.702   0.801  -0.254  -1.019  -1.522  -1.624
1.1690068245  1.1140   10.702   0.799  -0.256  -1.021  -1.524  -1.626
1.1691601276  1.1140   10.731   0.795  -0.261  -1.026  -1.529  -1.631
1.1693067551  1.1140   10.773   0.790  -0.267  -1.033  -1.536  -1.638
1.1694542170  1.1150   10.826   0.784  -0.274  -1.040  -1.544  -1.646
1.1696015596  1.1150   10.878   0.777  -0.282  -1.050  -1.555  -1.657
1.1697479486  1.1150   10.943   0.769  -0.293  -1.062  -1.568  -1.670
1.1698924303  1.1150   11.032   0.759  -0.305  -1.076  -1.583  -1.686
1.1700358391  1.1150   11.134   0.748  -0.319  -1.091  -1.600  -1.703
1.1701807976  1.1150   11.237   0.736  -0.334  -1.108  -1.618  -1.722
1.1703281403  1.1160   11.388   0.720  -0.355  -1.132  -1.645  -1.749
1.1704636812  1.1160   11.438   0.713  -0.362  -1.140  -1.654  -1.758
1.1706109047  1.1160   11.821   0.674  -0.412  -1.198  -1.716  -1.822
1.1707534790  1.1160   12.475   0.607  -0.495  -1.294  -1.821  -1.928
1.1708294153  1.1160   13.193   0.540  -0.582  -1.393  -1.931  -2.039
1.1708705425  1.1160   14.001   0.469  -0.672  -1.497  -2.044  -2.155
1.1708925962  1.1160   14.841   0.397  -0.763  -1.602  -2.159  -2.272
1.1709039211  1.1160   15.724   0.329  -0.852  -1.704  -2.270  -2.385
1.1709102392  1.1160   16.659   0.260  -0.941  -1.806  -2.383  -2.500
1.1709141731  1.1160   17.614   0.192  -1.027  -1.906  -2.491  -2.610
1.1709166765  1.1160   18.542   0.131  -1.105  -1.995  -2.586  -2.709
1.1709167957  1.1160   18.572   0.128  -1.107  -1.998  -2.589  -2.712
1.1709169149  1.1160   18.602   0.127  -1.109  -2.000  -2.591  -2.714
1.1709196568  1.1160   19.969   0.041  -1.216  -2.123  -2.721  -2.850
1.1709222794  1.1160   21.240  -0.037  -1.311  -2.233  -2.837  -2.970
1.1709282398  1.1160   22.901  -0.127  -1.424  -2.364  -2.975  -3.115
1.1709339619  1.1160   22.169  -0.088  -1.374  -2.306  -2.913  -3.051
1.1709603071  1.1160   20.066   0.035  -1.224  -2.132  -2.731  -2.860
1.1710929871  1.1150   21.079  -0.026  -1.298  -2.219  -2.821  -2.954
1.1711479425  1.1150   22.323  -0.094  -1.383  -2.317  -2.925  -3.063
1.1712018251  1.1140   23.706  -0.166  -1.473  -2.422  -3.036  -3.180
1.1712491512  1.1130   25.215  -0.241  -1.565  -2.529  -3.149  -3.298
1.1712901592  1.1130   26.832  -0.314  -1.656  -2.636  -3.263  -3.417
1.1713265181  1.1120   28.586  -0.387  -1.748  -2.744  -3.377  -3.538
1.1713587046  1.1110   30.455  -0.462  -1.840  -2.854  -3.492  -3.660
1.1713870764  1.1100   32.446  -0.529  -1.934  -2.964  -3.611  -3.784
1.1714124680  1.1080   34.566  -0.593  -2.027  -3.073  -3.731  -3.909
1.1714353561  1.1070   36.784  -0.656  -2.119  -3.183  -3.850  -4.033
1.1714565754  1.1060   39.197  -0.711  -2.209  -3.292  -3.970  -4.158
1.1714767218  1.1040   42.224  -0.741  -2.294  -3.406  -4.101  -4.298
1.1714954376  1.1020   45.243  -0.775  -2.381  -3.518  -4.228  -4.431
1.1715135574  1.0990   48.345  -0.824  -2.472  -3.630  -4.350  -4.560
1.1715303659  1.0970   51.518  -0.865  -2.560  -3.740  -4.470  -4.685
1.1715470552  1.0940   55.012  -0.904  -2.650  -3.852  -4.593  -4.814
1.1715630293  1.0900   58.838  -0.935  -2.741  -3.968  -4.719  -4.946
1.1715755463  1.0860   63.017  -0.951  -2.830  -4.086  -4.847  -5.081
1.1715836525  1.0830   67.105  -0.966  -2.911  -4.192  -4.963  -5.204
1.1715898514  1.0810   71.327  -0.959  -2.985  -4.297  -5.075  -5.322
1.1715954542  1.0780   76.060  -0.947  -3.062  -4.406  -5.194  -5.447
1.1716005802  1.0750   81.181  -0.918  -3.135  -4.517  -5.313  -5.574
1.1716052294  1.0720   86.448  -0.873  -3.199  -4.622  -5.427  -5.695
1.1716095209  1.0680   92.057  -0.817  -3.260  -4.729  -5.542  -5.817
1.1716140509  1.0630   98.436  -0.729  -3.313  -4.841  -5.661  -5.944
1.1716192961  1.0570  105.404  -0.618  -3.361  -4.956  -5.784  -6.076
1.1716246605  1.0480  112.552  -0.478  -3.390  -5.066  -5.901  -6.201
1.1716291904  1.0410  116.588  -0.392  -3.400  -5.123  -5.961  -6.267
1.1716302633  1.0380  119.002  -0.339  -3.404  -5.157  -5.998  -6.307
1.1716310978  1.0370  119.552  -0.317  -3.400  -5.164  -6.005  -6.315
1.1716319323  1.0350  123.156  -0.237  -3.399  -5.215  -6.057  -6.371
1.1716320515  1.0350  128.545  -0.116  -3.397  -5.286  -6.131  -6.453
1.1716321707  1.0340  116.186  -0.385  -3.393  -5.115  -5.954  -6.260
1.1716322899  1.0340  114.645  -0.406  -3.385  -5.094  -5.931  -6.236
1.1716324091  1.0340  117.046  -0.366  -3.396  -5.129  -5.969  -6.276
1.1716327667  1.0330  122.646  -0.254  -3.402  -5.208  -6.049  -6.363
1.1716330051  1.0320  127.279  -0.151  -3.400  -5.270  -6.115  -6.434
1.1716333628  1.0320  131.933  -0.047  -3.398  -5.330  -6.178  -6.503
1.1716336012  1.0310  136.979   0.079  -3.384  -5.393  -6.244  -6.575
1.1716339588  1.0300  141.467   0.202  -3.360  -5.447  -6.300  -6.636
1.1716343164  1.0290  147.964   0.371  -3.326  -5.519  -6.375  -6.718
1.1716347933  1.0270  155.401   0.556  -3.288  -5.600  -6.460  -6.811
1.1716353893  1.0240  163.627   0.735  -3.243  -5.685  -6.547  -6.906
1.1716363430  1.0200  172.169   0.941  -3.184  -5.767  -6.633  -7.001
1.1716367006  1.0170  174.805   0.995  -3.167  -5.791  -6.658  -7.028
1.1716368198  1.0170  174.805   0.995  -3.167  -5.791  -6.658  -7.028
1.1716369390  1.0170  111.881  -0.371  -3.337  -5.041  -5.878  -6.182
1.1716370583  1.0160   91.318  -0.731  -3.215  -4.701  -5.517  -5.794
1.1716372967  1.0150   67.043  -0.970  -2.912  -4.191  -4.960  -5.201
1.1716376543  1.0140   69.527  -0.948  -2.949  -4.251  -5.026  -5.271
1.1716380119  1.0110   86.051  -0.779  -3.157  -4.599  -5.409  -5.679
1.1716386080  1.0090  113.856  -0.282  -3.324  -5.064  -5.905  -6.212
1.1716393232  1.0060  143.766   0.464  -3.248  -5.454  -6.312  -6.655
1.1716400385  1.0020  167.130   0.983  -3.129  -5.704  -6.571  -6.937
1.1716409922  0.9980  181.157   1.229  -3.055  -5.834  -6.705  -7.083
1.1716419458  0.9930  187.999   1.363  -3.006  -5.893  -6.766  -7.151
1.1716430187  0.9880  189.913   1.328  -3.038  -5.917  -6.790  -7.174
# 1.1716430187  0.9880  137.358   0.452  -3.200  -5.363  -6.220  -6.560
1.1716431379  0.9870  101.708  -0.376  -3.216  -4.859  -5.693  -5.989
1.1716433764  0.9860   74.637  -0.800  -2.976  -4.344  -5.137  -5.395
1.1716437340  0.9840   77.242  -0.764  -3.008  -4.401  -5.200  -5.462
1.1716440916  0.9820   95.116  -0.494  -3.176  -4.745  -5.573  -5.860
1.1716445684  0.9790  124.927   0.157  -3.239  -5.203  -6.054  -6.380
1.1716451645  0.9760  157.020   0.938  -3.088  -5.582  -6.447  -6.808
1.1716457605  0.9720  181.575   1.374  -2.968  -5.823  -6.697  -7.079
1.1716465950  0.9680  195.819   1.496  -2.934  -5.945  -6.822  -7.215
1.1716474295  0.9630  202.281   1.540  -2.917  -5.997  -6.875  -7.273
1.1716483831  0.9580  203.074   1.490  -2.963  -6.014  -6.891  -7.287
# 1.1716483831  0.9570  148.612   0.830  -3.091  -5.485  -6.348  -6.703
1.1716486216  0.9560  110.143  -0.129  -3.214  -4.984  -5.827  -6.136
1.1716488600  0.9550   80.641  -0.685  -3.033  -4.464  -5.271  -5.540
1.1716490984  0.9520   83.494  -0.642  -3.063  -4.522  -5.335  -5.608
1.1716495752  0.9490  102.838  -0.264  -3.183  -4.866  -5.703  -6.004
1.1716500521  0.9450  134.789   0.563  -3.126  -5.318  -6.176  -6.517
1.1716507673  0.9410  169.066   1.298  -2.950  -5.692  -6.563  -6.938
1.1716514826  0.9350  195.684   1.579  -2.868  -5.929  -6.807  -7.203
1.1716523170  0.9290  211.084   1.658  -2.849  -6.050  -6.932  -7.336
1.1716532707  0.9230  218.250   1.693  -2.840  -6.102  -6.984  -7.393
1.1716543436  0.9150  217.949   1.634  -2.892  -6.116  -6.998  -7.406
# 1.1716543436  0.9150  162.875   1.277  -2.929  -5.621  -6.491  -6.863
1.1716545820  0.9130  120.769   0.260  -3.150  -5.124  -5.976  -6.303
1.1716548204  0.9110   88.075  -0.487  -3.071  -4.600  -5.422  -5.705
1.1716551781  0.9070   91.465  -0.411  -3.091  -4.659  -5.487  -5.774
1.1716556549  0.9020  112.578   0.112  -3.132  -5.003  -5.850  -6.168
1.1716562510  0.8960  147.521   1.078  -2.949  -5.447  -6.312  -6.673
1.1716568470  0.8900  185.291   1.659  -2.774  -5.814  -6.692  -7.086
1.1716576815  0.8820  214.514   1.804  -2.740  -6.048  -6.931  -7.342
1.1716586351  0.8730  231.876   1.873  -2.731  -6.167  -7.050  -7.472
1.1716595888  0.8630  240.522   1.925  -2.713  -6.219  -7.104  -7.532
1.1716607809  0.8520  233.214   1.751  -2.842  -6.215  -7.099  -7.520
# 1.1716607809  0.8510  182.917   1.751  -2.696  -5.774  -6.654  -7.050
1.1716610193  0.8490  135.287   0.996  -2.905  -5.282  -6.146  -6.499
1.1716612577  0.8450   98.278  -0.063  -3.043  -4.756  -5.596  -5.899
1.1716616154  0.8390  102.342   0.078  -3.031  -4.818  -5.662  -5.972
1.1716620922  0.8320  126.286   0.898  -2.886  -5.157  -6.018  -6.364
1.1716626883  0.8230  166.094   1.770  -2.623  -5.594  -6.471  -6.859
1.1716632843  0.8120  209.149   2.011  -2.561  -5.953  -6.836  -7.251
1.1716641188  0.8000  243.139   2.174  -2.549  -6.178  -7.062  -7.497
1.1716650724  0.7860  263.303   2.283  -2.547  -6.292  -7.172  -7.617
1.1716660261  0.7710  273.058   2.356  -2.537  -6.337  -7.217  -7.670
1.1716672182  0.7540  236.622   1.691  -2.934  -6.264  -7.151  -7.580
# 1.1716672182  0.7530  208.716   2.105  -2.492  -5.930  -6.814  -7.234
1.1716674566  0.7490  152.741   1.772  -2.572  -5.440  -6.316  -6.698
1.1716676950  0.7430  109.082   0.473  -2.934  -4.905  -5.756  -6.084
1.1716680527  0.7340  113.882   0.732  -2.854  -4.967  -5.822  -6.159
1.1716685295  0.7230  141.826   1.693  -2.553  -5.303  -6.177  -6.552
1.1716691256  0.7090  188.476   2.196  -2.364  -5.732  -6.617  -7.030
1.1716697216  0.6940  238.207   2.470  -2.346  -6.074  -6.955  -7.399
1.1716705561  0.6760  273.625   2.644  -2.373  -6.274  -7.153  -7.616
1.1716715097  0.6550  286.520   2.686  -2.400  -6.343  -7.233  -7.714
1.1716724634  0.6340  279.354   2.520  -2.483  -6.343  -7.248  -7.734
1.1716736555  0.6100  192.201  -0.310  -3.975  -6.034  -6.924  -7.372
1.1716761589  0.5500    0.000  30.029  30.025  30.029  30.069  30.061
