# Combined PARSEC isochrone (>= 0.55 Msun), Henry & McCarthy 1993, AJ, 106, 773's relation (0.09 Msun <= M <= 0.48 Msun), and Baraffe et al. 2003, A&A, 402, 701's isochrone (M <= 0.08 Msun)
# References for the PARSEC isochrone : 
# Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
#       Mini     MPD      Rad    MV_j    MI_c   MJ_2M   MH_2M   MK_2M
2.7400677204  2.7310  154.225  -2.082  -4.453  -5.889  -6.676  -6.953
2.7401237488  2.7300  159.755  -2.054  -4.490  -5.949  -6.741  -7.022
2.7401297092  2.7300  157.708  -2.063  -4.476  -5.927  -6.718  -6.997
2.7401373386  2.7300  159.498  -2.055  -4.488  -5.946  -6.738  -7.018
2.7401421070  2.7300  162.164  -2.041  -4.504  -5.975  -6.768  -7.051
2.7401478291  2.7290  165.141  -2.018  -4.519  -6.005  -6.801  -7.085
2.7401547432  2.7290  168.250  -1.993  -4.534  -6.038  -6.834  -7.121
2.7401633263  2.7290  171.496  -1.966  -4.551  -6.072  -6.871  -7.160
2.7401752472  2.7290  175.289  -1.936  -4.569  -6.109  -6.911  -7.202
2.7401943207  2.7290  184.993  -1.861  -4.613  -6.200  -7.008  -7.306
2.7402138710  2.7280  160.013  -2.051  -4.490  -5.951  -6.743  -7.024
2.7402141094  2.7280  161.122  -2.045  -4.497  -5.962  -6.755  -7.037
2.7402143478  2.7280  170.630  -1.959  -4.540  -6.059  -6.858  -7.147
2.7402145863  2.7280  171.892  -1.945  -4.546  -6.073  -6.873  -7.163
2.7402148247  2.7280  167.940  -1.985  -4.529  -6.033  -6.830  -7.117
2.7402150631  2.7280  161.122  -2.045  -4.498  -5.963  -6.756  -7.038
2.7402153015  2.7280  160.013  -2.052  -4.490  -5.951  -6.743  -7.024
2.7402155399  2.7280  162.763  -2.034  -4.506  -5.980  -6.774  -7.057
2.7402157784  2.7280  165.293  -2.012  -4.518  -6.006  -6.802  -7.086
2.7402160168  2.7280  163.552  -2.028  -4.511  -5.989  -6.784  -7.067
2.7402162552  2.7280  161.382  -2.045  -4.500  -5.967  -6.760  -7.042
2.7402174473  2.7280  161.122  -2.047  -4.499  -5.964  -6.757  -7.039
2.7402184010  2.7280  160.530  -2.051  -4.495  -5.957  -6.749  -7.031
2.7402200699  2.7280  160.604  -2.049  -4.495  -5.958  -6.751  -7.032
2.7402217388  2.7280  161.196  -2.045  -4.498  -5.964  -6.758  -7.039
2.7402236462  2.7280  161.717  -2.040  -4.500  -5.968  -6.762  -7.044
2.7402269840  2.7280  162.127  -2.033  -4.501  -5.973  -6.767  -7.049
2.7402355671  2.7280  168.832  -1.976  -4.533  -6.043  -6.841  -7.128
2.7402403355  2.7280  173.762  -1.938  -4.557  -6.093  -6.894  -7.184
2.7402443886  2.7280  176.952  -1.915  -4.572  -6.122  -6.925  -7.218
2.7402501106  2.7280  184.567  -1.855  -4.607  -6.195  -7.003  -7.301
2.7402575016  2.7270  196.451  -1.744  -4.643  -6.303  -7.116  -7.422
2.7402663231  2.7270  205.095  -1.662  -4.664  -6.376  -7.192  -7.504
2.7402791977  2.7260  212.988  -1.585  -4.683  -6.442  -7.262  -7.579
2.7402870655  2.7260  213.774  -1.575  -4.684  -6.448  -7.269  -7.586
2.7402873039  2.7260  205.473  -1.643  -4.660  -6.379  -7.196  -7.509
2.7402875423  2.7260  200.058  -1.687  -4.643  -6.331  -7.147  -7.456
2.7402877808  2.7260  208.908  -1.615  -4.670  -6.408  -7.227  -7.541
2.7402880192  2.7260  211.961  -1.591  -4.678  -6.432  -7.252  -7.568
2.7402882576  2.7260  214.218  -1.571  -4.684  -6.450  -7.271  -7.589
2.7402884960  2.7260  208.716  -1.623  -4.671  -6.405  -7.223  -7.538
2.7402889729  2.7260  180.865  -1.883  -4.591  -6.162  -6.967  -7.263
2.7402892113  2.7260  217.498  -1.515  -4.676  -6.474  -7.297  -7.617
2.7402896881  2.7260  224.468  -1.408  -4.665  -6.526  -7.351  -7.677
2.7402937412  2.7260  175.896  -1.917  -4.566  -6.113  -6.915  -7.208
2.7402963638  2.7260  166.784  -1.993  -4.523  -6.021  -6.818  -7.104
2.7402989864  2.7260  163.251  -2.021  -4.505  -5.984  -6.778  -7.062
2.7403018475  2.7260  165.179  -2.006  -4.516  -6.005  -6.801  -7.086
2.7403054237  2.7260  167.130  -1.991  -4.526  -6.026  -6.823  -7.109
2.7403101921  2.7250  176.017  -1.923  -4.570  -6.116  -6.918  -7.210
2.7403156757  2.7250  180.117  -1.897  -4.590  -6.155  -6.959  -7.254
2.7403228283  2.7250  178.096  -1.909  -4.580  -6.136  -6.939  -7.233
2.7403340340  2.7250  191.582  -1.792  -4.630  -6.259  -7.070  -7.373
2.7403521538  2.7240  217.348  -1.540  -4.687  -6.475  -7.297  -7.616
2.7403795719  2.7220  235.752  -1.319  -4.683  -6.614  -7.441  -7.773
2.7403812408  2.7220  235.752  -1.319  -4.683  -6.614  -7.441  -7.773
2.7403821945  2.7220  202.514  -1.719  -4.672  -6.359  -7.173  -7.483
# 2.7403821945  2.7220  201.120  -1.732  -4.668  -6.347  -7.160  -7.469
2.7403838634  2.7220  152.917  -2.110  -4.453  -5.878  -6.663  -6.938
2.7403867245  2.7220  129.824  -2.205  -4.278  -5.603  -6.365  -6.622
2.7403907776  2.7220  138.247  -2.181  -4.348  -5.708  -6.479  -6.743
2.7403960228  2.7220  162.725  -2.051  -4.513  -5.983  -6.776  -7.059
2.7404026985  2.7210  192.777  -1.800  -4.642  -6.272  -7.083  -7.386
2.7404108047  2.7210  217.098  -1.571  -4.701  -6.477  -7.299  -7.617
2.7404208183  2.7200  230.810  -1.413  -4.701  -6.582  -7.407  -7.734
2.7404322624  2.7200  235.752  -1.350  -4.699  -6.619  -7.446  -7.777
2.7404456139  2.7190  238.372  -1.284  -4.681  -6.633  -7.461  -7.795
2.7404458523  2.7190  253.312  -1.146  -4.686  -6.738  -7.571  -7.913
2.7404468060  2.7190  205.331  -1.662  -4.666  -6.379  -7.196  -7.508
2.7404489517  2.7190  156.623  -2.068  -4.468  -5.914  -6.703  -6.982
2.7404520512  2.7190  133.062  -2.180  -4.298  -5.640  -6.406  -6.667
2.7404568195  2.7180  141.858  -2.153  -4.370  -5.747  -6.524  -6.791
2.7404630184  2.7180  166.900  -2.003  -4.529  -6.024  -6.821  -7.107
2.7404711246  2.7170  197.859  -1.744  -4.652  -6.316  -7.129  -7.435
2.7404808998  2.7170  223.077  -1.505  -4.703  -6.523  -7.346  -7.669
2.7404925823  2.7160  237.714  -1.351  -4.708  -6.633  -7.459  -7.791
2.7405064106  2.7150  243.644  -1.291  -4.711  -6.677  -7.506  -7.841
2.7405221462  2.7140  249.089  -1.143  -4.665  -6.705  -7.537  -7.878
2.7405223846  2.7140  264.945  -1.043  -4.684  -6.819  -7.654  -8.002
2.7405233383  2.7140  214.761  -1.612  -4.706  -6.462  -7.281  -7.598
2.7405257225  2.7140  164.080  -2.052  -4.525  -5.999  -6.793  -7.076
2.7405290604  2.7130  139.462  -2.187  -4.361  -5.723  -6.495  -6.760
2.7405343056  2.7130  148.681  -2.139  -4.427  -5.832  -6.612  -6.884
2.7405409813  2.7120  174.725  -1.962  -4.574  -6.107  -6.906  -7.197
2.7405495644  2.7120  206.422  -1.680  -4.682  -6.393  -7.209  -7.521
2.7405600548  2.7110  232.464  -1.407  -4.708  -6.597  -7.421  -7.750
2.7405726910  2.7100  247.660  -1.241  -4.707  -6.703  -7.533  -7.871
2.7405874729  2.7080  254.071  -1.155  -4.695  -6.746  -7.579  -7.921
2.7406044006  2.7070  259.570  -0.981  -4.629  -6.773  -7.609  -7.957
2.7406046391  2.7070  279.033  -0.833  -4.637  -6.905  -7.743  -8.100
2.7406058311  2.7070  226.441  -1.465  -4.703  -6.549  -7.373  -7.698
2.7406079769  2.7070  173.203  -1.965  -4.564  -6.091  -6.890  -7.180
2.7406115532  2.7060  146.911  -2.141  -4.413  -5.811  -6.591  -6.861
2.7406167984  2.7060  156.695  -2.085  -4.475  -5.918  -6.706  -6.985
2.7406239510  2.7050  183.635  -1.876  -4.609  -6.188  -6.995  -7.292
2.7406327724  2.7040  216.249  -1.570  -4.695  -6.468  -7.289  -7.608
2.7406437397  2.7030  242.580  -1.266  -4.694  -6.666  -7.495  -7.830
2.7406568527  2.7020  257.605  -1.073  -4.668  -6.767  -7.601  -7.946
2.7406721115  2.7000  263.970  -0.982  -4.650  -6.807  -7.644  -7.993
2.7406897545  2.6980  269.064  -0.838  -4.596  -6.832  -7.670  -8.024
2.7406899929  2.6980  292.520  -0.624  -4.577  -6.981  -7.823  -8.189
2.7406911850  2.6980  237.550  -1.305  -4.686  -6.628  -7.455  -7.788
2.7406935692  2.6980  182.119  -1.872  -4.596  -6.172  -6.978  -7.275
2.7406976223  2.6970  154.403  -2.085  -4.455  -5.890  -6.677  -6.954
2.7407033443  2.6970  164.496  -2.017  -4.514  -5.997  -6.793  -7.077
2.7407109737  2.6960  192.156  -1.772  -4.627  -6.263  -7.075  -7.379
2.7407207489  2.6950  225.401  -1.427  -4.679  -6.536  -7.361  -7.687
2.7407326698  2.6930  252.322  -1.105  -4.661  -6.727  -7.560  -7.903
