# Combined PARSEC isochrone (>= 0.55 Msun), Henry & McCarthy 1993, AJ, 106, 773's relation (0.09 Msun <= M <= 0.48 Msun), and Baraffe et al. 2003, A&A, 402, 701's isochrone (M <= 0.08 Msun)
# References for the PARSEC isochrone : 
# Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
#       Mini     MPD      Rad    MV_j    MI_c   MJ_2M   MH_2M   MK_2M
0.1200000000  0.1200    0.154  15.195  11.614   9.823   9.122   8.793
0.1500000000  0.1500    0.183  14.224  10.965   9.287   8.641   8.296
0.1800000000  0.1800    0.209  13.541  10.469   8.878   8.260   7.916
0.2100000000  0.2100    0.233  12.997  10.067   8.542   7.940   7.601
0.2400000000  0.2400    0.256  12.539   9.727   8.253   7.662   7.330
0.2700000000  0.2700    0.279  12.138   9.431   7.997   7.413   7.090
0.3000000000  0.3000    0.304  11.779   9.163   7.766   7.187   6.872
0.3300000000  0.3300    0.328  11.452   8.917   7.554   6.978   6.672
0.3600000000  0.3600    0.353  11.149   8.685   7.357   6.782   6.485
0.3900000000  0.3900    0.379  10.865   8.465   7.172   6.597   6.309
0.4200000000  0.4200    0.406  10.597   8.256   6.996   6.420   6.142
0.4500000000  0.4500    0.435  10.341   8.057   6.828   6.251   5.982
0.4800000000  0.4800    0.466  10.096   7.867   6.666   6.087   5.827
# logAge= 9.176091259055681 is picked from isochrones/CMD3.3-thin3.dat
0.5500000119  0.5500    0.538   9.375   7.374   6.250   5.648   5.411
0.6000000238  0.6000    0.584   8.733   6.937   5.903   5.284   5.078
0.6499999762  0.6500    0.621   8.092   6.508   5.560   4.935   4.773
0.7000000477  0.7000    0.652   7.457   6.102   5.246   4.656   4.530
0.7273808718  0.7270    0.667   7.124   5.887   5.088   4.540   4.427
0.7500000596  0.7500    0.679   6.866   5.716   4.964   4.458   4.352
0.8000000119  0.8000    0.720   6.405   5.379   4.699   4.254   4.157
0.8500000238  0.8500    0.763   5.991   5.066   4.452   4.060   3.971
0.8758430481  0.8750    0.787   5.796   4.913   4.328   3.960   3.875
0.8999999762  0.8990    0.810   5.621   4.775   4.216   3.870   3.788
0.9499999881  0.9490    0.861   5.281   4.507   3.995   3.685   3.611
0.9571329355  0.9570    0.870   5.235   4.470   3.964   3.658   3.584
1.0000000000  1.0000    0.919   4.968   4.252   3.779   3.499   3.431
1.0379476547  1.0370    0.969   4.743   4.066   3.618   3.358   3.295
1.0499999523  1.0490    0.985   4.673   4.008   3.569   3.314   3.253
1.0624369383  1.0620    1.002   4.601   3.948   3.517   3.268   3.208
1.1000000238  1.0990    1.057   4.393   3.772   3.360   3.128   3.071
1.1207497120  1.1200    1.089   4.281   3.676   3.275   3.051   2.996
1.1499999762  1.1490    1.136   4.126   3.543   3.156   2.944   2.891
1.2000000477  1.1990    1.221   3.869   3.322   2.958   2.763   2.713
1.2500000000  1.2500    1.308   3.627   3.112   2.768   2.590   2.543
1.2754319906  1.2750    1.352   3.509   3.009   2.675   2.505   2.459
1.2999999523  1.3000    1.396   3.397   2.911   2.587   2.424   2.378
1.3500000238  1.3500    1.487   3.178   2.720   2.413   2.266   2.221
1.3777062893  1.3780    1.539   3.062   2.619   2.321   2.182   2.138
1.3999999762  1.4000    1.583   2.969   2.538   2.248   2.114   2.070
1.4393830299  1.4390    1.661   2.810   2.398   2.120   1.996   1.953
1.4500000477  1.4500    1.683   2.767   2.361   2.084   1.963   1.920
1.4568892717  1.4570    1.697   2.740   2.337   2.062   1.943   1.900
1.4828231335  1.4830    1.756   2.639   2.246   1.978   1.863   1.820
1.5000001192  1.5000    1.797   2.574   2.186   1.920   1.808   1.765
1.5097014904  1.5100    1.822   2.537   2.152   1.888   1.778   1.735
1.5397746563  1.5400    1.903   2.423   2.046   1.785   1.679   1.636
1.5500000715  1.5500    1.934   2.385   2.009   1.749   1.643   1.600
1.5554332733  1.5550    1.949   2.364   1.990   1.730   1.625   1.582
1.5794869661  1.5790    2.027   2.274   1.902   1.644   1.540   1.497
1.6000000238  1.6000    2.101   2.198   1.826   1.567   1.463   1.420
1.6017352343  1.6010    2.109   2.192   1.820   1.560   1.457   1.413
1.6223731041  1.6220    2.187   2.116   1.743   1.482   1.378   1.334
1.6435241699  1.6430    2.282   2.039   1.662   1.398   1.291   1.247
1.6499999762  1.6490    2.313   2.016   1.636   1.371   1.263   1.219
1.6593261957  1.6590    2.360   1.983   1.600   1.332   1.222   1.178
1.6813876629  1.6810    2.486   1.906   1.511   1.235   1.119   1.074
1.7000000477  1.6990    2.609   1.844   1.434   1.149   1.026   0.981
1.7130223513  1.7120    2.699   1.800   1.380   1.089   0.961   0.915
1.7317281961  1.7310    2.848   1.741   1.302   0.997   0.860   0.813
1.7500000000  1.7490    3.020   1.686   1.223   0.902   0.752   0.703
1.7513039112  1.7500    3.033   1.682   1.217   0.896   0.744   0.695
1.7695571184  1.7680    3.208   1.631   1.142   0.805   0.640   0.590
1.7889859676  1.7880    3.419   1.576   1.060   0.704   0.525   0.473
1.7999999523  1.7990    3.545   1.537   1.007   0.642   0.457   0.404
1.8040016890  1.8030    3.591   1.523   0.988   0.620   0.432   0.379
1.8126372099  1.8120    3.694   1.489   0.944   0.571   0.378   0.324
1.8196870089  1.8190    3.724   1.379   0.867   0.513   0.337   0.285
1.8215103149  1.8200    3.690   1.306   0.826   0.494   0.334   0.284
1.8221387863  1.8210    3.635   1.241   0.796   0.484   0.343   0.294
1.8224487305  1.8210    3.576   1.178   0.768   0.477   0.353   0.306
1.8226267099  1.8210    3.533   1.119   0.740   0.468   0.360   0.313
1.8227523565  1.8220    3.493   1.062   0.712   0.457   0.363   0.317
1.8228231668  1.8220    3.472   1.041   0.704   0.456   0.368   0.323
1.8228787184  1.8220    3.449   1.098   0.745   0.488   0.392   0.346
1.8229324818  1.8220    3.465   1.174   0.789   0.514   0.403   0.357
1.8229848146  1.8220    3.539   1.222   0.803   0.509   0.381   0.333
1.8230593204  1.8220    3.705   1.238   0.779   0.459   0.311   0.261
1.8231567144  1.8220    3.919   1.227   0.730   0.384   0.217   0.165
1.8232902288  1.8220    4.135   1.218   0.684   0.315   0.128   0.073
1.8234914541  1.8220    4.338   1.226   0.653   0.259   0.053  -0.005
1.8237890005  1.8230    4.512   1.255   0.642   0.222  -0.005  -0.067
1.8242062330  1.8230    4.656   1.316   0.659   0.210  -0.042  -0.108
1.8245825768  1.8230    4.736   1.384   0.691   0.218  -0.054  -0.123
1.8249845505  1.8240    4.764   1.474   0.747   0.249  -0.042  -0.114
1.8253450394  1.8240    4.762   1.568   0.811   0.293  -0.017  -0.092
1.8256607056  1.8240    4.745   1.659   0.876   0.337   0.011  -0.066
1.8260668516  1.8250    4.724   1.774   0.958   0.393   0.045  -0.034
1.8264725208  1.8250    4.764   1.862   1.014   0.424   0.056  -0.026
1.8267763853  1.8260    4.850   1.895   1.025   0.417   0.035  -0.048
1.8274203539  1.8260    5.232   1.855   0.947   0.308  -0.099  -0.186
1.8279559612  1.8270    5.677   1.764   0.830   0.170  -0.254  -0.342
1.8283649683  1.8270    6.074   1.671   0.719   0.047  -0.387  -0.478
1.8287348747  1.8280    6.474   1.577   0.613  -0.072  -0.513  -0.605
1.8290810585  1.8280    6.872   1.486   0.509  -0.185  -0.634  -0.727
1.8294148445  1.8280    7.290   1.397   0.407  -0.296  -0.753  -0.847
1.8297387362  1.8290    7.735   1.307   0.306  -0.406  -0.870  -0.966
1.8300565481  1.8290    8.180   1.220   0.208  -0.514  -0.984  -1.081
1.8303726912  1.8290    8.647   1.135   0.112  -0.619  -1.096  -1.194
1.8307675123  1.8300    9.261   1.029  -0.007  -0.749  -1.234  -1.334
1.8310829401  1.8300    9.789   0.943  -0.104  -0.854  -1.346  -1.447
1.8313977718  1.8300   10.353   0.858  -0.200  -0.960  -1.458  -1.561
1.8317122459  1.8300   10.961   0.773  -0.297  -1.067  -1.572  -1.676
1.8320251703  1.8310   11.616   0.687  -0.395  -1.175  -1.688  -1.793
1.8323255777  1.8310   12.290   0.604  -0.491  -1.279  -1.800  -1.907
1.8326547146  1.8310   13.081   0.513  -0.597  -1.398  -1.926  -2.034
1.8329910040  1.8320   13.991   0.419  -0.708  -1.520  -2.057  -2.168
1.8332788944  1.8320   14.817   0.338  -0.806  -1.628  -2.173  -2.285
1.8335722685  1.8320   15.735   0.253  -0.906  -1.741  -2.293  -2.407
1.8338971138  1.8330   16.864   0.160  -1.019  -1.867  -2.428  -2.544
1.8342056274  1.8330   17.974   0.073  -1.125  -1.984  -2.555  -2.673
1.8345234394  1.8330   19.180  -0.013  -1.231  -2.103  -2.683  -2.803
1.8348817825  1.8340   20.543  -0.103  -1.342  -2.228  -2.818  -2.940
1.8353395462  1.8340   21.800  -0.179  -1.437  -2.335  -2.933  -3.058
1.8355244398  1.8340   22.221  -0.204  -1.469  -2.371  -2.973  -3.098
1.8357708454  1.8350   21.531  -0.165  -1.418  -2.314  -2.911  -3.035
1.8359706402  1.8350   20.312  -0.092  -1.326  -2.210  -2.797  -2.919
1.8360990286  1.8350   19.018  -0.005  -1.218  -2.088  -2.666  -2.786
1.8362013102  1.8350   17.806   0.080  -1.113  -1.970  -2.538  -2.656
1.8362929821  1.8350   16.744   0.162  -1.012  -1.856  -2.416  -2.531
1.8363902569  1.8350   15.691   0.251  -0.905  -1.736  -2.287  -2.401
1.8364949226  1.8350   14.705   0.339  -0.798  -1.617  -2.159  -2.271
1.8366099596  1.8350   13.812   0.425  -0.695  -1.503  -2.036  -2.146
1.8367856741  1.8360   12.872   0.523  -0.579  -1.373  -1.897  -2.004
1.8368067741  1.8360   12.810   0.529  -0.571  -1.364  -1.888  -1.995
1.8370503187  1.8360   13.470   0.459  -0.654  -1.457  -1.986  -2.095
1.8373957872  1.8360   14.343   0.372  -0.758  -1.572  -2.110  -2.221
1.8378069401  1.8370   15.281   0.282  -0.865  -1.690  -2.237  -2.350
1.8382664919  1.8370   16.351   0.189  -0.977  -1.815  -2.370  -2.485
1.8387291431  1.8370   17.477   0.100  -1.085  -1.937  -2.501  -2.618
1.8392002583  1.8380   18.679   0.011  -1.194  -2.059  -2.632  -2.751
1.8396623135  1.8380   19.941  -0.076  -1.301  -2.179  -2.762  -2.882
1.8400983810  1.8390   21.230  -0.157  -1.402  -2.292  -2.884  -3.007
1.8405355215  1.8390   22.628  -0.239  -1.504  -2.407  -3.008  -3.134
1.8409564495  1.8400   24.091  -0.322  -1.603  -2.520  -3.125  -3.255
1.8413523436  1.8400   25.577  -0.402  -1.699  -2.629  -3.238  -3.373
1.8417313099  1.8400   27.187  -0.480  -1.793  -2.736  -3.350  -3.490
1.8420912027  1.8410   28.864  -0.557  -1.886  -2.841  -3.460  -3.605
1.8424283266  1.8410   30.609  -0.632  -1.975  -2.945  -3.568  -3.718
1.8427506685  1.8410   32.460  -0.705  -2.064  -3.047  -3.676  -3.831
1.8430503607  1.8420   34.313  -0.776  -2.150  -3.146  -3.779  -3.940
1.8433315754  1.8420   36.304  -0.846  -2.234  -3.243  -3.881  -4.048
1.8435946703  1.8420   38.331  -0.912  -2.316  -3.340  -3.981  -4.154
1.8438395262  1.8430   40.453  -0.975  -2.396  -3.433  -4.080  -4.257
1.8440693617  1.8430   42.614  -1.032  -2.476  -3.526  -4.181  -4.362
1.8442813158  1.8430   44.870  -1.086  -2.553  -3.616  -4.278  -4.463
1.8444808722  1.8430   47.191  -1.135  -2.628  -3.704  -4.374  -4.563
1.8446701765  1.8430   49.551  -1.185  -2.702  -3.791  -4.468  -4.661
1.8448421955  1.8440   51.946  -1.233  -2.773  -3.875  -4.558  -4.755
1.8450043201  1.8440   54.457  -1.276  -2.842  -3.958  -4.647  -4.848
1.8451553583  1.8440   56.958  -1.315  -2.909  -4.037  -4.734  -4.938
1.8452968597  1.8440   59.574  -1.353  -2.973  -4.115  -4.818  -5.026
1.8454315662  1.8440   62.209  -1.389  -3.036  -4.191  -4.900  -5.111
1.8455550671  1.8440   64.752  -1.422  -3.095  -4.261  -4.976  -5.192
1.8455942869  1.8440   65.562  -1.432  -3.113  -4.284  -5.001  -5.217
# 1.8455942869  1.8440    8.799   0.995   0.006  -0.700  -1.157  -1.252
1.8478834629  1.8470    8.973   0.967  -0.027  -0.736  -1.196  -1.291
1.8499025106  1.8490    9.107   0.944  -0.053  -0.765  -1.227  -1.323
1.8505756855  1.8490    9.302   0.914  -0.087  -0.804  -1.269  -1.365
1.8517194986  1.8510    9.503   0.882  -0.123  -0.843  -1.310  -1.407
1.8527393341  1.8520    9.671   0.856  -0.153  -0.876  -1.345  -1.442
1.8534967899  1.8520    9.783   0.839  -0.172  -0.897  -1.368  -1.465
1.8542778492  1.8530    9.880   0.823  -0.190  -0.917  -1.389  -1.486
1.8550996780  1.8540    9.967   0.809  -0.205  -0.933  -1.407  -1.504
1.8559619188  1.8550   10.034   0.798  -0.218  -0.947  -1.421  -1.519
1.8570342064  1.8560   10.089   0.789  -0.228  -0.958  -1.432  -1.530
1.8592544794  1.8580   10.136   0.779  -0.238  -0.968  -1.442  -1.540
1.8616436720  1.8610   10.199   0.768  -0.249  -0.979  -1.454  -1.552
1.8633253574  1.8620    9.291   0.902  -0.095  -0.807  -1.270  -1.365
1.8633606434  1.8620    9.276   0.905  -0.091  -0.803  -1.266  -1.361
1.8633902073  1.8620    9.261   0.907  -0.089  -0.801  -1.263  -1.358
1.8634284735  1.8620    9.246   0.910  -0.086  -0.797  -1.259  -1.354
1.8634744883  1.8620    9.221   0.913  -0.082  -0.793  -1.255  -1.350
1.8635327816  1.8620    9.195   0.917  -0.078  -0.789  -1.250  -1.345
1.8636121750  1.8630    9.170   0.922  -0.072  -0.782  -1.243  -1.338
1.8637262583  1.8630    9.125   0.928  -0.065  -0.774  -1.234  -1.329
1.8639436960  1.8630    9.071   0.938  -0.054  -0.762  -1.222  -1.317
1.8642574549  1.8630    9.017   0.947  -0.043  -0.751  -1.209  -1.304
1.8647862673  1.8640    8.914   0.963  -0.025  -0.731  -1.188  -1.282
1.8661726713  1.8650    8.779   0.985   0.001  -0.702  -1.156  -1.250
1.8662979603  1.8650    8.899   0.964  -0.023  -0.728  -1.185  -1.279
1.8663742542  1.8650    8.992   0.951  -0.039  -0.746  -1.203  -1.298
1.8665306568  1.8650    8.977   0.953  -0.036  -0.743  -1.200  -1.295
1.8748990297  1.8740    8.675   1.002   0.020  -0.681  -1.134  -1.228
1.8926210403  1.8920    8.342   1.057   0.084  -0.609  -1.056  -1.148
1.8999999762  1.8990    8.225   1.076   0.107  -0.583  -1.028  -1.121
1.9165837765  1.9160    8.516   0.997   0.029  -0.661  -1.105  -1.198
1.9357544184  1.9350    8.963   0.896  -0.074  -0.766  -1.212  -1.304
1.9500000477  1.9500    9.364   0.814  -0.160  -0.855  -1.303  -1.396
1.9602742195  1.9600    9.724   0.750  -0.229  -0.929  -1.381  -1.475
1.9652144909  1.9650    9.967   0.712  -0.272  -0.976  -1.431  -1.525
1.9718225002  1.9720   10.341   0.655  -0.336  -1.045  -1.504  -1.599
1.9747098684  1.9750   10.601   0.621  -0.377  -1.091  -1.554  -1.650
1.9778264761  1.9780   11.211   0.549  -0.463  -1.191  -1.663  -1.761
1.9789935350  1.9790   11.936   0.468  -0.561  -1.303  -1.785  -1.885
1.9795733690  1.9800   12.743   0.383  -0.664  -1.419  -1.912  -2.014
1.9798614979  1.9800   13.554   0.301  -0.763  -1.532  -2.034  -2.138
1.9800213575  1.9800   14.496   0.212  -0.872  -1.654  -2.166  -2.272
1.9800972939  1.9800   15.362   0.136  -0.964  -1.757  -2.278  -2.386
1.9801445007  1.9800   16.201   0.065  -1.050  -1.855  -2.384  -2.493
1.9801561832  1.9800   16.450   0.045  -1.076  -1.884  -2.414  -2.524
1.9801833630  1.9800   17.134  -0.008  -1.141  -1.957  -2.494  -2.605
1.9802283049  1.9800   18.062  -0.078  -1.226  -2.053  -2.597  -2.710
1.9803621769  1.9800   17.974  -0.073  -1.219  -2.045  -2.589  -2.702
1.9805829525  1.9810   17.324  -0.024  -1.159  -1.977  -2.515  -2.626
1.9819436073  1.9820   17.610  -0.047  -1.186  -2.007  -2.548  -2.659
1.9843136072  1.9840   18.817  -0.136  -1.295  -2.130  -2.680  -2.794
1.9854707718  1.9850   20.172  -0.225  -1.405  -2.255  -2.815  -2.931
1.9863009453  1.9860   21.695  -0.316  -1.520  -2.385  -2.956  -3.075
1.9869283438  1.9860   23.230  -0.404  -1.630  -2.510  -3.091  -3.213
1.9874280691  1.9870   24.834  -0.488  -1.733  -2.628  -3.215  -3.341
1.9878413677  1.9870   26.476  -0.570  -1.833  -2.741  -3.334  -3.465
1.9881956577  1.9870   28.226  -0.649  -1.929  -2.852  -3.451  -3.587
1.9885052443  1.9870   29.995  -0.726  -2.023  -2.960  -3.563  -3.704
1.9887745380  1.9870   31.875  -0.801  -2.114  -3.065  -3.673  -3.820
1.9890009165  1.9870   33.834  -0.875  -2.204  -3.170  -3.784  -3.936
1.9891827106  1.9870   36.071  -0.943  -2.294  -3.278  -3.899  -4.057
1.9893268347  1.9870   38.446  -1.007  -2.380  -3.382  -4.012  -4.178
1.9894312620  1.9870   40.753  -1.051  -2.450  -3.474  -4.112  -4.286
1.9895225763  1.9870   43.098  -1.111  -2.533  -3.570  -4.217  -4.395
1.9896153212  1.9870   45.820  -1.177  -2.626  -3.679  -4.335  -4.517
1.9896942377  1.9870   48.524  -1.235  -2.712  -3.780  -4.444  -4.631
1.9897700548  1.9860   51.423  -1.290  -2.796  -3.880  -4.553  -4.744
1.9898482561  1.9860   54.545  -1.348  -2.885  -3.986  -4.666  -4.863
1.9899244308  1.9860   57.830  -1.400  -2.969  -4.086  -4.776  -4.977
1.9900014400  1.9850   61.172  -1.447  -3.051  -4.185  -4.884  -5.090
1.9900807142  1.9850   64.782  -1.493  -3.133  -4.284  -4.990  -5.201
1.9901646376  1.9840   68.558  -1.537  -3.214  -4.383  -5.099  -5.315
1.9902492762  1.9840   72.553  -1.571  -3.292  -4.480  -5.203  -5.424
1.9903372526  1.9830   76.605  -1.603  -3.368  -4.575  -5.306  -5.533
1.9904223680  1.9820   80.808  -1.631  -3.441  -4.666  -5.406  -5.637
1.9904706478  1.9810   83.590  -1.641  -3.487  -4.726  -5.470  -5.704
1.9904762506  1.9810   82.881  -1.639  -3.475  -4.710  -5.453  -5.687
1.9904783964  1.9810   81.989  -1.635  -3.460  -4.691  -5.433  -5.666
1.9904824495  1.9810   83.053  -1.639  -3.478  -4.715  -5.458  -5.692
1.9904853106  1.9810   84.131  -1.643  -3.495  -4.738  -5.482  -5.718
1.9904890060  1.9810   85.321  -1.646  -3.512  -4.760  -5.506  -5.743
1.9904944897  1.9810   86.568  -1.650  -3.532  -4.786  -5.534  -5.773
1.9905009270  1.9800   87.873  -1.652  -3.551  -4.811  -5.562  -5.801
1.9905096292  1.9800   89.198  -1.655  -3.571  -4.837  -5.590  -5.831
1.9905228615  1.9800   90.210  -1.656  -3.585  -4.856  -5.611  -5.854
1.9905328751  1.9800   89.301  -1.655  -3.572  -4.838  -5.592  -5.833
1.9905329943  1.9800   85.321  -1.647  -3.513  -4.761  -5.507  -5.744
1.9905331135  1.9800   82.786  -1.638  -3.473  -4.708  -5.451  -5.684
1.9905332327  1.9800   87.974  -1.653  -3.552  -4.813  -5.564  -5.803
1.9905333519  1.9800   93.445  -1.658  -3.627  -4.914  -5.674  -5.920
1.9905335903  1.9800   93.445  -1.657  -3.627  -4.913  -5.674  -5.920
1.9905337095  1.9800   92.354  -1.657  -3.613  -4.895  -5.653  -5.898
1.9905338287  1.9800   91.234  -1.657  -3.598  -4.874  -5.631  -5.874
1.9905340672  1.9800   89.054  -1.654  -3.568  -4.834  -5.587  -5.828
1.9905343056  1.9800   88.015  -1.653  -3.554  -4.815  -5.566  -5.806
1.9905344248  1.9800   87.127  -1.651  -3.540  -4.796  -5.546  -5.784
1.9905345440  1.9800   86.150  -1.649  -3.526  -4.778  -5.526  -5.764
1.9905346632  1.9800   84.364  -1.643  -3.498  -4.741  -5.486  -5.721
1.9905347824  1.9800   83.321  -1.639  -3.482  -4.720  -5.463  -5.698
1.9905349016  1.9800   83.686  -1.641  -3.488  -4.729  -5.472  -5.707
1.9905350208  1.9800   85.734  -1.648  -3.520  -4.770  -5.517  -5.754
1.9905351400  1.9800   87.731  -1.652  -3.549  -4.809  -5.559  -5.798
1.9905352592  1.9800   88.870  -1.654  -3.566  -4.831  -5.584  -5.825
1.9905354977  1.9800   89.445  -1.655  -3.574  -4.841  -5.595  -5.836
1.9905357361  1.9800   88.441  -1.653  -3.559  -4.822  -5.574  -5.814
1.9905358553  1.9800   87.308  -1.652  -3.544  -4.801  -5.551  -5.790
1.9905360937  1.9800   86.289  -1.650  -3.529  -4.782  -5.530  -5.768
1.9905363321  1.9800   85.321  -1.647  -3.514  -4.762  -5.508  -5.745
1.9905365705  1.9800   84.402  -1.644  -3.499  -4.743  -5.488  -5.723
1.9905366898  1.9800   83.552  -1.640  -3.485  -4.724  -5.468  -5.702
1.9905368090  1.9800   82.614  -1.637  -3.470  -4.704  -5.446  -5.680
1.9905370474  1.9800   81.593  -1.633  -3.454  -4.683  -5.424  -5.657
1.9905372858  1.9800   83.417  -1.640  -3.483  -4.722  -5.465  -5.700
1.9905374050  1.9800   86.428  -1.650  -3.531  -4.784  -5.532  -5.770
1.9905378819  1.9800   85.873  -1.648  -3.522  -4.772  -5.519  -5.756
1.9905382395  1.9800   82.919  -1.639  -3.476  -4.712  -5.455  -5.689
1.9905385971  1.9800   80.548  -1.630  -3.436  -4.660  -5.399  -5.630
1.9905388355  1.9800   77.313  -1.609  -3.380  -4.590  -5.323  -5.550
1.9905390739  1.9800   74.294  -1.586  -3.325  -4.521  -5.248  -5.471
1.9905395508  1.9800   71.049  -1.560  -3.263  -4.443  -5.164  -5.383
1.9905397892  1.9800   69.607  -1.547  -3.235  -4.408  -5.126  -5.343
1.9905403852  1.9800   69.720  -1.548  -3.237  -4.411  -5.129  -5.346
1.9905406237  1.9800   70.511  -1.556  -3.254  -4.431  -5.151  -5.369
1.9905414581  1.9800   71.278  -1.562  -3.269  -4.450  -5.171  -5.391
1.9905422926  1.9800   70.592  -1.557  -3.255  -4.434  -5.153  -5.372
1.9905430079  1.9800   69.945  -1.550  -3.243  -4.418  -5.136  -5.354
1.9905513525  1.9800   75.955  -1.598  -3.355  -4.559  -5.289  -5.515
1.9905560017  1.9790   80.845  -1.631  -3.441  -4.667  -5.407  -5.638
1.9905596972  1.9790   84.402  -1.643  -3.499  -4.743  -5.488  -5.724
1.9905636311  1.9790   87.974  -1.653  -3.554  -4.814  -5.565  -5.805
1.9905691147  1.9790   92.078  -1.664  -3.613  -4.892  -5.650  -5.894
1.9905781746  1.9790   96.684  -1.664  -3.674  -4.977  -5.741  -5.990
1.9905812740  1.9790   97.624  -1.662  -3.685  -4.992  -5.757  -6.007
1.9905817509  1.9790   97.624  -1.662  -3.685  -4.992  -5.757  -6.007
1.9905828238  1.9790   54.558  -1.351  -2.886  -3.986  -4.666  -4.862
1.9905833006  1.9790   50.183  -1.278  -2.768  -3.843  -4.510  -4.699
1.9905854464  1.9790   34.202  -0.888  -2.219  -3.187  -3.803  -3.956
1.9905887842  1.9790   34.384  -0.893  -2.227  -3.197  -3.813  -3.967
1.9905934334  1.9790   40.481  -1.070  -2.457  -3.472  -4.106  -4.277
1.9905993938  1.9780   54.860  -1.349  -2.890  -3.993  -4.676  -4.873
1.9906066656  1.9780   72.955  -1.553  -3.289  -4.484  -5.212  -5.434
1.9906153679  1.9780   88.809  -1.633  -3.555  -4.824  -5.578  -5.820
1.9906256199  1.9780   98.572  -1.643  -3.689  -5.005  -5.773  -6.024
1.9906373024  1.9780  103.052  -1.635  -3.744  -5.083  -5.856  -6.112
1.9906505346  1.9770  104.992  -1.646  -3.772  -5.117  -5.892  -6.150
1.9906508923  1.9770   68.023  -1.484  -3.179  -4.354  -5.074  -5.292
1.9906520844  1.9770   54.974  -1.327  -2.880  -3.989  -4.675  -4.874
1.9906544685  1.9770   37.511  -0.962  -2.334  -3.333  -3.963  -4.127
1.9906580448  1.9770   37.814  -0.970  -2.344  -3.346  -3.977  -4.142
1.9906629324  1.9770   44.520  -1.136  -2.577  -3.624  -4.277  -4.458
1.9906691313  1.9770   60.333  -1.393  -3.008  -4.147  -4.849  -5.056
1.9906768799  1.9770   80.455  -1.565  -3.406  -4.643  -5.388  -5.621
1.9906860590  1.9760   98.142  -1.604  -3.668  -4.991  -5.761  -6.013
1.9906967878  1.9760  109.586  -1.592  -3.805  -5.181  -5.965  -6.228
1.9907091856  1.9760  115.307  -1.563  -3.862  -5.272  -6.061  -6.330
1.9907231331  1.9760  118.183  -1.588  -3.903  -5.319  -6.109  -6.380
1.9907234907  1.9760   77.688  -1.525  -3.346  -4.575  -5.318  -5.550
1.9907248020  1.9750   62.785  -1.398  -3.050  -4.207  -4.919  -5.130
1.9907273054  1.9750   42.683  -1.073  -2.502  -3.542  -4.192  -4.370
1.9907311201  1.9750   42.821  -1.077  -2.507  -3.549  -4.199  -4.378
1.9907362461  1.9750   50.067  -1.219  -2.731  -3.818  -4.493  -4.685
1.9907429218  1.9750   67.090  -1.443  -3.143  -4.322  -5.044  -5.261
