# Combined PARSEC isochrone (>= 0.55 Msun), Henry & McCarthy 1993, AJ, 106, 773's relation (0.09 Msun <= M <= 0.48 Msun), and Baraffe et al. 2003, A&A, 402, 701's isochrone (M <= 0.08 Msun)
# References for the PARSEC isochrone : 
# Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
#       Mini     MPD      Rad    MV_j    MI_c   MJ_2M   MH_2M   MK_2M
0.8786168098  0.8780    0.823   5.568   4.730   4.175   3.831   3.750
0.8988418579  0.8980    0.847   5.411   4.606   4.073   3.745   3.667
0.9123955965  0.9120    0.865   5.309   4.524   4.003   3.686   3.610
0.9333535433  0.9330    0.894   5.156   4.398   3.896   3.593   3.520
0.9484557509  0.9480    0.916   5.047   4.308   3.818   3.525   3.455
0.9649744630  0.9640    0.942   4.929   4.210   3.733   3.450   3.381
0.9835182428  0.9830    0.973   4.799   4.100   3.637   3.364   3.298
0.9980697036  0.9980    0.999   4.698   4.015   3.561   3.297   3.233
1.0014623404  1.0010    1.006   4.674   3.995   3.544   3.281   3.217
1.0176547766  1.0170    1.037   4.563   3.899   3.459   3.203   3.141
1.0329010487  1.0320    1.069   4.458   3.808   3.377   3.129   3.069
1.0473697186  1.0460    1.100   4.361   3.723   3.299   3.057   2.998
1.0476835966  1.0470    1.100   4.359   3.721   3.297   3.055   2.996
1.0591386557  1.0580    1.128   4.282   3.653   3.234   2.997   2.939
1.0723457336  1.0710    1.159   4.193   3.573   3.161   2.929   2.872
1.0850892067  1.0840    1.192   4.108   3.497   3.090   2.863   2.806
1.0972975492  1.0960    1.224   4.029   3.425   3.024   2.799   2.743
1.1026064157  1.1010    1.240   3.995   3.394   2.994   2.771   2.716
1.1141779423  1.1130    1.272   3.923   3.328   2.932   2.712   2.657
1.1252722740  1.1240    1.304   3.856   3.265   2.872   2.654   2.599
1.1439470053  1.1430    1.365   3.735   3.153   2.763   2.549   2.496
1.1469115019  1.1460    1.375   3.715   3.133   2.745   2.532   2.478
1.1624139547  1.1610    1.429   3.636   3.054   2.664   2.451   2.397
1.1786793470  1.1770    1.488   3.559   2.974   2.581   2.366   2.312
1.1862797737  1.1850    1.524   3.499   2.917   2.526   2.313   2.259
1.1905461550  1.1890    1.548   3.454   2.876   2.488   2.276   2.223
1.1934858561  1.1920    1.566   3.415   2.841   2.456   2.247   2.193
1.1957536936  1.1940    1.596   3.348   2.783   2.403   2.199   2.146
1.1963258982  1.1950    1.606   3.324   2.763   2.385   2.183   2.130
1.1965254545  1.1950    1.608   3.323   2.761   2.383   2.181   2.129
1.2013698816  1.2000    1.639   3.286   2.723   2.345   2.142   2.089
1.2243789434  1.2230    1.794   3.124   2.550   2.163   1.955   1.900
1.2410498857  1.2400    1.931   3.013   2.423   2.026   1.808   1.752
1.2461395264  1.2450    1.980   2.979   2.382   1.980   1.759   1.702
1.2521613836  1.2510    2.049   2.948   2.337   1.924   1.696   1.638
1.2610386610  1.2600    2.175   2.926   2.279   1.843   1.595   1.533
1.2695426941  1.2680    2.317   2.999   2.283   1.797   1.511   1.441
1.2752569914  1.2740    2.432   3.132   2.339   1.797   1.464   1.387
1.2783089876  1.2770    2.509   3.227   2.385   1.803   1.439   1.358
1.2797746658  1.2790    2.562   3.254   2.389   1.790   1.412   1.329
1.2809630632  1.2800    2.614   3.267   2.386   1.774   1.385   1.300
1.2818262577  1.2810    2.652   3.273   2.380   1.758   1.362   1.276
1.2828727961  1.2820    2.705   3.273   2.367   1.735   1.330   1.243
1.2840911150  1.2830    2.769   3.268   2.347   1.704   1.290   1.202
1.2855266333  1.2840    2.856   3.243   2.310   1.656   1.234   1.144
1.2856768370  1.2850    2.863   3.241   2.306   1.651   1.228   1.138
1.2860264778  1.2850    2.886   3.229   2.293   1.636   1.212   1.122
1.2885499001  1.2880    3.067   3.142   2.193   1.526   1.093   1.002
1.2913306952  1.2900    3.278   3.031   2.071   1.395   0.955   0.863
1.2937637568  1.2930    3.497   2.920   1.952   1.270   0.825   0.732
1.2957533598  1.2950    3.694   2.821   1.847   1.159   0.710   0.616
1.2964774370  1.2950    3.767   2.786   1.809   1.120   0.669   0.576
1.2987360954  1.2980    4.028   2.666   1.682   0.985   0.530   0.436
1.3007609844  1.3000    4.307   2.546   1.553   0.851   0.390   0.296
1.3025517464  1.3010    4.603   2.428   1.428   0.719   0.253   0.158
1.3041341305  1.3030    4.913   2.314   1.305   0.589   0.119   0.023
1.3055180311  1.3040    5.232   2.204   1.187   0.463  -0.012  -0.108
1.3068211079  1.3060    5.587   2.093   1.065   0.334  -0.147  -0.244
1.3079133034  1.3070    5.938   1.990   0.953   0.214  -0.272  -0.371
1.3088818789  1.3080    6.302   1.890   0.844   0.099  -0.394  -0.494
1.3097683191  1.3090    6.694   1.791   0.736  -0.018  -0.516  -0.617
1.3106005192  1.3090    7.118   1.691   0.625  -0.137  -0.641  -0.743
1.3113039732  1.3100    7.535   1.600   0.524  -0.246  -0.756  -0.860
1.3119786978  1.3110    7.985   1.507   0.420  -0.358  -0.875  -0.979
1.3125764132  1.3110    8.432   1.421   0.324  -0.462  -0.985  -1.091
1.3131510019  1.3120    8.905   1.335   0.228  -0.567  -1.096  -1.203
1.3136941195  1.3120    9.312   1.265   0.149  -0.652  -1.186  -1.294
1.3144956827  1.3130    9.846   1.180   0.054  -0.756  -1.296  -1.406
1.3148357868  1.3130    9.644   1.209   0.087  -0.719  -1.256  -1.365
1.3153079748  1.3140    9.100   1.291   0.183  -0.613  -1.142  -1.249
1.3153374195  1.3140    9.071   1.295   0.188  -0.607  -1.136  -1.243
1.3156478405  1.3140    9.427   1.237   0.122  -0.679  -1.213  -1.321
1.3161647320  1.3140   10.043   1.140   0.012  -0.799  -1.341  -1.451
1.3166627884  1.3150   10.721   1.044  -0.098  -0.920  -1.469  -1.581
1.3171150684  1.3150   11.414   0.951  -0.206  -1.039  -1.595  -1.708
1.3175362349  1.3160   12.158   0.859  -0.314  -1.157  -1.721  -1.836
1.3179298639  1.3160   12.950   0.767  -0.423  -1.276  -1.848  -1.965
1.3182862997  1.3160   13.799   0.678  -0.529  -1.393  -1.974  -2.092
1.3186150789  1.3160   14.681   0.589  -0.634  -1.511  -2.098  -2.218
1.3189220428  1.3160   15.644   0.502  -0.740  -1.628  -2.224  -2.346
1.3192005157  1.3170   16.652   0.417  -0.843  -1.743  -2.347  -2.471
1.3194568157  1.3170   17.711   0.333  -0.946  -1.859  -2.471  -2.597
1.3196915388  1.3170   18.861   0.251  -1.048  -1.973  -2.594  -2.722
1.3199115992  1.3170   20.084   0.166  -1.150  -2.087  -2.713  -2.846
1.3201072216  1.3170   21.363   0.085  -1.247  -2.196  -2.827  -2.964
1.3202917576  1.3170   22.733   0.001  -1.345  -2.308  -2.943  -3.085
1.3204619884  1.3170   24.191  -0.080  -1.442  -2.419  -3.057  -3.205
1.3206181526  1.3170   25.713  -0.160  -1.538  -2.527  -3.171  -3.324
1.3207645416  1.3170   27.362  -0.241  -1.634  -2.639  -3.287  -3.445
1.3208960295  1.3170   29.084  -0.317  -1.727  -2.745  -3.398  -3.562
1.3210216761  1.3160   30.964  -0.394  -1.821  -2.854  -3.512  -3.682
1.3211349249  1.3160   32.889  -0.469  -1.913  -2.961  -3.623  -3.800
1.3212403059  1.3160   34.975  -0.538  -2.005  -3.069  -3.738  -3.920
1.3213390112  1.3160   37.192  -0.603  -2.099  -3.178  -3.856  -4.043
1.3214278221  1.3160   39.478  -0.664  -2.190  -3.285  -3.971  -4.163
1.3215111494  1.3150   41.933  -0.725  -2.281  -3.392  -4.086  -4.283
1.3215898275  1.3150   44.612  -0.781  -2.372  -3.500  -4.203  -4.405
1.3216603994  1.3140   47.321  -0.833  -2.459  -3.605  -4.316  -4.523
1.3217269182  1.3140   50.229  -0.884  -2.546  -3.709  -4.429  -4.641
1.3217903376  1.3140   53.340  -0.928  -2.634  -3.816  -4.544  -4.760
1.3218477964  1.3130   56.605  -0.969  -2.718  -3.918  -4.655  -4.877
1.3219012022  1.3120   59.973  -1.007  -2.800  -4.019  -4.765  -4.992
1.3219525814  1.3120   63.717  -1.031  -2.882  -4.125  -4.878  -5.110
1.3220099211  1.3110   68.447  -1.056  -2.980  -4.250  -5.013  -5.252
1.3220632076  1.3100   73.613  -1.067  -3.074  -4.377  -5.148  -5.394
1.3221125603  1.3090   79.023  -1.064  -3.164  -4.501  -5.282  -5.534
1.3221578598  1.3080   84.831  -1.053  -3.251  -4.624  -5.413  -5.673
1.3222000599  1.3060   90.961  -1.018  -3.330  -4.746  -5.543  -5.811
1.3222392797  1.3050   97.579  -0.979  -3.407  -4.866  -5.673  -5.948
1.3222751617  1.3030  104.557  -0.910  -3.469  -4.986  -5.799  -6.081
1.3223094940  1.3010  112.087  -0.828  -3.531  -5.107  -5.927  -6.218
1.3223408461  1.2990  120.020  -0.721  -3.577  -5.225  -6.051  -6.350
1.3223707676  1.2970  128.575  -0.602  -3.617  -5.344  -6.175  -6.483
1.3223983049  1.2940  137.422  -0.454  -3.635  -5.459  -6.295  -6.612
1.3224239349  1.2910  146.405  -0.293  -3.638  -5.567  -6.408  -6.734
1.3224422932  1.2890  152.917  -0.169  -3.633  -5.641  -6.485  -6.818
# 1.3224422932  1.2890   10.956   0.791  -0.281  -1.056  -1.566  -1.670
1.3227498531  1.2900   11.173   0.766  -0.311  -1.089  -1.602  -1.707
1.3230519295  1.2900   11.240   0.756  -0.323  -1.103  -1.616  -1.721
1.3233532906  1.2900   11.242   0.754  -0.324  -1.103  -1.616  -1.720
1.3236551285  1.2910   11.214   0.755  -0.321  -1.099  -1.611  -1.715
1.3239337206  1.2910   11.167   0.756  -0.318  -1.095  -1.606  -1.710
1.3242393732  1.2910   11.139   0.757  -0.315  -1.090  -1.600  -1.704
1.3245186806  1.2920   11.111   0.758  -0.312  -1.086  -1.595  -1.699
1.3248111010  1.2920   11.083   0.759  -0.310  -1.082  -1.590  -1.694
1.3251255751  1.2920   11.050   0.760  -0.307  -1.079  -1.585  -1.689
1.3254189491  1.2930   11.027   0.761  -0.305  -1.076  -1.582  -1.685
1.3257130384  1.2930   10.999   0.761  -0.304  -1.073  -1.578  -1.682
1.3260087967  1.2930   10.989   0.760  -0.303  -1.071  -1.576  -1.679
1.3263231516  1.2940   10.961   0.760  -0.302  -1.070  -1.574  -1.677
1.3266142607  1.2940   10.951   0.759  -0.302  -1.069  -1.572  -1.675
1.3267536163  1.2940   10.951   0.758  -0.302  -1.069  -1.572  -1.675
1.3268283606  1.2940   10.946   0.758  -0.302  -1.069  -1.572  -1.675
1.3271473646  1.2950   10.936   0.757  -0.302  -1.068  -1.571  -1.674
1.3274550438  1.2950   10.943   0.755  -0.303  -1.069  -1.570  -1.673
1.3277786970  1.2950   10.938   0.753  -0.304  -1.069  -1.571  -1.673
1.3280917406  1.2960   10.946   0.751  -0.306  -1.071  -1.572  -1.674
1.3282842636  1.2960   10.941   0.750  -0.307  -1.072  -1.573  -1.675
1.3283438683  1.2960   10.941   0.749  -0.308  -1.072  -1.573  -1.676
1.3286747932  1.2960   10.966   0.746  -0.311  -1.075  -1.576  -1.679
1.3289897442  1.2970   10.979   0.742  -0.314  -1.079  -1.580  -1.682
1.3290199041  1.2970   10.979   0.742  -0.315  -1.079  -1.580  -1.683
1.3293200731  1.2970   11.009   0.738  -0.319  -1.084  -1.585  -1.688
1.3296517134  1.2970   11.040   0.733  -0.325  -1.091  -1.592  -1.695
1.3299643993  1.2980   11.088   0.727  -0.332  -1.098  -1.600  -1.703
1.3302963972  1.2980   11.149   0.719  -0.341  -1.108  -1.610  -1.713
1.3306262493  1.2990   11.222   0.710  -0.352  -1.120  -1.624  -1.727
1.3309391737  1.2990   11.307   0.700  -0.364  -1.134  -1.639  -1.742
1.3312507868  1.2990   11.412   0.689  -0.378  -1.150  -1.656  -1.759
1.3315644264  1.3000   11.531   0.675  -0.395  -1.168  -1.676  -1.780
1.3318765163  1.3000   11.699   0.657  -0.417  -1.193  -1.703  -1.808
1.3322014809  1.3000   11.922   0.633  -0.447  -1.228  -1.741  -1.846
1.3325222731  1.3010   12.327   0.592  -0.499  -1.288  -1.807  -1.913
1.3327257633  1.3010   13.045   0.521  -0.588  -1.389  -1.917  -2.025
1.3328306675  1.3010   13.866   0.447  -0.682  -1.497  -2.036  -2.146
1.3328871727  1.3010   14.779   0.368  -0.781  -1.611  -2.160  -2.272
1.3329137564  1.3010   15.651   0.298  -0.870  -1.713  -2.270  -2.385
1.3329293728  1.3010   16.629   0.226  -0.964  -1.820  -2.388  -2.504
1.3329390287  1.3010   17.667   0.152  -1.058  -1.928  -2.506  -2.625
1.3329454660  1.3010   18.709   0.082  -1.148  -2.031  -2.618  -2.739
1.3329460621  1.3010   18.822   0.075  -1.157  -2.042  -2.630  -2.751
1.3329461813  1.3010   18.843   0.074  -1.158  -2.043  -2.631  -2.752
1.3329517841  1.3010   20.098  -0.005  -1.256  -2.156  -2.750  -2.876
1.3329575062  1.3010   21.343  -0.079  -1.348  -2.261  -2.861  -2.991
1.3329719305  1.3010   22.556  -0.148  -1.432  -2.358  -2.963  -3.098
1.3330016136  1.3010   21.045  -0.064  -1.328  -2.237  -2.836  -2.965
1.3331127167  1.3010   19.937   0.004  -1.245  -2.142  -2.736  -2.861
1.3333849907  1.3010   21.021  -0.061  -1.325  -2.235  -2.833  -2.963
1.3335287571  1.3010   22.483  -0.143  -1.427  -2.353  -2.957  -3.091
1.3336427212  1.3000   23.991  -0.222  -1.525  -2.466  -3.076  -3.216
1.3337378502  1.3000   25.589  -0.301  -1.621  -2.577  -3.194  -3.340
1.3338187933  1.2990   27.293  -0.378  -1.716  -2.689  -3.311  -3.463
1.3338891268  1.2990   29.077  -0.453  -1.811  -2.799  -3.428  -3.586
1.3339501619  1.2980   31.014  -0.529  -1.904  -2.909  -3.544  -3.708
1.3340039253  1.2980   33.041  -0.602  -1.996  -3.018  -3.658  -3.830
1.3340525627  1.2970   35.185  -0.669  -2.089  -3.127  -3.776  -3.953
1.3340970278  1.2960   37.476  -0.730  -2.182  -3.238  -3.897  -4.079
1.3341381550  1.2950   40.073  -0.782  -2.272  -3.348  -4.020  -4.208
1.3341674805  1.2940   42.506  -0.795  -2.334  -3.436  -4.123  -4.318
1.3342038393  1.2930   45.212  -0.850  -2.424  -3.544  -4.241  -4.441
1.3342385292  1.2920   48.190  -0.902  -2.515  -3.654  -4.360  -4.565
1.3342703581  1.2900   51.222  -0.952  -2.603  -3.761  -4.477  -4.687
1.3343020678  1.2890   54.532  -0.993  -2.690  -3.868  -4.593  -4.810
1.3343341351  1.2860   58.137  -1.032  -2.778  -3.978  -4.713  -4.935
1.3343642950  1.2840   62.353  -1.067  -2.873  -4.098  -4.844  -5.073
1.3343869448  1.2810   67.477  -1.088  -2.977  -4.235  -4.991  -5.228
1.3344006538  1.2790   72.469  -1.103  -3.069  -4.356  -5.123  -5.367
1.3344117403  1.2780   77.492  -1.091  -3.150  -4.472  -5.247  -5.498
1.3344217539  1.2760   82.843  -1.076  -3.230  -4.586  -5.371  -5.629
1.3344308138  1.2740   88.523  -1.039  -3.301  -4.699  -5.492  -5.757
1.3344402313  1.2710   94.985  -0.987  -3.374  -4.819  -5.622  -5.894
1.3344482183  1.2680  100.706  -0.923  -3.426  -4.919  -5.728  -6.008
1.3344577551  1.2640  107.240  -0.840  -3.475  -5.023  -5.840  -6.127
1.3344637156  1.2620  111.367  -0.783  -3.505  -5.087  -5.909  -6.200
1.3344666958  1.2600  114.355  -0.733  -3.519  -5.133  -5.956  -6.252
1.3344675303  1.2600  114.355  -0.732  -3.519  -5.133  -5.956  -6.251
1.3344680071  1.2590  113.803  -0.739  -3.516  -5.126  -5.949  -6.243
1.3344689608  1.2590  115.148  -0.717  -3.522  -5.145  -5.969  -6.266
1.3344695568  1.2590  116.508  -0.695  -3.528  -5.165  -5.990  -6.288
1.3344702721  1.2580  117.938  -0.671  -3.533  -5.185  -6.011  -6.310
1.3344713449  1.2580  115.866  -0.700  -3.523  -5.155  -5.980  -6.277
1.3344737291  1.2560  104.726  -0.858  -3.451  -4.982  -5.797  -6.081
1.3344739676  1.2560  107.215  -0.827  -3.471  -5.022  -5.839  -6.127
1.3344740868  1.2560  110.498  -0.781  -3.494  -5.073  -5.894  -6.186
1.3344742060  1.2560  110.396  -0.785  -3.495  -5.072  -5.893  -6.184
1.3344743252  1.2560  109.460  -0.799  -3.489  -5.058  -5.878  -6.168
1.3344744444  1.2560  109.108  -0.802  -3.486  -5.053  -5.872  -6.162
1.3344745636  1.2560  110.447  -0.785  -3.495  -5.073  -5.894  -6.185
1.3344746828  1.2560  114.830  -0.719  -3.518  -5.139  -5.963  -6.259
1.3344748020  1.2560  115.015  -0.713  -3.519  -5.142  -5.966  -6.262
1.3344749212  1.2560  114.513  -0.720  -3.516  -5.135  -5.959  -6.255
1.3344750404  1.2560  115.068  -0.709  -3.518  -5.143  -5.967  -6.264
1.3344758749  1.2550  124.611  -0.551  -3.556  -5.277  -6.109  -6.416
1.3344765902  1.2550  130.905  -0.436  -3.567  -5.361  -6.196  -6.510
1.3344771862  1.2540  136.287  -0.329  -3.567  -5.429  -6.267  -6.587
1.3344777822  1.2540  141.369  -0.227  -3.565  -5.492  -6.333  -6.658
1.3344787359  1.2530  146.776  -0.115  -3.559  -5.555  -6.398  -6.730
1.3344798088  1.2520  152.952   0.044  -3.526  -5.623  -6.470  -6.808
1.3344805241  1.2510  155.401   0.105  -3.513  -5.649  -6.496  -6.837
1.3344806433  1.2510  155.401   0.105  -3.513  -5.649  -6.496  -6.837
1.3344808817  1.2500  100.752  -0.867  -3.404  -4.910  -5.722  -6.003
1.3344810009  1.2500   84.851  -1.038  -3.246  -4.623  -5.412  -5.673
1.3344814777  1.2500   61.243  -1.110  -2.875  -4.083  -4.820  -5.045
1.3344820738  1.2490   63.089  -1.113  -2.908  -4.129  -4.872  -5.100
1.3344830275  1.2480   76.958  -1.076  -3.135  -4.457  -5.232  -5.483
1.3344841003  1.2470  101.124  -0.835  -3.396  -4.913  -5.726  -6.008
1.3344854116  1.2460  127.807  -0.400  -3.521  -5.310  -6.146  -6.459
1.3344869614  1.2440  149.161   0.046  -3.495  -5.571  -6.418  -6.754
1.3344886303  1.2420  162.090   0.350  -3.436  -5.709  -6.561  -6.911
1.3344906569  1.2400  168.444   0.489  -3.404  -5.774  -6.629  -6.985
1.3344928026  1.2380  171.378   0.485  -3.423  -5.807  -6.663  -7.019
1.3344929218  1.2380  125.619  -0.362  -3.483  -5.273  -6.109  -6.422
1.3344931602  1.2380   95.423  -0.840  -3.322  -4.806  -5.616  -5.893
1.3344935179  1.2370   68.922  -1.054  -2.987  -4.261  -5.023  -5.264
1.3344941139  1.2360   70.852  -1.050  -3.018  -4.306  -5.073  -5.317
1.3344949484  1.2350   85.972  -0.939  -3.224  -4.630  -5.426  -5.692
1.3344959021  1.2340  112.449  -0.578  -3.432  -5.081  -5.909  -6.207
1.3344970942  1.2320  141.304  -0.037  -3.476  -5.471  -6.316  -6.646
1.3344985247  1.2310  164.042   0.474  -3.385  -5.723  -6.578  -6.931
1.3345000744  1.2290  177.441   0.713  -3.332  -5.855  -6.715  -7.079
1.3345018625  1.2260  184.143   0.841  -3.298  -5.914  -6.777  -7.146
1.3345038891  1.2240  186.662   0.831  -3.318  -5.943  -6.805  -7.176
1.3345040083  1.2240  138.342  -0.065  -3.463  -5.431  -6.275  -6.603
1.3345042467  1.2230  105.113  -0.678  -3.385  -4.963  -5.786  -6.076
1.3345047235  1.2230   75.728  -1.008  -3.087  -4.416  -5.194  -5.446
1.3345054388  1.2220   77.849  -0.994  -3.117  -4.462  -5.245  -5.499
1.3345062733  1.2200   94.505  -0.820  -3.301  -4.783  -5.593  -5.870
1.3345073462  1.2190  123.099  -0.345  -3.451  -5.230  -6.067  -6.379
1.3345086575  1.2170  154.403   0.351  -3.381  -5.614  -6.466  -6.812
1.3345102072  1.2140  179.125   0.821  -3.281  -5.862  -6.723  -7.090
1.3345119953  1.2120  193.622   1.046  -3.217  -5.991  -6.857  -7.236
1.3345139027  1.2090  200.796   1.154  -3.181  -6.050  -6.919  -7.303
1.3345161676  1.2060  203.355   1.134  -3.206  -6.077  -6.946  -7.330
1.3345162868  1.2050  153.128   0.383  -3.356  -5.594  -6.446  -6.792
1.3345165253  1.2050  116.320  -0.419  -3.412  -5.130  -5.963  -6.268
1.3345170021  1.2040   83.706  -0.913  -3.178  -4.577  -5.372  -5.636
1.3345178366  1.2030   86.090  -0.885  -3.203  -4.622  -5.421  -5.688
1.3345187902  1.2010  103.981  -0.635  -3.354  -4.938  -5.761  -6.052
1.3345199823  1.1990  134.758  -0.027  -3.415  -5.377  -6.221  -6.548
1.3345214128  1.1960  168.289   0.712  -3.278  -5.748  -6.607  -6.967
1.3345230818  1.1930  194.247   1.137  -3.163  -5.987  -6.855  -7.236
1.3345249891  1.1890  209.293   1.296  -3.115  -6.111  -6.982  -7.373
1.3345271349  1.1860  216.249   1.333  -3.104  -6.164  -7.036  -7.432
1.3345295191  1.1810  218.200   1.309  -3.130  -6.186  -7.058  -7.454
1.3345296383  1.1810  167.284   0.739  -3.258  -5.735  -6.594  -6.954
1.3345298767  1.1800  127.249  -0.146  -3.400  -5.277  -6.117  -6.437
1.3345304728  1.1790   91.423  -0.808  -3.252  -4.720  -5.527  -5.803
1.3345311880  1.1770   93.919  -0.764  -3.270  -4.764  -5.576  -5.854
1.3345322609  1.1750  113.228  -0.422  -3.377  -5.077  -5.908  -6.212
1.3345334530  1.1720  146.068   0.330  -3.329  -5.504  -6.354  -6.696
1.3345350027  1.1690  181.366   1.035  -3.165  -5.864  -6.729  -7.103
1.3345367908  1.1650  208.860   1.350  -3.071  -6.096  -6.968  -7.362
1.3345388174  1.1600  224.520   1.427  -3.047  -6.214  -7.090  -7.493
1.3345410824  1.1550  231.822   1.458  -3.039  -6.264  -7.142  -7.548
1.3345435858  1.1490  233.537   1.436  -3.063  -6.284  -7.161  -7.568
1.3345437050  1.1490  182.749   1.108  -3.127  -5.871  -6.738  -7.114
1.3345439434  1.1480  139.237   0.213  -3.334  -5.419  -6.267  -6.603
1.3345445395  1.1460   99.645  -0.646  -3.302  -4.859  -5.679  -5.966
1.3345452547  1.1440  102.366  -0.596  -3.319  -4.904  -5.727  -6.018
1.3345463276  1.1400  123.042  -0.155  -3.364  -5.212  -6.051  -6.368
1.3345476389  1.1360  158.072   0.696  -3.224  -5.626  -6.483  -6.839
1.3345490694  1.1320  195.459   1.350  -3.035  -5.976  -6.846  -7.234
1.3345508575  1.1260  224.313   1.492  -2.994  -6.199  -7.077  -7.481
1.3345528841  1.1200  240.688   1.543  -2.989  -6.313  -7.192  -7.605
1.3345552683  1.1130  248.345   1.572  -2.980  -6.361  -7.241  -7.658
1.3345577717  1.1060  250.181   1.553  -3.002  -6.380  -7.260  -7.678
1.3345578909  1.1050  200.150   1.417  -2.997  -6.008  -6.880  -7.272
1.3345581293  1.1040  152.495   0.656  -3.210  -5.560  -6.416  -6.768
1.3345587254  1.1010  108.807  -0.417  -3.325  -5.001  -5.830  -6.131
1.3345594406  1.0980  111.881  -0.348  -3.332  -5.045  -5.878  -6.183
1.3345603943  1.0930  134.139   0.204  -3.298  -5.345  -6.192  -6.526
1.3345615864  1.0880  171.141   1.088  -3.082  -5.745  -6.610  -6.981
1.3345630169  1.0820  210.841   1.517  -2.943  -6.083  -6.959  -7.360
1.3345646858  1.0740  241.243   1.622  -2.925  -6.298  -7.179  -7.595
1.3345665932  1.0660  258.378   1.674  -2.923  -6.405  -7.288  -7.714
