# downloaded from PARSEC/CMD via ezpadova
# Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag Umag Bmag Vmag Rmag Imag Jmag Hmag Kmag
0.01471 0 9.60746 0.0900000036 1.081689593 0.09 -3.422 3.3632 5.22 1 0 0.545 0 0 0 0 0 -1 -3.9e-17 0 0.7102 0.275 0.002655 0.0007163 0.006496 -1 0.01476 13.326 22.632 19.988 18.146 15.985 13.732 11.235 10.62 10.333
0.01471 0 9.60746 0.1000000015 1.171106412 0.1 -3.239 3.3894 5.186 1 0 0.545 0 0 0 0 0 -1 -5.86e-17 0 0.7101 0.2751 0.002655 0.0007163 0.006496 -1 0.01476 12.867 22.109 19.501 17.669 15.52 13.273 10.777 10.163 9.872
0.01471 0 9.60746 0.1170301512 1.299421431 0.117 -3.009 3.4197 5.146 1 0 0.545 0 0 0 0 0 -1 -9.62e-17 0 0.7098 0.2755 0.002655 0.0007163 0.006496 -1 0.01476 12.293 21.322 18.8 16.988 14.884 12.664 10.21 9.597 9.301
0.01471 0 9.60746 0.1200000048 1.319315474 0.12 -2.972 3.4246 5.14 1 0 0.545 0 0 0 0 0 -1 -1.04e-16 0 0.7097 0.2755 0.002655 0.0007163 0.006496 -1 0.01476 12.201 20.948 18.518 16.724 14.682 12.505 10.131 9.516 9.219
0.01471 0 9.60746 0.1400000006 1.438452672 0.14 -2.79 3.4444 5.104 1 0 0.545 0 0 0 0 0 -1 -1.53e-16 0 0.7094 0.2758 0.002655 0.0007163 0.006496 -1 0.01476 11.745 19.434 17.323 15.615 13.806 11.796 9.721 9.104 8.806
0.01471 0 9.60746 0.1548408419 1.513397607 0.155 -2.683 3.4547 5.082 1 0 0.545 0 0 0 0 0 -1 -1.91e-16 0 0.7092 0.276 0.002655 0.0007163 0.006496 -1 0.01476 11.479 18.673 16.704 15.034 13.335 11.417 9.48 8.862 8.565
0.01471 0 9.60746 0.1599999964 1.537293155 0.16 -2.649 3.458 5.075 1 0 0.545 0 0 0 0 0 -1 -2.05e-16 0 0.7091 0.2761 0.002655 0.0007163 0.006496 -1 0.01476 11.392 18.429 16.505 14.844 13.182 11.295 9.402 8.783 8.487
0.01471 0 9.60746 0.200000003 1.693879086 0.2 -2.433 3.4767 5.03 1 0 0.545 0 0 0 0 0 -1 -3.17e-16 0 0.7086 0.2766 0.002655 0.0007163 0.006496 -1 0.01476 10.851 17.102 15.391 13.789 12.308 10.587 8.906 8.286 7.999
0.01471 0 9.60746 0.25 1.8403258 0.25 -2.227 3.4931 4.988 1 0 0.545 0 0 0 0 0 -1 -4.78e-16 0 0.7081 0.2771 0.002655 0.0007163 0.006496 -1 0.01476 10.338 16.004 14.439 12.871 11.523 9.957 8.434 7.811 7.535
0.01471 0 9.60746 0.3000000119 1.952913977 0.3 -2.067 3.5038 4.95 1 0 0.545 0 0 0 0 0 -1 -5.18e-16 0 0.7079 0.2773 0.002655 0.0007163 0.006496 -1 0.01476 9.939 15.282 13.794 12.258 10.982 9.5 8.06 7.434 7.166
