# downloaded from PARSEC/CMD via ezpadova
# Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag Umag Bmag Vmag Rmag Imag Jmag Hmag Kmag
0.01471 0 8 0.0900000036 1.081689593 0.09 -2.753 3.4028 4.709 0 0 0.545 0 0 0 0 0 -1 -3.31e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 11.652 20.068 17.953 16.27 14.258 12.071 9.576 8.977 8.639
0.01471 0 8 0.0928532481 1.108472451 0.093 -2.73 3.406 4.712 0 0 0.545 0 0 0 0 0 -1 -3.42e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 11.595 20.017 17.898 16.214 14.201 12.014 9.519 8.92 8.582
0.01471 0 8 0.1000000015 1.171106412 0.1 -2.673 3.4142 4.72 0 0 0.545 0 0 0 0 0 -1 -3.73e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 11.452 19.886 17.76 16.073 14.058 11.87 9.376 8.776 8.439
0.01471 0 8 0.1005477011 1.175665309 0.101 -2.669 3.4147 4.72 0 0 0.545 0 0 0 0 0 -1 -3.75e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 11.442 19.877 17.75 16.063 14.048 11.861 9.366 8.766 8.429
0.01471 0 8 0.1111151651 1.257770668 0.111 -2.595 3.4243 4.728 0 0 0.545 0 0 0 0 0 -1 -4.2e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 11.257 19.35 17.313 15.641 13.704 11.575 9.196 8.595 8.26
0.01471 0 8 0.1200000048 1.319315474 0.12 -2.536 3.4325 4.735 0 0 0.545 0 0 0 0 0 -1 -4.58e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 11.11 18.81 16.875 15.223 13.376 11.314 9.068 8.464 8.134
0.01471 0 8 0.1392779052 1.434544738 0.139 -2.434 3.4443 4.745 0 0 0.545 0 0 0 0 0 -1 -5.32e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 10.855 18.064 16.243 14.627 12.892 10.918 8.838 8.231 7.908
0.01471 0 8 0.1400000006 1.438452672 0.14 -2.431 3.4447 4.745 0 0 0.545 0 0 0 0 0 -1 -5.35e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 10.846 18.038 16.221 14.606 12.876 10.904 8.83 8.223 7.901
0.01471 0 8 0.1402355582 1.43972183 0.14 -2.429 3.4448 4.745 0 0 0.545 0 0 0 0 0 -1 -5.36e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 10.843 18.029 16.214 14.599 12.87 10.9 8.827 8.22 7.898
0.01471 0 8 0.1599999964 1.537293155 0.16 -2.336 3.4557 4.753 0 0 0.545 0 0 0 0 0 -1 -6.16e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 10.611 17.362 15.646 14.055 12.428 10.547 8.619 8.009 7.695
0.01471 0 8 0.1994030327 1.691849922 0.199 -2.186 3.4723 4.765 0 0 0.545 0 0 0 0 0 -1 -7.7e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 10.235 16.395 14.804 13.246 11.762 10.018 8.28 7.666 7.366
0.01471 0 8 0.200000003 1.693879086 0.2 -2.184 3.4725 4.765 0 0 0.545 0 0 0 0 0 -1 -7.72e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 10.23 16.382 14.793 13.236 11.753 10.011 8.276 7.661 7.362
0.01471 0 8 0.2154091895 1.743682313 0.215 -2.134 3.4776 4.768 0 0 0.545 0 0 0 0 0 -1 -8.32e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 10.105 16.089 14.534 12.986 11.544 9.844 8.163 7.547 7.252
0.01471 0 8 0.25 1.8403258 0.25 -2.033 3.488 4.773 0 0 0.545 0 0 0 0 0 -1 -9.68e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 9.853 15.518 14.021 12.481 11.116 9.514 7.937 7.317 7.032
0.01471 0 8 0.2828295529 1.917189614 0.283 -1.949 3.4958 4.774 0 0 0.545 0 0 0 0 0 -1 -1.1e-15 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 9.642 15.093 13.635 12.11 10.796 9.256 7.745 7.122 6.844
