# downloaded from PARSEC/CMD via ezpadova
# Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag F062mag F087mag F106mag F129mag F158mag F184mag F146mag F213mag SNprismmag Grism_1stOrdermag Grism_0thOrdermag
0.01471 0 9.93702 0.0900000036 1.081689593 0.09 -3.421 3.3634 5.219 1 0 0.545 0 0 0 0 0 -1 -3.9e-17 0 0.7097 0.2756 0.002655 0.0007163 0.006496 -1 0.01476 13.324 16.369 12.975 11.845 11.186 10.753 10.632 11.196 10.387 11.581 11.09 10.746
0.01471 0 9.93702 0.1000000015 1.171106412 0.1 -3.238 3.3896 5.186 1 0 0.545 0 0 0 0 0 -1 -5.87e-17 0 0.7093 0.2759 0.002655 0.0007163 0.006496 -1 0.01476 12.864 15.901 12.517 11.385 10.728 10.296 10.172 10.738 9.927 11.123 10.632 10.287
0.01471 0 9.93702 0.1200000048 1.319315474 0.12 -2.971 3.4249 5.14 1 0 0.545 0 0 0 0 0 -1 -1.04e-16 0 0.7086 0.2767 0.002655 0.0007163 0.006496 -1 0.01476 12.198 15.021 11.797 10.717 10.074 9.643 9.509 10.079 9.272 10.461 9.977 9.624
0.01471 0 9.93702 0.1310929656 1.388321032 0.131 -2.866 3.4362 5.119 1 0 0.545 0 0 0 0 0 -1 -1.3e-16 0 0.7082 0.277 0.002655 0.0007163 0.006496 -1 0.01476 11.936 14.472 11.455 10.454 9.83 9.398 9.256 9.829 9.031 10.204 9.731 9.369
0.01471 0 9.93702 0.1400000006 1.438452672 0.14 -2.789 3.4447 5.103 1 0 0.545 0 0 0 0 0 -1 -1.54e-16 0 0.7079 0.2773 0.002655 0.0007163 0.006496 -1 0.01476 11.741 14.085 11.206 10.26 9.648 9.216 9.069 9.643 8.853 10.013 9.548 9.182
0.01471 0 9.93702 0.1599999964 1.537293155 0.16 -2.647 3.4583 5.074 1 0 0.545 0 0 0 0 0 -1 -2.06e-16 0 0.7073 0.2779 0.002655 0.0007163 0.006496 -1 0.01476 11.387 13.429 10.773 9.91 9.318 8.885 8.731 9.307 8.529 9.667 9.216 8.842
0.01471 0 9.93702 0.200000003 1.693879086 0.2 -2.428 3.4771 5.027 1 0 0.545 0 0 0 0 0 -1 -3.22e-16 0 0.7063 0.2789 0.002655 0.0007163 0.006496 -1 0.01476 10.84 12.522 10.135 9.373 8.805 8.371 8.21 8.787 8.028 9.133 8.701 8.319
0.01471 0 9.93702 0.25 1.8403258 0.25 -2.217 3.4933 4.978 1 0 0.545 0 0 0 0 0 -1 -3.43e-16 0 0.7055 0.2798 0.002655 0.0007163 0.006496 -1 0.01476 10.311 11.71 9.545 8.859 8.309 7.874 7.708 8.284 7.542 8.62 8.203 7.815
0.01471 0 9.93702 0.3000000119 1.952913977 0.3 -2.052 3.5038 4.934 1 0 0.545 0 0 0 0 0 -1 -6.08e-17 0 0.7052 0.28 0.002655 0.0007163 0.006496 -1 0.01476 9.901 11.154 9.104 8.457 7.919 7.481 7.313 7.89 7.157 8.219 7.81 7.419
0.01471 0 9.93702 0.3124624491 1.977218551 0.312 -2.013 3.5061 4.922 1 0 0.545 0 0 0 0 0 -1 -2.01e-16 0 0.7067 0.2785 0.002655 0.0007163 0.006496 -1 0.01476 9.803 11.026 9.001 8.362 7.825 7.387 7.218 7.795 7.065 8.124 7.716 7.324
0.01471 0 9.93702 0.3500000238 2.043417513 0.35 -1.903 3.5125 4.887 1 0 0.545 0 0 0 0 0 -1 -5.24e-16 0 0.7104 0.2748 0.002655 0.0007163 0.006496 -1 0.01476 9.528 10.673 8.711 8.094 7.564 7.123 6.952 7.53 6.805 7.856 7.453 7.057
0.01471 0 9.93702 0.4000000358 2.118502481 0.4 -1.759 3.5235 4.845 1 0 0.545 0 0 0 0 0 -1 -1.31e-15 0 0.7106 0.2746 0.002655 0.0007163 0.006496 -1 0.01476 9.167 10.183 8.328 7.746 7.226 6.78 6.604 7.186 6.468 7.507 7.111 6.708
0.01471 0 9.93702 0.4500000179 2.182280936 0.45 -1.609 3.5359 4.795 1 0 0.545 0 0 0 0 0 -1 -1.85e-15 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 8.791 9.681 7.934 7.388 6.877 6.424 6.241 6.83 6.117 7.146 6.757 6.344
0.01471 0 9.93702 0.5 2.237454153 0.5 -1.45 3.5514 4.744 1 0 0.545 0 0 0 0 0 -1 -2.68e-15 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 8.394 9.139 7.52 7.015 6.515 6.054 5.861 6.458 5.751 6.769 6.389 5.962
0.01471 0 9.93702 0.5500000119 2.283658263 0.55 -1.274 3.5715 4.69 1 0 0.545 0 0 0 0 0 -1 -4.08e-15 0 0.7305 0.2556 0.002484 0.0006704 0.006082 -1 0.01383 7.954 8.514 7.068 6.613 6.126 5.654 5.449 6.058 5.359 6.362 5.992 5.549
0.01471 0 9.93702 0.6000000238 2.321121326 0.6 -1.101 3.5964 4.654 1 0 0.544 0 0 0 0 0 -1 -6.06e-15 0 0.7335 0.2528 0.002461 0.0006642 0.006026 -1 0.01371 7.521 7.883 6.634 6.23 5.754 5.268 5.059 5.675 4.995 5.97 5.612 5.159
0.01471 0 9.93702 0.6327094436 2.341979621 0.633 -0.983 3.6166 4.641 1 0 0.544 0 0 0 0 0 -1 -7.85e-15 0 0.7352 0.2511 0.002446 0.0006604 0.005992 -1 0.01363 7.229 7.457 6.344 5.973 5.505 5.017 4.816 5.424 4.771 5.711 5.363 4.915
