# downloaded from PARSEC/CMD via ezpadova
# Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag F062mag F087mag F106mag F129mag F158mag F184mag F146mag F213mag SNprismmag Grism_1stOrdermag Grism_0thOrdermag
0.01471 0 8.77815 0.0900000036 1.081689593 0.09 -3.309 3.3727 5.144 0 0 0.545 0 0 0 0 0 -1 -5.55e-17 0 0.7107 0.2746 0.002655 0.0007163 0.006496 -1 0.01476 13.042 16.068 12.696 11.562 10.907 10.477 10.349 10.916 10.103 11.302 10.811 10.464
0.01471 0 8.77815 0.0967213437 1.143119949 0.097 -3.224 3.3864 5.145 0 0 0.545 0 0 0 0 0 -1 -6.51e-17 0 0.7106 0.2746 0.002655 0.0007163 0.006496 -1 0.01476 12.831 15.857 12.485 11.35 10.696 10.266 10.138 10.705 9.892 11.091 10.6 10.253
0.01471 0 8.77815 0.1000000015 1.171106412 0.1 -3.18 3.3932 5.142 0 0 0.545 0 0 0 0 0 -1 -7.13e-17 0 0.7106 0.2746 0.002655 0.0007163 0.006496 -1 0.01476 12.719 15.745 12.373 11.239 10.584 10.154 10.026 10.593 9.78 10.979 10.489 10.141
0.01471 0 8.77815 0.1168747693 1.298362548 0.117 -2.979 3.4208 5.12 0 0 0.545 0 0 0 0 0 -1 -1.07e-16 0 0.7106 0.2746 0.002655 0.0007163 0.006496 -1 0.01476 12.217 15.145 11.847 10.736 10.088 9.658 9.525 10.095 9.283 10.479 9.992 9.64
0.01471 0 8.77815 0.1200000048 1.319315474 0.12 -2.944 3.4257 5.116 0 0 0.545 0 0 0 0 0 -1 -1.15e-16 0 0.7106 0.2746 0.002655 0.0007163 0.006496 -1 0.01476 12.13 14.925 11.724 10.649 10.009 9.579 9.442 10.014 9.205 10.395 9.912 9.557
0.01471 0 8.77815 0.1242667139 1.346802909 0.124 -2.908 3.4298 5.111 0 0 0.545 0 0 0 0 0 -1 -1.24e-16 0 0.7106 0.2746 0.002655 0.0007163 0.006496 -1 0.01476 12.039 14.72 11.602 10.558 9.924 9.494 9.353 9.926 9.121 10.305 9.826 9.468
0.01471 0 8.77815 0.1400000006 1.438452672 0.14 -2.777 3.4445 5.091 0 0 0.545 0 0 0 0 0 -1 -1.61e-16 0 0.7106 0.2747 0.002655 0.0007163 0.006496 -1 0.01476 11.712 14.058 11.179 10.231 9.619 9.188 9.04 9.615 8.824 9.984 9.52 9.153
0.01471 0 8.77815 0.1588336676 1.531979551 0.159 -2.655 3.457 5.074 0 0 0.545 0 0 0 0 0 -1 -2.03e-16 0 0.7105 0.2747 0.002655 0.0007163 0.006496 -1 0.01476 11.408 13.477 10.8 9.93 9.336 8.903 8.75 9.326 8.547 9.686 9.234 8.861
0.01471 0 8.77815 0.1599999964 1.537293155 0.16 -2.647 3.4578 5.073 0 0 0.545 0 0 0 0 0 -1 -2.06e-16 0 0.7105 0.2747 0.002655 0.0007163 0.006496 -1 0.01476 11.389 13.442 10.777 9.911 9.318 8.885 8.732 9.307 8.529 9.668 9.216 8.843
0.01471 0 8.77815 0.200000003 1.693879086 0.2 -2.433 3.4764 5.03 0 0 0.545 0 0 0 0 0 -1 -3.17e-16 0 0.7104 0.2748 0.002655 0.0007163 0.006496 -1 0.01476 10.854 12.547 10.151 9.386 8.817 8.383 8.223 8.799 8.04 9.146 8.713 8.332
