# downloaded from PARSEC/CMD via ezpadova
# Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag Jmag Hmag Ksmag
0.01471 0 8 0.0900000036 1.081689593 0.09 -2.753 3.4028 4.709 0 0 0.545 0 0 0 0 0 -1 -3.31e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 11.652 9.517 8.931 8.625
0.01471 0 8 0.0928532481 1.108472451 0.093 -2.73 3.406 4.712 0 0 0.545 0 0 0 0 0 -1 -3.42e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 11.595 9.46 8.874 8.569
0.01471 0 8 0.1000000015 1.171106412 0.1 -2.673 3.4142 4.72 0 0 0.545 0 0 0 0 0 -1 -3.73e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 11.452 9.316 8.73 8.425
0.01471 0 8 0.1005477011 1.175665309 0.101 -2.669 3.4147 4.72 0 0 0.545 0 0 0 0 0 -1 -3.75e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 11.442 9.307 8.721 8.416
0.01471 0 8 0.1111151651 1.257770668 0.111 -2.595 3.4243 4.728 0 0 0.545 0 0 0 0 0 -1 -4.2e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 11.257 9.138 8.55 8.247
0.01471 0 8 0.1200000048 1.319315474 0.12 -2.536 3.4325 4.735 0 0 0.545 0 0 0 0 0 -1 -4.58e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 11.11 9.01 8.421 8.121
0.01471 0 8 0.1392779052 1.434544738 0.139 -2.434 3.4443 4.745 0 0 0.545 0 0 0 0 0 -1 -5.32e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 10.855 8.78 8.189 7.896
0.01471 0 8 0.1400000006 1.438452672 0.14 -2.431 3.4447 4.745 0 0 0.545 0 0 0 0 0 -1 -5.35e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 10.846 8.772 8.181 7.889
0.01471 0 8 0.1402355582 1.43972183 0.14 -2.429 3.4448 4.745 0 0 0.545 0 0 0 0 0 -1 -5.36e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 10.843 8.77 8.179 7.886
0.01471 0 8 0.1599999964 1.537293155 0.16 -2.336 3.4557 4.753 0 0 0.545 0 0 0 0 0 -1 -6.16e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 10.611 8.562 7.969 7.683
0.01471 0 8 0.1994030327 1.691849922 0.199 -2.186 3.4723 4.765 0 0 0.545 0 0 0 0 0 -1 -7.7e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 10.235 8.224 7.628 7.354
0.01471 0 8 0.200000003 1.693879086 0.2 -2.184 3.4725 4.765 0 0 0.545 0 0 0 0 0 -1 -7.72e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 10.23 8.219 7.623 7.349
0.01471 0 8 0.2154091895 1.743682313 0.215 -2.134 3.4776 4.768 0 0 0.545 0 0 0 0 0 -1 -8.32e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 10.105 8.107 7.509 7.239
0.01471 0 8 0.25 1.8403258 0.25 -2.033 3.488 4.773 0 0 0.545 0 0 0 0 0 -1 -9.68e-16 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 9.853 7.881 7.281 7.019
0.01471 0 8 0.2828295529 1.917189614 0.283 -1.949 3.4958 4.774 0 0 0.545 0 0 0 0 0 -1 -1.1e-15 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 9.642 7.69 7.086 6.83
0.01471 0 8 0.3000000119 1.952913977 0.3 -1.908 3.4995 4.773 0 0 0.545 0 0 0 0 0 -1 -1.18e-15 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 9.541 7.597 6.992 6.739
0.01471 0 8 0.3500000238 2.043417513 0.35 -1.794 3.5098 4.767 0 0 0.545 0 0 0 0 0 -1 -1.43e-15 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 9.254 7.334 6.723 6.479
0.01471 0 8 0.4000000358 2.118502481 0.4 -1.679 3.5205 4.753 0 0 0.545 0 0 0 0 0 -1 -1.77e-15 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 8.967 7.072 6.455 6.218
