# downloaded from PARSEC/CMD via ezpadova
# component=thick family=thick_disk component_index=7 logAge=10.07918 MH=-1.2 photometric_system=roman2021
# Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag F062mag F087mag F106mag F129mag F158mag F184mag F146mag F213mag SNprismmag Grism_1stOrdermag Grism_0thOrdermag
0.00097797 -1.2 10.07918 0.0900000036 1.081689593 0.09 -3.211 3.4575 5.385 1 0 0.545 0 0 0 0 0 -1 -5.24e-17 0 0.7467 0.2523 0.0001769 4.773e-05 0.0004329 -1 0.0009839 12.796 14.422 11.851 11.223 10.693 10.436 10.395 10.768 10.27 11.055 10.671 10.474
0.00097797 -1.2 10.07918 0.0979278833 1.153560421 0.098 -3.005 3.4867 5.333 1 0 0.545 0 0 0 0 0 -1 -8.55e-17 0 0.7456 0.2534 0.0001769 4.773e-05 0.0004329 -1 0.0009839 12.284 13.465 11.338 10.775 10.256 9.927 9.851 10.29 9.735 10.578 10.201 9.936
0.00097797 -1.2 10.07918 0.1000000015 1.171106412 0.1 -2.955 3.494 5.32 1 0 0.545 0 0 0 0 0 -1 -9.65e-17 0 0.7453 0.2537 0.0001769 4.773e-05 0.0004329 -1 0.0009839 12.157 13.237 11.213 10.665 10.148 9.807 9.722 10.174 9.607 10.462 10.087 9.807
0.00097797 -1.2 10.07918 0.1180540919 1.306353886 0.118 -2.696 3.5237 5.253 1 0 0.545 0 0 0 0 0 -1 -1.74e-16 0 0.7432 0.2558 0.0001769 4.773e-05 0.0004329 -1 0.0009839 11.511 12.236 10.578 10.083 9.586 9.205 9.087 9.583 8.976 9.868 9.504 9.177
0.00097797 -1.2 10.07918 0.1199999973 1.319315425 0.12 -2.671 3.5267 5.247 1 0 0.545 0 0 0 0 0 -1 -1.84e-16 0 0.743 0.256 0.0001769 4.773e-05 0.0004329 -1 0.0009839 11.447 12.143 10.516 10.026 9.53 9.147 9.026 9.525 8.915 9.81 9.446 9.116
0.00097797 -1.2 10.07918 0.1379702687 1.427400412 0.138 -2.506 3.5414 5.201 1 0 0.545 0 0 0 0 0 -1 -2.65e-16 0 0.7414 0.2576 0.0001769 4.773e-05 0.0004329 -1 0.000984 11.036 11.593 10.109 9.643 9.16 8.766 8.631 9.144 8.523 9.426 9.069 8.723
0.00097797 -1.2 10.07918 0.1400000006 1.438452672 0.14 -2.489 3.543 5.197 1 0 0.545 0 0 0 0 0 -1 -2.75e-16 0 0.7413 0.2578 0.0001769 4.773e-05 0.0004329 -1 0.000984 10.993 11.537 10.066 9.603 9.122 8.727 8.59 9.104 8.483 9.386 9.03 8.682
0.00097797 -1.2 10.07918 0.1599999964 1.537293155 0.16 -2.349 3.5533 5.156 1 0 0.545 0 0 0 0 0 -1 -3.72e-16 0 0.74 0.259 0.0001769 4.773e-05 0.0004329 -1 0.000984 10.642 11.101 9.72 9.273 8.801 8.401 8.254 8.777 8.149 9.057 8.705 8.347
0.00097797 -1.2 10.07918 0.2000000179 1.693879137 0.2 -2.128 3.5674 5.088 1 0 0.545 0 0 0 0 0 -1 -3.75e-16 0 0.7386 0.2604 0.0001769 4.773e-05 0.0004329 -1 0.000984 10.089 10.445 9.174 8.749 8.289 7.883 7.721 8.255 7.621 8.534 8.187 7.816
0.00097797 -1.2 10.07918 0.25 1.8403258 0.25 -1.923 3.5786 5.026 1 0 0.545 0 0 0 0 0 -1 -2.26e-17 0 0.7383 0.2607 0.0001769 4.773e-05 0.0004329 -1 0.000984 9.578 9.865 8.668 8.259 7.809 7.4 7.228 7.769 7.132 8.045 7.704 7.323
