# downloaded from PARSEC/CMD via ezpadova
# component=thick family=thick_disk component_index=7 logAge=10.07918 MH=-0.6 photometric_system=roman2021
# Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag F062mag F087mag F106mag F129mag F158mag F184mag F146mag F213mag SNprismmag Grism_1stOrdermag Grism_0thOrdermag
0.0038518 -0.6 10.07918 0.0900000036 1.081689593 0.09 -3.304 3.4144 5.306 1 0 0.545 0 0 0 0 0 -1 -4.58e-17 0 0.7384 0.2577 0.0006997 0.0001887 0.001712 -1 0.003891 13.03 15.65 12.375 11.44 10.876 10.578 10.507 10.934 10.292 11.27 10.83 10.6
0.0038518 -0.6 10.07918 0.0930351466 1.110143542 0.093 -3.238 3.4237 5.291 1 0 0.545 0 0 0 0 0 -1 -5.35e-17 0 0.7382 0.2579 0.0006997 0.0001887 0.001712 -1 0.003891 12.864 15.351 12.185 11.282 10.722 10.415 10.335 10.774 10.125 11.108 10.672 10.43
0.0038518 -0.6 10.07918 0.0999553651 1.170733441 0.1 -3.094 3.4438 5.259 1 0 0.545 0 0 0 0 0 -1 -7.48e-17 0 0.7376 0.2585 0.0006997 0.0001887 0.001712 -1 0.003891 12.505 14.604 11.751 10.944 10.4 10.064 9.967 10.433 9.769 10.76 10.337 10.064
0.0038518 -0.6 10.07918 0.1134802997 1.27476317 0.113 -2.904 3.4668 5.216 1 0 0.545 0 0 0 0 0 -1 -1.14e-16 0 0.7365 0.2596 0.0006997 0.0001887 0.001712 -1 0.003891 12.031 13.709 11.208 10.5 9.973 9.612 9.497 9.987 9.314 10.305 9.899 9.595
0.0038518 -0.6 10.07918 0.1198660806 1.318432194 0.12 -2.822 3.4768 5.198 1 0 0.545 0 0 0 0 0 -1 -1.38e-16 0 0.7361 0.26 0.0006997 0.0001887 0.001712 -1 0.003891 11.826 13.334 10.979 10.31 9.79 9.42 9.299 9.797 9.123 10.111 9.711 9.397
0.0038518 -0.6 10.07918 0.139776811 1.437247587 0.14 -2.637 3.496 5.156 1 0 0.545 0 0 0 0 0 -1 -1.24e-16 0 0.7348 0.2613 0.0006997 0.0001887 0.001712 -1 0.003891 11.362 12.558 10.48 9.878 9.37 8.987 8.855 9.366 8.693 9.672 9.285 8.953
0.0038518 -0.6 10.07918 0.159687534 1.535874577 0.16 -2.493 3.5091 5.122 1 0 0.545 0 0 0 0 0 -1 -2.78e-16 0 0.7336 0.2625 0.0006997 0.0001887 0.001712 -1 0.003891 11.002 12.013 10.104 9.541 9.042 8.652 8.513 9.031 8.361 9.332 8.953 8.611
0.0038518 -0.6 10.07918 0.199508965 1.692210573 0.199 -2.268 3.5266 5.065 1 0 0.545 0 0 0 0 0 -1 -4.45e-16 0 0.732 0.2641 0.0006997 0.0001888 0.001712 -1 0.003891 10.441 11.236 9.531 9.012 8.524 8.127 7.978 8.505 7.839 8.799 8.43 8.076
0.0038518 -0.6 10.07918 0.2492858022 1.8385096 0.249 -2.059 3.5398 5.004 1 0 0.545 0 0 0 0 0 -1 -8.47e-19 0 0.7313 0.2648 0.0006996 0.0001888 0.001712 -1 0.003891 9.917 10.577 9.001 8.511 8.033 7.629 7.474 8.007 7.345 8.297 7.935 7.571
0.0038518 -0.6 10.07918 0.2990626097 1.951032879 0.299 -1.897 3.5489 4.958 1 0 0.545 0 0 0 0 0 -1 -7.28e-16 0 0.7313 0.2648 0.0006996 0.0001888 0.001712 -1 0.003891 9.513 10.092 8.596 8.124 7.652 7.243 7.082 7.621 6.96 7.909 7.55 7.179
