# downloaded from PARSEC/CMD via ezpadova
# component=thick family=thick_disk component_index=7 logAge=10.07918 MH=-0.6 photometric_system=ubvrijhk
# Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag Umag Bmag Vmag Rmag Imag Jmag Hmag Kmag
0.0038518 -0.6 10.07918 0.0900000036 1.081689593 0.09 -3.304 3.4144 5.306 1 0 0.545 0 0 0 0 0 -1 -4.58e-17 0 0.7384 0.2577 0.0006997 0.0001887 0.001712 -1 0.003891 13.03 22.363 19.625 17.599 15.285 12.991 10.886 10.454 10.239
0.0038518 -0.6 10.07918 0.0930351466 1.110143542 0.093 -3.238 3.4237 5.291 1 0 0.545 0 0 0 0 0 -1 -5.35e-17 0 0.7382 0.2579 0.0006997 0.0001887 0.001712 -1 0.003891 12.864 21.843 19.22 17.221 15.005 12.773 10.74 10.295 10.072
0.0038518 -0.6 10.07918 0.0999553651 1.170733441 0.1 -3.094 3.4438 5.259 1 0 0.545 0 0 0 0 0 -1 -7.48e-17 0 0.7376 0.2585 0.0006997 0.0001887 0.001712 -1 0.003891 12.505 20.499 18.156 16.247 14.307 12.256 10.44 9.956 9.72
0.0038518 -0.6 10.07918 0.1134802997 1.27476317 0.113 -2.904 3.4668 5.216 1 0 0.545 0 0 0 0 0 -1 -1.14e-16 0 0.7365 0.2596 0.0006997 0.0001887 0.001712 -1 0.003891 12.031 18.976 16.926 15.1 13.449 11.631 10.034 9.516 9.269
0.0038518 -0.6 10.07918 0.1198660806 1.318432194 0.12 -2.822 3.4768 5.198 1 0 0.545 0 0 0 0 0 -1 -1.38e-16 0 0.7361 0.26 0.0006997 0.0001887 0.001712 -1 0.003891 11.826 18.353 16.42 14.627 13.086 11.373 9.859 9.329 9.08
0.0038518 -0.6 10.07918 0.139776811 1.437247587 0.14 -2.637 3.496 5.156 1 0 0.545 0 0 0 0 0 -1 -1.24e-16 0 0.7348 0.2613 0.0006997 0.0001887 0.001712 -1 0.003891 11.362 17.138 15.417 13.688 12.328 10.822 9.453 8.904 8.655
0.0038518 -0.6 10.07918 0.159687534 1.535874577 0.16 -2.493 3.5091 5.122 1 0 0.545 0 0 0 0 0 -1 -2.78e-16 0 0.7336 0.2625 0.0006997 0.0001887 0.001712 -1 0.003891 11.002 16.329 14.734 13.054 11.791 10.418 9.132 8.574 8.326
0.0038518 -0.6 10.07918 0.199508965 1.692210573 0.199 -2.268 3.5266 5.065 1 0 0.545 0 0 0 0 0 -1 -4.45e-16 0 0.732 0.2641 0.0006997 0.0001888 0.001712 -1 0.003891 10.441 15.248 13.795 12.187 11.025 9.812 8.622 8.053 7.812
0.0038518 -0.6 10.07918 0.2492858022 1.8385096 0.249 -2.059 3.5398 5.004 1 0 0.545 0 0 0 0 0 -1 -8.47e-19 0 0.7313 0.2648 0.0006996 0.0001888 0.001712 -1 0.003891 9.917 14.386 13.022 11.474 10.373 9.263 8.135 7.558 7.322
0.0038518 -0.6 10.07918 0.2990626097 1.951032879 0.299 -1.897 3.5489 4.958 1 0 0.545 0 0 0 0 0 -1 -7.28e-16 0 0.7313 0.2648 0.0006996 0.0001888 0.001712 -1 0.003891 9.513 13.781 12.465 10.958 9.891 8.846 7.757 7.173 6.942
0.0038518 -0.6 10.07918 0.3488393724 2.041511129 0.349 -1.758 3.5569 4.919 1 0 0.545 0 0 0 0 0 -1 -1.22e-15 0 0.7398 0.2563 0.0006997 0.0001887 0.001712 -1 0.003891 9.166 13.275 11.996 10.52 9.481 8.491 7.434 6.843 6.616
0.0038518 -0.6 10.07918 0.3986161947 2.116591546 0.398 -1.604 3.5687 4.869 1 0 0.545 0 0 0 0 0 -1 -1.82e-15 0 0.7402 0.2559 0.0006997 0.0001887 0.001712 -1 0.003891 8.779 12.672 11.441 10.007 9.005 8.095 7.083 6.483 6.261
0.0038518 -0.6 10.07918 0.4483930469 2.180376786 0.448 -1.433 3.5837 4.809 1 0 0.545 0 0 0 0 0 -1 -2.73e-15 0 0.7402 0.2559 0.0006997 0.0001887 0.001712 -1 0.003891 8.353 11.993 10.818 9.442 8.485 7.659 6.699 6.087 5.876
0.0038518 -0.6 10.07918 0.4981698394 2.235562997 0.498 -1.245 3.6052 4.753 1 0 0.545 0 0 0 0 0 -1 -4.26e-15 0 0.7402 0.2559 0.0006997 0.0001887 0.001712 -1 0.003891 7.882 11.186 10.088 8.802 7.91 7.181 6.286 5.653 5.472
