# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Jmag_2mass Hmag_2mass Ksmag_2mass F087mag F146mag F213mag
bar 8 bar 9.903089987 0.25 0.025095 0.0955969095 0.095 0.1329084658 2303.032146 5.168 10.988 10.399 10.103 12.85 11.015 10.182
bar 8 bar 9.903089987 0.25 0.025095 0.1055120975 0.105 0.1439635823 2399.937877 5.141 10.638 10.051 9.753 12.5 10.665 9.831
bar 8 bar 9.903089987 0.25 0.025095 0.1253425032 0.125 0.1646465538 2551.526011 5.099 10.08 9.495 9.194 11.942 10.107 9.272
bar 8 bar 9.903089987 0.25 0.025095 0.145172894 0.145 0.1837183959 2663.790097 5.068 9.674 9.091 8.791 11.454 9.69 8.865
bar 8 bar 9.903089987 0.25 0.025095 0.1650032997 0.165 0.2014432154 2747.894153 5.043 9.367 8.787 8.492 11.018 9.366 8.56
bar 8 bar 9.903089987 0.25 0.025095 0.2046640813 0.204 0.2357505121 2874.749453 5.001 8.876 8.296 8.012 10.358 8.852 8.072
bar 8 bar 9.903089987 0.25 0.025095 0.2542400956 0.254 0.2770464852 2980.574626 4.955 8.401 7.82 7.547 9.768 8.362 7.601
bar 8 bar 9.903089987 0.25 0.025095 0.309602648 0.309 0.3229629065 3072.557365 4.908 7.97 7.384 7.122 9.249 7.916 7.171
bar 8 bar 9.903089987 0.25 0.025095 0.3371850848 0.337 0.3466192234 3110.99992 4.883 7.773 7.185 6.928 9.021 7.715 6.975
bar 8 bar 9.903089987 0.25 0.025095 0.3533920944 0.353 0.3608715499 3132.564342 4.869 7.663 7.073 6.818 8.895 7.601 6.865
bar 8 bar 9.903089987 0.25 0.025095 0.4029681087 0.403 0.4027658543 3215.881224 4.831 7.339 6.738 6.493 8.51 7.264 6.537
bar 8 bar 9.903089987 0.25 0.025095 0.4525440931 0.452 0.4483866202 3311.311215 4.787 7.01 6.396 6.16 8.12 6.92 6.199
bar 8 bar 9.903089987 0.25 0.025095 0.502120018 0.502 0.4984856318 3419.794425 4.741 6.675 6.043 5.815 7.723 6.567 5.85
bar 8 bar 9.903089987 0.25 0.025095 0.5321161151 0.532 0.5329084969 3503.482883 4.708 6.452 5.809 5.587 7.458 6.333 5.618
bar 8 bar 9.903089987 0.25 0.025095 0.5516960621 0.551 0.5552040748 3557.132151 4.688 6.314 5.663 5.445 7.293 6.187 5.474
bar 8 bar 9.903089987 0.25 0.025095 0.5816595554 0.581 0.5848609762 3671.131997 4.666 6.105 5.44 5.232 7.029 5.964 5.256
bar 8 bar 9.903089987 0.25 0.025095 0.601271987 0.601 0.6037437457 3744.553156 4.653 5.974 5.3 5.101 6.866 5.826 5.122
bar 8 bar 9.903089987 0.25 0.025095 0.622594595 0.622 0.620515515 3852.121706 4.643 5.824 5.141 4.956 6.676 5.668 4.974
bar 8 bar 9.903089987 0.25 0.025095 0.650848031 0.651 0.6435060656 3993.006342 4.632 5.629 4.943 4.778 6.438 5.468 4.793
bar 8 bar 9.903089987 0.25 0.025095 0.7004240751 0.7 0.6792859701 4273.660315 4.617 5.292 4.625 4.498 6.03 5.137 4.507
bar 8 bar 9.903089987 0.25 0.025095 0.7135679126 0.714 0.6863610735 4363.148556 4.616 5.204 4.552 4.435 5.919 5.055 4.443
bar 8 bar 9.903089987 0.25 0.025095 0.75 0.75 0.7065658528 4613.175746 4.612 4.969 4.387 4.288 5.617 4.847 4.293
bar 8 bar 9.903089987 0.25 0.025095 0.7582442164 0.758 0.7155708571 4650.503762 4.606 4.918 4.348 4.25 5.556 4.801 4.256
bar 8 bar 9.903089987 0.25 0.025095 0.7943123579 0.794 0.7537939455 4816.149948 4.58 4.699 4.179 4.09 5.293 4.6 4.094
bar 8 bar 9.903089987 0.25 0.025095 0.8000000119 0.8 0.760243376 4842.838652 4.576 4.665 4.152 4.064 5.253 4.569 4.069
bar 8 bar 9.903089987 0.25 0.025095 0.8038728833 0.804 0.7642802638 4860.713235 4.573 4.641 4.134 4.046 5.225 4.547 4.051
bar 8 bar 9.903089987 0.25 0.025095 0.8298627734 0.829 0.795522825 4983.10456 4.553 4.484 4.009 3.928 5.038 4.401 3.932
bar 8 bar 9.903089987 0.25 0.025095 0.8500000238 0.849 0.819884441 5078.085397 4.537 4.363 3.914 3.835 4.895 4.289 3.839
bar 8 bar 9.903089987 0.25 0.025095 0.8686875105 0.868 0.8459654859 5162.974737 4.519 4.25 3.821 3.746 4.762 4.183 3.749
bar 8 bar 9.903089987 0.25 0.025095 0.8906043172 0.89 0.8783197427 5260.172664 4.497 4.116 3.71 3.638 4.608 4.056 3.642
bar 8 bar 9.903089987 0.25 0.025095 0.8999999762 0.899 0.8930024386 5301.515067 4.487 4.059 3.662 3.592 4.542 4.002 3.595
bar 8 bar 9.903089987 0.25 0.025095 0.9041324854 0.903 0.9006429314 5318.632708 4.482 4.033 3.64 3.571 4.512 3.978 3.574
bar 8 bar 9.903089987 0.25 0.025095 0.9180688262 0.917 0.9239588823 5376.504331 4.466 3.947 3.565 3.498 4.413 3.895 3.502
bar 8 bar 9.903089987 0.25 0.025095 0.9307978153 0.93 0.9487518699 5426.252513 4.45 3.867 3.496 3.431 4.323 3.818 3.434
bar 8 bar 9.903089987 0.25 0.025095 0.943500638 0.943 0.9730891829 5476.46101 4.433 3.787 3.425 3.363 4.233 3.741 3.366
