# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Vmag Imag Jmag_2mass Hmag_2mass Ksmag_2mass
bar 8 bar 9.903089987 0 0.01471 0.0900000036 0.09 0.1215773421 2308.87276 5.219 18.144 13.73 11.175 10.572 10.31
bar 8 bar 9.903089987 0 0.01471 0.1000000015 0.1 0.1332455288 2451.884454 5.186 17.667 13.271 10.717 10.114 9.85
bar 8 bar 9.903089987 0 0.01471 0.1125879362 0.113 0.1462691188 2585.23484 5.156 17.218 12.838 10.285 9.683 9.415
bar 8 bar 9.903089987 0 0.01471 0.1200000048 0.12 0.1540113206 2659.500033 5.14 16.712 12.499 10.07 9.469 9.198
bar 8 bar 9.903089987 0 0.01471 0.1400000006 0.14 0.173281678 2784.197249 5.103 15.605 11.791 9.662 9.06 8.788
bar 8 bar 9.903089987 0 0.01471 0.1510661989 0.151 0.1835915316 2834.001006 5.087 15.165 11.502 9.479 8.877 8.606
bar 8 bar 9.903089987 0 0.01471 0.1599999964 0.16 0.1916693389 2872.764332 5.074 14.832 11.288 9.342 8.74 8.47
bar 8 bar 9.903089987 0 0.01471 0.200000003 0.2 0.2260230051 2999.162519 5.028 13.771 10.576 8.842 8.24 7.976
bar 8 bar 9.903089987 0 0.01471 0.25 0.25 0.2673330448 3113.866577 4.979 12.844 9.934 8.357 7.753 7.498
bar 8 bar 9.903089987 0 0.01471 0.3000000119 0.3 0.3076469719 3190.068436 4.936 12.225 9.467 7.971 7.365 7.117
bar 8 bar 9.903089987 0 0.01471 0.3500000238 0.35 0.3514411771 3253.868518 4.888 11.694 9.052 7.618 7.008 6.766
bar 8 bar 9.903089987 0 0.01471 0.4000000358 0.4 0.3941419354 3338.105052 4.846 11.153 8.647 7.284 6.668 6.432
bar 8 bar 9.903089987 0 0.01471 0.4500000179 0.45 0.4426420258 3433.9977 4.796 10.602 8.231 6.94 6.315 6.086
bar 8 bar 9.903089987 0 0.01471 0.4772891402 0.477 0.4713599128 3502.676269 4.768 10.269 7.985 6.741 6.11 5.884
bar 8 bar 9.903089987 0 0.01471 0.5 0.5 0.4951680844 3557.951306 4.745 10.009 7.793 6.583 5.948 5.726
bar 8 bar 9.903089987 0 0.01471 0.5500000119 0.55 0.5517630896 3725.632385 4.692 9.332 7.314 6.202 5.552 5.343
bar 8 bar 9.903089987 0 0.01471 0.6000000238 0.6 0.6000019265 3944.573021 4.656 8.65 6.852 5.838 5.167 4.989
bar 8 bar 9.903089987 0 0.01471 0.6499999762 0.65 0.6399597276 4226.686143 4.636 7.949 6.388 5.469 4.801 4.665
bar 8 bar 9.903089987 0 0.01471 0.6541420817 0.654 0.6426176429 4252.06603 4.635 7.889 6.35 5.439 4.773 4.64
bar 8 bar 9.903089987 0 0.01471 0.7000000477 0.7 0.6760092598 4535.237135 4.621 7.256 5.944 5.126 4.512 4.41
bar 8 bar 9.903089987 0 0.01471 0.723372221 0.723 0.6939890928 4681.661397 4.612 6.951 5.741 4.972 4.401 4.309
bar 8 bar 9.903089987 0 0.01471 0.75 0.75 0.7152414004 4848.417387 4.602 6.627 5.516 4.802 4.282 4.198
bar 8 bar 9.903089987 0 0.01471 0.7561674118 0.756 0.721360977 4880.901012 4.597 6.561 5.467 4.763 4.251 4.168
bar 8 bar 9.903089987 0 0.01471 0.7813668847 0.781 0.7489496891 5013.026495 4.579 6.296 5.27 4.605 4.129 4.052
bar 8 bar 9.903089987 0 0.01471 0.8000000119 0.8 0.7702871356 5110.93079 4.565 6.108 5.127 4.489 4.039 3.965
bar 8 bar 9.903089987 0 0.01471 0.8194592595 0.819 0.7953396702 5209.547473 4.547 5.918 4.979 4.368 3.941 3.871
bar 8 bar 9.903089987 0 0.01471 0.8401665688 0.84 0.8232896294 5312.512929 4.528 5.723 4.823 4.239 3.835 3.769
bar 8 bar 9.903089987 0 0.01471 0.8500000238 0.849 0.8376308129 5361.669006 4.518 5.631 4.748 4.177 3.784 3.719
bar 8 bar 9.903089987 0 0.01471 0.86045295 0.86 0.8545798429 5410.034069 4.507 5.535 4.67 4.111 3.728 3.665
bar 8 bar 9.903089987 0 0.01471 0.8804374337 0.88 0.888490206 5501.739205 4.483 5.352 4.521 3.984 3.62 3.56
bar 8 bar 9.903089987 0 0.01471 0.898827672 0.898 0.9222584538 5583.41617 4.459 5.188 4.386 3.867 3.518 3.462
bar 8 bar 9.903089987 0 0.01471 0.8999999762 0.899 0.9248102719 5588.561056 4.457 5.177 4.377 3.859 3.511 3.456
bar 8 bar 9.903089987 0 0.01471 0.9113636613 0.91 0.9480967216 5635.078884 4.44 5.076 4.292 3.784 3.444 3.39
bar 8 bar 9.903089987 0 0.01471 0.9328304529 0.932 0.998280631 5717.418729 4.406 4.886 4.128 3.637 3.312 3.261
bar 8 bar 9.903089987 0 0.01471 0.9433540106 0.942 1.025540096 5755.724525 4.387 4.792 4.046 3.563 3.245 3.195
bar 8 bar 9.903089987 0 0.01471 0.9499999881 0.949 1.044846867 5778.298856 4.375 4.732 3.994 3.515 3.201 3.152
bar 8 bar 9.903089987 0 0.01471 0.9619547725 0.961 1.080071844 5815.673277 4.351 4.626 3.899 3.428 3.12 3.073
bar 8 bar 9.903089987 0 0.01471 0.9794357419 0.979 1.138551408 5860.032168 4.314 4.473 3.761 3.298 2.998 2.952
bar 8 bar 9.903089987 0 0.01471 0.9951871037 0.995 1.197988488 5889.792572 4.276 4.335 3.633 3.176 2.881 2.836
bar 8 bar 9.903089987 0 0.01471 1 0.999 1.217734597 5899.293451 4.264 4.291 3.591 3.137 2.843 2.798
bar 8 bar 9.903089987 0 0.01471 1.009117007 1.008 1.259948068 5914.254378 4.238 4.204 3.51 3.058 2.766 2.722
bar 8 bar 9.903089987 0 0.01471 1.018030524 1.017 1.306630059 5922.430869 4.21 4.117 3.425 2.975 2.685 2.641
bar 8 bar 9.903089987 0 0.01471 1.026693702 1.026 1.359729891 5923.794716 4.179 4.03 3.339 2.889 2.599 2.556
bar 8 bar 9.903089987 0 0.01471 1.037570238 1.036 1.437317273 5912.892727 4.136 3.918 3.225 2.772 2.481 2.437
bar 8 bar 9.903089987 0 0.01471 1.044716358 1.043 1.494695217 5899.293451 4.104 3.844 3.147 2.692 2.399 2.354
bar 8 bar 9.903089987 0 0.01471 1.046976209 1.046 1.517583671 5888.436554 4.092 3.821 3.121 2.664 2.368 2.324
bar 8 bar 9.903089987 0 0.01471 1.049999952 1.049 1.547578348 5874.893525 4.076 3.789 3.086 2.626 2.328 2.283
bar 8 bar 9.903089987 0 0.01471 1.052798748 1.051 1.578165862 5861.381645 4.061 3.76 3.053 2.59 2.291 2.245
bar 8 bar 9.903089987 0 0.01471 1.059971809 1.058 1.671678069 5794.286964 4.014 3.694 2.968 2.492 2.181 2.133
bar 8 bar 9.903089987 0 0.01471 1.066491842 1.065 1.782594839 5679.367868 3.961 3.661 2.9 2.399 2.068 2.015
bar 8 bar 9.903089987 0 0.01471 1.070556164 1.069 1.871770701 5555.203848 3.92 3.675 2.876 2.348 1.992 1.935
bar 8 bar 9.903089987 0 0.01471 1.073040366 1.071 1.941568176 5438.761317 3.889 3.714 2.879 2.323 1.944 1.883
bar 8 bar 9.903089987 0 0.01471 1.074786663 1.073 2.003330693 5335.805618 3.862 3.756 2.887 2.305 1.904 1.839
bar 8 bar 9.903089987 0 0.01471 1.076445103 1.075 2.080427783 5229.979662 3.83 3.793 2.887 2.277 1.851 1.783
bar 8 bar 9.903089987 0 0.01471 1.078438044 1.077 2.208780934 5116.818355 3.779 3.797 2.849 2.207 1.753 1.681
bar 8 bar 9.903089987 0 0.01471 1.080208898 1.078 2.358591043 5040.806191 3.723 3.749 2.771 2.107 1.635 1.559
bar 8 bar 9.903089987 0 0.01471 1.080706358 1.079 2.406315923 5022.269342 3.706 3.729 2.744 2.074 1.598 1.521
bar 8 bar 9.903089987 0 0.01471 1.081202269 1.079 2.458966685 5008.411453 3.687 3.699 2.708 2.035 1.555 1.477
bar 8 bar 9.903089987 0 0.01471 1.08263135 1.081 2.624536668 4975.079214 3.631 3.601 2.597 1.913 1.424 1.344
bar 8 bar 9.903089987 0 0.01471 1.083770275 1.082 2.774295036 4954.501908 3.583 3.507 2.495 1.804 1.309 1.229
bar 8 bar 9.903089987 0 0.01471 1.085094571 1.083 2.974764875 4932.873745 3.524 3.384 2.365 1.667 1.166 1.085
bar 8 bar 9.903089987 0 0.01471 1.086072922 1.084 3.143059806 4919.262524 3.476 3.282 2.258 1.555 1.051 0.969
bar 8 bar 9.903089987 0 0.01471 1.087168694 1.085 3.354691937 4903.430228 3.419 3.159 2.129 1.421 0.912 0.83
bar 8 bar 9.903089987 0 0.01471 1.088004351 1.086 3.54856402 4889.90025 3.371 3.057 2.021 1.309 0.797 0.714
bar 8 bar 9.903089987 0 0.01471 1.088784456 1.087 3.751048201 4875.284901 3.323 2.954 1.913 1.196 0.681 0.597
bar 8 bar 9.903089987 0 0.01471 1.089462519 1.087 3.95414549 4861.832585 3.277 2.857 1.81 1.089 0.57 0.485
bar 8 bar 9.903089987 0 0.01471 1.090276599 1.088 4.238894862 4843.953885 3.217 2.732 1.676 0.949 0.426 0.34
bar 8 bar 9.903089987 0 0.01471 1.090843201 1.089 4.472523641 4828.363965 3.172 2.637 1.575 0.843 0.316 0.229
bar 8 bar 9.903089987 0 0.01471 1.091498852 1.089 4.782474299 4808.393484 3.113 2.518 1.448 0.709 0.176 0.088
bar 8 bar 9.903089987 0 0.01471 1.091987133 1.09 5.056530659 4790.7113 3.065 2.422 1.344 0.599 0.062 -0.027
bar 8 bar 9.903089987 0 0.01471 1.092534661 1.09 5.411935909 4768.699981 3.006 2.306 1.218 0.465 -0.079 -0.169
bar 8 bar 9.903089987 0 0.01471 1.093038917 1.091 5.804337337 4744.604321 2.946 2.189 1.089 0.328 -0.223 -0.314
bar 8 bar 9.903089987 0 0.01471 1.093476057 1.091 6.210872942 4720.630413 2.887 2.077 0.966 0.196 -0.361 -0.454
bar 8 bar 9.903089987 0 0.01471 1.093875766 1.091 6.648943536 4695.696293 2.828 1.964 0.843 0.064 -0.501 -0.596
bar 8 bar 9.903089987 0 0.01471 1.094245911 1.092 7.129394469 4669.818486 2.767 1.851 0.717 -0.071 -0.643 -0.74
bar 8 bar 9.903089987 0 0.01471 1.094568133 1.092 7.618204822 4644.083289 2.709 1.745 0.599 -0.199 -0.778 -0.877
bar 8 bar 9.903089987 0 0.01471 1.094877124 1.092 8.166813628 4616.363515 2.649 1.636 0.476 -0.331 -0.918 -1.019
bar 8 bar 9.903089987 0 0.01471 1.095157504 1.092 8.740829418 4589.86593 2.591 1.532 0.359 -0.459 -1.054 -1.157
bar 8 bar 9.903089987 0 0.01471 1.095432877 1.092 9.327229113 4562.469771 2.534 1.431 0.245 -0.583 -1.186 -1.291
bar 8 bar 9.903089987 0 0.01471 1.095791221 1.092 9.900397797 4539.416167 2.482 1.34 0.141 -0.696 -1.306 -1.412
bar 8 bar 9.903089987 0 0.01471 1.096012592 1.093 9.404866708 4564.57135 2.528 1.412 0.227 -0.6 -1.202 -1.307
bar 8 bar 9.903089987 0 0.01471 1.096160531 1.093 8.913589814 4589.86593 2.574 1.488 0.316 -0.502 -1.096 -1.199
bar 8 bar 9.903089987 0 0.01471 1.096173167 1.093 8.860386054 4593.037593 2.579 1.495 0.325 -0.492 -1.085 -1.188
bar 8 bar 9.903089987 0 0.01471 1.096383572 1.093 9.454806494 4565.622502 2.523 1.398 0.214 -0.613 -1.215 -1.32
bar 8 bar 9.903089987 0 0.01471 1.096599698 1.093 10.12168098 4536.281532 2.463 1.296 0.096 -0.742 -1.352 -1.459
bar 8 bar 9.903089987 0 0.01471 1.096806288 1.093 10.8306032 4508.167045 2.404 1.196 -0.022 -0.87 -1.489 -1.599
bar 8 bar 9.903089987 0 0.01471 1.096991897 1.093 11.58117555 4479.195313 2.347 1.1 -0.135 -0.995 -1.621 -1.734
bar 8 bar 9.903089987 0 0.01471 1.097168088 1.093 12.40373973 4449.38514 2.287 1.002 -0.251 -1.122 -1.758 -1.873
bar 8 bar 9.903089987 0 0.01471 1.09732306 1.093 13.23282731 4420.791169 2.23 0.911 -0.362 -1.244 -1.888 -2.006
bar 8 bar 9.903089987 0 0.01471 1.097468853 1.093 14.15639411 4391.36969 2.172 0.818 -0.474 -1.369 -2.021 -2.142
bar 8 bar 9.903089987 0 0.01471 1.097600222 1.093 15.10958878 4362.144019 2.115 0.728 -0.584 -1.49 -2.152 -2.276
bar 8 bar 9.903089987 0 0.01471 1.097720504 1.093 16.12696505 4333.112852 2.058 0.642 -0.691 -1.61 -2.281 -2.408
