# downloaded from PARSEC/CMD via ezpadova
# component=thin5 family=thin_disk component_index=4 logAge=9.60745502321467 MH=-0.25 photometric_system=ubvrijhk
# Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag Umag Bmag Vmag Rmag Imag Jmag Hmag Kmag
0.0084736 -0.25 9.60746 0.0900000036 1.081689593 0.09 -3.375 3.3846 5.257 1 0 0.545 0 0 0 0 0 -1 -4.16e-17 0 0.727 0.2645 0.001532 0.0004131 0.003747 -1 0.008515 13.206 22.549 19.836 17.927 15.695 13.422 11.094 10.542 10.282
0.0084736 -0.25 9.60746 0.1000000015 1.171106412 0.1 -3.176 3.4135 5.22 1 0 0.545 0 0 0 0 0 -1 -6.52e-17 0 0.7267 0.2648 0.001532 0.0004131 0.003747 -1 0.008515 12.709 21.983 19.309 17.41 15.192 12.927 10.599 10.047 9.781
0.0084736 -0.25 9.60746 0.1200000048 1.319315474 0.12 -2.911 3.4464 5.166 1 0 0.545 0 0 0 0 0 -1 -1.16e-16 0 0.7263 0.2652 0.001532 0.0004131 0.003747 -1 0.008515 12.048 19.77 17.574 15.798 13.959 11.951 10.016 9.443 9.163
0.0084736 -0.25 9.60746 0.1400000006 1.438452672 0.14 -2.728 3.4657 5.127 1 0 0.545 0 0 0 0 0 -1 -1.72e-16 0 0.726 0.2655 0.001532 0.0004131 0.003747 -1 0.008515 11.59 18.415 16.475 14.766 13.148 11.325 9.61 9.027 8.747
0.0084736 -0.25 9.60746 0.1599999964 1.537293155 0.16 -2.586 3.4793 5.097 1 0 0.545 0 0 0 0 0 -1 -2.31e-16 0 0.7256 0.2659 0.001532 0.0004131 0.003747 -1 0.008515 11.234 17.495 15.71 14.043 12.563 10.871 9.289 8.701 8.425
0.0084736 -0.25 9.60746 0.200000003 1.693879086 0.2 -2.37 3.4975 5.051 1 0 0.545 0 0 0 0 0 -1 -3.58e-16 0 0.7251 0.2664 0.001532 0.0004131 0.003747 -1 0.008515 10.694 16.282 14.675 13.057 11.733 10.224 8.798 8.205 7.937
0.0084736 -0.25 9.60746 0.2254160643 1.773609254 0.225 -2.261 3.5055 5.026 1 0 0.545 0 0 0 0 0 -1 -4.45e-16 0 0.7248 0.2667 0.001532 0.0004131 0.003747 -1 0.008515 10.423 15.76 14.218 12.624 11.355 9.917 8.548 7.952 7.689
0.0084736 -0.25 9.60746 0.25 1.8403258 0.25 -2.167 3.5124 5.005 1 0 0.545 0 0 0 0 0 -1 -5.38e-16 0 0.7245 0.2669 0.001532 0.0004131 0.003747 -1 0.008515 10.188 15.324 13.831 12.258 11.032 9.655 8.332 7.733 7.474
0.0084736 -0.25 9.60746 0.3000000119 1.952913977 0.3 -2.006 3.5229 4.965 1 0 0.545 0 0 0 0 0 -1 -7.44e-16 0 0.7241 0.2673 0.001531 0.0004131 0.003747 -1 0.008516 9.785 14.65 13.218 11.676 10.507 9.215 7.956 7.352 7.101
0.0084736 -0.25 9.60746 0.3109349608 1.974307945 0.311 -1.97 3.5249 4.952 1 0 0.545 0 0 0 0 0 -1 -8.05e-16 0 0.7251 0.2664 0.001531 0.0004131 0.003747 -1 0.008516 9.696 14.513 13.092 11.557 10.398 9.12 7.871 7.266 7.016
0.0084736 -0.25 9.60746 0.3500000536 2.043417562 0.35 -1.849 3.5315 4.909 0 0 0.545 0 0 0 0 0 -1 -1.06e-15 0 0.7273 0.2642 0.001532 0.0004131 0.003747 -1 0.008515 9.393 14.061 12.672 11.16 10.031 8.799 7.585 6.976 6.73
0.0084736 -0.25 9.60746 0.4000000358 2.118502481 0.4 -1.702 3.5426 4.864 1 0 0.545 0 0 0 0 0 -1 -1.46e-15 0 0.7274 0.2641 0.001532 0.0004131 0.003747 -1 0.008515 9.025 13.48 12.126 10.647 9.562 8.405 7.246 6.629 6.392
0.0084736 -0.25 9.60746 0.4488661289 2.180938276 0.449 -1.547 3.5556 4.811 1 0 0.545 0 0 0 0 0 -1 -2.09e-15 0 0.7274 0.2641 0.001532 0.0004131 0.003747 -1 0.008515 8.637 12.876 11.549 10.102 9.062 7.993 6.893 6.266 6.037
0.0084736 -0.25 9.60746 0.4500000179 2.182280936 0.45 -1.543 3.5559 4.81 1 0 0.545 0 0 0 0 0 -1 -2.11e-15 0 0.7274 0.2641 0.001532 0.0004131 0.003747 -1 0.008515 8.628 12.863 11.537 10.091 9.051 7.984 6.885 6.258 6.029
0.0084736 -0.25 9.60746 0.5 2.237454153 0.5 -1.376 3.5731 4.757 1 0 0.545 0 0 0 0 0 -1 -3.12e-15 0 0.7274 0.2641 0.001532 0.0004131 0.003747 -1 0.008515 8.21 12.2 10.894 9.481 8.492 7.541 6.517 5.876 5.661
0.0084736 -0.25 9.60746 0.5497549772 2.283455287 0.549 -1.2 3.595 4.709 1 0 0.545 0 0 0 0 0 -1 -4.73e-15 0 0.7377 0.2541 0.001477 0.0003987 0.003616 -1 0.00821 7.769 11.481 10.194 8.835 7.901 7.081 6.135 5.475 5.287
0.0084736 -0.25 9.60746 0.5500000119 2.283658263 0.55 -1.199 3.5951 4.709 1 0 0.545 0 0 0 0 0 -1 -4.74e-15 0 0.7378 0.254 0.001477 0.0003986 0.003615 -1 0.008209 7.767 11.478 10.191 8.832 7.898 7.079 6.133 5.473 5.286
0.0084736 -0.25 9.60746 0.5845284462 2.310315141 0.584 -1.077 3.6137 4.688 1 0 0.545 0 0 0 0 0 -1 -6.23e-15 0 0.7388 0.253 0.001472 0.0003971 0.003602 -1 0.008189 7.462 10.952 9.675 8.379 7.494 6.764 5.873 5.198 5.043
0.0084736 -0.25 9.60746 0.6000000238 2.321121326 0.6 -1.025 3.6217 4.679 1 0 0.545 0 0 0 0 0 -1 -7.01e-15 0 0.7393 0.2525 0.001469 0.0003964 0.003596 -1 0.008181 7.331 10.723 9.451 8.187 7.324 6.63 5.76 5.083 4.941
0.0084736 -0.25 9.60746 0.6499999762 2.352035311 0.65 -0.852 3.652 4.663 1 0 0.544 0 0 0 0 0 -1 -1.02e-14 0 0.7408 0.2511 0.001462 0.0003945 0.003579 -1 0.008127 6.901 9.784 8.623 7.511 6.752 6.187 5.407 4.762 4.662
0.0084736 -0.25 9.60746 0.6682599187 2.362007744 0.668 -0.792 3.6627 4.658 1 0 0.544 0 0 0 0 0 -1 -1.16e-14 0 0.7414 0.2505 0.001459 0.0003937 0.003573 -1 0.008134 6.75 9.39 8.327 7.274 6.559 6.031 5.288 4.671 4.579
0.0084736 -0.25 9.60746 0.7000001073 2.377926754 0.7 -0.69 3.6808 4.648 1 0 0.544 0 0 0 0 0 -1 -1.45e-14 0 0.7424 0.2495 0.001454 0.0003924 0.003561 -1 0.008098 6.495 8.73 7.856 6.891 6.249 5.769 5.089 4.528 4.447
0.0084736 -0.25 9.60746 0.7150531411 2.384910807 0.715 -0.643 3.6888 4.642 1 0 0.542 0 0 0 0 0 -1 -1.61e-14 0 0.743 0.2489 0.001445 0.0003915 0.003554 -1 0.008046 6.378 8.453 7.657 6.726 6.113 5.65 4.998 4.461 4.384
0.0084736 -0.25 9.60746 0.75 2.399888909 0.75 -0.537 3.7067 4.629 1 0 0.537 0 0 0 0 0 -1 -2.04e-14 0 0.7444 0.2476 0.001426 0.0003895 0.003539 -1 0.007984 6.112 7.837 7.224 6.366 5.816 5.389 4.796 4.311 4.243
0.0084736 -0.25 9.60746 0.7777872086 2.41070028 0.778 -0.456 3.719 4.612 1 0 0.537 0 0 0 0 0 -1 -2.46e-14 0 0.7458 0.2462 0.001419 0.0003876 0.003522 -1 0.007989 5.909 7.412 6.92 6.109 5.598 5.193 4.639 4.188 4.126
0.0084736 -0.25 9.60746 0.7983130813 2.41813305 0.798 -0.397 3.7278 4.6 1 0 0.537 0 0 0 0 0 -1 -2.82e-14 0 0.7468 0.2452 0.001413 0.0003863 0.00351 -1 0.008002 5.762 7.119 6.708 5.93 5.443 5.052 4.525 4.099 4.039
