# downloaded from PARSEC/CMD via ezpadova
# component=thin5 family=thin_disk component_index=4 logAge=9.60745502321467 MH=0.25 photometric_system=ubvrijhk
# Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag Umag Bmag Vmag Rmag Imag Jmag Hmag Kmag
0.025095 0.25 9.60746 0.0955969095 1.133236387 0.095 -3.349 3.3621 5.168 1 0 0.545 0 0 0 0 0 -1 -4.75e-17 0 0.6798 0.2946 0.004602 0.001242 0.01126 -1 0.0256 13.143 21.943 19.643 17.883 15.843 13.644 11.049 10.447 10.122
0.025095 0.25 9.60746 0.1055120975 1.21556776 0.105 -3.209 3.38 5.141 1 0 0.545 0 0 0 0 0 -1 -6.44e-17 0 0.6797 0.2947 0.004602 0.001242 0.01126 -1 0.0256 12.793 21.542 19.272 17.52 15.488 13.293 10.699 10.099 9.771
0.025095 0.25 9.60746 0.1253425032 1.353540291 0.125 -2.986 3.4066 5.099 1 0 0.545 0 0 0 0 0 -1 -1.04e-16 0 0.6794 0.295 0.004602 0.001242 0.01126 -1 0.0256 12.234 20.904 18.68 16.942 14.924 12.735 10.141 9.543 9.211
0.025095 0.25 9.60746 0.145172894 1.465702437 0.145 -2.816 3.4252 5.068 1 0 0.545 0 0 0 0 0 -1 -1.48e-16 0 0.6792 0.2952 0.004602 0.001242 0.01126 -1 0.0256 11.81 19.999 17.932 16.235 14.314 12.194 9.735 9.139 8.808
0.025095 0.25 9.60746 0.1650032997 1.559528955 0.165 -2.682 3.4387 5.043 1 0 0.545 0 0 0 0 0 -1 -1.94e-16 0 0.6789 0.2955 0.004602 0.001242 0.01126 -1 0.0256 11.475 18.96 17.099 15.464 13.689 11.674 9.428 8.833 8.508
0.025095 0.25 9.60746 0.2046640813 1.709466363 0.204 -2.47 3.4583 5.003 1 0 0.545 0 0 0 0 0 -1 -2.97e-16 0 0.6785 0.2959 0.004602 0.001242 0.01126 -1 0.0256 10.946 17.555 15.929 14.367 12.775 10.915 8.942 8.345 8.033
0.025095 0.25 9.60746 0.2542400956 1.850971178 0.254 -2.272 3.4741 4.963 1 0 0.545 0 0 0 0 0 -1 -4.4e-16 0 0.6781 0.2963 0.004602 0.001242 0.01126 -1 0.0256 10.45 16.469 14.988 13.477 12.012 10.271 8.48 7.881 7.582
0.025095 0.25 9.60746 0.3046671152 1.962167088 0.304 -2.107 3.4864 4.925 1 0 0.545 0 0 0 0 0 -1 -6.14e-16 0 0.6781 0.2963 0.004602 0.001242 0.01126 -1 0.0256 10.036 15.652 14.26 12.776 11.398 9.759 8.096 7.492 7.205
0.025095 0.25 9.60746 0.3311161399 2.01133496 0.331 -2.021 3.4917 4.898 0 0 0.545 0 0 0 0 0 -1 -7.4e-16 0 0.6795 0.2949 0.004602 0.001242 0.01126 -1 0.0256 9.823 15.277 13.921 12.449 11.106 9.509 7.895 7.288 7.006
0.025095 0.25 9.60746 0.3502979279 2.043905499 0.35 -1.962 3.4953 4.878 0 0 0.545 0 0 0 0 0 -1 -8.44e-16 0 0.6801 0.2943 0.004602 0.001242 0.01126 -1 0.0256 9.676 15.031 13.697 12.237 10.915 9.342 7.755 7.146 6.868
0.025095 0.25 9.60746 0.3533920944 2.048942254 0.353 -1.953 3.4958 4.874 0 0 0.545 0 0 0 0 0 -1 -8.61e-16 0 0.6801 0.2943 0.004602 0.001242 0.01126 -1 0.0256 9.653 14.992 13.662 12.204 10.886 9.315 7.734 7.123 6.847
0.025095 0.25 9.60746 0.4029681087 2.122572238 0.403 -1.814 3.5073 4.838 0 0 0.545 0 0 0 0 0 -1 -1.16e-15 0 0.6802 0.2942 0.004602 0.001242 0.01126 -1 0.0256 9.304 14.367 13.085 11.656 10.401 8.904 7.412 6.792 6.527
0.025095 0.25 9.60746 0.4230996966 2.149184691 0.423 -1.753 3.5125 4.819 0 0 0.545 0 0 0 0 0 -1 -1.33e-15 0 0.6803 0.2941 0.004602 0.001242 0.01126 -1 0.0256 9.153 14.104 12.836 11.417 10.189 8.727 7.273 6.648 6.388
0.025095 0.25 9.60746 0.4525440931 2.185277485 0.452 -1.67 3.5198 4.794 1 0 0.545 0 0 0 0 0 -1 -1.6e-15 0 0.6803 0.2941 0.004602 0.001242 0.01126 -1 0.0256 8.944 13.753 12.5 11.091 9.898 8.485 7.083 6.449 6.197
0.025095 0.25 9.60746 0.502120018 2.239628983 0.502 -1.523 3.5335 4.748 1 0 0.545 0 0 0 0 0 -1 -2.25e-15 0 0.6806 0.2938 0.004597 0.00124 0.01125 -1 0.02557 8.578 13.164 11.92 10.542 9.41 8.066 6.75 6.099 5.86
