# downloaded from PARSEC/CMD via ezpadova
# component=thin5 family=thin_disk component_index=4 logAge=9.60745502321467 MH=-0.5 photometric_system=ubvrijhk
# Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag Umag Bmag Vmag Rmag Imag Jmag Hmag Kmag
0.0048313 -0.5 9.60746 0.0900000036 1.081689593 0.09 -3.326 3.4055 5.293 1 0 0.545 0 0 0 0 0 -1 -4.46e-17 0 0.7371 0.258 0.0008868 0.0002392 0.00217 -1 0.004931 13.086 22.409 19.679 17.691 15.4 13.113 10.95 10.483 10.253
0.0048313 -0.5 9.60746 0.1000000015 1.171106412 0.1 -3.117 3.4354 5.249 1 0 0.545 0 0 0 0 0 -1 -7.21e-17 0 0.7368 0.2583 0.0008868 0.0002392 0.00217 -1 0.004931 12.564 20.898 18.482 16.572 14.547 12.43 10.482 9.985 9.738
0.0048313 -0.5 9.60746 0.1199999973 1.319315425 0.12 -2.85 3.4676 5.189 1 0 0.545 0 0 0 0 0 -1 -1.31e-16 0 0.7363 0.2587 0.0008868 0.0002392 0.00217 -1 0.004931 11.894 18.745 16.744 14.96 13.331 11.523 9.905 9.368 9.109
0.0048313 -0.5 9.60746 0.1370213777 1.422160762 0.137 -2.69 3.4843 5.154 1 0 0.545 0 0 0 0 0 -1 -1.83e-16 0 0.736 0.2591 0.0008868 0.0002392 0.00217 -1 0.004931 11.496 17.658 15.848 14.117 12.663 11.03 9.555 9.003 8.744
0.0048313 -0.5 9.60746 0.1400000006 1.438452672 0.14 -2.665 3.487 5.148 1 0 0.545 0 0 0 0 0 -1 -1.94e-16 0 0.7359 0.2591 0.0008868 0.0002392 0.00217 -1 0.004931 11.431 17.486 15.707 13.983 12.555 10.952 9.499 8.945 8.686
0.0048313 -0.5 9.60746 0.1566586643 1.521933775 0.157 -2.545 3.498 5.122 1 0 0.545 0 0 0 0 0 -1 -2.49e-16 0 0.7356 0.2595 0.0008868 0.0002392 0.00217 -1 0.004932 11.132 16.784 15.116 13.429 12.094 10.604 9.232 8.671 8.414
0.0048313 -0.5 9.60746 0.1599999964 1.537293155 0.16 -2.522 3.5001 5.117 1 0 0.545 0 0 0 0 0 -1 -2.61e-16 0 0.7355 0.2595 0.0008868 0.0002392 0.00217 -1 0.004931 11.076 16.655 15.007 13.328 12.009 10.54 9.181 8.619 8.363
0.0048313 -0.5 9.60746 0.1999999881 1.693879036 0.2 -2.306 3.518 5.069 1 0 0.545 0 0 0 0 0 -1 -4.06e-16 0 0.7349 0.2602 0.0008868 0.0002392 0.00217 -1 0.004931 10.535 15.558 14.058 12.439 11.236 9.939 8.691 8.119 7.87
0.0048313 -0.5 9.60746 0.25 1.8403258 0.25 -2.104 3.5322 5.02 1 0 0.545 0 0 0 0 0 -1 -6.11e-16 0 0.7343 0.2607 0.0008868 0.0002392 0.00217 -1 0.004931 10.029 14.683 13.276 11.714 10.582 9.399 8.225 7.645 7.403
0.0048313 -0.5 9.60746 0.3000000119 1.952913977 0.3 -1.943 3.5419 4.978 1 0 0.545 0 0 0 0 0 -1 -8.47e-16 0 0.734 0.2611 0.0008868 0.0002393 0.00217 -1 0.004931 9.628 14.061 12.707 11.184 10.092 8.98 7.85 7.264 7.028
0.0048313 -0.5 9.60746 0.339371115 2.02564496 0.339 -1.822 3.5483 4.935 1 0 0.545 0 0 0 0 0 -1 -1.11e-15 0 0.737 0.2581 0.0008868 0.0002392 0.00217 -1 0.004931 9.324 13.623 12.299 10.802 9.734 8.666 7.564 6.972 6.739
0.0048313 -0.5 9.60746 0.3499999642 2.043417416 0.35 -1.79 3.5499 4.924 1 0 0.545 0 0 0 0 0 -1 -1.19e-15 0 0.7375 0.2575 0.0008868 0.0002392 0.00217 -1 0.004931 9.246 13.512 12.195 10.704 9.643 8.585 7.49 6.897 6.665
0.0048313 -0.5 9.60746 0.3775369823 2.086372474 0.378 -1.705 3.5563 4.897 1 0 0.545 0 0 0 0 0 -1 -1.44e-15 0 0.7375 0.2575 0.0008868 0.0002392 0.00217 -1 0.004931 9.032 13.18 11.886 10.417 9.377 8.364 7.296 6.697 6.469
0.0048313 -0.5 9.60746 0.3999999762 2.118502399 0.4 -1.64 3.5613 4.877 1 0 0.545 0 0 0 0 0 -1 -1.66e-15 0 0.7376 0.2575 0.0008868 0.0002392 0.00217 -1 0.004931 8.869 12.929 11.652 10.199 9.175 8.196 7.147 6.544 6.319
0.0048313 -0.5 9.60746 0.4045106173 2.124671935 0.404 -1.624 3.5626 4.871 1 0 0.545 0 0 0 0 0 -1 -1.72e-15 0 0.7376 0.2575 0.0008868 0.0002392 0.00217 -1 0.004931 8.83 12.866 11.594 10.145 9.125 8.155 7.112 6.508 6.283
0.0048313 -0.5 9.60746 0.4499999881 2.182280901 0.45 -1.475 3.5754 4.819 1 0 0.545 0 0 0 0 0 -1 -2.44e-15 0 0.7376 0.2575 0.0008868 0.0002392 0.00217 -1 0.004931 8.457 12.284 11.05 9.642 8.659 7.771 6.777 6.162 5.946
0.0048313 -0.5 9.60746 0.4806036651 2.216939605 0.481 -1.365 3.5872 4.786 1 0 0.545 0 0 0 0 0 -1 -3.17e-15 0 0.7376 0.2575 0.0008868 0.0002392 0.00217 -1 0.004931 8.183 11.828 10.63 9.26 8.311 7.49 6.536 5.912 5.707
0.0048313 -0.5 9.60746 0.4999999404 2.237454072 0.5 -1.299 3.5943 4.765 1 0 0.545 0 0 0 0 0 -1 -3.7e-15 0 0.7376 0.2575 0.0008868 0.0002392 0.00217 -1 0.004931 8.018 11.559 10.381 9.037 8.108 7.322 6.391 5.76 5.564
0.0048313 -0.5 9.60746 0.5060181022 2.243573211 0.506 -1.275 3.5975 4.76 1 0 0.545 0 0 0 0 0 -1 -3.91e-15 0 0.7391 0.256 0.0008819 0.0002379 0.002158 -1 0.004904 7.959 11.454 10.284 8.953 8.033 7.261 6.34 5.706 5.514
0.0048313 -0.5 9.60746 0.5500000119 2.283658263 0.55 -1.112 3.6197 4.721 1 0 0.545 0 0 0 0 0 -1 -5.71e-15 0 0.7488 0.2465 0.0008514 0.0002298 0.002084 -1 0.004725 7.55 10.728 9.615 8.381 7.528 6.847 5.985 5.33 5.177
0.0048313 -0.5 9.60746 0.5743290782 2.302824044 0.574 -1.023 3.6342 4.708 1 0 0.545 0 0 0 0 0 -1 -6.96e-15 0 0.7496 0.2456 0.0008489 0.0002291 0.002078 -1 0.004736 7.327 10.288 9.216 8.054 7.248 6.622 5.797 5.14 5.011
0.0048313 -0.5 9.60746 0.5999999642 2.321121285 0.6 -0.932 3.6488 4.695 1 0 0.545 0 0 0 0 0 -1 -8.52e-15 0 0.7506 0.2447 0.0008462 0.0002284 0.002071 -1 0.004727 7.1 9.792 8.793 7.714 6.965 6.392 5.609 4.968 4.859
0.0048313 -0.5 9.60746 0.6499999166 2.352035277 0.65 -0.758 3.6793 4.678 1 0 0.545 0 0 0 0 0 -1 -1.25e-14 0 0.7524 0.2429 0.0008412 0.000227 0.00206 -1 0.004676 6.664 8.711 7.986 7.063 6.437 5.951 5.267 4.7 4.616
0.0048313 -0.5 9.60746 0.6669063568 2.361290039 0.667 -0.701 3.6888 4.671 1 0 0.545 0 0 0 0 0 -1 -1.41e-14 0 0.7531 0.2422 0.000839 0.0002264 0.002054 -1 0.00468 6.524 8.376 7.749 6.866 6.275 5.809 5.159 4.623 4.544
0.0048313 -0.5 9.60746 0.6999999881 2.377926697 0.7 -0.595 3.7066 4.656 1 0 0.544 0 0 0 0 0 -1 -1.79e-14 0 0.7546 0.2407 0.0008346 0.0002252 0.002044 -1 0.004636 6.257 7.779 7.325 6.511 5.979 5.547 4.956 4.472 4.401
0.0048313 -0.5 9.60746 0.734593749 2.393487769 0.735 -0.487 3.7243 4.64 1 0 0.539 0 0 0 0 0 -1 -2.28e-14 0 0.7564 0.2389 0.0008215 0.0002237 0.002032 -1 0.004632 5.987 7.221 6.923 6.173 5.693 5.291 4.755 4.319 4.256
0.0048313 -0.5 9.60746 0.7487857342 2.399395381 0.749 -0.444 3.7313 4.633 1 0 0.537 0 0 0 0 0 -1 -2.52e-14 0 0.7572 0.2382 0.0008163 0.000223 0.002026 -1 0.004601 5.879 7.009 6.768 6.043 5.58 5.19 4.675 4.258 4.197
0.0048313 -0.5 9.60746 0.7526748776 2.400969633 0.753 -0.432 3.733 4.63 1 0 0.537 0 0 0 0 0 -1 -2.59e-14 0 0.7575 0.2379 0.0008155 0.0002228 0.002024 -1 0.004593 5.85 6.956 6.728 6.009 5.55 5.163 4.653 4.24 4.18
0.0048313 -0.5 9.60746 0.7844070196 2.413146321 0.784 -0.338 3.7464 4.608 1 0 0.537 0 0 0 0 0 -1 -3.23e-14 0 0.7598 0.2357 0.0008087 0.000221 0.002009 -1 0.004552 5.614 6.536 6.411 5.738 5.313 4.946 4.474 4.093 4.039
0.0048313 -0.5 9.60746 0.7975714207 2.417872134 0.797 -0.299 3.7518 4.598 1 0 0.537 0 0 0 0 0 -1 -3.54e-14 0 0.7608 0.2346 0.0008058 0.0002202 0.002002 -1 0.004541 5.518 6.371 6.284 5.63 5.217 4.859 4.401 4.032 3.981
0.0048313 -0.5 9.60746 0.8107442856 2.422424758 0.81 -0.261 3.7567 4.586 1 0 0.537 0 0 0 0 0 -1 -3.89e-14 0 0.7621 0.2333 0.000802 0.0002192 0.001993 -1 0.00453 5.422 6.216 6.162 5.525 5.123 4.773 4.328 3.969 3.92
0.0048313 -0.5 9.60746 0.8389204144 2.431612955 0.838 -0.18 3.7667 4.56 1 0 0.536 0 0 0 0 0 -1 -4.75e-14 0 0.7652 0.2303 0.0007934 0.0002169 0.001972 -1 0.004486 5.219 5.902 5.905 5.306 4.926 4.591 4.171 3.832 3.789
0.0048313 -0.5 9.60746 0.8463571072 2.433921003 0.846 -0.158 3.7693 4.553 1 0 0.536 0 0 0 0 0 -1 -5e-14 0 0.766 0.2295 0.000791 0.0002162 0.001966 -1 0.004482 5.166 5.822 5.839 5.249 4.875 4.544 4.13 3.796 3.755
0.0048313 -0.5 9.60746 0.8513448238 2.435443036 0.851 -0.144 3.7709 4.547 1 0 0.536 0 0 0 0 0 -1 -5.19e-14 0 0.7668 0.2287 0.0007888 0.0002157 0.001961 -1 0.004467 5.131 5.771 5.796 5.212 4.841 4.512 4.103 3.772 3.731
0.0048313 -0.5 9.60746 0.8732614517 2.441894737 0.872 -0.082 3.7775 4.523 1 0 0.536 0 0 0 0 0 -1 -6.08e-14 0 0.7704 0.2252 0.0007785 0.0002129 0.001936 -1 0.004371 4.975 5.55 5.607 5.049 4.692 4.374 3.981 3.663 3.626
0.0048313 -0.5 9.60746 0.8932945728 2.447474618 0.892 -0.026 3.7833 4.499 1 0 0.536 0 0 0 0 0 -1 -7.04e-14 0 0.774 0.2217 0.0007682 0.0002101 0.001911 -1 0.004339 4.834 5.357 5.437 4.901 4.557 4.248 3.87 3.563 3.529
0.0048313 -0.5 9.60746 0.8951427937 2.447974956 0.894 -0.02 3.7838 4.497 1 0 0.536 0 0 0 0 0 -1 -7.14e-14 0 0.7743 0.2214 0.0007673 0.0002099 0.001909 -1 0.004334 4.821 5.34 5.421 4.888 4.544 4.237 3.859 3.554 3.52
0.0048313 -0.5 9.60746 0.9094165564 2.451760409 0.908 0.02 3.7876 4.479 1 0 0.536 0 0 0 0 0 -1 -7.94e-14 0 0.7776 0.2181 0.0007583 0.0002075 0.001888 -1 0.004284 4.72 5.21 5.302 4.783 4.448 4.146 3.778 3.48 3.448
0.0048313 -0.5 9.60746 0.9387149811 2.459117319 0.938 0.103 3.7949 4.438 1 0 0.535 0 0 0 0 0 -1 -9.91e-14 0 0.7846 0.2112 0.0007394 0.0002024 0.001842 -1 0.004194 4.512 4.953 5.06 4.569 4.248 3.958 3.607 3.323 3.295
0.0048313 -0.5 9.60746 0.9439284801 2.460371516 0.943 0.118 3.7961 4.431 1 0 0.535 0 0 0 0 0 -1 -1.03e-13 0 0.7858 0.21 0.000736 0.0002015 0.001834 -1 0.004166 4.475 4.908 5.018 4.531 4.213 3.925 3.576 3.294 3.267
0.0048313 -0.5 9.60746 0.9464546442 2.460973516 0.946 0.125 3.7967 4.427 1 0 0.535 0 0 0 0 0 -1 -1.05e-13 0 0.7862 0.2096 0.0007351 0.0002013 0.001832 -1 0.004156 4.457 4.887 4.997 4.513 4.196 3.909 3.561 3.281 3.253
0.0048313 -0.5 9.60746 0.9606361389 2.464285567 0.96 0.166 3.8 4.407 1 0 0.535 0 0 0 0 0 -1 -1.17e-13 0 0.7882 0.2076 0.0007302 0.0002 0.001821 -1 0.004151 4.356 4.765 4.88 4.409 4.098 3.817 3.476 3.202 3.176
0.0048313 -0.5 9.60746 0.974383533 2.46739063 0.974 0.205 3.8031 4.386 1 0 0.534 0 0 0 0 0 -1 -1.31e-13 0 0.79 0.2058 0.0007261 0.0001989 0.001812 -1 0.004143 4.257 4.651 4.768 4.308 4.004 3.727 3.393 3.125 3.1
0.0048313 -0.5 9.60746 0.9927142262 2.471377441 0.992 0.259 3.8071 4.356 1 0 0.534 0 0 0 0 0 -1 -1.51e-13 0 0.7922 0.2037 0.0007219 0.0001979 0.001803 -1 0.004099 4.124 4.498 4.617 4.172 3.875 3.605 3.28 3.019 2.996
0.0048313 -0.5 9.60746 0.998542726 2.472609886 0.998 0.275 3.8084 4.347 1 0 0.534 0 0 0 0 0 -1 -1.57e-13 0 0.7922 0.2037 0.0007227 0.0001981 0.001805 -1 0.0041 4.082 4.45 4.57 4.129 3.835 3.567 3.245 2.986 2.964
0.0048313 -0.5 9.60746 1.01973474 2.476954743 1.019 0.337 3.8128 4.312 1 0 0.534 0 0 0 0 0 -1 -1.82e-13 0 0.792 0.2038 0.000726 0.0001991 0.001814 -1 0.004132 3.927 4.277 4.395 3.97 3.685 3.425 3.112 2.862 2.841
