# downloaded from PARSEC/CMD via ezpadova
# component=thin4 family=thin_disk component_index=3 logAge=9.397940008672037 MH=0.25 photometric_system=roman2021
# Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag F062mag F087mag F106mag F129mag F158mag F184mag F146mag F213mag SNprismmag Grism_1stOrdermag Grism_0thOrdermag
0.025095 0.25 9.39794 0.0955969095 1.133236387 0.095 -3.349 3.3621 5.168 0 0 0.545 0 0 0 0 0 -1 -4.75e-17 0 0.68 0.2944 0.004602 0.001242 0.01126 -1 0.0256 13.143 16.228 12.852 11.658 11.006 10.586 10.441 11.017 10.184 11.409 10.913 10.559
0.025095 0.25 9.39794 0.1054352745 1.214968986 0.105 -3.21 3.3798 5.141 0 0 0.545 0 0 0 0 0 -1 -6.43e-17 0 0.68 0.2944 0.004602 0.001242 0.01126 -1 0.0256 12.796 15.875 12.505 11.311 10.66 10.241 10.094 10.67 9.837 11.062 10.566 10.212
0.025095 0.25 9.39794 0.1055120975 1.21556776 0.105 -3.209 3.38 5.141 0 0 0.545 0 0 0 0 0 -1 -6.44e-17 0 0.68 0.2944 0.004602 0.001242 0.01126 -1 0.0256 12.793 15.872 12.503 11.308 10.657 10.238 10.091 10.668 9.834 11.06 10.564 10.209
0.025095 0.25 9.39794 0.121750325 1.330742952 0.121 -3.024 3.402 5.106 0 0 0.545 0 0 0 0 0 -1 -9.57e-17 0 0.6798 0.2946 0.004602 0.001242 0.01126 -1 0.0256 12.329 15.401 12.04 10.843 10.194 9.777 9.627 10.205 9.37 10.597 10.101 9.745
0.025095 0.25 9.39794 0.1253425032 1.353540291 0.125 -2.986 3.4065 5.099 0 0 0.545 0 0 0 0 0 -1 -1.04e-16 0 0.6798 0.2946 0.004602 0.001242 0.01126 -1 0.0256 12.235 15.305 11.946 10.749 10.1 9.683 9.532 10.11 9.275 10.503 10.007 9.651
0.025095 0.25 9.39794 0.145172894 1.465702437 0.145 -2.816 3.4251 5.068 1 0 0.545 0 0 0 0 0 -1 -1.48e-16 0 0.6796 0.2948 0.004602 0.001242 0.01126 -1 0.0256 11.811 14.668 11.461 10.322 9.686 9.271 9.115 9.693 8.868 10.081 9.593 9.232
0.025095 0.25 9.39794 0.1650032997 1.559528955 0.165 -2.682 3.4386 5.043 0 0 0.545 0 0 0 0 0 -1 -1.94e-16 0 0.6795 0.2949 0.004602 0.001242 0.01126 -1 0.0256 11.476 13.998 11.025 9.983 9.368 8.954 8.792 9.37 8.563 9.749 9.274 8.908
0.025095 0.25 9.39794 0.2046640813 1.709466363 0.204 -2.471 3.4582 5.004 0 0 0.545 0 0 0 0 0 -1 -2.96e-16 0 0.6792 0.2952 0.004602 0.001242 0.01126 -1 0.0256 10.949 13.042 10.373 9.457 8.869 8.454 8.289 8.864 8.083 9.229 8.773 8.402
0.025095 0.25 9.39794 0.2542400956 1.850971178 0.254 -2.275 3.474 4.966 1 0 0.545 0 0 0 0 0 -1 -4.36e-16 0 0.679 0.2954 0.004602 0.001242 0.01126 -1 0.0256 10.458 12.258 9.8 8.972 8.403 7.986 7.819 8.392 7.632 8.747 8.305 7.93
0.025095 0.25 9.39794 0.3149630427 1.981943689 0.315 -2.077 3.4885 4.919 1 0 0.545 0 0 0 0 0 -1 -6.51e-16 0 0.6794 0.295 0.004602 0.001242 0.01126 -1 0.0256 9.963 11.511 9.244 8.489 7.935 7.513 7.345 7.918 7.174 8.263 7.834 7.454
0.025095 0.25 9.39794 0.3372092843 2.021941502 0.337 -2.005 3.4928 4.894 0 0 0.545 0 0 0 0 0 -1 -7.65e-16 0 0.68 0.2944 0.004602 0.001242 0.01126 -1 0.0256 9.783 11.267 9.049 8.312 7.762 7.338 7.17 7.743 7.004 8.085 7.66 7.278
0.025095 0.25 9.39794 0.3451257646 2.035355647 0.345 -1.98 3.4943 4.885 0 0 0.545 0 0 0 0 0 -1 -8.08e-16 0 0.6802 0.2943 0.004602 0.001242 0.01126 -1 0.0256 9.721 11.187 8.983 8.252 7.703 7.278 7.11 7.683 6.945 8.024 7.601 7.218
0.025095 0.25 9.39794 0.3533920944 2.048942254 0.353 -1.957 3.4959 4.879 0 0 0.545 0 0 0 0 0 -1 -8.49e-16 0 0.6802 0.2942 0.004602 0.001242 0.01126 -1 0.0256 9.662 11.106 8.919 8.194 7.647 7.222 7.053 7.626 6.89 7.967 7.544 7.161
0.025095 0.25 9.39794 0.4029681087 2.122572238 0.403 -1.817 3.5074 4.842 0 0 0.545 0 0 0 0 0 -1 -1.14e-15 0 0.6802 0.2942 0.004602 0.001242 0.01126 -1 0.0256 9.313 10.612 8.536 7.857 7.319 6.886 6.715 7.292 6.564 7.626 7.212 6.821
0.025095 0.25 9.39794 0.4047555029 2.125004321 0.405 -1.812 3.5079 4.84 0 0 0.545 0 0 0 0 0 -1 -1.16e-15 0 0.6802 0.2942 0.004602 0.001242 0.01126 -1 0.0256 9.3 10.593 8.521 7.844 7.306 6.873 6.702 7.278 6.552 7.613 7.199 6.808
0.025095 0.25 9.39794 0.4165253341 2.140678118 0.416 -1.776 3.511 4.83 0 0 0.545 0 0 0 0 0 -1 -1.25e-15 0 0.6803 0.2941 0.004602 0.001242 0.01126 -1 0.0256 9.211 10.466 8.425 7.758 7.223 6.788 6.615 7.194 6.469 7.526 7.115 6.721
0.025095 0.25 9.39794 0.4525440931 2.185277485 0.452 -1.673 3.5199 4.798 1 0 0.545 0 0 0 0 0 -1 -1.58e-15 0 0.6803 0.2941 0.004602 0.001242 0.01126 -1 0.0256 8.954 10.102 8.148 7.514 6.984 6.541 6.365 6.949 6.228 7.278 6.872 6.47
0.025095 0.25 9.39794 0.502120018 2.239628983 0.502 -1.528 3.5335 4.752 1 0 0.545 0 0 0 0 0 -1 -2.22e-15 0 0.6805 0.2939 0.0046 0.001241 0.01126 -1 0.02558 8.589 9.609 7.757 7.167 6.647 6.192 6.007 6.601 5.884 6.926 6.527 6.11
0.025095 0.25 9.39794 0.5162421465 2.25359361 0.516 -1.483 3.5383 4.739 1 0 0.545 0 0 0 0 0 -1 -2.46e-15 0 0.6818 0.2927 0.004581 0.001236 0.01121 -1 0.02548 8.477 9.453 7.637 7.062 6.545 6.086 5.898 6.496 5.78 6.819 6.422 6
0.025095 0.25 9.39794 0.5516960621 2.285057517 0.551 -1.375 3.5499 4.706 0 0 0.545 0 0 0 0 0 -1 -3.16e-15 0 0.6861 0.2887 0.004523 0.00122 0.01107 -1 0.02516 8.208 9.078 7.351 6.811 6.302 5.833 5.637 6.243 5.531 6.563 6.173 5.738
