# downloaded from PARSEC/CMD via ezpadova
# component=NSD family=NSD component_index=9 logAge=9.8451 MH=0.0 photometric_system=ubvrijhk
# Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag Umag Bmag Vmag Rmag Imag Jmag Hmag Kmag
0.01471 0 9.8451 0.0900000036 1.081689593 0.09 -3.422 3.3633 5.219 1 0 0.545 0 0 0 0 0 -1 -3.9e-17 0 0.7099 0.2753 0.002655 0.0007163 0.006496 -1 0.01476 13.325 22.63 19.987 18.145 15.984 13.731 11.234 10.618 10.332
0.01471 0 9.8451 0.1000000015 1.171106412 0.1 -3.238 3.3895 5.186 1 0 0.545 0 0 0 0 0 -1 -5.87e-17 0 0.7096 0.2756 0.002655 0.0007163 0.006496 -1 0.01476 12.865 22.108 19.5 17.668 15.519 13.271 10.776 10.161 9.871
0.01471 0 9.8451 0.1138685867 1.27750886 0.114 -3.048 3.4146 5.153 1 0 0.545 0 0 0 0 0 -1 -8.84e-17 0 0.7092 0.2761 0.002655 0.0007163 0.006496 -1 0.01476 12.391 21.571 18.999 17.175 15.039 12.797 10.302 9.689 9.394
0.01471 0 9.8451 0.1200000048 1.319315474 0.12 -2.972 3.4247 5.14 1 0 0.545 0 0 0 0 0 -1 -1.04e-16 0 0.709 0.2762 0.002655 0.0007163 0.006496 -1 0.01476 12.199 20.934 18.508 16.715 14.675 12.5 10.129 9.515 9.217
0.01471 0 9.8451 0.1400000006 1.438452672 0.14 -2.789 3.4446 5.103 1 0 0.545 0 0 0 0 0 -1 -1.53e-16 0 0.7085 0.2768 0.002655 0.0007163 0.006496 -1 0.01476 11.743 19.424 17.314 15.608 13.8 11.792 9.72 9.102 8.804
0.01471 0 9.8451 0.1523650587 1.501559916 0.152 -2.699 3.4532 5.085 1 0 0.545 0 0 0 0 0 -1 -1.85e-16 0 0.7081 0.2771 0.002655 0.0007163 0.006496 -1 0.01476 11.519 18.782 16.793 15.119 13.404 11.472 9.516 8.898 8.601
0.01471 0 9.8451 0.1599999964 1.537293155 0.16 -2.648 3.4582 5.075 1 0 0.545 0 0 0 0 0 -1 -2.05e-16 0 0.708 0.2773 0.002655 0.0007163 0.006496 -1 0.01476 11.389 18.417 16.496 14.835 13.175 11.29 9.4 8.781 8.485
0.01471 0 9.8451 0.200000003 1.693879086 0.2 -2.43 3.4769 5.029 1 0 0.545 0 0 0 0 0 -1 -3.2e-16 0 0.7071 0.2781 0.002655 0.0007163 0.006496 -1 0.01476 10.845 17.085 15.378 13.776 12.297 10.579 8.9 8.279 7.993
0.01471 0 9.8451 0.25 1.8403258 0.25 -2.22 3.4932 4.981 1 0 0.545 0 0 0 0 0 -1 -4.88e-16 0 0.7064 0.2788 0.002655 0.0007163 0.006496 -1 0.01476 10.321 15.979 14.418 12.851 11.504 9.94 8.418 7.795 7.518
0.01471 0 9.8451 0.3000000119 1.952913977 0.3 -2.057 3.5038 4.94 1 0 0.545 0 0 0 0 0 -1 -2.32e-16 0 0.7061 0.2791 0.002655 0.0007163 0.006496 -1 0.01476 9.913 15.251 13.767 12.233 10.957 9.475 8.034 7.409 7.141
0.01471 0 9.8451 0.3500000238 2.043417513 0.35 -1.906 3.5124 4.89 1 0 0.545 0 0 0 0 0 -1 -7.09e-16 0 0.7105 0.2748 0.002655 0.0007163 0.006496 -1 0.01476 9.535 14.633 13.205 11.699 10.475 9.056 7.676 7.046 6.785
0.01471 0 9.8451 0.4000000358 2.118502481 0.4 -1.762 3.5234 4.847 1 0 0.545 0 0 0 0 0 -1 -1.3e-15 0 0.7106 0.2746 0.002655 0.0007163 0.006496 -1 0.01476 9.174 14.019 12.637 11.158 9.992 8.651 7.342 6.706 6.454
0.01471 0 9.8451 0.4500000179 2.182280936 0.45 -1.612 3.5357 4.798 1 0 0.545 0 0 0 0 0 -1 -1.83e-15 0 0.7107 0.2745 0.002655 0.0007163 0.006496 -1 0.01476 8.799 13.411 12.058 10.608 9.496 8.236 6.998 6.353 6.111
