# downloaded from PARSEC/CMD via ezpadova
# component=NSD family=NSD component_index=9 logAge=9.8451 MH=-0.5 photometric_system=ubvrijhk
# Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag Umag Bmag Vmag Rmag Imag Jmag Hmag Kmag
0.0048313 -0.5 9.8451 0.0900000036 1.081689593 0.09 -3.326 3.4057 5.293 1 0 0.545 0 0 0 0 0 -1 -4.47e-17 0 0.7366 0.2584 0.0008868 0.0002392 0.00217 -1 0.004931 13.084 22.407 19.677 17.689 15.397 13.111 10.948 10.48 10.25
0.0048313 -0.5 9.8451 0.1000000015 1.171106412 0.1 -3.117 3.4355 5.249 1 0 0.545 0 0 0 0 0 -1 -7.23e-17 0 0.7362 0.2589 0.0008868 0.0002392 0.00217 -1 0.004931 12.561 20.887 18.473 16.564 14.541 12.426 10.481 9.983 9.736
0.0048313 -0.5 9.8451 0.1199999973 1.319315425 0.12 -2.849 3.4678 5.189 1 0 0.545 0 0 0 0 0 -1 -1.31e-16 0 0.7353 0.2597 0.0008868 0.0002392 0.00217 -1 0.004931 11.892 18.734 16.735 14.951 13.325 11.519 9.903 9.366 9.107
0.0048313 -0.5 9.8451 0.1344251782 1.407580445 0.134 -2.712 3.4821 5.159 1 0 0.545 0 0 0 0 0 -1 -1.75e-16 0 0.7348 0.2603 0.0008868 0.0002392 0.00217 -1 0.004931 11.55 17.799 15.965 14.228 12.753 11.096 9.603 9.053 8.794
0.0048313 -0.5 9.8451 0.1400000006 1.438452672 0.14 -2.663 3.4872 5.148 1 0 0.545 0 0 0 0 0 -1 -1.95e-16 0 0.7346 0.2605 0.0008868 0.0002392 0.00217 -1 0.004931 11.428 17.474 15.697 13.974 12.548 10.948 9.496 8.942 8.684
0.0048313 -0.5 9.8451 0.1496381164 1.488228467 0.15 -2.592 3.4938 5.132 1 0 0.545 0 0 0 0 0 -1 -2.26e-16 0 0.7343 0.2608 0.0008868 0.0002392 0.00217 -1 0.004931 11.251 17.052 15.343 13.641 12.272 10.74 9.338 8.78 8.522
0.0048313 -0.5 9.8451 0.1599999964 1.537293155 0.16 -2.521 3.5004 5.116 1 0 0.545 0 0 0 0 0 -1 -2.62e-16 0 0.734 0.2611 0.0008868 0.0002392 0.00217 -1 0.004931 11.072 16.642 14.997 13.318 12.001 10.535 9.178 8.615 8.36
0.0048313 -0.5 9.8451 0.1999999881 1.693879036 0.2 -2.302 3.5182 5.065 1 0 0.545 0 0 0 0 0 -1 -4.12e-16 0 0.7329 0.2622 0.0008868 0.0002392 0.00217 -1 0.004931 10.524 15.538 14.041 12.423 11.222 9.928 8.681 8.109 7.86
0.0048313 -0.5 9.8451 0.25 1.8403258 0.25 -2.094 3.5323 5.011 1 0 0.545 0 0 0 0 0 -1 -6.31e-16 0 0.7322 0.2629 0.0008868 0.0002393 0.00217 -1 0.004931 10.005 14.651 13.248 11.687 10.556 9.375 8.201 7.621 7.379
0.0048313 -0.5 9.8451 0.3000000119 1.952913977 0.3 -1.931 3.5419 4.966 1 0 0.545 0 0 0 0 0 -1 -8.82e-16 0 0.7319 0.2632 0.0008868 0.0002393 0.00217 -1 0.004931 9.598 14.028 12.675 11.154 10.062 8.951 7.821 7.234 6.997
