# downloaded from PARSEC/CMD via ezpadova
# component=NSD family=NSD component_index=9 logAge=9.8451 MH=-0.25 photometric_system=twomass
# Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag Jmag Hmag Ksmag
0.0084736 -0.25 9.8451 0.0900000036 1.081689593 0.09 -3.374 3.3847 5.257 1 0 0.545 0 0 0 0 0 -1 -4.17e-17 0 0.7265 0.2649 0.001532 0.0004131 0.003747 -1 0.008515 13.205 11.034 10.494 10.261
0.0084736 -0.25 9.8451 0.1000000015 1.171106412 0.1 -3.175 3.4136 5.22 1 0 0.545 0 0 0 0 0 -1 -6.53e-17 0 0.7262 0.2653 0.001532 0.0004131 0.003747 -1 0.008515 12.708 10.538 9.998 9.762
0.0084736 -0.25 9.8451 0.1200000048 1.319315474 0.12 -2.91 3.4465 5.166 1 0 0.545 0 0 0 0 0 -1 -1.17e-16 0 0.7254 0.266 0.001532 0.0004131 0.003747 -1 0.008515 12.046 9.956 9.399 9.147
0.0084736 -0.25 9.8451 0.1400000006 1.438452672 0.14 -2.727 3.4659 5.127 1 0 0.545 0 0 0 0 0 -1 -1.72e-16 0 0.7248 0.2667 0.001532 0.0004131 0.003747 -1 0.008515 11.588 9.551 8.985 8.732
0.0084736 -0.25 9.8451 0.1599999964 1.537293155 0.16 -2.584 3.4795 5.096 1 0 0.545 0 0 0 0 0 -1 -2.32e-16 0 0.7243 0.2672 0.001532 0.0004131 0.003747 -1 0.008516 11.231 9.231 8.66 8.409
0.0084736 -0.25 9.8451 0.200000003 1.693879086 0.2 -2.366 3.4977 5.048 1 0 0.545 0 0 0 0 0 -1 -3.62e-16 0 0.7233 0.2682 0.001532 0.0004131 0.003747 -1 0.008515 10.686 8.736 8.161 7.916
0.0084736 -0.25 9.8451 0.2150874585 1.742690269 0.215 -2.299 3.5026 5.032 1 0 0.545 0 0 0 0 0 -1 -4.15e-16 0 0.7231 0.2684 0.001532 0.0004131 0.003747 -1 0.008515 10.517 8.58 8.004 7.762
0.0084736 -0.25 9.8451 0.25 1.8403258 0.25 -2.159 3.5125 4.998 1 0 0.545 0 0 0 0 0 -1 -5.52e-16 0 0.7226 0.2689 0.001532 0.0004131 0.003747 -1 0.008515 10.169 8.258 7.679 7.441
0.0084736 -0.25 9.8451 0.3000000119 1.952913977 0.3 -1.994 3.5229 4.953 1 0 0.545 0 0 0 0 0 -1 -7.75e-16 0 0.7222 0.2693 0.001531 0.0004131 0.003747 -1 0.008515 9.755 7.872 7.288 7.056
0.0084736 -0.25 9.8451 0.3140653968 1.98025312 0.314 -1.95 3.5255 4.939 1 0 0.545 0 0 0 0 0 -1 -8.52e-16 0 0.7239 0.2676 0.001531 0.0004131 0.003747 -1 0.008515 9.645 7.768 7.183 6.952
0.0084736 -0.25 9.8451 0.3500000536 2.043417562 0.35 -1.844 3.5315 4.905 1 0 0.545 0 0 0 0 0 -1 -1.07e-15 0 0.7272 0.2642 0.001532 0.0004131 0.003747 -1 0.008515 9.381 7.52 6.93 6.702
0.0084736 -0.25 9.8451 0.4000000358 2.118502481 0.4 -1.695 3.5426 4.858 1 0 0.545 0 0 0 0 0 -1 -1.49e-15 0 0.7274 0.2641 0.001532 0.0004131 0.003747 -1 0.008515 9.009 7.177 6.58 6.357
0.0084736 -0.25 9.8451 0.4194330871 2.144461836 0.419 -1.631 3.5481 4.836 1 0 0.545 0 0 0 0 0 -1 -1.73e-15 0 0.7274 0.2641 0.001532 0.0004131 0.003747 -1 0.008515 8.848 7.031 6.43 6.209
0.0084736 -0.25 9.8451 0.4500000179 2.182280936 0.45 -1.536 3.5562 4.804 1 0 0.545 0 0 0 0 0 -1 -2.16e-15 0 0.7274 0.2641 0.001532 0.0004131 0.003747 -1 0.008515 8.61 6.816 6.209 5.991
0.0084736 -0.25 9.8451 0.5 2.237454153 0.5 -1.366 3.5738 4.751 1 0 0.545 0 0 0 0 0 -1 -3.22e-15 0 0.7274 0.2641 0.001532 0.0004131 0.003747 -1 0.008515 8.186 6.443 5.822 5.614
0.0084736 -0.25 9.8451 0.5142492056 2.251676296 0.514 -1.312 3.5806 4.735 1 0 0.545 0 0 0 0 0 -1 -3.67e-15 0 0.7328 0.2589 0.001503 0.0004056 0.003679 -1 0.008363 8.05 6.325 5.7 5.496
0.0084736 -0.25 9.8451 0.5500000119 2.283658263 0.55 -1.182 3.5967 4.699 1 0 0.545 0 0 0 0 0 -1 -4.98e-15 0 0.7449 0.2471 0.00144 0.0003886 0.003525 -1 0.008026 7.725 6.044 5.402 5.219
0.0084736 -0.25 9.8451 0.6000000238 2.321121326 0.6 -1.002 3.6244 4.668 1 0 0.544 0 0 0 0 0 -1 -7.48e-15 0 0.7476 0.2445 0.001427 0.0003851 0.003494 -1 0.007958 7.276 5.659 5.002 4.862
0.0084736 -0.25 9.8451 0.6147656441 2.330853252 0.615 -0.948 3.634 4.662 1 0 0.544 0 0 0 0 0 -1 -8.43e-15 0 0.7483 0.2438 0.001423 0.0003841 0.003485 -1 0.007926 7.14 5.547 4.895 4.768
0.0084736 -0.25 9.8451 0.6499999762 2.352035311 0.65 -0.823 3.6562 4.65 1 0 0.544 0 0 0 0 0 -1 -1.11e-14 0 0.7501 0.2421 0.001415 0.0003819 0.003465 -1 0.007841 6.826 5.295 4.681 4.579
0.0084736 -0.25 9.8451 0.6597483158 2.357438221 0.66 -0.789 3.6621 4.646 1 0 0.544 0 0 0 0 0 -1 -1.19e-14 0 0.7506 0.2416 0.001412 0.0003812 0.003459 -1 0.007832 6.742 5.227 4.629 4.532
0.0084736 -0.25 9.8451 0.7000001073 2.377926754 0.7 -0.652 3.6857 4.63 1 0 0.544 0 0 0 0 0 -1 -1.62e-14 0 0.7528 0.2394 0.001402 0.0003784 0.003434 -1 0.007796 6.4 4.96 4.436 4.352
0.0084736 -0.25 9.8451 0.7081196308 2.381736329 0.708 -0.625 3.6902 4.626 1 0 0.543 0 0 0 0 0 -1 -1.72e-14 0 0.7533 0.2389 0.001396 0.0003776 0.003428 -1 0.007782 6.333 4.907 4.397 4.316
0.0084736 -0.25 9.8451 0.7314118147 2.392127012 0.731 -0.549 3.7027 4.613 1 0 0.539 0 0 0 0 0 -1 -2.05e-14 0 0.7549 0.2374 0.001379 0.0003754 0.00341 -1 0.007729 6.141 4.759 4.287 4.212
0.0084736 -0.25 9.8451 0.75 2.399888909 0.75 -0.488 3.7124 4.603 1 0 0.537 0 0 0 0 0 -1 -2.35e-14 0 0.756 0.2362 0.001367 0.0003737 0.003397 -1 0.007757 5.99 4.644 4.199 4.129
0.0084736 -0.25 9.8451 0.7574176788 2.402864291 0.757 -0.464 3.7159 4.597 1 0 0.537 0 0 0 0 0 -1 -2.49e-14 0 0.7566 0.2356 0.001364 0.0003728 0.003389 -1 0.007745 5.931 4.598 4.162 4.094
0.0084736 -0.25 9.8451 0.7803971171 2.411670348 0.78 -0.391 3.7263 4.579 1 0 0.536 0 0 0 0 0 -1 -2.96e-14 0 0.7586 0.2337 0.001354 0.0003703 0.003366 -1 0.007649 5.748 4.455 4.048 3.984
0.0084736 -0.25 9.8451 0.7983130813 2.41813305 0.798 -0.334 3.7343 4.563 1 0 0.536 0 0 0 0 0 -1 -3.4e-14 0 0.7602 0.2322 0.001347 0.0003683 0.003349 -1 0.007612 5.605 4.344 3.959 3.897
0.0084736 -0.25 9.8451 0.8035486341 2.419959171 0.803 -0.318 3.7364 4.558 1 0 0.536 0 0 0 0 0 -1 -3.54e-14 0 0.7608 0.2316 0.001344 0.0003676 0.003342 -1 0.007598 5.564 4.312 3.932 3.871
