# downloaded from PARSEC/CMD via ezpadova
# component=NSD family=NSD component_index=9 logAge=9.8451 MH=-0.25 photometric_system=roman2021
# Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag F062mag F087mag F106mag F129mag F158mag F184mag F146mag F213mag SNprismmag Grism_1stOrdermag Grism_0thOrdermag
0.0084736 -0.25 9.8451 0.0900000036 1.081689593 0.09 -3.374 3.3847 5.257 1 0 0.545 0 0 0 0 0 -1 -4.17e-17 0 0.7265 0.2649 0.001532 0.0004131 0.003747 -1 0.008515 13.205 16.062 12.729 11.681 11.061 10.675 10.575 11.088 10.337 11.454 10.983 10.682
0.0084736 -0.25 9.8451 0.1000000015 1.171106412 0.1 -3.175 3.4136 5.22 1 0 0.545 0 0 0 0 0 -1 -6.53e-17 0 0.7262 0.2653 0.001532 0.0004131 0.003747 -1 0.008515 12.708 15.556 12.235 11.184 10.566 10.181 10.076 10.592 9.838 10.958 10.487 10.184
0.0084736 -0.25 9.8451 0.1200000048 1.319315474 0.12 -2.91 3.4465 5.166 1 0 0.545 0 0 0 0 0 -1 -1.17e-16 0 0.7254 0.266 0.001532 0.0004131 0.003747 -1 0.008515 12.046 14.234 11.411 10.536 9.955 9.555 9.425 9.961 9.213 10.312 9.867 9.532
0.0084736 -0.25 9.8451 0.1400000006 1.438452672 0.14 -2.727 3.4659 5.127 1 0 0.545 0 0 0 0 0 -1 -1.72e-16 0 0.7248 0.2667 0.001532 0.0004131 0.003747 -1 0.008515 11.588 13.389 10.865 10.092 9.533 9.126 8.984 9.529 8.79 9.868 9.44 9.09
0.0084736 -0.25 9.8451 0.1599999964 1.537293155 0.16 -2.584 3.4795 5.096 1 0 0.545 0 0 0 0 0 -1 -2.32e-16 0 0.7243 0.2672 0.001532 0.0004131 0.003747 -1 0.008516 11.231 12.788 10.457 9.748 9.203 8.792 8.644 9.192 8.463 9.524 9.108 8.75
0.0084736 -0.25 9.8451 0.200000003 1.693879086 0.2 -2.366 3.4977 5.048 1 0 0.545 0 0 0 0 0 -1 -3.62e-16 0 0.7233 0.2682 0.001532 0.0004131 0.003747 -1 0.008515 10.686 11.939 9.86 9.225 8.698 8.283 8.128 8.679 7.964 9 8.599 8.231
0.0084736 -0.25 9.8451 0.2150874585 1.742690269 0.215 -2.299 3.5026 5.032 1 0 0.545 0 0 0 0 0 -1 -4.15e-16 0 0.7231 0.2684 0.001532 0.0004131 0.003747 -1 0.008515 10.517 11.702 9.681 9.062 8.54 8.124 7.967 8.519 7.808 8.838 8.44 8.07
0.0084736 -0.25 9.8451 0.25 1.8403258 0.25 -2.159 3.5125 4.998 1 0 0.545 0 0 0 0 0 -1 -5.52e-16 0 0.7226 0.2689 0.001532 0.0004131 0.003747 -1 0.008515 10.169 11.22 9.313 8.727 8.213 7.794 7.634 8.189 7.484 8.502 8.111 7.737
0.0084736 -0.25 9.8451 0.3000000119 1.952913977 0.3 -1.994 3.5229 4.953 1 0 0.545 0 0 0 0 0 -1 -7.75e-16 0 0.7222 0.2693 0.001531 0.0004131 0.003747 -1 0.008515 9.755 10.682 8.884 8.329 7.823 7.4 7.236 7.793 7.095 8.102 7.718 7.338
0.0084736 -0.25 9.8451 0.3140653968 1.98025312 0.314 -1.95 3.5255 4.939 1 0 0.545 0 0 0 0 0 -1 -8.52e-16 0 0.7239 0.2676 0.001531 0.0004131 0.003747 -1 0.008515 9.645 10.545 8.771 8.222 7.718 7.294 7.129 7.687 6.991 7.995 7.613 7.231
0.0084736 -0.25 9.8451 0.3500000536 2.043417562 0.35 -1.844 3.5315 4.905 1 0 0.545 0 0 0 0 0 -1 -1.07e-15 0 0.7272 0.2642 0.001532 0.0004131 0.003747 -1 0.008515 9.381 10.219 8.5 7.967 7.467 7.04 6.872 7.433 6.739 7.739 7.36 6.973
0.0084736 -0.25 9.8451 0.4000000358 2.118502481 0.4 -1.695 3.5426 4.858 1 0 0.545 0 0 0 0 0 -1 -1.49e-15 0 0.7274 0.2641 0.001532 0.0004131 0.003747 -1 0.008515 9.009 9.743 8.119 7.612 7.12 6.688 6.513 7.08 6.39 7.382 7.009 6.614
0.0084736 -0.25 9.8451 0.4194330871 2.144461836 0.419 -1.631 3.5481 4.836 1 0 0.545 0 0 0 0 0 -1 -1.73e-15 0 0.7274 0.2641 0.001532 0.0004131 0.003747 -1 0.008515 8.848 9.533 7.955 7.461 6.973 6.537 6.359 6.929 6.241 7.23 6.859 6.459
