# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Jmag_2mass Hmag_2mass Ksmag_2mass F087mag F146mag F213mag
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.0900000036 0.09 0.1118542898 2543.899793 5.293 10.89 10.436 10.237 12.479 10.984 10.308
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.1000000015 0.1 0.1239802891 2725.210164 5.249 10.424 9.942 9.724 11.88 10.479 9.791
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.1199999973 0.12 0.1453625875 2934.945222 5.189 9.848 9.328 9.097 11.095 9.848 9.155
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.1370213777 0.137 0.1618276192 3050.001128 5.154 9.499 8.966 8.733 10.653 9.476 8.786
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.1400000006 0.14 0.1644949785 3069.021988 5.148 9.443 8.908 8.675 10.583 9.417 8.727
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.1566586643 0.157 0.1795364547 3147.748314 5.122 9.176 8.635 8.403 10.263 9.137 8.452
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.1599999964 0.16 0.1825797655 3163.005885 5.117 9.126 8.583 8.352 10.203 9.085 8.4
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.1999999881 0.2 0.2156019303 3296.097122 5.069 8.637 8.085 7.858 9.64 8.578 7.901
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.25 0.25 0.2548312267 3405.649896 5.02 8.171 7.612 7.39 9.123 8.1 7.428
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.3000000119 0.3 0.2933274082 3482.571166 4.978 7.797 7.231 7.013 8.718 7.717 7.048
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.339371115 0.339 0.3273803773 3534.272244 4.935 7.51 6.94 6.724 8.412 7.424 6.757
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.3499999642 0.35 0.3371728872 3547.316998 4.924 7.437 6.865 6.649 8.334 7.349 6.682
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.3775369823 0.378 0.3610377757 3599.97927 4.897 7.243 6.666 6.452 8.121 7.149 6.482
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.3999999762 0.4 0.3802354854 3641.665066 4.877 7.094 6.513 6.301 7.958 6.996 6.329
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.4045106173 0.404 0.384992833 3652.582214 4.871 7.059 6.477 6.265 7.919 6.959 6.293
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.4499999881 0.45 0.4308763378 3761.837228 4.819 6.725 6.132 5.925 7.55 6.613 5.948
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.4806036651 0.481 0.4631830358 3865.449466 4.786 6.484 5.882 5.683 7.281 6.364 5.703
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.4999999404 0.5 0.4836738913 3929.162586 4.765 6.339 5.73 5.539 7.119 6.213 5.556
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.5060181022 0.506 0.489950996 3958.220648 4.76 6.288 5.676 5.489 7.061 6.16 5.505
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.5500000119 0.55 0.533645246 4165.815197 4.721 5.934 5.299 5.148 6.665 5.792 5.16
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.5743290782 0.574 0.5530350349 4307.24921 4.708 5.746 5.11 4.98 6.452 5.602 4.99
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.5999999642 0.6 0.5741860604 4454.510634 4.695 5.558 4.938 4.827 6.234 5.42 4.834
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.6499999166 0.65 0.6096107893 4778.592532 4.678 5.216 4.672 4.584 5.816 5.106 4.589
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.6669063568 0.667 0.6230926737 4884.273784 4.671 5.108 4.595 4.512 5.68 5.01 4.517
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.6999999881 0.7 0.6485637108 5088.61976 4.656 4.905 4.445 4.371 5.43 4.825 4.375
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.734593749 0.735 0.6769438466 5300.294488 4.64 4.704 4.293 4.226 5.184 4.64 4.23
thin5 4 thin_disk 9.607455023 -0.5 0.0048313 0.7487857342 0.749 0.6887357793 5386.417346 4.633 4.624 4.231 4.168 5.086 4.566 4.171
