# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Jmag_2mass Hmag_2mass Ksmag_2mass F087mag F146mag F213mag
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.0900000036 0.09 0.1117255869 2543.899793 5.293 10.891 10.437 10.238 12.479 10.984 10.309
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.1000000015 0.1 0.1238946762 2724.582733 5.249 10.424 9.942 9.725 11.881 10.48 9.791
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.1199999973 0.12 0.1454295448 2934.269504 5.189 9.849 9.329 9.098 11.096 9.849 9.156
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.1400000006 0.14 0.1645707487 3068.315401 5.148 9.444 8.909 8.676 10.584 9.418 8.728
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.1548968703 0.155 0.1780543732 3139.062769 5.125 9.204 8.663 8.432 10.296 9.167 8.481
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.1599999964 0.16 0.1824536874 3162.27766 5.117 9.127 8.584 8.353 10.204 9.086 8.401
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.1999999881 0.2 0.2154530492 3295.338255 5.07 8.64 8.088 7.861 9.643 8.581 7.903
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.25 0.25 0.2540695655 3404.865806 5.024 8.179 7.62 7.399 9.132 8.108 7.437
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.3000000119 0.3 0.2913081565 3482.571166 4.983 7.81 7.245 7.027 8.731 7.73 7.062
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.3055693209 0.305 0.2965190806 3489.795674 4.977 7.767 7.201 6.983 8.685 7.686 7.018
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.3499999642 0.35 0.3363974111 3547.316998 4.926 7.441 6.869 6.654 8.338 7.354 6.686
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.3999999762 0.4 0.3790990052 3640.826638 4.88 7.102 6.521 6.308 7.966 7.003 6.337
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.4499999881 0.45 0.4293907107 3761.837228 4.823 6.733 6.14 5.933 7.558 6.621 5.957
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.4999999404 0.5 0.4815624828 3926.449354 4.768 6.349 5.74 5.549 7.13 6.223 5.566
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.5500000119 0.55 0.5310710711 4159.106105 4.725 5.95 5.317 5.164 6.683 5.809 5.176
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.5999999642 0.6 0.5711532401 4443.242331 4.7 5.578 4.957 4.844 6.257 5.44 4.852
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.6000670791 0.6 0.5711532401 4443.242331 4.7 5.577 4.957 4.844 6.256 5.439 4.851
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.6499999166 0.65 0.6059721222 4759.923797 4.683 5.241 4.692 4.603 5.846 5.13 4.609
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.6745495796 0.675 0.624385264 4910.209249 4.674 5.088 4.582 4.501 5.653 4.992 4.505
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.6999999881 0.7 0.6433579099 5065.239676 4.664 4.936 4.47 4.395 5.466 4.854 4.399
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.7036953568 0.704 0.6455838312 5088.61976 4.662 4.914 4.454 4.38 5.439 4.835 4.384
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.7487857342 0.749 0.681008676 5357.966575 4.643 4.663 4.265 4.2 5.131 4.603 4.203
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.7775233388 0.777 0.7083577419 5510.614111 4.626 4.507 4.139 4.079 4.945 4.456 4.082
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.7975714207 0.797 0.7275329123 5615.649584 4.613 4.401 4.052 3.996 4.822 4.356 3.999
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.8057841659 0.805 0.7368051366 5654.575407 4.606 4.357 4.015 3.961 4.772 4.315 3.964
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.8448218107 0.844 0.7817225587 5838.482731 4.575 4.154 3.84 3.793 4.539 4.119 3.795
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.8463571072 0.846 0.7840660419 5846.554468 4.574 4.146 3.833 3.786 4.53 4.112 3.789
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.8759550452 0.875 0.8234792207 5970.352866 4.546 3.992 3.697 3.656 4.359 3.963 3.658
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.8951427937 0.894 0.8510452358 6047.835919 4.528 3.894 3.611 3.572 4.25 3.868 3.574
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.9021177292 0.901 0.8612964255 6074.352629 4.52 3.858 3.579 3.541 4.21 3.833 3.543
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.9223812222 0.922 0.8934137761 6148.936385 4.498 3.752 3.484 3.448 4.094 3.73 3.45
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.9416820407 0.941 0.9263020919 6218.705638 4.476 3.651 3.392 3.358 3.984 3.632 3.36
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.9439284801 0.943 0.9290790022 6227.303035 4.473 3.639 3.381 3.348 3.971 3.62 3.349
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.9458145499 0.945 0.9327229113 6233.041235 4.471 3.629 3.372 3.339 3.96 3.61 3.34
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.9670876265 0.966 0.9717457387 6306.668448 4.446 3.516 3.268 3.237 3.838 3.5 3.239
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.9862836599 0.986 1.007517608 6370.888436 4.422 3.414 3.175 3.146 3.728 3.4 3.147
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 0.9927142262 0.992 1.020828167 6391.458892 4.414 3.38 3.143 3.114 3.692 3.366 3.116
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 1.004147053 1.004 1.044125362 6429.837541 4.4 3.32 3.088 3.06 3.627 3.307 3.061
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 1.020997405 1.02 1.07808411 6486.344335 4.379 3.23 3.005 2.979 3.531 3.22 2.98
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 1.036054015 1.035 1.111098714 6534.313996 4.359 3.15 2.931 2.906 3.444 3.141 2.907
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 1.041499853 1.041 1.122929897 6552.39394 4.352 3.121 2.905 2.879 3.413 3.112 2.881
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 1.047599554 1.047 1.135671285 6572.037003 4.344 3.089 2.875 2.85 3.378 3.081 2.852
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 1.063788056 1.063 1.172877472 6625.215359 4.323 3.003 2.797 2.772 3.286 2.997 2.774
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 1.078833342 1.078 1.208516669 6671.139158 4.303 2.922 2.723 2.699 3.199 2.918 2.7
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 1.090285659 1.089 1.236951424 6705.018802 4.287 2.861 2.666 2.642 3.134 2.857 2.643
thin4 3 thin_disk 9.477121255 -0.5 0.0048313 1.098744392 1.097 1.258788147 6731.316327 4.276 2.816 2.625 2.601 3.086 2.813 2.602
