# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Jmag_2mass Hmag_2mass Ksmag_2mass F087mag F146mag F213mag
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.0900000036 0.09 0.1004968952 2867.477376 5.385 10.698 10.353 10.233 11.851 10.768 10.27
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.0979278833 0.098 0.1113660061 3066.902715 5.333 10.285 9.839 9.699 11.338 10.29 9.735
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.1000000015 0.1 0.114065063 3118.889584 5.32 10.182 9.718 9.571 11.213 10.174 9.607
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.1180540919 0.118 0.1340456253 3339.64266 5.253 9.635 9.115 8.943 10.578 9.583 8.976
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.1199999973 0.12 0.1360669484 3362.791957 5.247 9.58 9.056 8.883 10.516 9.525 8.915
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.1379702687 0.138 0.1537632836 3478.564015 5.201 9.214 8.675 8.494 10.109 9.144 8.523
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.1400000006 0.14 0.1556512615 3491.403155 5.197 9.176 8.636 8.454 10.066 9.104 8.483
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.1599999964 0.16 0.1744024754 3575.197187 5.156 8.857 8.31 8.122 9.72 8.777 8.149
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.2000000179 0.2 0.2107912818 3693.17596 5.088 8.347 7.792 7.598 9.174 8.255 7.621
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.25 0.25 0.2534852217 3789.657838 5.026 7.868 7.309 7.111 8.668 7.769 7.132
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.3000000417 0.3 0.2920469297 3864.559516 4.982 7.501 6.939 6.741 8.281 7.397 6.76
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.349999994 0.35 0.3273803773 3929.162586 4.95 7.201 6.637 6.442 7.964 7.093 6.459
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.400000006 0.4 0.3697027192 4030.881213 4.902 6.855 6.287 6.101 7.593 6.742 6.116
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.4500000179 0.45 0.4182660787 4198.556482 4.845 6.455 5.879 5.718 7.157 6.336 5.729
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.5 0.5 0.463823389 4486.420744 4.802 6.019 5.456 5.331 6.668 5.903 5.338
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.5500000715 0.55 0.5200590339 4817.259036 4.743 5.56 5.058 4.957 6.137 5.465 4.963
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.6000000238 0.6 0.5788321497 5149.914276 4.688 5.147 4.721 4.637 5.649 5.078 4.642
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.6129174829 0.613 0.5935436251 5249.283155 4.675 5.041 4.635 4.555 5.523 4.978 4.56
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.6258003712 0.625 0.6096107893 5349.337509 4.661 4.935 4.548 4.473 5.399 4.879 4.477
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.6382962465 0.638 0.6258246207 5446.280436 4.647 4.831 4.461 4.389 5.278 4.78 4.393
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.6499376893 0.65 0.6420260427 5537.32482 4.632 4.734 4.378 4.31 5.166 4.687 4.314
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.6499999762 0.65 0.6427656281 5537.32482 4.632 4.733 4.378 4.309 5.165 4.686 4.313
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.6525263786 0.652 0.6467741365 5555.203848 4.628 4.712 4.359 4.292 5.141 4.666 4.295
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.6656458974 0.665 0.6685788669 5649.369748 4.608 4.6 4.259 4.197 5.015 4.557 4.2
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.6777921915 0.678 0.691596274 5733.238387 4.587 4.494 4.164 4.106 4.897 4.455 4.11
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.6889508963 0.689 0.7140894961 5810.31931 4.566 4.393 4.072 4.019 4.786 4.357 4.022
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.6995905042 0.699 0.7381636326 5881.661141 4.543 4.293 3.981 3.931 4.677 4.259 3.934
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.6999999881 0.7 0.7391841482 5884.37037 4.543 4.29 3.977 3.928 4.673 4.255 3.93
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.7077278495 0.707 0.7591937862 5934.716806 4.524 4.214 3.908 3.861 4.591 4.182 3.863
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.718598485 0.718 0.7907744793 6002.055404 4.496 4.102 3.804 3.761 4.47 4.072 3.763
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.7288810015 0.728 0.8242380225 6064.569815 4.465 3.988 3.697 3.656 4.349 3.96 3.658
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.7378600836 0.737 0.8583267445 6116.45803 4.436 3.881 3.596 3.558 4.236 3.855 3.56
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.746331811 0.746 0.8950610218 6164.53042 4.404 3.774 3.494 3.458 4.124 3.749 3.46
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.75 0.749 0.9125415435 6183.010728 4.389 3.725 3.447 3.412 4.072 3.7 3.414
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.7533921599 0.753 0.9297210089 6200.118642 4.375 3.679 3.403 3.368 4.024 3.655 3.37
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.7618591785 0.761 0.9789322696 6240.221421 4.336 3.554 3.284 3.251 3.894 3.532 3.252
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.769734621 0.769 1.030748342 6273.35696 4.295 3.429 3.163 3.131 3.765 3.408 3.133
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.776773572 0.776 1.085807019 6297.961479 4.254 3.308 3.046 3.014 3.641 3.288 3.016
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.7829419971 0.782 1.143543382 6312.47978 4.212 3.191 2.931 2.9 3.523 3.171 2.901
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.7848119736 0.784 1.162392087 6315.387454 4.199 3.154 2.894 2.863 3.485 3.134 2.865
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.7864578962 0.785 1.183184972 6313.933449 4.184 3.116 2.856 2.825 3.447 3.096 2.826
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.7927892208 0.792 1.274831086 6296.511487 4.123 2.959 2.698 2.666 3.293 2.939 2.668
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.7975348234 0.796 1.366006119 6260.369977 4.065 2.822 2.556 2.524 3.161 2.801 2.525
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.7983381748 0.797 1.384052757 6251.726928 4.054 2.797 2.53 2.497 3.136 2.775 2.498
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.7998904586 0.799 1.425780415 6227.303035 4.029 2.741 2.471 2.437 3.083 2.718 2.438
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8000000119 0.799 1.430384004 6224.435916 4.027 2.736 2.466 2.432 3.079 2.714 2.434
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8030227423 0.802 1.536571044 6148.936385 3.966 2.607 2.326 2.29 2.959 2.581 2.292
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8052540421 0.804 1.649121466 6056.197087 3.906 2.487 2.195 2.155 2.852 2.458 2.157
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8069136143 0.805 1.762595451 5956.621435 3.85 2.381 2.075 2.032 2.759 2.349 2.034
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8084544539 0.807 1.896062482 5833.107765 3.786 2.27 1.946 1.897 2.665 2.232 1.9
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8095493317 0.808 2.026061597 5721.369547 3.73 2.172 1.833 1.779 2.583 2.13 1.782
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8105480671 0.809 2.177472329 5618.236281 3.667 2.059 1.705 1.646 2.485 2.012 1.649
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8113239408 0.81 2.328909674 5546.25713 3.61 1.947 1.582 1.52 2.385 1.897 1.523
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8120679259 0.81 2.499497144 5487.821793 3.549 1.82 1.445 1.38 2.268 1.767 1.384
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8121836782 0.81 2.529604615 5480.245322 3.538 1.797 1.422 1.356 2.247 1.745 1.36
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8127929568 0.811 2.695582603 5445.026528 3.483 1.674 1.292 1.225 2.13 1.619 1.229
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.813306272 0.811 2.855305914 5420.008904 3.433 1.562 1.174 1.107 2.024 1.506 1.11
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8138757944 0.812 3.052478719 5395.106225 3.376 1.429 1.036 0.968 1.896 1.371 0.971
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.814402163 0.812 3.258011739 5371.554667 3.319 1.297 0.898 0.829 1.768 1.237 0.833
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8149302602 0.813 3.498264515 5350.569382 3.258 1.153 0.749 0.681 1.629 1.092 0.684
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8153979182 0.813 3.747594948 5329.66608 3.199 1.015 0.606 0.537 1.495 0.952 0.54
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8157947063 0.814 3.987976999 5311.289819 3.144 0.887 0.474 0.404 1.372 0.823 0.408
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8161051869 0.814 4.20583901 5295.414984 3.098 0.78 0.363 0.292 1.268 0.714 0.296
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8164490461 0.814 4.485931574 5277.156818 3.043 0.65 0.229 0.158 1.142 0.583 0.162
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8167777061 0.814 4.794602912 5256.54032 2.984 0.514 0.087 0.016 1.01 0.445 0.02
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8170754313 0.814 5.13041675 5236.004366 2.926 0.377 -0.054 -0.125 0.879 0.307 -0.122
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8173353076 0.815 5.470822758 5215.54864 2.87 0.247 -0.189 -0.261 0.753 0.175 -0.258
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8175702691 0.815 5.836502083 5193.976735 2.814 0.118 -0.323 -0.396 0.629 0.045 -0.392
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8177815676 0.815 6.21945951 5172.494053 2.759 -0.009 -0.455 -0.529 0.507 -0.084 -0.525
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8179777861 0.815 6.627544384 5151.100225 2.703 -0.138 -0.59 -0.664 0.382 -0.215 -0.66
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.818151474 0.815 7.068913133 5127.433069 2.648 -0.264 -0.721 -0.796 0.262 -0.343 -0.793
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8183134198 0.815 7.539675329 5103.874654 2.592 -0.392 -0.855 -0.931 0.139 -0.473 -0.927
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8184565902 0.815 8.023292861 5080.42448 2.537 -0.516 -0.985 -1.062 0.021 -0.599 -1.058
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8185842037 0.815 8.528107081 5057.08205 2.484 -0.636 -1.111 -1.189 -0.094 -0.721 -1.185
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8187025189 0.815 9.075125609 5033.846868 2.431 -0.758 -1.238 -1.316 -0.211 -0.844 -1.312
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8188075423 0.814 9.628367202 5009.564815 2.379 -0.875 -1.361 -1.44 -0.324 -0.964 -1.436
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8189066052 0.814 10.23888452 4985.399893 2.326 -0.995 -1.486 -1.566 -0.438 -1.085 -1.563
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8189957738 0.814 10.86307167 4961.351536 2.274 -1.111 -1.608 -1.689 -0.548 -1.203 -1.685
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8190791607 0.814 11.5306196 4936.282431 2.223 -1.226 -1.729 -1.811 -0.658 -1.321 -1.807
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8191590309 0.814 12.21947775 4912.471005 2.172 -1.34 -1.849 -1.931 -0.766 -1.436 -1.928
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8192409873 0.813 12.91375804 4889.90025 2.123 -1.447 -1.963 -2.046 -0.868 -1.546 -2.042
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8193154335 0.813 13.32762133 4877.53057 2.096 -1.509 -2.028 -2.112 -0.927 -1.609 -2.108
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8193690777 0.813 12.99728508 4891.026321 2.117 -1.463 -1.977 -2.06 -0.884 -1.561 -2.057
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8193878531 0.813 12.87812526 4896.660566 2.126 -1.445 -1.958 -2.041 -0.867 -1.543 -2.037
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8194454312 0.812 13.63806151 4871.918336 2.075 -1.556 -2.076 -2.16 -0.972 -1.657 -2.157
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8194998503 0.812 14.44949419 4846.185122 2.025 -1.667 -2.195 -2.28 -1.076 -1.77 -2.276
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.819552958 0.812 15.32684074 4820.58783 1.974 -1.782 -2.317 -2.402 -1.184 -1.888 -2.399
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8196022511 0.811 16.26494671 4794.021749 1.922 -1.898 -2.439 -2.525 -1.293 -2.006 -2.521
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8196462393 0.811 17.23267291 4768.699981 1.872 -2.009 -2.557 -2.643 -1.398 -2.119 -2.639
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8196871877 0.81 18.24536874 4742.419853 1.822 -2.12 -2.674 -2.76 -1.502 -2.232 -2.757
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.819724977 0.81 19.3264748 4715.198713 1.772 -2.23 -2.791 -2.878 -1.605 -2.345 -2.874
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8197601438 0.809 20.46221506 4689.213428 1.721 -2.341 -2.908 -2.996 -1.709 -2.458 -2.992
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8197915554 0.809 21.64973799 4662.29769 1.672 -2.448 -3.022 -3.11 -1.809 -2.568 -3.106
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8198210001 0.808 22.90617872 4635.536446 1.623 -2.556 -3.136 -3.225 -1.909 -2.678 -3.221
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8198543787 0.807 24.55571843 4602.565736 1.562 -2.688 -3.276 -3.366 -2.03 -2.812 -3.363
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8198843002 0.806 26.29375699 4569.829533 1.502 -2.817 -3.413 -3.505 -2.15 -2.945 -3.502
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8199121952 0.805 28.18724594 4537.326169 1.441 -2.947 -3.552 -3.645 -2.268 -3.078 -3.642
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8199371099 0.804 30.12677506 4504.016782 1.382 -3.072 -3.686 -3.783 -2.382 -3.206 -3.78
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8199598789 0.803 32.23685344 4470.951925 1.324 -3.195 -3.82 -3.919 -2.494 -3.333 -3.915
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8199817538 0.802 34.53445804 4438.129803 1.263 -3.322 -3.957 -4.059 -2.61 -3.464 -4.055
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8200007081 0.8 36.82583855 4405.548635 1.206 -3.441 -4.087 -4.191 -2.717 -3.588 -4.188
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8200185299 0.799 39.35977842 4373.206652 1.148 -3.562 -4.218 -4.326 -2.826 -3.713 -4.322
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.820035398 0.797 42.06807552 4341.102097 1.088 -3.684 -4.352 -4.462 -2.937 -3.84 -4.459
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8200500011 0.795 44.87997898 4308.241105 1.032 -3.798 -4.477 -4.59 -3.038 -3.958 -4.587
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8200640678 0.793 47.85779057 4276.613475 0.974 -3.916 -4.606 -4.722 -3.144 -4.081 -4.719
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8200773597 0.791 51.1743865 4244.240644 0.916 -4.035 -4.736 -4.856 -3.25 -4.204 -4.852
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8200888038 0.789 54.40673257 4212.112868 0.861 -4.145 -4.858 -4.981 -3.347 -4.319 -4.978
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8200998306 0.786 57.94989386 4181.190933 0.804 -4.258 -4.982 -5.109 -3.447 -4.437 -5.106
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8201104403 0.783 61.8945835 4149.540426 0.746 -4.374 -5.109 -5.24 -3.55 -4.558 -5.237
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8201197386 0.78 65.7737563 4119.077849 0.691 -4.483 -5.229 -5.364 -3.645 -4.672 -5.36
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8201290369 0.776 70.17018877 4087.897521 0.633 -4.596 -5.354 -5.493 -3.745 -4.79 -5.489
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8201375604 0.772 74.65392478 4057.887476 0.577 -4.707 -5.477 -5.62 -3.843 -4.907 -5.616
thick 7 thick_disk 10.07918125 -1.2 0.00097797 0.8201454282 0.768 79.42416265 4028.09774 0.52 -4.815 -5.597 -5.744 -3.937 -5.02 -5.74
