# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Vmag Imag Jmag_2mass Hmag_2mass Ksmag_2mass
thick 7 thick_disk 10.07918125 -1 0.0015467 0.0900000036 0.09 0.1035983038 2779.073289 5.358 16.535 12.449 10.729 10.376 10.232
thick 7 thick_disk 10.07918125 -1 0.0015467 0.0972706378 0.097 0.1131755581 2942.388402 5.316 15.377 11.906 10.37 9.94 9.781
thick 7 thick_disk 10.07918125 -1 0.0015467 0.1000000015 0.1 0.1168026362 3003.308879 5.3 14.986 11.719 10.242 9.79 9.626
thick 7 thick_disk 10.07918125 -1 0.0015467 0.1200000048 0.12 0.1384690284 3242.64944 5.231 13.532 10.935 9.648 9.134 8.949
thick 7 thick_disk 10.07918125 -1 0.0015467 0.1400000006 0.14 0.157852929 3378.313899 5.184 12.771 10.445 9.242 8.708 8.516
thick 7 thick_disk 10.07918125 -1 0.0015467 0.1599999964 0.16 0.1763407343 3466.570205 5.146 12.261 10.079 8.922 8.38 8.185
thick 7 thick_disk 10.07918125 -1 0.0015467 0.2000000179 0.2 0.2125458574 3585.915075 5.081 11.53 9.513 8.415 7.862 7.664
thick 7 thick_disk 10.07918125 -1 0.0015467 0.25 0.25 0.2555363251 3682.137482 5.019 10.892 8.993 7.937 7.377 7.176
thick 7 thick_disk 10.07918125 -1 0.0015467 0.3000000417 0.3 0.2943422768 3757.508745 4.974 10.411 8.593 7.566 7.002 6.8
thick 7 thick_disk 10.07918125 -1 0.0015467 0.349999994 0.35 0.3313238085 3821.202032 4.939 10.018 8.261 7.258 6.691 6.49
thick 7 thick_disk 10.07918125 -1 0.0015467 0.3528438509 0.353 0.3336972632 3827.366048 4.936 9.989 8.237 7.237 6.669 6.468
thick 7 thick_disk 10.07918125 -1 0.0015467 0.400000006 0.4 0.3751048201 3921.931463 4.889 9.542 7.875 6.908 6.334 6.139
thick 7 thick_disk 10.07918125 -1 0.0015467 0.4499999881 0.45 0.4259441372 4077.556618 4.83 8.972 7.425 6.507 5.923 5.747
thick 7 thick_disk 10.07918125 -1 0.0015467 0.4992380738 0.499 0.4740811033 4334.110703 4.782 8.292 6.927 6.078 5.484 5.347
thick 7 thick_disk 10.07918125 -1 0.0015467 0.5 0.5 0.4748458479 4338.104405 4.781 8.282 6.92 6.071 5.478 5.341
thick 7 thick_disk 10.07918125 -1 0.0015467 0.5500000715 0.55 0.5282659819 4681.661397 4.73 7.502 6.36 5.604 5.059 4.956
thick 7 thick_disk 10.07918125 -1 0.0015467 0.6000000238 0.6 0.5828444225 5021.113055 4.682 6.825 5.848 5.194 4.733 4.648
thick 7 thick_disk 10.07918125 -1 0.0015467 0.6064133644 0.606 0.5904085592 5069.907083 4.676 6.74 5.783 5.142 4.693 4.609
thick 7 thick_disk 10.07918125 -1 0.0015467 0.6233364344 0.623 0.6087691624 5201.157438 4.66 6.521 5.613 5.005 4.585 4.507
thick 7 thick_disk 10.07918125 -1 0.0015467 0.639118135 0.639 0.6277007461 5323.533606 4.645 6.323 5.456 4.878 4.483 4.409
thick 7 thick_disk 10.07918125 -1 0.0015467 0.6499999762 0.65 0.6418782278 5408.788506 4.633 6.19 5.349 4.79 4.411 4.34
thick 7 thick_disk 10.07918125 -1 0.0015467 0.6589992642 0.659 0.6550171105 5472.679311 4.621 6.082 5.259 4.715 4.348 4.279
thick 7 thick_disk 10.07918125 -1 0.0015467 0.6724917889 0.672 0.6769438466 5569.292145 4.602 5.921 5.127 4.602 4.25 4.186
thick 7 thick_disk 10.07918125 -1 0.0015467 0.6849582195 0.685 0.6984778604 5655.877571 4.582 5.773 5.004 4.496 4.156 4.096
thick 7 thick_disk 10.07918125 -1 0.0015467 0.6971721649 0.697 0.722524611 5739.842822 4.561 5.626 4.882 4.39 4.06 4.005
thick 7 thick_disk 10.07918125 -1 0.0015467 0.6999999881 0.7 0.7283709979 5759.701813 4.556 5.592 4.854 4.364 4.038 3.984
thick 7 thick_disk 10.07918125 -1 0.0015467 0.7025206685 0.702 0.7332509678 5776.968507 4.551 5.562 4.828 4.342 4.017 3.964
thick 7 thick_disk 10.07918125 -1 0.0015467 0.7114213109 0.711 0.7541411604 5835.794629 4.532 5.453 4.735 4.259 3.942 3.891
thick 7 thick_disk 10.07918125 -1 0.0015467 0.7200602889 0.72 0.7758051261 5891.148903 4.513 5.346 4.642 4.176 3.865 3.818
thick 7 thick_disk 10.07918125 -1 0.0015467 0.7283622026 0.728 0.7988268334 5944.290152 4.492 5.24 4.551 4.093 3.789 3.744
thick 7 thick_disk 10.07918125 -1 0.0015467 0.7393702865 0.739 0.8333983664 6010.353281 4.462 5.095 4.423 3.976 3.681 3.639
thick 7 thick_disk 10.07918125 -1 0.0015467 0.749712646 0.749 0.8714704085 6070.158063 4.429 4.953 4.296 3.859 3.571 3.531
thick 7 thick_disk 10.07918125 -1 0.0015467 0.75 0.75 0.8730771957 6071.55593 4.428 4.949 4.293 3.855 3.567 3.528
thick 7 thick_disk 10.07918125 -1 0.0015467 0.7561744452 0.756 0.8987784377 6102.390566 4.406 4.861 4.212 3.779 3.495 3.457
thick 7 thick_disk 10.07918125 -1 0.0015467 0.7640054226 0.763 0.9374597814 6139.033454 4.374 4.743 4.104 3.676 3.397 3.36
thick 7 thick_disk 10.07918125 -1 0.0015467 0.7743607163 0.774 0.9948386393 6183.010728 4.328 4.578 3.95 3.53 3.256 3.22
thick 7 thick_disk 10.07918125 -1 0.0015467 0.7840647101 0.783 1.061335387 6214.411392 4.277 4.414 3.796 3.38 3.11 3.076
thick 7 thick_disk 10.07918125 -1 0.0015467 0.7926228046 0.792 1.131234508 6234.476611 4.226 4.259 3.646 3.233 2.966 2.933
thick 7 thick_disk 10.07918125 -1 0.0015467 0.7945470214 0.794 1.14988033 6237.348355 4.214 4.223 3.611 3.199 2.932 2.899
thick 7 thick_disk 10.07918125 -1 0.0015467 0.7978445888 0.797 1.185366488 6235.912318 4.188 4.155 3.544 3.131 2.864 2.831
thick 7 thick_disk 10.07918125 -1 0.0015467 0.8000000119 0.799 1.213815405 6230.171474 4.169 4.109 3.496 3.083 2.815 2.782
thick 7 thick_disk 10.07918125 -1 0.0015467 0.8036523461 0.802 1.262852548 6221.570117 4.137 4.03 3.416 3 2.732 2.699
thick 7 thick_disk 10.07918125 -1 0.0015467 0.8087481856 0.807 1.350369577 6188.708114 4.082 3.908 3.287 2.867 2.595 2.56
thick 7 thick_disk 10.07918125 -1 0.0015467 0.8097292185 0.808 1.369785753 6180.164001 4.07 3.884 3.261 2.839 2.566 2.531
