# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Jmag_2mass Hmag_2mass Ksmag_2mass F087mag F146mag F213mag
thick 7 thick_disk 10.07918125 -0.4 0.0060543 0.0899999961 0.09 0.1136717758 2497.468389 5.279 10.943 10.453 10.239 12.57 11.022 10.313
thick 7 thick_disk 10.07918125 -0.4 0.0060543 0.0992661342 0.099 0.1245812387 2664.403528 5.241 10.489 9.989 9.764 12.052 10.551 9.836
thick 7 thick_disk 10.07918125 -0.4 0.0060543 0.1177984104 0.118 0.1444949419 2856.932635 5.186 9.95 9.422 9.181 11.292 9.959 9.243
thick 7 thick_disk 10.07918125 -0.4 0.0060543 0.136330694 0.136 0.1626869229 2988.133525 5.146 9.554 9.012 8.77 10.775 9.535 8.826
thick 7 thick_disk 10.07918125 -0.4 0.0060543 0.1548629701 0.155 0.17970189 3081.768417 5.115 9.242 8.694 8.453 10.386 9.207 8.505
thick 7 thick_disk 10.07918125 -0.4 0.0060543 0.1919275075 0.191 0.2122035499 3211.441387 5.063 8.754 8.198 7.963 9.813 8.701 8.009
thick 7 thick_disk 10.07918125 -0.4 0.0060543 0.2382582128 0.237 0.2518561991 3322.767852 5.008 8.275 7.712 7.483 9.273 8.208 7.524
thick 7 thick_disk 10.07918125 -0.4 0.0060543 0.2845888734 0.283 0.2901032838 3402.51462 4.963 7.893 7.325 7.1 8.855 7.817 7.138
thick 7 thick_disk 10.07918125 -0.4 0.0060543 0.3309195936 0.33 0.3273050038 3468.166988 4.924 7.568 6.994 6.773 8.503 7.485 6.808
thick 7 thick_disk 10.07918125 -0.4 0.0060543 0.377250284 0.376 0.3674114147 3544.051303 4.881 7.25 6.669 6.451 8.156 7.158 6.484
thick 7 thick_disk 10.07918125 -0.4 0.0060543 0.4135277867 0.413 0.4022097969 3623.264176 4.842 6.985 6.396 6.181 7.862 6.884 6.21
thick 7 thick_disk 10.07918125 -0.4 0.0060543 0.4235809743 0.423 0.4120525867 3644.181508 4.831 6.916 6.325 6.111 7.785 6.812 6.139
thick 7 thick_disk 10.07918125 -0.4 0.0060543 0.4596903324 0.459 0.4501452221 3748.866715 4.79 6.637 6.036 5.827 7.472 6.522 5.851
thick 7 thick_disk 10.07918125 -0.4 0.0060543 0.4699116945 0.469 0.461054903 3777.461094 4.779 6.562 5.958 5.751 7.388 6.444 5.774
thick 7 thick_disk 10.07918125 -0.4 0.0060543 0.5162423849 0.516 0.5139876037 3959.132167 4.726 6.179 5.555 5.37 6.957 6.046 5.386
thick 7 thick_disk 10.07918125 -0.4 0.0060543 0.5625730157 0.562 0.5664383445 4202.425277 4.679 5.773 5.125 4.982 6.503 5.625 4.992
thick 7 thick_disk 10.07918125 -0.4 0.0060543 0.6089037657 0.608 0.6087691624 4504.016782 4.651 5.393 4.775 4.671 6.063 5.256 4.677
thick 7 thick_disk 10.07918125 -0.4 0.0060543 0.636492312 0.636 0.6324885165 4707.604833 4.636 5.176 4.609 4.519 5.795 5.058 4.524
thick 7 thick_disk 10.07918125 -0.4 0.0060543 0.6552344561 0.655 0.6491613352 4846.185122 4.627 5.035 4.508 4.425 5.619 4.932 4.429
thick 7 thick_disk 10.07918125 -0.4 0.0060543 0.6692957282 0.669 0.6647412736 4943.10687 4.616 4.927 4.427 4.348 5.488 4.834 4.353
thick 7 thick_disk 10.07918125 -0.4 0.0060543 0.6863277555 0.686 0.6843096192 5060.576565 4.602 4.799 4.329 4.255 5.333 4.716 4.259
thick 7 thick_disk 10.07918125 -0.4 0.0060543 0.7015650868 0.701 0.7026719946 5166.542426 4.588 4.685 4.24 4.17 5.195 4.61 4.174
thick 7 thick_disk 10.07918125 -0.4 0.0060543 0.7108176351 0.711 0.7147474998 5229.979662 4.578 4.614 4.184 4.117 5.111 4.545 4.12
thick 7 thick_disk 10.07918125 -0.4 0.0060543 0.721889019 0.722 0.7307227772 5305.178489 4.566 4.529 4.116 4.051 5.01 4.465 4.055
