# Mini Mass radius_rsun Teff_K logg Jmag_2mass Hmag_2mass Ksmag_2mass F087mag F146mag F213mag
2.299999952 2.299 2.894360648 8908.405964 3.873 0.483 0.497 0.482 0.533 0.504 0.482
2.33199358 2.331 3.061629578 8832.832605 3.831 0.375 0.386 0.371 0.429 0.396 0.371
2.370050669 2.369 3.294220343 8713.647759 3.774 0.238 0.244 0.227 0.299 0.258 0.228
2.400000095 2.399 3.51603059 8586.180222 3.723 0.12 0.121 0.103 0.189 0.14 0.103
2.423182964 2.422 3.713236791 8466.423723 3.68 0.022 0.018 -0.001 0.1 0.042 -0
2.445683956 2.445 3.939604681 8329.136894 3.633 -0.079 -0.09 -0.11 0.009 -0.059 -0.11
2.469514131 2.469 4.210683949 8163.94368 3.579 -0.191 -0.213 -0.234 -0.09 -0.172 -0.233
2.487585068 2.487 4.459155782 8020.473348 3.533 -0.284 -0.315 -0.337 -0.171 -0.265 -0.337
2.504795075 2.504 4.709259742 7890.417803 3.488 -0.377 -0.416 -0.439 -0.252 -0.358 -0.439
2.518064737 2.518 4.883741236 7828.886556 3.458 -0.443 -0.487 -0.51 -0.313 -0.425 -0.51
2.525810957 2.525 4.860183255 7952.432655 3.464 -0.458 -0.492 -0.515 -0.339 -0.439 -0.514
2.529551506 2.529 4.767082246 8122.692266 3.482 -0.449 -0.472 -0.494 -0.346 -0.43 -0.493
2.531020641 2.531 4.656425349 8294.686951 3.503 -0.432 -0.445 -0.465 -0.344 -0.413 -0.465
2.531872988 2.531 4.532654797 8489.849665 3.526 -0.413 -0.416 -0.434 -0.34 -0.394 -0.434
2.532337666 2.532 4.433560558 8673.612184 3.545 -0.398 -0.393 -0.409 -0.338 -0.379 -0.409
2.532633305 2.532 4.348631875 8859.31207 3.562 -0.387 -0.376 -0.39 -0.34 -0.369 -0.39
2.532845259 2.532 4.278116873 9040.657155 3.576 -0.381 -0.364 -0.376 -0.345 -0.362 -0.376
2.533004999 2.533 4.218447464 9172.759354 3.588 -0.372 -0.351 -0.362 -0.343 -0.353 -0.362
2.53305912 2.533 4.206807552 9101.22812 3.591 -0.354 -0.335 -0.346 -0.321 -0.335 -0.346
2.533127546 2.533 4.21553447 8961.898069 3.589 -0.337 -0.322 -0.335 -0.295 -0.318 -0.335
2.53319478 2.533 4.287978951 8784.155193 3.575 -0.343 -0.334 -0.35 -0.291 -0.324 -0.349
2.533280373 2.533 4.469435198 8554.605763 3.539 -0.392 -0.392 -0.41 -0.324 -0.373 -0.41
2.533378124 2.533 4.728818494 8331.054969 3.489 -0.474 -0.485 -0.505 -0.389 -0.455 -0.504
2.533492565 2.533 5.042578234 8109.610579 3.433 -0.57 -0.593 -0.615 -0.466 -0.551 -0.615
2.533621073 2.533 5.375918113 7890.417803 3.379 -0.661 -0.699 -0.723 -0.538 -0.643 -0.722
2.533760786 2.533 5.702333913 7678.91747 3.327 -0.742 -0.797 -0.822 -0.599 -0.725 -0.821
2.533910513 2.534 6.020778427 7473.086342 3.279 -0.815 -0.888 -0.914 -0.65 -0.8 -0.914
2.534067869 2.534 6.355542758 7269.423992 3.233 -0.881 -0.974 -1.001 -0.694 -0.867 -1.001
2.534230232 2.534 6.690408643 7072.940424 3.188 -0.94 -1.055 -1.084 -0.73 -0.929 -1.083
2.53439498 2.534 7.029956616 6880.183161 3.145 -0.993 -1.131 -1.162 -0.76 -0.986 -1.161
2.534559488 2.534 7.37144526 6695.761872 3.104 -1.041 -1.203 -1.236 -0.784 -1.039 -1.235
2.53472209 2.534 7.709969231 6520.786785 3.065 -1.083 -1.269 -1.304 -0.802 -1.085 -1.302
2.534883499 2.535 8.047345451 6353.309319 3.028 -1.121 -1.33 -1.368 -0.817 -1.128 -1.367
2.535053253 2.535 8.36281799 6192.984599 2.994 -1.153 -1.386 -1.427 -0.825 -1.165 -1.425
2.535239935 2.535 8.664682328 6035.315805 2.964 -1.174 -1.432 -1.477 -0.822 -1.192 -1.475
2.535472155 2.535 8.936195159 5874.893525 2.937 -1.182 -1.469 -1.517 -0.803 -1.207 -1.515
2.535676241 2.535 9.087672023 5755.724525 2.923 -1.169 -1.479 -1.53 -0.77 -1.201 -1.528
2.535894155 2.536 9.150664757 5644.168882 2.917 -1.137 -1.468 -1.524 -0.716 -1.174 -1.522
2.536104202 2.536 9.148557981 5544.980204 2.916 -1.093 -1.446 -1.505 -0.653 -1.137 -1.502
2.536292553 2.536 9.121213993 5461.349875 2.919 -1.047 -1.419 -1.479 -0.59 -1.096 -1.477
2.536538362 2.536 9.087672023 5359.200435 2.923 -0.989 -1.383 -1.447 -0.51 -1.045 -1.445
2.536848545 2.536 9.167536439 5238.41619 2.915 -0.948 -1.369 -1.437 -0.442 -1.012 -1.435
2.536942482 2.537 9.237461574 5203.553211 2.909 -0.946 -1.376 -1.445 -0.432 -1.013 -1.443
2.537245035 2.537 9.78706888 5105.05 2.859 -1.019 -1.471 -1.545 -0.481 -1.093 -1.543
2.537547111 2.537 10.54757555 5023.425895 2.793 -1.138 -1.611 -1.689 -0.581 -1.219 -1.686
2.537788868 2.537 11.24223463 4970.499106 2.738 -1.246 -1.731 -1.812 -0.674 -1.331 -1.809
2.538090706 2.538 12.08516669 4916.997642 2.675 -1.372 -1.871 -1.955 -0.787 -1.462 -1.952
2.538392305 2.538 12.93458934 4871.918336 2.616 -1.492 -2.003 -2.09 -0.895 -1.586 -2.087
2.538693428 2.538 13.81505585 4829.475864 2.559 -1.61 -2.132 -2.221 -1.001 -1.707 -2.218
2.538934469 2.539 14.55300387 4798.439241 2.514 -1.704 -2.235 -2.326 -1.087 -1.805 -2.323
2.539175034 2.539 15.35509985 4766.504419 2.468 -1.8 -2.339 -2.432 -1.174 -1.904 -2.429
2.539235354 2.539 15.56512615 4758.82791 2.456 -1.824 -2.365 -2.459 -1.195 -1.929 -2.456
2.539297581 2.539 15.77802518 4751.163764 2.444 -1.849 -2.392 -2.486 -1.219 -1.955 -2.484
2.539609671 2.539 16.91424609 4711.942694 2.384 -1.976 -2.529 -2.626 -1.334 -2.085 -2.623
2.539672852 2.539 17.13770429 4705.4374 2.372 -2.001 -2.556 -2.654 -1.357 -2.111 -2.651
2.539925575 2.54 18.10725613 4676.274537 2.324 -2.103 -2.665 -2.765 -1.45 -2.215 -2.762
2.540178061 2.54 19.13165959 4647.292417 2.277 -2.204 -2.774 -2.876 -1.542 -2.319 -2.873
2.540429831 2.54 20.21401785 4618.489919 2.228 -2.306 -2.884 -2.988 -1.636 -2.424 -2.985
2.540676355 2.54 21.38221267 4589.86593 2.18 -2.408 -2.993 -3.1 -1.729 -2.529 -3.097
2.540919542 2.541 22.60230051 4560.36916 2.132 -2.509 -3.103 -3.212 -1.822 -2.633 -3.209
2.541156053 2.541 23.88100749 4532.105385 2.084 -2.61 -3.212 -3.324 -1.913 -2.738 -3.321
2.541386366 2.541 25.23205629 4504.016782 2.036 -2.71 -3.32 -3.434 -2.004 -2.841 -3.431
2.541614533 2.541 26.68410524 4474.041416 1.988 -2.811 -3.429 -3.546 -2.096 -2.944 -3.543
2.541833401 2.542 28.16129648 4446.312675 1.941 -2.908 -3.53 -3.652 -2.183 -3.043 -3.649
2.54207921 2.542 29.96074752 4413.671435 1.887 -3.018 -3.645 -3.772 -2.282 -3.155 -3.769
2.542323113 2.542 31.92659807 4380.261112 1.832 -3.129 -3.761 -3.894 -2.381 -3.267 -3.891
2.542536497 2.542 33.76390307 4351.109371 1.784 -3.226 -3.863 -4.001 -2.468 -3.367 -3.998
2.542779446 2.542 35.76454011 4321.156545 1.734 -3.327 -3.969 -4.113 -2.558 -3.47 -4.109
2.542912483 2.543 36.76653012 4306.257543 1.71 -3.376 -4.019 -4.167 -2.601 -3.519 -4.163
2.543184042 2.543 34.43123851 4341.102097 1.767 -3.262 -3.9 -4.041 -2.5 -3.403 -4.037
2.543473244 2.543 32.17752563 4378.244391 1.826 -3.144 -3.776 -3.91 -2.395 -3.283 -3.907
2.543806076 2.543 30.19622445 4411.639332 1.881 -3.032 -3.659 -3.787 -2.295 -3.169 -3.783
2.544198275 2.544 28.26523788 4448.360749 1.938 -2.917 -3.538 -3.66 -2.192 -3.051 -3.657
2.544654608 2.544 26.32404623 4486.420744 2 -2.791 -3.406 -3.522 -2.08 -2.924 -3.519
2.545088768 2.545 24.53311219 4525.848374 2.062 -2.664 -3.267 -3.379 -1.964 -2.791 -3.377
2.54543066 2.545 23.0968442 4558.269515 2.113 -2.556 -3.151 -3.26 -1.867 -2.68 -3.257
2.545761585 2.545 21.76971006 4590.922908 2.165 -2.449 -3.034 -3.141 -1.77 -2.57 -3.138
2.546093225 2.546 20.52828388 4622.745665 2.216 -2.343 -2.919 -3.023 -1.674 -2.46 -3.02
2.546438217 2.546 19.35765052 4654.789007 2.267 -2.236 -2.803 -2.905 -1.577 -2.35 -2.902
2.546804428 2.547 18.26638659 4688.133821 2.318 -2.129 -2.688 -2.787 -1.48 -2.24 -2.784
2.547197819 2.547 17.24458093 4720.630413 2.368 -2.024 -2.575 -2.671 -1.384 -2.132 -2.668
2.547636509 2.547 16.2874331 4752.257886 2.418 -1.92 -2.462 -2.556 -1.289 -2.025 -2.553
2.548132658 2.548 15.39404121 4785.198964 2.467 -1.818 -2.351 -2.443 -1.196 -1.919 -2.441
2.548717499 2.548 14.55635521 4817.259036 2.515 -1.717 -2.242 -2.332 -1.104 -1.815 -2.329
2.549514771 2.549 13.69155089 4854.002548 2.569 -1.606 -2.121 -2.209 -1.004 -1.701 -2.206
2.550698757 2.55 12.78358445 4897.788194 2.628 -1.483 -1.987 -2.072 -0.893 -1.574 -2.069
2.55248642 2.552 11.92209683 4947.661737 2.689 -1.361 -1.852 -1.934 -0.784 -1.448 -1.932
2.555990696 2.556 11.16741472 5007.258356 2.747 -1.253 -1.729 -1.808 -0.692 -1.335 -1.805
2.556942701 2.557 11.07012806 5017.64579 2.755 -1.238 -1.711 -1.789 -0.679 -1.319 -1.787
2.576492786 2.576 11.44860693 5014.18092 2.729 -1.309 -1.783 -1.862 -0.749 -1.39 -1.859
2.599999905 2.6 11.91112123 5013.026495 2.699 -1.395 -1.869 -1.948 -0.835 -1.476 -1.945
2.619634628 2.62 12.33538318 5011.872336 2.671 -1.472 -1.946 -2.025 -0.911 -1.553 -2.023
2.652819157 2.653 13.19631412 5001.496854 2.618 -1.612 -2.088 -2.168 -1.049 -1.694 -2.166
2.682682991 2.683 14.09459642 4980.810284 2.565 -1.744 -2.225 -2.306 -1.175 -1.827 -2.304
2.688058138 2.688 14.2840922 4976.2249 2.556 -1.768 -2.25 -2.332 -1.198 -1.852 -2.329
2.704889297 2.705 15.01594417 4940.831009 2.514 -1.858 -2.35 -2.433 -1.279 -1.945 -2.43
2.720559835 2.721 16.1566994 4879.777273 2.453 -1.982 -2.489 -2.576 -1.386 -2.075 -2.574
2.725116015 2.725 16.98840652 4836.152643 2.41 -2.066 -2.583 -2.673 -1.458 -2.161 -2.67
2.726487875 2.727 18.18664732 4782.995805 2.352 -2.18 -2.711 -2.804 -1.557 -2.281 -2.802
2.726953268 2.727 19.41568176 4736.963082 2.295 -2.294 -2.838 -2.934 -1.658 -2.399 -2.931
2.727174044 2.727 20.67533927 4694.615194 2.24 -2.405 -2.96 -3.059 -1.757 -2.514 -3.056
2.727263451 2.727 21.67966888 4664.445252 2.199 -2.488 -3.051 -3.153 -1.831 -2.6 -3.15
2.727272749 2.728 21.81989442 4660.151117 2.194 -2.499 -3.063 -3.165 -1.841 -2.612 -3.162
2.727321625 2.728 22.8219445 4633.402194 2.155 -2.579 -3.15 -3.254 -1.913 -2.694 -3.252
2.727378845 2.728 24.06315923 4601.506078 2.108 -2.675 -3.255 -3.361 -1.999 -2.793 -3.359
2.72750783 2.728 25.18561991 4576.147349 2.068 -2.757 -3.345 -3.453 -2.073 -2.879 -3.451
2.727750301 2.728 24.56702936 4590.922908 2.091 -2.712 -3.295 -3.402 -2.032 -2.831 -3.399
2.729438067 2.73 23.28373484 4621.681361 2.137 -2.616 -3.191 -3.296 -1.946 -2.733 -3.293
2.730886459 2.731 24.72593054 4586.696458 2.085 -2.723 -3.308 -3.415 -2.043 -2.844 -3.413
2.731932402 2.732 26.58597823 4544.645372 2.022 -2.853 -3.449 -3.561 -2.159 -2.978 -3.558
2.732814789 2.733 28.50707411 4504.016782 1.962 -2.977 -3.581 -3.698 -2.27 -3.104 -3.695
2.733564377 2.734 30.48966445 4466.835922 1.904 -3.094 -3.704 -3.827 -2.374 -3.224 -3.823
2.73422432 2.734 32.79084776 4412.655266 1.84 -3.213 -3.834 -3.965 -2.475 -3.347 -3.961
2.734808683 2.735 35.29820694 4362.144019 1.777 -3.331 -3.963 -4.101 -2.576 -3.47 -4.097
2.735325813 2.735 37.64893061 4327.130569 1.72 -3.445 -4.083 -4.228 -2.677 -3.586 -4.223
2.735777378 2.736 40.37872903 4280.554196 1.659 -3.56 -4.207 -4.36 -2.775 -3.704 -4.355
2.73617506 2.736 43.04796687 4247.173475 1.604 -3.67 -4.322 -4.482 -2.872 -3.816 -4.477
2.736534595 2.736 45.81974257 4215.023497 1.55 -3.779 -4.437 -4.603 -2.969 -3.928 -4.598
2.73686409 2.736 48.84865888 4182.153799 1.495 -3.888 -4.552 -4.725 -3.065 -4.039 -4.72
2.737169266 2.736 52.0418402 4148.585069 1.44 -4 -4.674 -4.852 -3.165 -4.156 -4.847
2.737451792 2.736 55.5076249 4115.285784 1.384 -4.112 -4.796 -4.98 -3.264 -4.273 -4.975
2.737714291 2.736 59.20421742 4082.253781 1.328 -4.225 -4.919 -5.108 -3.364 -4.391 -5.103
2.737959147 2.736 63.17607562 4048.554594 1.271 -4.339 -5.043 -5.238 -3.464 -4.509 -5.232
2.738190412 2.736 67.52314232 4014.209182 1.214 -4.454 -5.168 -5.369 -3.565 -4.629 -5.364
2.738410473 2.736 72.2025681 3979.238776 1.155 -4.57 -5.296 -5.503 -3.667 -4.75 -5.497
2.738623619 2.736 77.36644561 3942.756896 1.095 -4.69 -5.426 -5.64 -3.771 -4.875 -5.634
2.738835335 2.736 83.12901697 3905.710057 1.033 -4.812 -5.56 -5.78 -3.877 -5.003 -5.774
2.739052296 2.736 89.50610218 3867.229981 0.969 -4.939 -5.699 -5.927 -3.987 -5.136 -5.921
2.739281893 2.735 96.57231557 3827.366048 0.903 -5.071 -5.842 -6.077 -4.1 -5.274 -6.071
2.739504576 2.734 103.3362375 3790.530539 0.844 -5.186 -5.967 -6.21 -4.197 -5.394 -6.203
2.739595413 2.734 106.8938317 3772.245942 0.814 -5.245 -6.031 -6.277 -4.245 -5.455 -6.27
2.739662647 2.734 110.0405227 3756.643646 0.789 -5.295 -6.085 -6.334 -4.287 -5.507 -6.328
2.73972559 2.733 113.9600536 3738.522511 0.758 -5.355 -6.15 -6.403 -4.337 -5.57 -6.397
2.73978734 2.733 119.2209683 3714.496898 0.72 -5.431 -6.233 -6.491 -4.4 -5.65 -6.484
2.739847422 2.733 126.0528429 3683.83356 0.671 -5.529 -6.338 -6.602 -4.477 -5.751 -6.595
2.739912987 2.732 134.571361 3648.379443 0.614 -5.64 -6.459 -6.73 -4.564 -5.867 -6.723
2.739984989 2.732 144.2622312 3609.940136 0.554 -5.758 -6.586 -6.864 -4.652 -5.989 -6.857
2.740067244 2.73 153.9049701 3574.374063 0.497 -5.869 -6.705 -6.992 -4.733 -6.105 -6.984
2.740123272 2.73 159.4236121 3554.67582 0.466 -5.929 -6.77 -7.061 -4.776 -6.167 -7.053
2.740128994 2.73 157.3811248 3561.229809 0.477 -5.907 -6.747 -7.036 -4.76 -6.145 -7.028
2.740136862 2.73 159.1668586 3555.494409 0.468 -5.926 -6.767 -7.057 -4.774 -6.164 -7.05
2.74014163 2.73 161.8276192 3546.500292 0.453 -5.955 -6.797 -7.09 -4.794 -6.194 -7.082
2.740147352 2.729 164.7982687 3536.714476 0.438 -5.985 -6.83 -7.124 -4.813 -6.225 -7.117
2.740154028 2.729 167.9007534 3526.143643 0.422 -6.017 -6.863 -7.16 -4.832 -6.257 -7.152
2.740162611 2.729 171.1404402 3514.795001 0.405 -6.051 -6.899 -7.199 -4.853 -6.292 -7.191
2.74017477 2.729 174.925307 3502.676269 0.385 -6.088 -6.939 -7.242 -4.877 -6.331 -7.234
2.740193844 2.729 184.6089044 3472.961749 0.339 -6.179 -7.037 -7.346 -4.934 -6.425 -7.337
2.740213394 2.728 151.0611007 3585.089483 0.513 -5.836 -6.67 -6.955 -4.709 -6.071 -6.947
2.740213633 2.728 160.7876341 3549.768245 0.459 -5.942 -6.784 -7.076 -4.784 -6.181 -7.068
2.740213871 2.728 170.2756884 3515.604405 0.41 -6.038 -6.887 -7.186 -4.842 -6.28 -7.178
2.740214109 2.728 169.3763013 3518.843888 0.413 -6.031 -6.879 -7.177 -4.838 -6.272 -7.169
2.740214348 2.728 160.7876341 3549.768245 0.459 -5.943 -6.785 -7.077 -4.785 -6.182 -7.069
2.740214586 2.728 159.6807798 3553.85742 0.465 -5.931 -6.772 -7.063 -4.777 -6.169 -7.055
2.740214825 2.728 162.4249138 3544.051303 0.45 -5.96 -6.803 -7.096 -4.796 -6.199 -7.088
2.740215302 2.728 164.9501234 3535.086134 0.437 -5.986 -6.83 -7.125 -4.812 -6.226 -7.118
2.74021554 2.728 163.2122098 3541.604004 0.446 -5.969 -6.813 -7.106 -4.802 -6.208 -7.098
2.740215778 2.728 161.0470021 3548.950974 0.457 -5.947 -6.789 -7.081 -4.788 -6.186 -7.073
2.740216732 2.728 160.7876341 3549.768245 0.458 -5.944 -6.786 -7.078 -4.787 -6.183 -7.07
2.740217924 2.728 160.1963604 3552.221185 0.462 -5.937 -6.778 -7.069 -4.781 -6.175 -7.062
2.740219593 2.728 160.2701505 3551.40335 0.461 -5.938 -6.78 -7.071 -4.782 -6.177 -7.064
2.740221262 2.728 160.8616966 3548.950974 0.458 -5.944 -6.786 -7.078 -4.786 -6.183 -7.071
2.740223169 2.728 161.3810901 3547.316998 0.456 -5.948 -6.791 -7.083 -4.789 -6.187 -7.075
2.740226269 2.728 161.7903613 3544.867445 0.453 -5.953 -6.796 -7.088 -4.79 -6.192 -7.081
2.740234852 2.728 168.4816647 3522.086356 0.418 -6.022 -6.869 -7.167 -4.833 -6.263 -7.159
2.740239859 2.728 173.4014181 3505.903839 0.393 -6.072 -6.922 -7.224 -4.864 -6.314 -7.216
2.740243912 2.728 176.5845264 3496.23004 0.378 -6.101 -6.954 -7.257 -4.883 -6.345 -7.249
2.740249395 2.728 184.1843157 3472.961749 0.341 -6.174 -7.031 -7.34 -4.928 -6.42 -7.332
2.740256786 2.727 196.0435891 3438.745222 0.287 -6.281 -7.144 -7.461 -4.983 -6.529 -7.453
2.740265608 2.727 204.669272 3414.286808 0.249 -6.354 -7.221 -7.544 -5.018 -6.603 -7.535
2.740278721 2.726 212.5458574 3393.126102 0.215 -6.42 -7.291 -7.619 -5.05 -6.671 -7.61
2.74028635 2.726 213.3303495 3390.783023 0.212 -6.426 -7.297 -7.626 -5.052 -6.677 -7.617
2.740286827 2.726 199.6423369 3425.310927 0.27 -6.31 -7.175 -7.495 -4.991 -6.559 -7.487
2.740287066 2.726 205.708693 3409.573053 0.244 -6.362 -7.23 -7.554 -5.019 -6.612 -7.545
2.740287304 2.726 211.5205879 3395.4708 0.22 -6.41 -7.28 -7.608 -5.044 -6.661 -7.599
2.740287781 2.726 213.772898 3389.221869 0.211 -6.428 -7.299 -7.629 -5.053 -6.679 -7.62
2.740288019 2.726 208.2824343 3404.081897 0.234 -6.383 -7.252 -7.577 -5.031 -6.633 -7.569
2.740288258 2.726 180.4897922 3484.175319 0.357 -6.141 -6.996 -7.302 -4.908 -6.386 -7.294
2.740288734 2.726 217.046429 3379.091874 0.198 -6.453 -7.325 -7.657 -5.054 -6.704 -7.648
2.740288973 2.726 224.0023863 3358.922627 0.17 -6.504 -7.379 -7.717 -5.06 -6.756 -7.707
2.740293026 2.726 175.5305222 3498.645985 0.382 -6.092 -6.944 -7.247 -4.876 -6.335 -7.239
2.740295887 2.726 166.4380599 3529.392837 0.429 -6 -6.846 -7.143 -4.819 -6.241 -7.135
2.74029851 2.726 162.9118385 3540.788614 0.447 -5.963 -6.807 -7.101 -4.796 -6.203 -7.093
2.740301371 2.726 164.8362193 3534.272244 0.436 -5.985 -6.83 -7.125 -4.81 -6.225 -7.117
