# Mini Mass radius_rsun Teff_K logg Jmag_2mass Hmag_2mass Ksmag_2mass F087mag F146mag F213mag
1.145500541 0.926 104.0764918 3360.469825 0.368 -4.836 -5.72 -6.05 -3.398 -5.091 -6.04
1.145501018 0.923 137.2311317 3195.950175 0.126 -5.293 -6.197 -6.571 -3.38 -5.544 -6.557
1.145501494 0.919 172.5252418 3064.784905 -0.075 -5.665 -6.586 -6.994 -3.32 -5.905 -6.972
1.14550209 0.915 199.6423369 2983.321102 -0.204 -5.9 -6.829 -7.254 -3.343 -6.125 -7.222
1.145502806 0.91 215.3538523 2941.033694 -0.271 -6.018 -6.95 -7.382 -3.363 -6.233 -7.345
1.145503521 0.904 222.2043951 2922.133142 -0.302 -6.067 -7.001 -7.435 -3.372 -6.277 -7.395
1.145504355 0.898 225.9189416 2911.387413 -0.319 -6.09 -7.025 -7.461 -3.373 -6.298 -7.42
1.145504355 0.897 161.0099239 3096.706174 -0.026 -5.545 -6.463 -6.864 -3.373 -6.298 -7.42
1.145504475 0.896 118.1823564 3275.668919 0.243 -5.039 -5.934 -6.288 -3.378 -5.295 -6.276
1.145504713 0.894 86.84656483 3464.974158 0.51 -4.529 -5.397 -5.701 -3.275 -4.779 -5.692
1.145505071 0.891 90.48001103 3437.953513 0.472 -4.598 -5.47 -5.78 -3.3 -4.849 -5.771
1.145505428 0.887 112.2929897 3302.934794 0.283 -4.952 -5.844 -6.189 -3.378 -5.209 -6.179
1.145505905 0.882 147.7585583 3139.062769 0.041 -5.401 -6.312 -6.702 -3.296 -5.649 -6.685
1.145506501 0.877 185.5891766 3008.153544 -0.159 -5.766 -6.693 -7.113 -3.269 -5.997 -7.085
1.145507216 0.87 214.8090848 2926.173009 -0.289 -5.996 -6.93 -7.364 -3.311 -6.207 -7.324
1.145508051 0.863 231.3942937 2883.367507 -0.358 -6.112 -7.049 -7.49 -3.335 -6.312 -7.445
1.145508885 0.855 239.0851735 2862.859271 -0.39 -6.161 -7.098 -7.543 -3.346 -6.355 -7.494
1.145509839 0.846 243.1938818 2851.674814 -0.409 -6.184 -7.122 -7.569 -3.347 -6.374 -7.518
1.145509839 0.845 176.300135 3028.307694 -0.13 -5.673 -6.599 -7.015 -3.347 -6.374 -7.518
1.145509958 0.843 129.1375804 3208.484902 0.138 -5.173 -6.076 -6.447 -3.299 -5.426 -6.434
1.145510197 0.839 94.50453398 3400.948065 0.408 -4.662 -5.54 -5.86 -3.305 -4.916 -5.851
1.145510554 0.834 98.70806646 3372.096543 0.369 -4.73 -5.612 -5.94 -3.318 -4.986 -5.93
1.145510912 0.828 122.3073749 3236.681757 0.178 -5.079 -5.979 -6.344 -3.291 -5.334 -6.333
1.145511389 0.821 160.8246611 3071.849964 -0.063 -5.517 -6.438 -6.845 -3.191 -5.758 -6.823
1.145511985 0.812 201.6288369 2939.679609 -0.265 -5.874 -6.807 -7.24 -3.218 -6.089 -7.202
1.1455127 0.801 233.2666459 2856.932635 -0.396 -6.098 -7.036 -7.483 -3.271 -6.29 -7.432
1.145513535 0.79 251.1034299 2814.49188 -0.467 -6.209 -7.149 -7.602 -3.302 -6.386 -7.545
1.145514369 0.777 259.6286678 2795.117054 -0.502 -6.256 -7.196 -7.652 -3.316 -6.426 -7.592
1.145515323 0.763 263.4223652 2786.121169 -0.524 -6.276 -7.217 -7.676 -3.321 -6.444 -7.615
1.145515323 0.762 193.6210829 2958.693653 -0.257 -5.805 -6.737 -7.168 -3.321 -6.444 -7.615
1.145515442 0.758 141.2058355 3147.023602 0.016 -5.307 -6.217 -6.608 -3.222 -5.557 -6.592
1.14551568 0.752 102.1533574 3355.05775 0.293 -4.793 -5.675 -6.009 -3.341 -5.047 -5.999
1.145516038 0.743 106.1824263 3332.728996 0.254 -4.858 -5.743 -6.084 -3.356 -5.113 -6.073
1.145516396 0.732 131.0848933 3201.105592 0.064 -5.197 -6.099 -6.477 -3.293 -5.449 -6.463
1.145516992 0.718 171.1404402 3040.184917 -0.176 -5.621 -6.544 -6.964 -3.19 -5.858 -6.94
1.145517588 0.702 213.183037 2915.412423 -0.376 -5.961 -6.899 -7.345 -3.23 -6.173 -7.305
1.145518303 0.683 243.1938818 2848.393592 -0.502 -6.163 -7.11 -7.574 -3.284 -6.358 -7.524
1.145519018 0.663 256.8340764 2831.391996 -0.563 -6.255 -7.206 -7.681 -3.336 -6.447 -7.629
1.145519972 0.641 258.1384184 2850.361872 -0.582 -6.27 -7.229 -7.715 -3.369 -6.474 -7.666
1.145520926 0.618 252.7275835 2894.009817 -0.579 -6.26 -7.222 -7.713 -3.424 -6.482 -7.672
1.145523429 0.546 3.335436253e-06 10000 1.752 30.019 30.042 30.052 29.986 30.033 30.051
