# Mini Mass radius_rsun Teff_K logg Jmag_2mass Hmag_2mass Ksmag_2mass F087mag F146mag F213mag
1.067837 0.79 196.4502767 2949.171308 -0.254 -5.828 -6.76 -7.192 -3.189 -6.045 -7.156
1.067837357 0.785 211.5692979 2908.037483 -0.32 -5.942 -6.877 -7.315 -3.217 -6.149 -7.273
1.067837715 0.779 217.8475323 2890.679882 -0.349 -5.987 -6.925 -7.366 -3.224 -6.19 -7.321
1.067838192 0.774 220.6747508 2882.039973 -0.364 -6.005 -6.944 -7.387 -3.224 -6.206 -7.341
1.067838192 0.773 151.0263216 3092.43087 -0.035 -5.402 -6.32 -6.724 -3.224 -6.206 -7.341
1.067838311 0.772 108.8310063 3286.245467 0.249 -4.87 -5.764 -6.114 -3.243 -5.126 -6.104
1.06783843 0.77 80.69611836 3474.561475 0.509 -4.379 -5.244 -5.546 -3.136 -4.628 -5.538
1.06783855 0.767 84.51866816 3444.292294 0.467 -4.455 -5.325 -5.635 -3.167 -4.706 -5.626
1.067838788 0.764 106.1579797 3300.653995 0.266 -4.829 -5.72 -6.067 -3.245 -5.085 -6.057
1.067839026 0.76 141.2058355 3128.959919 0.017 -5.29 -6.203 -6.597 -3.147 -5.537 -6.579
1.067839265 0.755 177.972395 2995.021884 -0.188 -5.661 -6.59 -7.013 -3.13 -5.889 -6.983
1.067839622 0.749 206.0879716 2912.728465 -0.318 -5.891 -6.826 -7.264 -3.174 -6.099 -7.222
1.06783998 0.743 221.5912691 2872.764332 -0.385 -6.002 -6.941 -7.387 -3.2 -6.2 -7.34
1.067840457 0.736 227.9568488 2856.932635 -0.414 -6.046 -6.985 -7.435 -3.211 -6.239 -7.385
1.067840934 0.728 230.5964647 2850.361872 -0.428 -6.063 -7.003 -7.454 -3.215 -6.254 -7.403
1.067840934 0.728 159.1668586 3057.736096 -0.107 -5.482 -6.404 -6.816 -3.215 -6.254 -7.403
1.067841053 0.726 114.5388042 3255.367325 0.179 -4.952 -5.848 -6.21 -3.222 -5.207 -6.199
1.067841172 0.724 84.51866816 3448.259966 0.441 -4.459 -5.327 -5.638 -3.178 -4.709 -5.628
1.067841291 0.721 88.4815343 3419.007079 0.399 -4.534 -5.407 -5.725 -3.207 -4.787 -5.715
1.06784153 0.716 111.0587152 3275.668919 0.199 -4.904 -5.797 -6.153 -3.239 -5.159 -6.142
1.067841768 0.711 147.2830078 3104.559588 -0.049 -5.358 -6.275 -6.677 -3.124 -5.604 -6.659
1.067842126 0.705 185.4183213 2971.666032 -0.253 -5.723 -6.654 -7.086 -3.129 -5.947 -7.053
1.067842483 0.698 214.1670452 2892.011396 -0.382 -5.947 -6.886 -7.334 -3.173 -6.152 -7.29
1.067842841 0.69 229.4841235 2855.617271 -0.448 -6.054 -6.996 -7.452 -3.205 -6.248 -7.402
1.067843318 0.682 235.5877177 2844.461107 -0.475 -6.093 -7.037 -7.497 -3.219 -6.284 -7.446
1.067843795 0.672 237.2207337 2844.461107 -0.488 -6.106 -7.052 -7.514 -3.227 -6.299 -7.463
1.06784761 0.534 3.335436253e-06 10000 1.83 30.019 30.042 30.052 29.986 30.033 30.051
