# Mini Mass radius_rsun Teff_K logg Jmag_2mass Hmag_2mass Ksmag_2mass F087mag F146mag F213mag
0.8031721115 0.803 0.7408881436 5037.325328 4.601 4.616 4.147 4.071 5.158 4.535 4.074
0.8500000238 0.85 0.7864165505 5260.172664 4.573 4.365 3.949 3.881 4.857 4.301 3.885
0.865108788 0.865 0.8038085934 5327.212243 4.562 4.285 3.884 3.818 4.762 4.226 3.821
0.8999999762 0.899 0.8436312233 5482.769649 4.537 4.104 3.736 3.676 4.55 4.055 3.679
0.9047046304 0.904 0.8494789955 5501.739205 4.533 4.08 3.716 3.656 4.522 4.032 3.659
0.9276072979 0.927 0.8797365684 5596.287274 4.514 3.963 3.617 3.562 4.388 3.921 3.564
0.9487841725 0.948 0.9087672023 5683.292391 4.495 3.856 3.524 3.472 4.265 3.817 3.475
0.9499999881 0.949 0.9106524175 5687.219627 4.494 3.849 3.519 3.467 4.258 3.812 3.47
0.9683384895 0.968 0.9396208494 5755.724525 4.475 3.754 3.435 3.386 4.151 3.719 3.388
0.9865479469 0.986 0.9692875731 5822.372674 4.456 3.66 3.353 3.306 4.046 3.629 3.308
1 1 0.992550574 5870.836694 4.442 3.591 3.292 3.246 3.969 3.562 3.249
1.015212417 1.015 1.02059314 5921.067336 4.424 3.511 3.22 3.177 3.881 3.484 3.179
1.032921672 1.032 1.055972589 5977.230447 4.402 3.418 3.137 3.095 3.78 3.394 3.097
1.049458504 1.049 1.089563748 6028.371389 4.381 3.331 3.057 3.017 3.684 3.308 3.019
1.049999952 1.049 1.090316652 6029.759633 4.381 3.328 3.054 3.015 3.681 3.306 3.017
1.060029626 1.059 1.113147319 6057.591739 4.367 3.274 3.004 2.965 3.623 3.253 2.967
1.07630837 1.075 1.151735212 6100.985601 4.344 3.185 2.922 2.884 3.528 3.166 2.886
1.091334581 1.09 1.188372641 6139.033454 4.323 3.103 2.845 2.809 3.441 3.085 2.811
1.100000024 1.099 1.211023707 6158.855291 4.31 3.055 2.801 2.765 3.391 3.038 2.767
1.11430943 1.113 1.249259454 6187.283276 4.288 2.978 2.728 2.693 3.31 2.962 2.694
1.127952099 1.127 1.287219603 6208.690342 4.268 2.906 2.659 2.624 3.235 2.891 2.626
1.140121698 1.139 1.324197138 6224.435916 4.248 2.84 2.595 2.561 3.166 2.825 2.562
1.149999976 1.149 1.355978005 6240.221421 4.231 2.782 2.54 2.505 3.106 2.768 2.507
1.169065118 1.168 1.420210257 6235.912318 4.198 2.684 2.442 2.407 3.009 2.67 2.409
1.184696674 1.184 1.475205914 6221.570117 4.171 2.607 2.363 2.327 2.933 2.592 2.329
1.19015038 1.189 1.501594417 6234.476611 4.158 2.564 2.322 2.287 2.889 2.55 2.289
1.194179654 1.193 1.524588519 6251.726928 4.146 2.525 2.286 2.251 2.848 2.512 2.253
1.196711183 1.196 1.542242422 6273.35696 4.136 2.492 2.255 2.221 2.811 2.479 2.223
1.198389411 1.197 1.561538315 6299.411805 4.127 2.458 2.225 2.191 2.774 2.446 2.193
1.198966146 1.198 1.573448906 6315.387454 4.12 2.435 2.204 2.171 2.749 2.423 2.173
1.200000048 1.199 1.579620076 6313.933449 4.117 2.426 2.196 2.163 2.74 2.415 2.164
1.221644282 1.221 1.710222614 6292.163513 4.056 2.261 2.028 1.994 2.579 2.249 1.996
1.239462972 1.238 1.834225154 6245.971525 4.001 2.124 1.885 1.85 2.448 2.111 1.852
1.25 1.249 1.919343229 6208.690342 3.965 2.039 1.795 1.758 2.367 2.024 1.76
1.258473515 1.258 2.0005649 6151.768727 3.932 1.968 1.716 1.678 2.304 1.951 1.68
1.269729972 1.269 2.142163646 6017.27694 3.877 1.869 1.596 1.555 2.225 1.847 1.557
1.279333591 1.278 2.286402282 5787.619883 3.823 1.814 1.503 1.454 2.208 1.782 1.456
1.285690904 1.285 2.404100644 5541.15119 3.783 1.812 1.454 1.396 2.251 1.766 1.399
1.288680434 1.288 2.473731987 5400.077591 3.758 1.815 1.428 1.366 2.283 1.761 1.368
1.290420294 1.29 2.520302353 5316.183951 3.743 1.817 1.411 1.346 2.303 1.757 1.348
1.29183805 1.291 2.570115524 5255.330096 3.726 1.806 1.386 1.319 2.305 1.742 1.321
1.292873025 1.292 2.613079632 5217.951042 3.712 1.788 1.36 1.291 2.296 1.721 1.293
1.294125676 1.293 2.673946076 5176.06832 3.693 1.761 1.323 1.252 2.279 1.691 1.255
1.295814514 1.295 2.759005999 5125.072342 3.666 1.721 1.27 1.197 2.251 1.647 1.2
1.297352672 1.296 2.842841488 5083.935125 3.641 1.679 1.217 1.143 2.218 1.601 1.146
1.299999952 1.299 3.018232178 5048.937562 3.59 1.568 1.098 1.022 2.116 1.488 1.025
1.300098658 1.299 3.023100916 5047.775135 3.588 1.564 1.094 1.018 2.112 1.484 1.021
1.303035736 1.302 3.228142108 5018.801279 3.532 1.438 0.961 0.883 1.993 1.355 0.886
1.306027174 1.305 3.474182632 4993.441887 3.469 1.293 0.809 0.731 1.855 1.208 0.734
1.308544278 1.308 3.719226648 4972.788632 3.411 1.157 0.668 0.588 1.724 1.07 0.591
1.310851216 1.31 3.984305628 4953.361223 3.351 1.018 0.524 0.443 1.591 0.929 0.446
1.312879324 1.312 4.265330074 4932.873745 3.293 0.882 0.383 0.301 1.46 0.792 0.304
1.314777494 1.314 4.578810234 4911.339996 3.232 0.741 0.236 0.153 1.324 0.648 0.156
1.316355705 1.315 4.89274571 4889.90025 3.176 0.61 0.1 0.016 1.2 0.516 0.019
1.317812681 1.317 5.230613674 4867.4332 3.118 0.478 -0.038 -0.123 1.073 0.382 -0.12
1.319085121 1.318 5.578952257 4845.069375 3.062 0.351 -0.171 -0.257 0.952 0.252 -0.255
1.320210457 1.319 5.943642026 4822.808304 3.007 0.226 -0.302 -0.389 0.834 0.126 -0.386
1.321205735 1.32 6.327798553 4799.544249 2.954 0.106 -0.428 -0.517 0.72 0.003 -0.515
1.322087645 1.321 6.721290167 4776.392415 2.902 -0.011 -0.551 -0.642 0.609 -0.116 -0.639
1.322898507 1.322 7.139250898 4753.352259 2.849 -0.129 -0.676 -0.767 0.499 -0.236 -0.765
1.323642969 1.322 7.586695348 4729.334149 2.796 -0.245 -0.799 -0.892 0.389 -0.355 -0.889
1.324300408 1.323 8.039936984 4706.520991 2.747 -0.355 -0.916 -1.01 0.286 -0.467 -1.008
1.324919939 1.324 8.514372469 4682.739514 2.697 -0.465 -1.032 -1.128 0.183 -0.58 -1.125
1.325497866 1.324 8.967113046 4661.22428 2.652 -0.563 -1.135 -1.233 0.092 -0.679 -1.231
1.326095223 1.325 9.417868992 4640.876378 2.61 -0.656 -1.235 -1.334 0.005 -0.775 -1.331
1.326611996 1.325 9.708511398 4629.136638 2.584 -0.713 -1.296 -1.396 -0.049 -0.834 -1.393
1.326953888 1.326 9.483150541 4640.876378 2.604 -0.671 -1.25 -1.349 -0.011 -0.79 -1.346
1.32742846 1.326 8.987784377 4666.593803 2.651 -0.572 -1.143 -1.241 0.081 -0.688 -1.238
1.327458143 1.326 8.958857832 4668.743344 2.654 -0.566 -1.136 -1.234 0.086 -0.682 -1.231
1.327534556 1.326 9.037590201 4664.445252 2.646 -0.582 -1.154 -1.252 0.071 -0.699 -1.249
1.328050137 1.326 9.628367202 4637.671681 2.591 -0.702 -1.281 -1.381 -0.04 -0.821 -1.378
1.328578114 1.327 10.2790421 4608.92881 2.534 -0.825 -1.413 -1.516 -0.155 -0.948 -1.513
1.329057813 1.327 10.95601567 4581.418867 2.479 -0.945 -1.541 -1.645 -0.267 -1.071 -1.642
1.32950139 1.328 11.68295341 4553.024633 2.424 -1.065 -1.669 -1.775 -0.378 -1.194 -1.772
1.32991302 1.328 12.44952108 4523.764623 2.368 -1.185 -1.797 -1.906 -0.489 -1.317 -1.903
1.330286264 1.328 13.26027848 4495.727713 2.313 -1.303 -1.923 -2.035 -0.598 -1.438 -2.032
1.330631256 1.329 14.13034107 4466.835922 2.258 -1.421 -2.049 -2.163 -0.707 -1.559 -2.16
1.330956459 1.329 15.07483769 4438.129803 2.202 -1.54 -2.177 -2.294 -0.817 -1.682 -2.291
1.331247687 1.329 16.04547746 4409.608165 2.148 -1.656 -2.302 -2.422 -0.923 -1.802 -2.418
1.331514358 1.329 17.08648166 4380.261112 2.093 -1.772 -2.426 -2.549 -1.029 -1.921 -2.545
1.331758976 1.329 18.19502451 4351.109371 2.039 -1.886 -2.549 -2.675 -1.134 -2.039 -2.672
1.331987858 1.329 19.37548779 4322.151642 1.984 -2.002 -2.673 -2.803 -1.24 -2.158 -2.799
1.332192421 1.329 20.60879716 4293.386635 1.93 -2.113 -2.788 -2.923 -1.34 -2.27 -2.92
1.332387328 1.329 21.9913882 4262.849499 1.875 -2.227 -2.906 -3.047 -1.443 -2.386 -3.044
1.332561612 1.329 23.36429305 4234.479162 1.821 -2.336 -3.02 -3.167 -1.541 -2.497 -3.163
1.332724452 1.329 24.89159034 4205.329212 1.767 -2.447 -3.134 -3.288 -1.641 -2.609 -3.284
1.332874775 1.329 26.46992098 4175.418393 1.713 -2.557 -3.248 -3.409 -1.739 -2.721 -3.404
1.333013535 1.329 28.16778161 4146.675015 1.659 -2.666 -3.362 -3.529 -1.837 -2.832 -3.524
1.333141923 1.329 29.9883551 4117.18138 1.605 -2.775 -3.476 -3.649 -1.933 -2.943 -3.644
1.33325994 1.329 31.88986236 4087.897521 1.552 -2.882 -3.588 -3.768 -2.028 -3.053 -3.763
1.333368659 1.329 33.91194076 4058.821947 1.498 -2.988 -3.699 -3.887 -2.122 -3.161 -3.881
1.333470941 1.329 36.07884657 4029.025351 1.444 -3.099 -3.819 -4.011 -2.221 -3.276 -4.006
1.333562732 1.328 38.32239517 4000.36851 1.392 -3.206 -3.934 -4.132 -2.316 -3.387 -4.126
1.333647489 1.328 40.6773493 3971.001033 1.339 -3.312 -4.049 -4.252 -2.41 -3.498 -4.247
1.333728552 1.328 43.2964855 3940.941607 1.286 -3.422 -4.167 -4.376 -2.506 -3.611 -4.37
1.333800793 1.327 45.95710306 3912.010394 1.234 -3.526 -4.28 -4.494 -2.598 -3.72 -4.488
1.333869457 1.327 48.80368832 3882.397512 1.181 -3.632 -4.395 -4.614 -2.69 -3.83 -4.608
1.333934665 1.327 51.88629313 3853.008792 1.128 -3.739 -4.511 -4.735 -2.783 -3.941 -4.729
1.33399272 1.326 54.97340592 3823.842537 1.078 -3.84 -4.621 -4.851 -2.871 -4.047 -4.845
1.334047794 1.326 58.33814893 3794.023355 1.026 -3.943 -4.732 -4.968 -2.959 -4.154 -4.962
1.334100008 1.325 61.9088369 3764.436711 0.974 -4.048 -4.845 -5.087 -3.047 -4.263 -5.08
1.334159732 1.324 66.68876039 3726.490342 0.91 -4.176 -4.983 -5.233 -3.155 -4.397 -5.226
1.334213615 1.323 71.63951629 3689.775986 0.847 -4.302 -5.118 -5.375 -3.256 -4.527 -5.368
1.334263563 1.322 76.90465794 3652.582214 0.784 -4.427 -5.252 -5.516 -3.356 -4.656 -5.509
1.334309816 1.321 82.59478839 3614.930899 0.722 -4.55 -5.384 -5.655 -3.451 -4.784 -5.648
1.334352851 1.32 88.66508706 3578.491583 0.66 -4.672 -5.515 -5.794 -3.541 -4.91 -5.787
1.334392548 1.318 95.15960811 3540.788614 0.599 -4.793 -5.644 -5.932 -3.628 -5.035 -5.924
1.334429979 1.317 102.1298384 3503.482883 0.537 -4.916 -5.774 -6.07 -3.707 -5.161 -6.062
1.334464431 1.315 109.4845014 3466.570205 0.476 -5.035 -5.901 -6.206 -3.782 -5.285 -6.198
1.334496856 1.313 117.4228575 3429.256733 0.415 -5.156 -6.028 -6.342 -3.844 -5.407 -6.333
1.334527135 1.311 125.6471508 3392.344895 0.354 -5.275 -6.152 -6.476 -3.904 -5.528 -6.467
1.334555507 1.309 134.6643518 3355.05775 0.294 -5.393 -6.275 -6.608 -3.941 -5.647 -6.599
1.334581613 1.306 143.996735 3318.180448 0.235 -5.507 -6.393 -6.737 -3.97 -5.762 -6.727
1.334607005 1.303 153.4803019 3283.220116 0.179 -5.614 -6.505 -6.859 -3.973 -5.869 -6.848
1.334614158 1.303 156.0100747 3273.406949 0.164 -5.643 -6.535 -6.892 -3.972 -5.898 -6.881
1.334614158 1.303 10.99645357 4717.370643 2.468 -1.043 -1.597 -1.693 -3.972 -5.898 -6.881
1.33492291 1.303 11.19573589 4707.604833 2.452 -1.077 -1.633 -1.729 -0.434 -1.187 -1.727
1.335243106 1.303 11.27593711 4704.354057 2.446 -1.09 -1.647 -1.744 -0.446 -1.201 -1.741
1.335565209 1.304 11.26555637 4706.520991 2.447 -1.09 -1.646 -1.743 -0.447 -1.2 -1.74
1.335888624 1.304 11.23705858 4709.773264 2.45 -1.085 -1.641 -1.737 -0.443 -1.195 -1.734
1.33621943 1.304 11.19058125 4714.113124 2.453 -1.08 -1.634 -1.73 -0.439 -1.19 -1.728
1.336539864 1.305 11.14429616 4718.456982 2.456 -1.075 -1.628 -1.724 -0.435 -1.184 -1.721
1.336864829 1.305 11.11610511 4721.717503 2.459 -1.071 -1.622 -1.718 -0.432 -1.179 -1.715
1.337188363 1.305 11.08798539 4724.980277 2.462 -1.066 -1.617 -1.712 -0.428 -1.174 -1.71
1.337495923 1.306 11.05993679 4728.245305 2.464 -1.062 -1.612 -1.707 -0.425 -1.17 -1.705
1.33779788 1.306 11.03195915 4731.51259 2.466 -1.059 -1.609 -1.704 -0.423 -1.167 -1.701
1.338119388 1.307 11.00405227 4734.782132 2.468 -1.057 -1.605 -1.7 -0.421 -1.164 -1.697
1.338425398 1.307 10.99392183 4736.963082 2.47 -1.055 -1.603 -1.697 -0.42 -1.162 -1.695
1.338732123 1.307 10.97116243 4739.145036 2.471 -1.053 -1.601 -1.695 -0.419 -1.16 -1.692
1.339069366 1.308 10.96106227 4741.327996 2.472 -1.052 -1.599 -1.693 -0.419 -1.159 -1.69
1.339106798 1.308 10.96106227 4741.327996 2.472 -1.052 -1.599 -1.693 -0.419 -1.159 -1.69
1.33914268 1.308 10.95601567 4742.419853 2.472 -1.052 -1.598 -1.693 -0.419 -1.159 -1.69
1.339470863 1.308 10.94592945 4744.604321 2.473 -1.051 -1.597 -1.691 -0.419 -1.158 -1.689
1.339800239 1.308 10.94088983 4745.696932 2.474 -1.051 -1.596 -1.691 -0.419 -1.157 -1.688
1.34012568 1.309 10.93585252 4746.789795 2.474 -1.052 -1.597 -1.691 -0.42 -1.158 -1.688
1.340465665 1.309 10.94340935 4747.882909 2.474 -1.053 -1.597 -1.691 -0.421 -1.159 -1.689
1.340803385 1.31 10.9509714 4748.976276 2.474 -1.055 -1.599 -1.693 -0.423 -1.161 -1.69
1.341146588 1.31 10.96358643 4748.976276 2.473 -1.058 -1.602 -1.696 -0.427 -1.164 -1.693
1.341444135 1.31 10.976216 4748.976276 2.471 -1.061 -1.605 -1.699 -0.43 -1.167 -1.697
1.341482282 1.31 10.98886011 4748.976276 2.471 -1.062 -1.606 -1.7 -0.43 -1.168 -1.697
1.341788769 1.311 11.01926544 4747.882909 2.469 -1.067 -1.611 -1.705 -0.435 -1.173 -1.702
1.342101335 1.311 11.0497549 4746.789795 2.466 -1.073 -1.618 -1.712 -0.441 -1.179 -1.709
1.342420101 1.311 11.0982025 4744.604321 2.463 -1.08 -1.626 -1.72 -0.448 -1.187 -1.717
1.342728496 1.312 11.14686252 4742.419853 2.459 -1.09 -1.635 -1.73 -0.456 -1.196 -1.727
1.343044519 1.312 11.21379584 4739.145036 2.453 -1.101 -1.648 -1.743 -0.467 -1.208 -1.74
1.343353748 1.312 11.29932876 4734.782132 2.447 -1.114 -1.662 -1.757 -0.479 -1.221 -1.755
1.343658209 1.313 11.38551408 4730.423244 2.44 -1.129 -1.678 -1.774 -0.492 -1.237 -1.771
1.343968868 1.313 11.50939897 4723.892435 2.431 -1.149 -1.7 -1.796 -0.51 -1.257 -1.793
1.344284177 1.313 11.6910265 4714.113124 2.418 -1.176 -1.729 -1.825 -0.534 -1.285 -1.822
1.34460628 1.314 11.89467677 4703.270964 2.403 -1.207 -1.763 -1.86 -0.562 -1.317 -1.857
1.344918728 1.314 12.2391891 4684.896492 2.378 -1.258 -1.819 -1.918 -0.609 -1.37 -1.915
1.34515214 1.314 12.98830998 4648.362619 2.327 -1.362 -1.933 -2.034 -0.701 -1.477 -2.031
1.345269561 1.315 13.85009157 4608.92881 2.271 -1.476 -2.058 -2.162 -0.804 -1.596 -2.16
1.345330477 1.315 14.80991769 4568.777412 2.213 -1.596 -2.189 -2.297 -0.912 -1.72 -2.294
1.345358253 1.315 15.75261449 4533.149061 2.16 -1.705 -2.308 -2.419 -1.009 -1.833 -2.416
1.34537375 1.315 16.75531685 4497.798549 2.106 -1.814 -2.429 -2.542 -1.108 -1.947 -2.539
1.34538281 1.315 17.77266868 4463.751406 2.054 -1.921 -2.545 -2.662 -1.203 -2.057 -2.659
1.34538877 1.315 18.79111909 4432.002534 2.006 -2.019 -2.653 -2.772 -1.291 -2.159 -2.769
1.345389485 1.315 18.93444784 4427.922388 2 -2.031 -2.666 -2.786 -1.302 -2.172 -2.783
1.345389605 1.315 18.95625948 4427.922388 1.999 -2.033 -2.668 -2.788 -1.304 -2.174 -2.785
1.345395327 1.315 20.21867283 4392.380957 1.943 -2.146 -2.787 -2.913 -1.405 -2.289 -2.91
1.345400095 1.315 21.26437609 4365.158322 1.899 -2.234 -2.88 -3.011 -1.483 -2.379 -3.007
1.345404863 1.315 21.93070762 4348.104769 1.872 -2.29 -2.938 -3.072 -1.532 -2.435 -3.068
1.34540987 1.315 22.44670737 4335.108784 1.852 -2.33 -2.98 -3.116 -1.568 -2.476 -3.113
1.345423222 1.315 22.50881568 4334.110703 1.849 -2.335 -2.985 -3.122 -1.573 -2.482 -3.118
1.34543097 1.315 21.9913882 4347.103696 1.869 -2.295 -2.943 -3.077 -1.537 -2.441 -3.074
1.345448017 1.315 21.25458574 4366.163553 1.899 -2.234 -2.879 -3.01 -1.484 -2.379 -3.007
1.345480084 1.315 20.70869085 4380.261112 1.922 -2.189 -2.832 -2.96 -1.444 -2.333 -2.957
1.345655203 1.315 20.30732152 4390.358656 1.939 -2.154 -2.795 -2.922 -1.412 -2.297 -2.918
1.345819235 1.315 21.01128651 4371.193179 1.91 -2.213 -2.858 -2.987 -1.465 -2.358 -2.984
1.345956325 1.314 22.33842991 4338.104405 1.856 -2.321 -2.97 -3.106 -1.56 -2.467 -3.103
1.346073628 1.314 23.8260827 4303.283913 1.8 -2.433 -3.088 -3.231 -1.659 -2.581 -3.227
1.34617126 1.314 25.41280739 4268.742913 1.744 -2.544 -3.205 -3.354 -1.758 -2.695 -3.35
1.346253276 1.313 27.07401373 4234.479162 1.689 -2.653 -3.32 -3.476 -1.854 -2.806 -3.471
1.346323967 1.313 28.83053124 4201.457744 1.634 -2.761 -3.434 -3.596 -1.949 -2.917 -3.592
1.34638536 1.312 30.66568321 4168.693835 1.58 -2.868 -3.547 -3.716 -2.043 -3.026 -3.711
1.346440077 1.312 32.67026407 4135.233143 1.525 -2.975 -3.66 -3.836 -2.137 -3.136 -3.831
1.346490026 1.311 34.7898571 4102.985668 1.47 -3.084 -3.777 -3.96 -2.233 -3.249 -3.955
1.34653604 1.31 37.08110307 4069.115338 1.414 -3.195 -3.898 -4.087 -2.331 -3.365 -4.081
1.346578717 1.309 39.5778907 4032.73793 1.357 -3.307 -4.021 -4.216 -2.428 -3.482 -4.21
1.346609235 1.309 42.09714515 3982.905479 1.304 -3.396 -4.127 -4.33 -2.498 -3.579 -4.324
1.346647382 1.308 45.01452221 3943.664854 1.245 -3.51 -4.253 -4.462 -2.595 -3.698 -4.456
1.346682906 1.306 47.97916051 3911.109724 1.189 -3.621 -4.374 -4.589 -2.692 -3.814 -4.583
1.346716523 1.305 51.24513539 3877.037485 1.132 -3.733 -4.496 -4.718 -2.789 -3.932 -4.712
1.346750498 1.303 54.75863893 3842.37723 1.074 -3.848 -4.621 -4.849 -2.887 -4.051 -4.843
1.346782088 1.301 58.37846142 3808.026833 1.017 -3.957 -4.741 -4.976 -2.98 -4.166 -4.969
1.346806288 1.299 61.83760273 3777.461094 0.966 -4.057 -4.85 -5.09 -3.064 -4.27 -5.084
1.346821785 1.298 65.11074204 3749.730022 0.922 -4.144 -4.944 -5.19 -3.135 -4.361 -5.183
1.346833944 1.296 68.36796369 3723.059698 0.879 -4.228 -5.035 -5.286 -3.205 -4.449 -5.279
1.346844912 1.295 72.2524611 3693.17596 0.83 -4.324 -5.138 -5.395 -3.28 -4.548 -5.388
1.346854925 1.294 76.67479877 3660.159406 0.778 -4.426 -5.248 -5.511 -3.36 -4.654 -5.504
1.346863985 1.292 81.36781331 3627.438015 0.726 -4.527 -5.357 -5.627 -3.438 -4.759 -5.619
1.346872568 1.29 86.52719892 3593.353968 0.672 -4.631 -5.469 -5.746 -3.513 -4.867 -5.739
1.346881628 1.288 92.39588823 3556.313186 0.614 -4.742 -5.59 -5.875 -3.592 -4.983 -5.867
1.346891999 1.285 99.75912813 3512.367905 0.546 -4.872 -5.729 -6.023 -3.674 -5.117 -6.015
1.346903443 1.281 107.7587748 3468.166988 0.478 -5.002 -5.867 -6.172 -3.752 -5.251 -6.163
1.346914291 1.276 115.2796488 3429.256733 0.418 -5.116 -5.988 -6.302 -3.805 -5.368 -6.293
1.346918464 1.274 115.1470046 3429.256733 0.418 -5.115 -5.987 -6.301 -3.803 -5.367 -6.292
1.346920013 1.273 118.3729974 3413.500729 0.394 -5.162 -6.036 -6.354 -3.826 -5.414 -6.345
1.346920252 1.273 117.9376975 3415.859507 0.397 -5.156 -6.029 -6.347 -3.823 -5.408 -6.338
1.346920371 1.273 116.9371877 3420.581953 0.404 -5.142 -6.015 -6.331 -3.817 -5.394 -6.323
1.34692049 1.273 115.7051381 3426.888704 0.414 -5.123 -5.995 -6.309 -3.808 -5.374 -6.301
1.346920609 1.273 114.961559 3430.046439 0.419 -5.113 -5.984 -6.298 -3.802 -5.364 -6.289
1.346920848 1.273 116.5608336 3422.157552 0.407 -5.136 -6.009 -6.324 -3.813 -5.388 -6.315
1.346920967 1.273 118.1279439 3415.073067 0.395 -5.158 -6.032 -6.35 -3.824 -5.411 -6.341
1.346921325 1.273 119.8264367 3406.434166 0.383 -5.182 -6.057 -6.377 -3.835 -5.435 -6.368
1.346921563 1.272 121.4933885 3398.599585 0.371 -5.205 -6.082 -6.403 -3.845 -5.458 -6.394
1.34692204 1.272 122.9851414 3391.563869 0.361 -5.225 -6.103 -6.426 -3.854 -5.479 -6.417
1.346922755 1.272 124.5525562 3383.763489 0.349 -5.247 -6.125 -6.45 -3.86 -5.5 -6.441
1.34692359 1.271 123.552815 3387.661434 0.356 -5.232 -6.11 -6.434 -3.853 -5.486 -6.425
1.346924543 1.271 122.1666443 3393.126102 0.366 -5.212 -6.09 -6.412 -3.844 -5.466 -6.403
1.346926093 1.27 129.8233002 3356.603167 0.312 -5.315 -6.197 -6.53 -3.867 -5.57 -6.52
1.346928239 1.268 149.0227745 3278.687312 0.192 -5.545 -6.438 -6.793 -3.89 -5.801 -6.782
1.346930861 1.265 162.7618602 3227.007688 0.114 -5.691 -6.59 -6.96 -3.872 -5.946 -6.948
1.346930981 1.265 104.677332 3478.564015 0.498 -4.948 -5.811 -6.113 -3.709 -5.196 -6.105
1.3469311 1.265 88.21707317 3579.315656 0.646 -4.662 -5.504 -5.784 -3.532 -4.9 -5.776
1.346931457 1.264 63.6286406 3780.071373 0.93 -4.123 -4.912 -5.153 -3.13 -4.334 -5.147
1.346932054 1.264 65.65270808 3760.105237 0.903 -4.172 -4.967 -5.212 -3.168 -4.387 -5.206
1.346932769 1.263 80.23292861 3634.126161 0.728 -4.503 -5.331 -5.6 -3.419 -4.734 -5.593
1.346933603 1.262 105.7432477 3468.965654 0.488 -4.961 -5.827 -6.131 -3.711 -5.21 -6.123
1.346934676 1.261 133.8297433 3332.728996 0.283 -5.361 -6.246 -6.585 -3.858 -5.616 -6.575
1.346935868 1.26 156.6580242 3244.143079 0.146 -5.622 -6.52 -6.885 -3.858 -5.878 -6.873
1.346937299 1.258 170.3149004 3196.686154 0.072 -5.763 -6.666 -7.043 -3.848 -6.015 -7.029
1.346938849 1.257 177.5630699 3172.488087 0.035 -5.831 -6.737 -7.121 -3.831 -6.082 -7.106
1.346940637 1.255 182.3696837 3155.731174 0.012 -5.873 -6.781 -7.169 -3.815 -6.123 -7.154
1.346940756 1.255 131.9631412 3331.194571 0.293 -5.329 -6.215 -6.554 -3.823 -5.584 -6.544
1.346940994 1.254 100.1734531 3488.992212 0.532 -4.861 -5.723 -6.022 -3.635 -5.109 -6.014
1.346941352 1.254 72.21919527 3685.530419 0.817 -4.316 -5.131 -5.39 -3.267 -4.54 -5.383
1.346941948 1.253 74.27670759 3667.752316 0.792 -4.362 -5.183 -5.444 -3.302 -4.59 -5.437
1.346942663 1.252 90.39671422 3548.133892 0.621 -4.687 -5.537 -5.823 -3.53 -4.929 -5.815
1.346943617 1.251 118.1279439 3391.563869 0.388 -5.139 -6.017 -6.34 -3.767 -5.393 -6.33
