# Mini Mass radius_rsun Teff_K logg Vmag Imag Jmag_2mass Hmag_2mass Ksmag_2mass
1.1455127 0.801 233.2666459 2856.932635 -0.396 2.208 -2.452 -6.098 -7.036 -7.483
1.145513535 0.79 251.1034299 2814.49188 -0.467 2.279 -2.46 -6.209 -7.149 -7.602
1.145514369 0.777 259.6286678 2795.117054 -0.502 2.319 -2.465 -6.256 -7.196 -7.652
1.145515323 0.763 263.4223652 2786.121169 -0.524 2.345 -2.464 -6.276 -7.217 -7.676
1.145515323 0.763 263.4223652 2786.121169 -0.524 2.129 -2.415 -6.276 -7.217 -7.676
1.145515442 0.758 141.2058355 3147.023602 0.016 1.611 -2.607 -5.307 -6.217 -6.608
1.14551568 0.752 102.1533574 3355.05775 0.293 0.319 -2.945 -4.793 -5.675 -6.009
1.145516038 0.743 106.1824263 3332.728996 0.254 0.428 -2.941 -4.858 -5.743 -6.084
1.145516396 0.732 131.0848933 3201.105592 0.064 1.271 -2.738 -5.197 -6.099 -6.477
1.145516992 0.718 171.1404402 3040.184917 -0.176 2.01 -2.47 -5.621 -6.544 -6.964
1.145517588 0.702 213.183037 2915.412423 -0.376 2.183 -2.435 -5.961 -6.899 -7.345
1.145518303 0.683 243.1938818 2848.393592 -0.502 2.286 -2.451 -6.163 -7.11 -7.574
1.145519018 0.663 256.8340764 2831.391996 -0.563 2.301 -2.491 -6.255 -7.206 -7.681
1.145519972 0.641 258.1384184 2850.361872 -0.582 2.28 -2.527 -6.27 -7.229 -7.715
1.145520926 0.618 252.7275835 2894.009817 -0.579 2.187 -2.598 -6.26 -7.222 -7.713
1.145523429 0.546 3.335436253e-06 10000 1.752 30.033 30.018 30.019 30.042 30.052
