# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Fri Jun 12 07:18:15 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.012079 -0.09000 9.69897 0.0900000036 1.0816895962    0.090 -3.406  3.3707  5.233    1  0.000  0.545     0.00     0.00 -1 -3.98e-17      0.00 7.168e-01 2.710e-01 2.202e-03 5.941e-04 5.388e-03 -1.000 1.225e-02 13.285 22.644 19.944 18.085 15.899 13.638 11.203 10.604 10.331
0.012079 -0.09000 9.69897 0.1000000015 1.1711064577    0.100 -3.216  3.3980  5.198    1  0.000  0.545     0.00     0.00 -1 -6.08e-17      0.00 7.166e-01 2.712e-01 2.202e-03 5.941e-04 5.388e-03 -1.000 1.225e-02 12.811 22.106 19.442 17.593 15.419 13.165 10.731 10.133 9.855
0.012079 -0.09000 9.69897 0.1115116701 1.2606520653    0.111 -3.056  3.4190  5.169    1  0.000  0.545     0.00     0.00 -1 -8.61e-17      0.00 7.163e-01 2.714e-01 2.202e-03 5.941e-04 5.388e-03 -1.000 1.225e-02 12.411 21.535 18.939 17.104 14.968 12.737 10.337 9.738 9.456
0.012079 -0.09000 9.69897 0.1200000048 1.3193155527    0.120 -2.948  3.4331  5.150    1  0.000  0.545     0.00     0.00 -1 -1.09e-16      0.00 7.161e-01 2.716e-01 2.202e-03 5.941e-04 5.388e-03 -1.000 1.225e-02 12.141 20.474 18.131 16.350 14.393 12.286 10.102 9.499 9.211
0.012079 -0.09000 9.69897 0.1400000006 1.4384527206    0.140 -2.767  3.4522  5.112    1  0.000  0.545     0.00     0.00 -1  -1.6e-16      0.00 7.157e-01 2.720e-01 2.202e-03 5.941e-04 5.388e-03 -1.000 1.225e-02 11.689 19.073 17.005 15.305 13.565 11.620 9.696 9.088 8.800
0.012079 -0.09000 9.69897 0.1496592611 1.4883331060    0.150 -2.697  3.4590  5.098    1  0.000  0.545     0.00     0.00 -1 -1.85e-16      0.00 7.155e-01 2.722e-01 2.202e-03 5.941e-04 5.388e-03 -1.000 1.225e-02 11.512 18.568 16.597 14.916 13.253 11.374 9.537 8.927 8.640
0.012079 -0.09000 9.69897 0.1599999964 1.5372931957    0.160 -2.626  3.4658  5.083    1  0.000  0.545     0.00     0.00 -1 -2.14e-16      0.00 7.153e-01 2.724e-01 2.202e-03 5.941e-04 5.388e-03 -1.000 1.225e-02 11.334 18.093 16.204 14.546 12.953 11.136 9.376 8.766 8.480
0.012079 -0.09000 9.69897 0.2000000030 1.6938791275    0.200 -2.408  3.4845  5.037    1  0.000  0.545     0.00     0.00 -1 -3.33e-16      0.00 7.147e-01 2.731e-01 2.202e-03 5.941e-04 5.388e-03 -1.000 1.225e-02 10.791 16.790 15.106 13.499 12.083 10.446 8.880 8.267 7.990
0.012079 -0.09000 9.69897 0.2500000000 1.8403258324    0.250 -2.204  3.5001  4.992    1  0.000  0.545     0.00     0.00 -1 -5.01e-16      0.00 7.141e-01 2.737e-01 2.202e-03 5.941e-04 5.388e-03 -1.000 1.225e-02 10.279 15.747 14.197 12.630 11.336 9.840 8.408 7.793 7.525
0.012079 -0.09000 9.69897 0.3000000119 1.9529139996    0.300 -2.042  3.5106  4.952    1  0.000  0.545     0.00     0.00 -1 -5.11e-16      0.00 7.138e-01 2.740e-01 2.202e-03 5.941e-04 5.388e-03 -1.000 1.225e-02 9.876 15.038 13.561 12.027 10.799 9.387 8.029 7.411 7.152
