# I-mag mass-luminocity relation of the PARSEC isochrones model extracted from input_files/CMD3.3*.dat (references therein)
#   Read CMD3.3-thin4.dat
#0.01Gyr     Mini       MIc
   200 0.0900000036 13.709
   200 0.1000000015 13.248
   200 0.1007522941 13.221
   200 0.1047982275 13.076
   200 0.1200000048 12.432
   200 0.1270465404 12.172
   200 0.1400000006 11.744
   200 0.1413833201 11.706
   200 0.1599999964 11.247
   200 0.2000000030 10.547
   200 0.2500000000 9.931
   200 0.3127152026 9.366
   200 0.3371069729 9.151
   200 0.3478273451 9.068
   200 0.3500000238 9.051
   200 0.3946992159 8.688
   200 0.4000000358 8.648
   200 0.4499999881 8.235
   200 0.4685132504 8.069
   200 0.5000000000 7.804
   200 0.5399792194 7.442
   200 0.5500000119 7.357
   200 0.5516499281 7.342
   200 0.6000000238 6.918
   200 0.6193601489 6.746
   200 0.6499999762 6.486
   200 0.7000000477 6.078
   200 0.7432516217 5.740
   200 0.7500000000 5.689
   200 0.7616097331 5.608
   200 0.7998966575 5.350
   200 0.8497933149 5.035
   200 0.8908252716 4.790
   200 0.8996899128 4.740
   200 0.9143947363 4.657
   200 0.9495865107 4.468
   200 0.9746653438 4.334
   200 0.9994832277 4.207
   200 1.0146200657 4.129
   200 1.0493797064 3.955
   200 1.0720806122 3.842
   200 1.0992764235 3.710
   200 1.1174160242 3.622
   200 1.1415995359 3.507
   200 1.1491730213 3.471
   200 1.1791185141 3.331
   200 1.1990698576 3.239
   200 1.2489664555 3.019
   200 1.2988630533 2.808
   200 1.3036808968 2.789
   200 1.3487597704 2.606
   200 1.3751766682 2.500
   200 1.3986563683 2.405
   200 1.4233032465 2.304
   200 1.4485529661 2.200
   200 1.4654386044 2.130
   200 1.4857121706 2.045
   200 1.4984495640 1.992
   200 1.5033476353 1.971
   200 1.5226552486 1.889
   200 1.5418250561 1.807
   200 1.5483462811 1.779
   200 1.5557802916 1.747
   200 1.5751397610 1.665
   200 1.5932679176 1.586
   200 1.5982428789 1.565
   200 1.6055274010 1.534
   200 1.6218732595 1.462
   200 1.6382596493 1.378
   200 1.6395672560 1.371
   200 1.6467192173 1.256
   200 1.6478378773 1.206
   200 1.6481394768 1.175
   200 1.6482931376 1.156
   200 1.6484905481 1.111
   200 1.6486109495 1.075
   200 1.6486608982 1.061
   200 1.6486964226 1.082
   200 1.6487604380 1.148
   200 1.6488409042 1.174
   200 1.6489609480 1.131
   200 1.6491549015 1.082
   200 1.6494572163 1.068
   200 1.6498792171 1.077
   200 1.6504093409 1.116
   200 1.6509573460 1.180
   200 1.6513674259 1.240
   200 1.6517679691 1.301
   200 1.6522889137 1.371
   200 1.6528086662 1.393
   200 1.6533269882 1.381
   200 1.6535747051 1.340
   200 1.6540696621 1.251
   200 1.6545215845 1.147
   200 1.6549209356 1.045
   200 1.6552938223 0.946
   200 1.6556533575 0.846
   200 1.6560024023 0.748
   200 1.6563463211 0.651
   200 1.6566861868 0.554
   200 1.6571947336 0.413
   200 1.6576178074 0.298
   200 1.6580423117 0.182
   200 1.6583778858 0.089
   200 1.6587425470 -0.013
   200 1.6591168642 -0.118
   200 1.6594377756 -0.211
   200 1.6597644091 -0.307
   200 1.6600906849 -0.404
   200 1.6604111195 -0.500
   200 1.6607807875 -0.614
   200 1.6610803604 -0.708
   200 1.6613893509 -0.802
   200 1.6617773771 -0.901
   200 1.6621928215 -0.970
   200 1.6624728441 -0.912
   200 1.6626865864 -0.851
   200 1.6628429890 -0.751
   200 1.6629539728 -0.662
   200 1.6630918980 -0.538
   200 1.6632015705 -0.441
   200 1.6633187532 -0.346
   200 1.6634715796 -0.239
   200 1.6635984182 -0.176
   200 1.6637735367 -0.228
   200 1.6641232967 -0.331
   200 1.6645590067 -0.432
   200 1.6649907827 -0.529
   200 1.6654528379 -0.631
   200 1.6659104824 -0.731
   200 1.6663718224 -0.832
   200 1.6668132544 -0.931
   200 1.6672440767 -1.030
   200 1.6676603556 -1.128
   200 1.6680520773 -1.224
   200 1.6684204340 -1.318
   200 1.6687830687 -1.414
   200 1.6691210270 -1.507
   200 1.6694428921 -1.599
   200 1.6697416306 -1.689
   200 1.6700304747 -1.780
   200 1.6702988148 -1.870
   200 1.6705474854 -1.956
   200 1.6707861423 -2.045
   200 1.6710081100 -2.131
   200 1.6712185144 -2.217
   200 1.6714165211 -2.303
   200 1.6716434956 -2.410
   200 1.6718119383 -2.494
   200 1.6719748974 -2.581
   200 1.6721577644 -2.683
   200 1.6722970009 -2.765
   200 1.6724292040 -2.847
   200 1.6725800037 -2.946
   200 1.6727204323 -3.043
   200 1.6728489399 -3.137
   200 1.6729696989 -3.230
   200 1.6730829477 -3.321
   200 1.6731878519 -3.409
   200 1.6732839346 -3.491
   200 1.6733744144 -3.572
   200 1.6734588146 -3.646
   200 1.6735447645 -3.718
   200 1.6735447645 -0.231
   200 1.6744755507 -0.277
   200 1.6755053997 -0.292
   200 1.6764628887 -0.292
   200 1.6774113178 -0.291
   200 1.6784957647 -0.290
   200 1.6795409918 -0.290
   200 1.6806335449 -0.290
   200 1.6816914082 -0.291
   200 1.6827639341 -0.292
   200 1.6837707758 -0.293
   200 1.6848360300 -0.295
   200 1.6858425140 -0.297
   200 1.6868604422 -0.299
   200 1.6878588200 -0.302
   200 1.6885918379 -0.304
   200 1.6889934540 -0.305
   200 1.6900594234 -0.309
   200 1.6910740137 -0.312
   200 1.6921653748 -0.317
   200 1.6932775974 -0.321
   200 1.6943141222 -0.326
   200 1.6953834295 -0.331
   200 1.6964198351 -0.337
   200 1.6966071129 -0.338
   200 1.6976848841 -0.345
   200 1.6980985403 -0.348
   200 1.6987763643 -0.352
   200 1.6998872757 -0.360
   200 1.7009766102 -0.369
   200 1.7020603418 -0.381
   200 1.7031745911 -0.394
   200 1.7042772770 -0.409
   200 1.7053856850 -0.424
   200 1.7064936161 -0.424
   200 1.7076051235 -0.466
   200 1.7087466717 -0.547
   200 1.7093818188 -0.637
   200 1.7096962929 -0.730
   200 1.7098585367 -0.826
   200 1.7099370956 -0.920
   200 1.7099790573 -1.013
   200 1.7100054026 -1.106
   200 1.7100151777 -1.151
   200 1.7100154161 -1.153
   200 1.7100244761 -1.201
   200 1.7100428343 -1.304
   200 1.7100601196 -1.387
   200 1.7101023197 -1.379
   200 1.7101365328 -1.327
   200 1.7102645636 -1.260
   200 1.7114328146 -1.314
   200 1.7119264603 -1.401
   200 1.7123154402 -1.496
   200 1.7126331329 -1.591
   200 1.7129008770 -1.685
   200 1.7131334543 -1.778
   200 1.7133353949 -1.871
   200 1.7135138512 -1.963
   200 1.7136764526 -2.054
   200 1.7138267756 -2.147
   200 1.7139650583 -2.240
   200 1.7140603065 -2.302
   200 1.7141821384 -2.385
   200 1.7143030167 -2.474
   200 1.7144215107 -2.569
   200 1.7145318985 -2.676
   200 1.7146179676 -2.797
   200 1.7146736383 -2.911
   200 1.7147161961 -3.010
   200 1.7147541046 -3.103
   200 1.7147890329 -3.191
   200 1.7148222923 -3.274
   200 1.7148550749 -3.355
   200 1.7148892879 -3.432
   200 1.7149273157 -3.507
   200 1.7149665356 -3.578
   200 1.7150014639 -3.671
   200 1.7150079012 -3.678
   200 1.7150114775 -3.692
   200 1.7150150537 -3.716
   200 1.7150193453 -3.693
   200 1.7150264978 -3.728
   200 1.7150270939 -3.740
   200 1.7150272131 -3.742
   200 1.7150273323 -3.743
   200 1.7150274515 -3.747
   200 1.7150275707 -3.749
   200 1.7150278091 -3.753
   200 1.7150279284 -3.756
   200 1.7150281668 -3.757
   200 1.7150284052 -3.763
   200 1.7150285244 -3.767
   200 1.7150287628 -3.771
   200 1.7150288820 -3.772
   200 1.7150290012 -3.773
   200 1.7150291204 -3.774
   200 1.7150294781 -3.776
   200 1.7150297165 -3.774
   200 1.7150298357 -3.771
   200 1.7150300741 -3.768
   200 1.7150323391 -3.775
   200 1.7150342464 -3.708
   200 1.7150362730 -3.745
   200 1.7150381804 -3.776
   200 1.7150403261 -3.814
   200 1.7150429487 -3.851
   200 1.7150465250 -3.887
   200 1.7150518894 -3.911
   200 1.7150547504 -3.921
   200 1.7150551081 -3.921
   200 1.7150552273 -3.471
   200 1.7150552273 -3.331
   200 1.7150553465 -2.853
   200 1.7150555849 -2.864
   200 1.7150559425 -3.082
   200 1.7150564194 -3.421
   200 1.7150568962 -3.694
   200 1.7150574923 -3.838
   200 1.7150582075 -3.888
   200 1.7150589228 -3.905
   200 1.7150598764 -3.926
   200 1.7150598764 -3.617
   200 1.7150599957 -3.344
   200 1.7150602341 -2.867
   200 1.7150604725 -2.878
   200 1.7150608301 -3.094
   200 1.7150613070 -3.431
   200 1.7150617838 -3.702
   200 1.7150624990 -3.840
   200 1.7150632143 -3.889
   200 1.7150641680 -3.906
   200 1.7150651217 -3.930
   200 1.7150651217 -3.626
   200 1.7150652409 -3.356
   200 1.7150654793 -2.881
   200 1.7150658369 -2.892
   200 1.7150661945 -3.108
   200 1.7150667906 -3.442
   200 1.7150673866 -3.706
   200 1.7150681019 -3.840
   200 1.7150690556 -3.889
   200 1.7150700092 -3.905
