# I-mag mass-luminocity relation of the PARSEC isochrones model extracted from input_files/CMD3.3*.dat (references therein)
# Part of CMD3.3-bar_age.dat
#Gyr     Mini       MIc
 7 0.5500000119   7.329
 7 0.6000000238   6.870
 7 0.6499999762   6.412
 7 0.6548646092   6.368
 7 0.7000000477   5.975
 7 0.7248414755   5.762
 7 0.7500000000   5.554
 7 0.7543007135   5.521
 7 0.7846657038   5.289
 7 0.8000000119   5.175
 7 0.8253659010   4.988
 7 0.8490859270   4.816
 7 0.8500000238   4.809
 7 0.8685013056   4.676
 7 0.8905233741   4.521
 7 0.8999999762   4.455
 7 0.9041507244   4.425
 7 0.9177020788   4.329
 7 0.9301836491   4.241
 7 0.9422552586   4.155
 7 0.9499999881   4.099
 7 0.9640749693   3.997
 7 0.9746462703   3.918
 7 0.9936231375   3.777
 7 1.0000000000   3.730
 7 1.0033477545   3.706
 7 1.0131305456   3.633
 7 1.0287268162   3.512
 7 1.0412350893   3.408
 7 1.0499999523   3.331
 7 1.0514956713   3.317
 7 1.0612274408   3.226
 7 1.0694682598   3.145
 7 1.0797702074   3.040
 7 1.0887639523   2.941
 7 1.0968858004   2.852
 7 1.1000000238   2.818
 7 1.1063786745   2.761
 7 1.1102845669   2.752
 7 1.1126388311   2.769
 7 1.1142822504   2.784
 7 1.1158354282   2.785
 7 1.1176941395   2.753
 7 1.1195054054   2.683
 7 1.1200213432   2.656
 7 1.1205600500   2.620
 7 1.1221132278   2.509
 7 1.1233519316   2.407
 7 1.1247934103   2.278
 7 1.1258591413   2.172
 7 1.1270533800   2.044
 7 1.1279644966   1.936
 7 1.1288157701   1.828
 7 1.1295558214   1.726
 7 1.1304447651   1.594
 7 1.1310636997   1.493
 7 1.1317802668   1.367
 7 1.1323139668   1.265
 7 1.1329126358   1.139
 7 1.1334642172   1.011
 7 1.1339424849   0.890
 7 1.1343799829   0.767
 7 1.1347849369   0.643
 7 1.1351376772   0.526
 7 1.1354761124   0.405
 7 1.1357831955   0.289
 7 1.1360847950   0.180
 7 1.1364773512   0.074
 7 1.1367121935   0.146
 7 1.1368643045   0.241
 7 1.1368975639   0.261
 7 1.1369885206   0.218
 7 1.1372294426   0.101
 7 1.1374667883  -0.015
 7 1.1376874447  -0.131
 7 1.1378867626  -0.243
 7 1.1380703449  -0.354
 7 1.1382423639  -0.467
 7 1.1383951902  -0.575
 7 1.1385378838  -0.684
 7 1.1386675835  -0.791
 7 1.1387864351  -0.896
 7 1.1388956308  -1.000
 7 1.1389945745  -1.101
 7 1.1390858889  -1.202
 7 1.1391688585  -1.301
 7 1.1392453909  -1.398
 7 1.1393167973  -1.496
 7 1.1393804550  -1.589
 7 1.1394413710  -1.685
 7 1.1394952536  -1.777
 7 1.1395452023  -1.870
 7 1.1395926476  -1.964
 7 1.1396347284  -2.054
 7 1.1396740675  -2.144
 7 1.1397107840  -2.234
 7 1.1397432089  -2.317
 7 1.1397742033  -2.402
 7 1.1398034096  -2.486
 7 1.1398293972  -2.564
 7 1.1398597956  -2.661
 7 1.1398875713  -2.752
 7 1.1399129629  -2.839
 7 1.1399365664  -2.924
 7 1.1399582624  -3.000
 7 1.1399778128  -3.073
 7 1.1399964094  -3.134
 7 1.1400133371  -3.190
 7 1.1400289536  -3.237
 7 1.1400436163  -3.272
 7 1.1400572062  -3.301
 7 1.1400697231  -3.304
 7 1.1400815248  -3.304
 7 1.1400926113  -3.271
 7 1.1401028633  -3.230
 7 1.1401127577  -3.192
 7 1.1401247978  -3.140
 7 1.1401247978  -0.198
 7 1.1402578354  -0.221
 7 1.1403944492  -0.231
 7 1.1405322552  -0.231
 7 1.1406741142  -0.227
 7 1.1408154964  -0.221
 7 1.1409548521  -0.215
 7 1.1410937309  -0.209
 7 1.1412369013  -0.204
 7 1.1413692236  -0.199
 7 1.1415033340  -0.195
 7 1.1416379213  -0.191
 7 1.1417714357  -0.188
 7 1.1419041157  -0.186
 7 1.1420452595  -0.184
 7 1.1420778036  -0.183
 7 1.1422171593  -0.182
 7 1.1423504353  -0.181
 7 1.1424829960  -0.180
 7 1.1426224709  -0.181
 7 1.1427545547  -0.182
 7 1.1428974867  -0.184
 7 1.1430336237  -0.186
 7 1.1430423260  -0.187
 7 1.1431190968  -0.189
 7 1.1432552338  -0.193
 7 1.1433877945  -0.199
 7 1.1435205936  -0.207
 7 1.1436558962  -0.216
 7 1.1437914371  -0.227
 7 1.1439254284  -0.240
 7 1.1440600157  -0.255
 7 1.1441929340  -0.273
 7 1.1443349123  -0.293
 7 1.1444677114  -0.292
 7 1.1446020603  -0.352
 7 1.1447273493  -0.448
 7 1.1447886229  -0.541
 7 1.1448228359  -0.642
 7 1.1448391676  -0.735
 7 1.1448475122  -0.824
 7 1.1448523998  -0.913
 7 1.1448557377  -1.004
 7 1.1448574066  -1.066
 7 1.1448581219  -1.094
 7 1.1448602676  -1.188
 7 1.1448621750  -1.262
 7 1.1448640823  -1.310
 7 1.1448661089  -1.347
 7 1.1448717117  -1.295
 7 1.1448755264  -1.257
 7 1.1448841095  -1.205
 7 1.1449019909  -1.195
 7 1.1449973583  -1.235
 7 1.1450595856  -1.333
 7 1.1451122761  -1.436
 7 1.1451572180  -1.536
 7 1.1451948881  -1.633
 7 1.1452265978  -1.726
 7 1.1452543736  -1.819
 7 1.1452788115  -1.913
 7 1.1453007460  -2.006
 7 1.1453208923  -2.099
 7 1.1453396082  -2.189
 7 1.1453571320  -2.274
 7 1.1453698874  -2.338
 7 1.1453857422  -2.427
 7 1.1454005241  -2.514
 7 1.1454144716  -2.597
 7 1.1454274654  -2.682
 7 1.1454373598  -2.762
 7 1.1454439163  -2.833
 7 1.1454491615  -2.904
 7 1.1454539299  -2.969
 7 1.1454582214  -3.034
 7 1.1454622746  -3.086
 7 1.1454663277  -3.136
 7 1.1454705000  -3.170
 7 1.1454747915  -3.195
 7 1.1454793215  -3.188
 7 1.1454843283  -3.171
 7 1.1454871893  -3.117
 7 1.1454877853  -3.101
 7 1.1454888582  -3.167
 7 1.1454889774  -3.168
 7 1.1454890966  -3.170
 7 1.1454892159  -3.172
 7 1.1454894543  -3.168
 7 1.1454896927  -3.161
 7 1.1454899311  -3.124
 7 1.1454901695  -3.072
 7 1.1454904079  -3.021
 7 1.1454908848  -2.957
 7 1.1454913616  -2.890
 7 1.1454920769  -2.813
 7 1.1454926729  -2.777
 7 1.1454927921  -3.135
 7 1.1454927921  -3.085
 7 1.1454930305  -2.833
 7 1.1454932690  -2.874
 7 1.1454936266  -3.049
 7 1.1454941034  -3.101
 7 1.1454946995  -2.913
 7 1.1454952955  -2.757
 7 1.1454960108  -2.714
 7 1.1454968452  -2.688
 7 1.1454976797  -2.702
 7 1.1454976797  -2.894
 7 1.1454977989  -3.051
 7 1.1454980373  -2.881
 7 1.1454982758  -2.915
 7 1.1454985142  -3.029
 7 1.1454989910  -2.928
 7 1.1454994678  -2.728
 7 1.1454999447  -2.647
 7 1.1455006599  -2.633
 7 1.1455012560  -2.626
 7 1.1455020905  -2.654
 7 1.1455020905  -2.766
 7 1.1455022097  -3.001
 7 1.1455024481  -2.920
 7 1.1455026865  -2.944
 7 1.1455031633  -2.999
 7 1.1455036402  -2.809
 7 1.1455041170  -2.610
 7 1.1455047131  -2.576
 7 1.1455055475  -2.572
 7 1.1455062628  -2.570
 7 1.1455072165  -2.599
 7 1.1455072165  -2.587
 7 1.1455073357  -2.868
 7 1.1455075741  -2.943
 7 1.1455079317  -2.950
 7 1.1455082893  -2.891
 7 1.1455087662  -2.616
 7 1.1455093622  -2.499
 7 1.1455100775  -2.496
 7 1.1455107927  -2.500
 7 1.1455116272  -2.496
 7 1.1455125809  -2.553
 7 1.1455125809  -2.451
 7 1.1455127001  -2.660
 7 1.1455129385  -2.890
 7 1.1455132961  -2.855
 7 1.1455137730  -2.623
 7 1.1455142498  -2.355
 7 1.1455148458  -2.333
 7 1.1455155611  -2.347
 7 1.1455163956  -2.359
 7 1.1455173492  -2.349
 7 1.1455183029  -2.619
 7 1.1455183029  -2.264
 7 1.1455184221  -2.231
 7 1.1455186605  -2.402
 7 1.1455190182  -2.079
 7 1.1455193758  -1.813
 7 1.1455199718  -1.778
 7 1.1455205679  -1.933
 7 1.1455212831  -2.029
 7 1.1455219984  -2.053
 7 1.1455229521  -2.071
 7 1.1455239058  -3.961
 7 1.1455253363  30.021
 8 0.0900000036  13.732
 8 0.1000000015  13.273
 8 0.1125876829  12.840
 8 0.1200000048  12.501
 8 0.1400000006  11.793
 8 0.1510656625  11.505
 8 0.1599999964  11.291
 8 0.2000000030  10.578
 8 0.2500000000   9.936
 8 0.3000000119   9.469
 8 0.3500000238   9.054
 8 0.4000000358   8.649
 8 0.4500000179   8.233
 8 0.4772877395   7.988
 8 0.5000000000   7.795
 8 0.5500000119   7.317
 8 0.6000000238   6.854
 8 0.6499999762   6.390
 8 0.6541405916   6.352
 8 0.7000000477   5.947
 8 0.7233719826   5.743
 8 0.7500000000   5.518
 8 0.7561672330   5.469
 8 0.7813667059   5.272
 8 0.8000000119   5.129
 8 0.8194590807   4.981
 8 0.8401663899   4.825
 8 0.8500000238   4.751
 8 0.8604527116   4.673
 8 0.8804371953   4.523
 8 0.8988274932   4.388
 8 0.8999999762   4.379
 8 0.9113634825   4.294
 8 0.9328302741   4.130
 8 0.9433538318   4.048
 8 0.9499999881   3.996
 8 0.9619545937   3.902
 8 0.9794355631   3.763
 8 0.9951869249   3.635
 8 1.0000000000   3.594
 8 1.0091167688   3.512
 8 1.0180304050   3.427
 8 1.0266935825   3.341
 8 1.0375699997   3.227
 8 1.0447161198   3.150
 8 1.0469760895   3.123
 8 1.0499999523   3.089
 8 1.0527985096   3.056
 8 1.0599715710   2.971
 8 1.0664916039   2.902
 8 1.0705559254   2.879
 8 1.0730401278   2.881
 8 1.0747864246   2.889
 8 1.0764448643   2.889
 8 1.0784378052   2.851
 8 1.0802086592   2.774
 8 1.0807061195   2.746
 8 1.0812020302   2.711
 8 1.0826311111   2.599
 8 1.0837700367   2.498
 8 1.0850943327   2.367
 8 1.0860726833   2.260
 8 1.0871684551   2.131
 8 1.0880039930   2.023
 8 1.0887842178   1.915
 8 1.0894622803   1.812
 8 1.0902763605   1.679
 8 1.0908429623   1.578
 8 1.0914986134   1.450
 8 1.0919868946   1.346
 8 1.0925344229   1.220
 8 1.0930386782   1.092
 8 1.0934758186   0.969
 8 1.0938755274   0.845
 8 1.0942456722   0.720
 8 1.0945677757   0.601
 8 1.0948768854   0.479
 8 1.0951572657   0.361
 8 1.0954326391   0.247
 8 1.0957909822   0.143
 8 1.0960123539   0.229
 8 1.0961602926   0.318
 8 1.0961729288   0.327
 8 1.0963833332   0.216
 8 1.0965994596   0.098
 8 1.0968060493  -0.020
 8 1.0969916582  -0.133
 8 1.0971678495  -0.249
 8 1.0973228216  -0.359
 8 1.0974686146  -0.472
 8 1.0975999832  -0.581
 8 1.0977202654  -0.689
 8 1.0978330374  -0.799
 8 1.0979329348  -0.903
 8 1.0980241299  -1.005
 8 1.0981100798  -1.109
 8 1.0981861353  -1.208
 8 1.0982581377  -1.309
 8 1.0983208418  -1.403
 8 1.0983808041  -1.500
 8 1.0984359980  -1.596
 8 1.0984853506  -1.687
 8 1.0985318422  -1.783
 8 1.0985741615  -1.876
 8 1.0986130238  -1.967
 8 1.0986493826  -2.059
 8 1.0986821651  -2.148
 8 1.0987119675  -2.233
 8 1.0987404585  -2.319
 8 1.0987660885  -2.402
 8 1.0987898111  -2.481
 8 1.0988121033  -2.560
 8 1.0988330841  -2.637
 8 1.0988566875  -2.726
 8 1.0988782644  -2.812
 8 1.0988979340  -2.892
 8 1.0989162922  -2.967
 8 1.0989331007  -3.037
 8 1.0989487171  -3.094
 8 1.0989633799  -3.149
 8 1.0989767313  -3.190
 8 1.0989892483  -3.224
 8 1.0990006924  -3.245
 8 1.0990114212  -3.247
 8 1.0990214348  -3.241
 8 1.0990309715  -3.200
 8 1.0990397930  -3.157
 8 1.0990478992  -3.121
 8 1.0990560055  -3.079
 8 1.0990624428  -3.042
 8 1.0990624428  -0.175
 8 1.0991750956  -0.196
 8 1.0992907286  -0.206
 8 1.0994076729  -0.206
 8 1.0995259285  -0.201
 8 1.0996459723  -0.195
 8 1.0997647047  -0.189
 8 1.0998831987  -0.182
 8 1.1000024080  -0.176
 8 1.1001179218  -0.171
 8 1.1002397537  -0.167
 8 1.1003555059  -0.163
 8 1.1004698277  -0.159
 8 1.1005964279  -0.156
 8 1.1006923914  -0.154
 8 1.1007200480  -0.154
 8 1.1008439064  -0.152
 8 1.1009635925  -0.151
 8 1.1010740995  -0.150
 8 1.1011961699  -0.150
 8 1.1013127565  -0.151
 8 1.1014324427  -0.153
 8 1.1015523672  -0.156
 8 1.1015992165  -0.158
 8 1.1017147303  -0.162
 8 1.1018286943  -0.168
 8 1.1019423008  -0.175
 8 1.1020586491  -0.184
 8 1.1021733284  -0.195
 8 1.1022880077  -0.208
 8 1.1024020910  -0.223
 8 1.1025153399  -0.241
 8 1.1026314497  -0.262
 8 1.1027491093  -0.278
 8 1.1028660536  -0.346
 8 1.1029566526  -0.437
 8 1.1030018330  -0.527
 8 1.1030272245  -0.622
 8 1.1030397415  -0.710
 8 1.1030464172  -0.801
 8 1.1030503511  -0.890
 8 1.1030529737  -0.979
 8 1.1030542850  -1.038
 8 1.1030548811  -1.066
 8 1.1030567884  -1.160
 8 1.1030583382  -1.242
 8 1.1030600071  -1.298
 8 1.1030619144  -1.330
 8 1.1030666828  -1.278
 8 1.1030701399  -1.230
 8 1.1030776501  -1.163
 8 1.1030931473  -1.151
 8 1.1031762362  -1.204
 8 1.1032304764  -1.308
 8 1.1032763720  -1.406
 8 1.1033155918  -1.505
 8 1.1033483744  -1.600
 8 1.1033760309  -1.692
 8 1.1034001112  -1.785
 8 1.1034215689  -1.878
 8 1.1034406424  -1.971
 8 1.1034581661  -2.063
 8 1.1034744978  -2.154
 8 1.1034898758  -2.238
 8 1.1035009623  -2.299
 8 1.1035147905  -2.385
 8 1.1035276651  -2.471
 8 1.1035398245  -2.554
 8 1.1035511494  -2.639
 8 1.1035597324  -2.718
 8 1.1035654545  -2.792
 8 1.1035699844  -2.859
 8 1.1035741568  -2.925
 8 1.1035779715  -2.986
 8 1.1035815477  -3.035
 8 1.1035850048  -3.082
 8 1.1035887003  -3.110
 8 1.1035922766  -3.128
 8 1.1035963297  -3.112
 8 1.1036006212  -3.078
 8 1.1036032438  -3.030
 8 1.1036037207  -3.012
 8 1.1036046743  -3.085
 8 1.1036047935  -3.095
 8 1.1036049128  -3.090
 8 1.1036051512  -3.081
 8 1.1036053896  -3.031
 8 1.1036056280  -2.969
 8 1.1036057472  -2.936
 8 1.1036061049  -2.870
 8 1.1036063433  -2.810
 8 1.1036068201  -2.737
 8 1.1036074162  -2.686
 8 1.1036080122  -2.667
 8 1.1036081314  -3.049
 8 1.1036081314  -3.028
 8 1.1036083698  -2.800
 8 1.1036086082  -2.840
 8 1.1036088467  -3.004
 8 1.1036093235  -2.992
 8 1.1036096811  -2.772
 8 1.1036102772  -2.639
 8 1.1036108732  -2.600
 8 1.1036115885  -2.587
 8 1.1036123037  -2.602
 8 1.1036123037  -2.777
 8 1.1036124229  -2.968
 8 1.1036125422  -2.829
 8 1.1036126614  -2.860
 8 1.1036128998  -2.962
 8 1.1036132574  -2.809
 8 1.1036134958  -2.590
 8 1.1036139727  -2.542
 8 1.1036143303  -2.536
 8 1.1036148071  -2.528
 8 1.1036154032  -2.555
 8 1.1036154032  -2.649
 8 1.1036155224  -2.916
 8 1.1036156416  -2.857
 8 1.1036158800  -2.882
 8 1.1036161184  -2.915
 8 1.1036163568  -2.695
 8 1.1036167145  -2.509
 8 1.1036171913  -2.484
 8 1.1036176682  -2.487
 8 1.1036181450  -2.484
 8 1.1036187410  -2.517
 8 1.1036187410  -2.505
 8 1.1036188602  -2.804
 8 1.1036189795  -2.873
 8 1.1036192179  -2.881
 8 1.1036194563  -2.820
 8 1.1036198139  -2.533
 8 1.1036202908  -2.423
 8 1.1036207676  -2.421
 8 1.1036212444  -2.425
 8 1.1036218405  -2.425
 8 1.1036225557  -2.490
 8 1.1036225557  -2.393
 8 1.1036226749  -2.649
 8 1.1036227942  -2.856
 8 1.1036230326  -2.826
 8 1.1036232710  -2.607
 8 1.1036236286  -2.310
 8 1.1036239862  -2.271
 8 1.1036244631  -2.284
 8 1.1036250591  -2.296
 8 1.1036256552  -2.298
 8 1.1036262512  -2.717
 8 1.1036262512  -2.264
 8 1.1036263704  -2.503
 8 1.1036264896  -2.916
 8 1.1036267281  -2.899
 8 1.1036270857  -2.620
 8 1.1036274433  -2.294
 8 1.1036278009  -2.254
 8 1.1036282778  -2.297
 8 1.1036288738  -2.360
 8 1.1036294699  -2.486
 8 1.1036301851  -3.891
 8 1.1036312580  30.021
 9 0.0900000036  13.732
 9 0.1000000015  13.273
 9 0.1111473292  12.886
 9 0.1200000048  12.499
 9 0.1400000006  11.792
 9 0.1496900767  11.537
 9 0.1599999964  11.289
 9 0.2000000030  10.575
 9 0.2500000000   9.931
 9 0.3000000119   9.463
 9 0.3224186897   9.270
 9 0.3500000238   9.051
 9 0.4000000358   8.645
 9 0.4496209919   8.231
 9 0.4500000179   8.228
 9 0.4501765668   8.226
 9 0.5000000000   7.788
 9 0.5500000119   7.304
 9 0.6000000238   6.838
 9 0.6499999762   6.368
 9 0.6587686539   6.287
 9 0.7000000477   5.918
 9 0.7213432193   5.728
 9 0.7457807660   5.517
 9 0.7500000000   5.482
 9 0.7562894821   5.431
 9 0.7789102197   5.249
 9 0.7987095118   5.092
 9 0.8000000119   5.081
 9 0.8142465949   4.970
 9 0.8326356411   4.825
 9 0.8500000238   4.689
 9 0.8541471958   4.657
 9 0.8719770908   4.517
 9 0.8886410594   4.387
 9 0.8999999762   4.297
 9 0.9058059454   4.251
 9 0.9160265923   4.167
 9 0.9344279170   4.014
 9 0.9499999881   3.883
 9 0.9518899322   3.868
 9 0.9672331810   3.736
 9 0.9793233871   3.623
 9 0.9810667634   3.606
 9 0.9912253022   3.504
 9 0.9991409779   3.421
 9 1.0000000000   3.412
 9 1.0074617863   3.329
 9 1.0139775276   3.252
 9 1.0160266161   3.227
 9 1.0243380070   3.124
