# I-mag mass-luminocity relation of the PARSEC isochrones model extracted from input_files/CMD3.3*.dat (references therein)
#   Read CMD3.3-thin5.dat
#0.01Gyr     Mini       MIc
   300 1.4791799784 -0.876
   300 1.4792088270 -0.967
   300 1.4792257547 -1.061
   300 1.4792358875 -1.147
   300 1.4792382717 -1.171
   300 1.4792383909 -1.173
   300 1.4792413712 -1.208
   300 1.4792503119 -1.317
   300 1.4792575836 -1.403
   300 1.4792684317 -1.480
   300 1.4792864323 -1.410
   300 1.4793077707 -1.332
   300 1.4793864489 -1.265
   300 1.4797527790 -1.330
   300 1.4799709320 -1.430
   300 1.4801540375 -1.531
   300 1.4803041220 -1.629
   300 1.4804307222 -1.725
   300 1.4805406332 -1.820
   300 1.4806360006 -1.913
   300 1.4807198048 -2.006
   300 1.4807951450 -2.098
   300 1.4808638096 -2.189
   300 1.4809272289 -2.281
   300 1.4809726477 -2.344
   300 1.4810286760 -2.435
   300 1.4810806513 -2.527
   300 1.4811297655 -2.615
   300 1.4811797142 -2.704
   300 1.4812281132 -2.793
   300 1.4812700748 -2.883
   300 1.4812984467 -2.970
   300 1.4813177586 -3.049
   300 1.4813346863 -3.129
   300 1.4813499451 -3.208
   300 1.4813642502 -3.284
   300 1.4813778400 -3.360
   300 1.4813903570 -3.430
   300 1.4814049006 -3.496
   300 1.4814217091 -3.566
   300 1.4814401865 -3.617
   300 1.4814445972 -3.617
   300 1.4814471006 -3.612
   300 1.4814482927 -3.640
   300 1.4814494848 -3.679
   300 1.4814511538 -3.707
   300 1.4814532995 -3.742
   300 1.4814566374 -3.749
   300 1.4814567566 -3.749
   300 1.4814569950 -3.455
   300 1.4814572334 -3.293
   300 1.4814579487 -2.876
   300 1.4814589024 -2.904
   300 1.4814602137 -3.133
   300 1.4814618826 -3.440
   300 1.4814637899 -3.651
   300 1.4814660549 -3.727
   300 1.4814687967 -3.729
   300 1.4814717770 -3.714
   300 1.4814751148 -3.712
   300 1.4814752340 -3.634
   300 1.4814755917 -3.416
   300 1.4814763069 -3.025
   300 1.4814773798 -3.049
   300 1.4814786911 -3.263
   300 1.4814803600 -3.531
   300 1.4814823866 -3.686
   300 1.4814847708 -3.705
   300 1.4814875126 -3.663
   300 1.4814906120 -3.642
   300 1.4814940691 -3.634
   300 1.4814941883 -3.679
   300 1.4814946651 -3.506
   300 1.4814953804 -3.138
   300 1.4814964533 -3.162
   300 1.4814978838 -3.361
   300 1.4814996719 -3.592
   300 1.4815019369 -3.675
   300 1.4815044403 -3.623
   300 1.4815074205 -3.575
   300 1.4815107584 -3.547
   300 1.4815144539 -3.563
   300 1.4815145731 -3.653
   300 1.4815150499 -3.559
   300 1.4815158844 -3.233
   300 1.4815170765 -3.254
   300 1.4815186262 -3.435
   300 1.4815205336 -3.613
   300 1.4815229177 -3.620
   300 1.4815257788 -3.534
   300 1.4815289974 -3.476
   300 1.4815325737 -3.447
   300 1.4815366268 -3.477
   300 1.4815367460 -3.594
   300 1.4815372229 -3.593
   300 1.4815380573 -3.323
   300 1.4815393686 -3.342
   300 1.4815409184 -3.496
   300 1.4815429449 -3.617
   300 1.4815454483 -3.539
   300 1.4815483093 -3.439
   300 1.4815516472 -3.381
   300 1.4815554619 -3.350
   300 1.4815596342 -3.376
   300 1.4815597534 -3.500
   300 1.4815602303 -3.603
   300 1.4815611839 -3.412
   300 1.4815623760 -3.431
   300 1.4815640450 -3.550
   300 1.4815661907 -3.593
   300 1.4815686941 -3.451
   300 1.4815716743 -3.337
   300 1.4815750122 -3.291
   300 1.4815789461 -3.279
   300 1.4815832376 -3.298
   300 1.4815833569 -3.388
   300 1.4815838337 -3.570
   300 1.4815846682 -3.483
   300 1.4815858603 -3.497
   300 1.4815875292 -3.580
   300 1.4815894365 -3.503
   300 1.4815918207 -3.340
   300 1.4815946817 -3.249
   300 1.4815980196 -3.224
   300 1.4816015959 -3.215
   300 1.4816057682 -3.228
   300 1.4816058874 -3.255
   300 1.4816063643 -3.459
   300 1.4816071987 -3.530
   300 1.4816082716 -3.536
   300 1.4816098213 -3.552
   300 1.4816118479 -3.394
   300 1.4816141129 -3.212
   300 1.4816168547 -3.171
   300 1.4816200733 -3.161
   300 1.4816236496 -3.149
   300 1.4816275835 -3.155
   300 1.4816277027 -3.154
   300 1.4816281796 -3.322
   300 1.4816288948 -3.535
   300 1.4816299677 -3.528
   300 1.4816313982 -3.450
   300 1.4816331863 -3.238
   300 1.4816353321 -3.109
   300 1.4816379547 -3.086
   300 1.4816408157 -3.075
   300 1.4816441536 -3.058
   300 1.4816478491 -3.057
   300 1.4816479683 -3.043
   300 1.4816483259 -3.101
   300 1.4816490412 -3.436
   300 1.4816501141 -3.404
   300 1.4816514254 -3.239
   300 1.4816530943 -3.023
   300 1.4816551208 -2.970
   300 1.4816575050 -2.949
   300 1.4816603661 -2.917
   300 1.4816634655 -2.892
   300 1.4816669226 -2.909
   300 1.4816670418 -2.870
   300 1.4816673994 -2.868
   300 1.4816679955 -3.153
   300 1.4816689491 -3.119
   300 1.4816702604 -2.900
   300 1.4816718102 -2.787
   300 1.4816737175 -2.739
   300 1.4816759825 -2.653
   300 1.4816784859 -2.298
   300 1.4816814661 -2.076
   300 1.4816846848 -3.146
   300 1.4816913605 30.023
   400 0.0900000036 13.692
   400 0.1000000015 13.224
   400 0.1173569486 12.526
   400 0.1200000048 12.382
   400 0.1400000006 11.702
   400 0.1455362439 11.557
   400 0.1599999964 11.210
   400 0.2000000030 10.511
   400 0.2500000000 9.896
   400 0.3000000119 9.444
   400 0.3500000238 9.014
   400 0.4000000358 8.615
   400 0.4500000477 8.199
   400 0.4753247201 7.973
   400 0.5000000000 7.766
   400 0.5193198919 7.583
   400 0.5500000119 7.308
   400 0.6000000238 6.861
   400 0.6499999762 6.419
   400 0.7000000477 6.000
   400 0.7204464674 5.833
   400 0.7500000000 5.602
   400 0.7647130489 5.495
   400 0.7996139526 5.251
   400 0.8120887280 5.166
   400 0.8492279053 4.921
   400 0.8814780712 4.715
   400 0.8988418579 4.609
   400 0.9152032733 4.510
   400 0.9362298250 4.385
   400 0.9484557509 4.312
   400 0.9679650664 4.196
   400 0.9865556359 4.087
   400 0.9980697036 4.019
   400 1.0045475960 3.981
   400 1.0207701921 3.886
   400 1.0360456705 3.796
   400 1.0476835966 3.727
   400 1.0621950626 3.641
   400 1.0754368305 3.562
   400 1.0882138014 3.486
   400 1.0972975492 3.433
   400 1.1056243181 3.384
   400 1.1172398329 3.319
   400 1.1283758879 3.256
   400 1.1469115019 3.144
   400 1.1667836905 3.043
   400 1.1831094027 2.964
   400 1.1897485256 2.911
   400 1.1934894323 2.873
   400 1.1960777044 2.840
   400 1.1965254545 2.834
   400 1.1971012354 2.830
   400 1.2049314976 2.719
   400 1.2102707624 2.674
   400 1.2320055962 2.510
   400 1.2461395264 2.402
   400 1.2478036880 2.390
   400 1.2583979368 2.310
   400 1.2667860985 2.263
   400 1.2748254538 2.282
   400 1.2802306414 2.343
   400 1.2831189632 2.384
   400 1.2845064402 2.383
   400 1.2856316566 2.376
   400 1.2864490747 2.368
   400 1.2874401808 2.355
   400 1.2885942459 2.337
   400 1.2899541855 2.302
   400 1.2900965214 2.299
   400 1.2904504538 2.285
   400 1.2930042744 2.185
   400 1.2957533598 2.067
   400 1.2964477539 2.039
   400 1.2991842031 1.912
   400 1.3016108274 1.787
   400 1.3038455248 1.659
   400 1.3058489561 1.530
   400 1.3076207638 1.405
   400 1.3091866970 1.283
   400 1.3105559349 1.166
   400 1.3118455410 1.046
   400 1.3129262924 0.935
   400 1.3138848543 0.828
   400 1.3147619963 0.721
   400 1.3155856133 0.612
   400 1.3162817955 0.513
   400 1.3169494867 0.411
   400 1.3175411224 0.317
   400 1.3181097507 0.223
   400 1.3186473846 0.147
   400 1.3194406033 0.055
   400 1.3197864294 0.091
   400 1.3202666044 0.184
   400 1.3202966452 0.189
   400 1.3206124306 0.123
   400 1.3211382627 0.013
   400 1.3216450214 -0.097
   400 1.3221052885 -0.205
   400 1.3225337267 -0.313
   400 1.3229342699 -0.421
   400 1.3232969046 -0.528
   400 1.3236312866 -0.633
   400 1.3239436150 -0.739
   400 1.3242269754 -0.842
   400 1.3244876862 -0.945
   400 1.3247264624 -1.047
   400 1.3249503374 -1.149
   400 1.3251492977 -1.246
   400 1.3253371716 -1.344
   400 1.3255103827 -1.442
   400 1.3256691694 -1.537
   400 1.3258180618 -1.634
   400 1.3259519339 -1.726
   400 1.3260796070 -1.821
   400 1.3261948824 -1.912
   400 1.3263020515 -2.004
   400 1.3264024258 -2.098
   400 1.3264927864 -2.189
   400 1.3265775442 -2.280
   400 1.3266576529 -2.372
   400 1.3267295361 -2.459
   400 1.3267971277 -2.546
   400 1.3268616199 -2.634
   400 1.3269200325 -2.717
   400 1.3269743919 -2.800
   400 1.3270266056 -2.882
   400 1.3270850182 -2.980
   400 1.3271392584 -3.075
   400 1.3271894455 -3.165
   400 1.3272355795 -3.252
   400 1.3272784948 -3.331
   400 1.3273183107 -3.408
   400 1.3273547888 -3.472
   400 1.3273897171 -3.534
   400 1.3274216652 -3.580
   400 1.3274521828 -3.621
   400 1.3274801970 -3.640
   400 1.3275061846 -3.644
   400 1.3275249004 -3.642
   400 1.3275249004 -0.283
   400 1.3278371096 -0.313
   400 1.3281437159 -0.325
   400 1.3282842636 -0.325
   400 1.3284547329 -0.326
   400 1.3287805319 -0.323
   400 1.3291090727 -0.320
   400 1.3294272423 -0.317
   400 1.3297505379 -0.314
   400 1.3300799131 -0.311
   400 1.3303947449 -0.308
   400 1.3307143450 -0.307
   400 1.3310242891 -0.305
   400 1.3313360214 -0.305
   400 1.3316768408 -0.304
   400 1.3319867849 -0.304
   400 1.3320566416 -0.304
   400 1.3320965767 -0.304
   400 1.3324151039 -0.304
   400 1.3327466249 -0.305
   400 1.3330790997 -0.306
   400 1.3334081173 -0.308
   400 1.3337404728 -0.310
   400 1.3340768814 -0.313
   400 1.3343970776 -0.317
   400 1.3344278336 -0.317
   400 1.3347332478 -0.322
   400 1.3350707293 -0.328
   400 1.3353888988 -0.334
   400 1.3357268572 -0.343
   400 1.3360623121 -0.354
   400 1.3363808393 -0.367
   400 1.3366979361 -0.381
   400 1.3370170593 -0.397
   400 1.3373346329 -0.419
   400 1.3376653194 -0.449
   400 1.3379917145 -0.503
   400 1.3381989002 -0.590
   400 1.3383055925 -0.685
   400 1.3383631706 -0.784
   400 1.3383901119 -0.872
   400 1.3384060860 -0.965
   400 1.3384158611 -1.059
   400 1.3384224176 -1.149
   400 1.3384230137 -1.158
   400 1.3384231329 -1.160
   400 1.3384288549 -1.258
   400 1.3384346962 -1.349
   400 1.3384492397 -1.432
   400 1.3384793997 -1.328
   400 1.3385921717 -1.246
   400 1.3388686180 -1.327
   400 1.3390146494 -1.428
   400 1.3391302824 -1.526
   400 1.3392268419 -1.623
   400 1.3393089771 -1.718
   400 1.3393805027 -1.812
   400 1.3394424915 -1.906
   400 1.3394969702 -1.998
   400 1.3395464420 -2.091
   400 1.3395916224 -2.183
   400 1.3396333456 -2.273
   400 1.3396631479 -2.335
   400 1.3396999836 -2.425
   400 1.3397352695 -2.516
   400 1.3397674561 -2.605
   400 1.3397997618 -2.691
   400 1.3398321867 -2.779
   400 1.3398628235 -2.874
   400 1.3398858309 -2.977
   400 1.3398998976 -3.069
   400 1.3399109840 -3.149
   400 1.3399211168 -3.229
   400 1.3399304152 -3.301
   400 1.3399399519 -3.374
   400 1.3399480581 -3.428
   400 1.3399578333 -3.476
   400 1.3399637938 -3.506
   400 1.3399667740 -3.524
   400 1.3399676085 -3.520
   400 1.3399680853 -3.513
   400 1.3399690390 -3.522
   400 1.3399697542 -3.531
   400 1.3399704695 -3.540
   400 1.3399715424 -3.534
   400 1.3399739265 -3.477
   400 1.3399742842 -3.470
   400 1.3399744034 -3.523
   400 1.3399745226 -3.505
   400 1.3399746418 -3.488
   400 1.3399747610 -3.468
   400 1.3399748802 -3.479
   400 1.3399749994 -3.523
   400 1.3399751186 -3.517
   400 1.3399752378 -3.508
   400 1.3399761915 -3.543
   400 1.3399767876 -3.568
   400 1.3399775028 -3.574
   400 1.3399780989 -3.574
   400 1.3399790525 -3.571
   400 1.3399801254 -3.551
   400 1.3399808407 -3.538
   400 1.3399810791 -3.538
   400 1.3399813175 -3.390
   400 1.3399814367 -3.230
   400 1.3399819136 -2.854
   400 1.3399825096 -2.888
   400 1.3399834633 -3.117
   400 1.3399845362 -3.384
   400 1.3399858475 -3.522
   400 1.3399873972 -3.505
   400 1.3399891853 -3.446
   400 1.3399910927 -3.412
   400 1.3399933577 -3.440
   400 1.3399934769 -3.484
   400 1.3399937153 -3.318
   400 1.3399940729 -2.979
   400 1.3399947882 -3.011
   400 1.3399956226 -3.217
   400 1.3399965763 -3.430
   400 1.3399978876 -3.482
   400 1.3399993181 -3.395
   400 1.3400009871 -3.347
   400 1.3400028944 -3.315
   400 1.3400049210 -3.340
   400 1.3400050402 -3.471
   400 1.3400052786 -3.384
   400 1.3400057554 -3.082
   400 1.3400064707 -3.112
   400 1.3400074244 -3.299
   400 1.3400084972 -3.458
   400 1.3400099277 -3.397
   400 1.3400114775 -3.299
   400 1.3400132656 -3.234
   400 1.3400154114 -3.199
   400 1.3400176764 -3.226
   400 1.3400177956 -3.370
   400 1.3400180340 -3.415
   400 1.3400186300 -3.176
   400 1.3400193453 -3.201
   400 1.3400204182 -3.354
   400 1.3400216103 -3.423
   400 1.3400231600 -3.295
   400 1.3400248289 -3.182
   400 1.3400268555 -3.129
   400 1.3400291204 -3.118
   400 1.3400316238 -3.144
   400 1.3400317430 -3.279
   400 1.3400321007 -3.412
   400 1.3400325775 -3.254
   400 1.3400334120 -3.273
   400 1.3400344849 -3.383
   400 1.3400357962 -3.349
   400 1.3400373459 -3.186
   400 1.3400391340 -3.086
   400 1.3400412798 -3.062
   400 1.3400436640 -3.050
   400 1.3400462866 -3.074
   400 1.3400464058 -3.146
   400 1.3400467634 -3.350
   400 1.3400472403 -3.306
   400 1.3400480747 -3.323
   400 1.3400491476 -3.375
   400 1.3400504589 -3.240
   400 1.3400520086 -3.054
   400 1.3400539160 -3.005
   400 1.3400560617 -3.000
   400 1.3400584459 -2.992
   400 1.3400610685 -3.013
   400 1.3400611877 -3.009
   400 1.3400614262 -3.224
   400 1.3400620222 -3.333
   400 1.3400627375 -3.340
   400 1.3400638103 -3.312
   400 1.3400650024 -3.098
   400 1.3400665522 -2.956
   400 1.3400683403 -2.936
   400 1.3400703669 -2.932
   400 1.3400726318 -2.922
   400 1.3400751352 -2.935
   400 1.3400752544 -2.904
   400 1.3400754929 -3.053
   400 1.3400759697 -3.302
   400 1.3400768042 -3.288
   400 1.3400777578 -3.141
   400 1.3400789499 -2.898
   400 1.3400803804 -2.835
   400 1.3400820494 -2.823
   400 1.3400839567 -2.813
   400 1.3400861025 -2.790
   400 1.3400884867 -2.814
   400 1.3400886059 -2.756
   400 1.3400888443 -2.769
   400 1.3400893211 -3.075
   400 1.3400900364 -3.016
   400 1.3400908709 -2.761
   400 1.3400919437 -2.613
   400 1.3400933743 -2.588
   400 1.3400949240 -2.562
   400 1.3400965929 -2.505
   400 1.3400986195 -2.278
   400 1.3401008844 -3.769
   400 1.3401080370 30.023
   500 0.0900000036 13.691
   500 0.1000000015 13.224
   500 0.1147528514 12.669
   500 0.1200000048 12.380
   500 0.1400000006 11.701
   500 0.1474417746 11.508
   500 0.1599999964 11.208
   500 0.2000000030 10.509
   500 0.2500000000 9.891
   500 0.3000000119 9.435
   500 0.3174254596 9.280
   500 0.3500000238 9.010
   500 0.4000000358 8.609
   500 0.4500000477 8.193
   500 0.5000000000 7.758
   500 0.5500000119 7.295
   500 0.5593069196 7.206
   500 0.6000000238 6.845
   500 0.6499999762 6.397
   500 0.7000000477 5.972
   500 0.7132819891 5.862
   500 0.7438943386 5.615
   500 0.7500000000 5.568
   500 0.7638965249 5.465
   500 0.7996139526 5.209
   500 0.8027124405 5.187
   500 0.8349406719 4.965
   500 0.8492279053 4.868
   500 0.8634909987 4.774
   500 0.8915616274 4.592
   500 0.8988418579 4.546
   500 0.9051105380 4.506
   500 0.9224504828 4.396
   500 0.9394279718 4.288
   500 0.9484557509 4.232
   500 0.9505791664 4.218
   500 0.9661388397 4.120
   500 0.9808838964 4.026
   500 0.9949546456 3.937
   500 0.9980697036 3.918
   500 1.0079042912 3.854
   500 1.0201703310 3.775
   500 1.0319193602 3.699
   500 1.0476835966 3.596
   500 1.0559483767 3.542
   500 1.0663357973 3.476
   500 1.0854632854 3.354
   500 1.0972975492 3.273
   500 1.1052448750 3.216
   500 1.1163541079 3.135
   500 1.1290736198 3.037
   500 1.1406043768 2.943
   500 1.1469115019 2.890
   500 1.1503673792 2.862
   500 1.1569255590 2.794
   500 1.1585587263 2.773
   500 1.1619659662 2.738
   500 1.1668883562 2.692
   500 1.1736009121 2.631
   500 1.1801732779 2.569
   500 1.1874240637 2.498
   500 1.1941362619 2.440
   500 1.1965254545 2.431
   500 1.1992822886 2.429
   500 1.2019256353 2.454
   500 1.2040709257 2.492
   500 1.2056301832 2.522
   500 1.2075219154 2.539
   500 1.2097259760 2.516
   500 1.2123256922 2.436
   500 1.2125978470 2.425
   500 1.2129300833 2.410
   500 1.2149356604 2.311
   500 1.2168247700 2.204
   500 1.2189190388 2.075
   500 1.2206399441 1.958
   500 1.2219653130 1.862
   500 1.2235163450 1.740
   500 1.2249337435 1.619
   500 1.2262715101 1.492
   500 1.2274184227 1.373
   500 1.2284437418 1.258
   500 1.2293763161 1.142
   500 1.2302460670 1.024
   500 1.2310177088 0.910
   500 1.2317180634 0.796
   500 1.2323371172 0.687
   500 1.2328912020 0.582
   500 1.2334184647 0.473
   500 1.2338967323 0.369
   500 1.2343471050 0.264
   500 1.2347697020 0.166
   500 1.2352067232 0.079
   500 1.2355964184 0.022
   500 1.2358367443 0.053
   500 1.2361387014 0.151
   500 1.2362339497 0.183
   500 1.2365005016 0.102
   500 1.2368757725 -0.009
   500 1.2372368574 -0.122
   500 1.2375719547 -0.233
   500 1.2378742695 -0.342
   500 1.2381561995 -0.450
   500 1.2384098768 -0.556
   500 1.2386491299 -0.663
   500 1.2388708591 -0.770
   500 1.2390710115 -0.874
   500 1.2392548323 -0.978
   500 1.2394204140 -1.077
   500 1.2395787239 -1.179
   500 1.2397195101 -1.277
   500 1.2398512363 -1.375
   500 1.2399729490 -1.472
   500 1.2400832176 -1.566
   500 1.2401880026 -1.662
   500 1.2402818203 -1.755
   500 1.2403700352 -1.847
   500 1.2404522896 -1.942
   500 1.2405257225 -2.033
   500 1.2405955791 -2.127
   500 1.2406595945 -2.218
   500 1.2407176495 -2.306
   500 1.2407735586 -2.397
   500 1.2408239841 -2.484
   500 1.2408709526 -2.569
   500 1.2409155369 -2.654
   500 1.2409559488 -2.735
   500 1.2410031557 -2.834
   500 1.2410461903 -2.932
   500 1.2410862446 -3.024
   500 1.2411228418 -3.113
   500 1.2411568165 -3.195
   500 1.2411882877 -3.274
   500 1.2412167788 -3.342
   500 1.2412438393 -3.404
   500 1.2412687540 -3.459
   500 1.2412923574 -3.500
   500 1.2413139343 -3.534
   500 1.2413346767 -3.540
   500 1.2413537502 -3.542
   500 1.2413719893 -3.505
   500 1.2413769960 -3.497
   500 1.2413769960 -0.255
   500 1.2416050434 -0.283
   500 1.2418311834 -0.294
   500 1.2420581579 -0.295
   500 1.2422889471 -0.292
   500 1.2425225973 -0.289
   500 1.2427523136 -0.285
   500 1.2429633141 -0.281
   500 1.2431966066 -0.278
   500 1.2434293032 -0.275
   500 1.2436519861 -0.272
   500 1.2438710928 -0.271
   500 1.2440853119 -0.269
   500 1.2443044186 -0.268
   500 1.2445373535 -0.267
   500 1.2445915937 -0.267
   500 1.2446186543 -0.267
   500 1.2448513508 -0.267
   500 1.2450925112 -0.267
   500 1.2453215122 -0.268
   500 1.2455441952 -0.269
   500 1.2457658052 -0.271
   500 1.2459874153 -0.273
   500 1.2462171316 -0.277
   500 1.2462540865 -0.277
   500 1.2462993860 -0.278
   500 1.2465270758 -0.283
   500 1.2467527390 -0.289
   500 1.2469818592 -0.296
   500 1.2472038269 -0.305
   500 1.2474265099 -0.315
   500 1.2476494312 -0.327
   500 1.2478694916 -0.340
   500 1.2480903864 -0.354
   500 1.2483332157 -0.361
   500 1.2485673428 -0.393
   500 1.2487969398 -0.457
   500 1.2489775419 -0.551
   500 1.2490653992 -0.643
   500 1.2491145134 -0.743
   500 1.2491381168 -0.842
   500 1.2491493225 -0.934
   500 1.2491561174 -1.029
   500 1.2491604090 -1.116
   500 1.2491610050 -1.129
   500 1.2491620779 -1.157
   500 1.2491658926 -1.256
   500 1.2491694689 -1.347
   500 1.2491730452 -1.397
   500 1.2491823435 -1.385
   500 1.2491898537 -1.307
   500 1.2492089272 -1.239
   500 1.2493739128 -1.276
   500 1.2494688034 -1.362
   500 1.2495565414 -1.459
   500 1.2496293783 -1.553
   500 1.2496912479 -1.646
   500 1.2497453690 -1.739
   500 1.2497925758 -1.831
   500 1.2498342991 -1.922
   500 1.2498714924 -2.015
   500 1.2499053478 -2.108
   500 1.2499363422 -2.200
   500 1.2499585152 -2.265
   500 1.2499858141 -2.349
   500 1.2500120401 -2.440
   500 1.2500362396 -2.530
   500 1.2500596046 -2.618
   500 1.2500832081 -2.707
   500 1.2501047850 -2.797
   500 1.2501213551 -2.889
   500 1.2501319647 -2.974
   500 1.2501407862 -3.056
   500 1.2501487732 -3.139
   500 1.2501561642 -3.212
   500 1.2501635551 -3.289
   500 1.2501699924 -3.342
   500 1.2501772642 -3.395
   500 1.2501854897 -3.426
   500 1.2501903772 -3.442
   500 1.2501914501 -3.449
   500 1.2501925230 -3.454
   500 1.2501941919 -3.453
   500 1.2501943111 -3.450
   500 1.2501944304 -3.438
   500 1.2501945496 -3.415
   500 1.2501946688 -3.432
   500 1.2501947880 -3.446
   500 1.2501949072 -3.394
   500 1.2501952648 -3.386
   500 1.2501957417 -3.424
   500 1.2501962185 -3.447
   500 1.2501965761 -3.445
   500 1.2501971722 -3.434
   500 1.2501977682 -3.388
   500 1.2501984835 -3.339
