# I-mag mass-luminocity relation of the PARSEC isochrones model extracted from input_files/CMD3.3*.dat (references therein)
#   Read CMD3.3-thin3.dat
#0.01Gyr     Mini       MIc
   100 2.3009486198 -4.228
   100 2.3009576797 -4.173
   100 2.3009679317 -4.146
   100 2.3009796143 -4.149
   100 2.3009798527 -4.147
   100 2.3009808064 -4.289
   100 2.3009824753 -4.271
   100 2.3009853363 -4.201
   100 2.3009893894 -4.267
   100 2.3009943962 -4.327
   100 2.3010008335 -4.271
   100 2.3010087013 -4.189
   100 2.3010177612 -4.139
   100 2.3010282516 -4.120
   100 2.3010404110 -4.138
   100 2.3010406494 -4.119
   100 2.3010416031 -4.267
   100 2.3010432720 -4.279
   100 2.3010461330 -4.218
   100 2.3010499477 -4.275
   100 2.3010551929 -4.325
   100 2.3010613918 -4.264
   100 2.3010690212 -4.192
   100 2.3010780811 -4.152
   100 2.3010885715 -4.145
   100 2.3011004925 -4.179
   100 2.3011007309 -4.881
   100 2.3011016846 -4.676
   100 2.3011033535 -4.344
   100 2.3011059761 -4.237
   100 2.3011097908 -4.329
   100 2.3011145592 -4.505
   100 2.3011207581 -4.673
   100 2.3011281490 -4.793
   100 2.3011367321 -4.857
   100 2.3011469841 -4.261
   100 2.3011584282 -4.302
   100 2.3011586666 -5.011
   100 2.3011596203 -4.777
   100 2.3011617661 -4.416
   100 2.3011648655 -4.302
   100 2.3011693954 -4.400
   100 2.3011753559 -4.586
   100 2.3011825085 -4.764
   100 2.3011913300 -4.883
   100 2.3012015820 -4.935
   100 2.3012137413 -4.954
   100 2.3012273312 -4.942
   100 2.3012275696 -4.977
   100 2.3012285233 -4.790
   100 2.3012306690 -4.462
   100 2.3012335300 -4.356
   100 2.3012378216 -4.446
   100 2.3012435436 -4.619
   100 2.3012504578 -4.785
   100 2.3012590408 -4.889
   100 2.3012688160 -4.930
   100 2.3012804985 -4.936
   100 2.3012936115 -4.920
   100 2.3012938499 -4.916
   100 2.3012948036 -4.780
   100 2.3012967110 -4.466
   100 2.3012998104 -4.356
   100 2.3013041019 -4.447
   100 2.3013095856 -4.619
   100 2.3013162613 -4.766
   100 2.3013246059 -4.841
   100 2.3013343811 -4.866
   100 2.3013458252 -4.864
   100 2.3013586998 -4.854
   100 2.3013589382 -4.802
   100 2.3013598919 -4.747
   100 2.3013617992 -4.463
   100 2.3013646603 -4.351
   100 2.3013689518 -4.445
   100 2.3013741970 -4.606
   100 2.3013811111 -4.738
   100 2.3013892174 -4.798
   100 2.3013987541 -4.788
   100 2.3014099598 -5.053
   100 2.3014225960 -5.061
   100 2.3014228344 -5.080
   100 2.3014237881 -4.745
   100 2.3014254570 -4.494
   100 2.3014283180 -4.387
   100 2.3014321327 -4.475
   100 2.3014371395 -4.623
   100 2.3014433384 -4.734
   100 2.3014509678 -5.003
   100 2.3014600277 -5.043
   100 2.3014702797 -5.042
   100 2.3014822006 -5.057
   100 2.3014824390 -4.996
   100 2.3014833927 -4.706
   100 2.3014853001 -4.502
   100 2.3014881611 -4.413
   100 2.3014919758 -4.483
   100 2.3014972210 -4.637
   100 2.3015038967 -4.913
   100 2.3015117645 -4.971
   100 2.3015208244 -4.960
   100 2.3015317917 -4.937
   100 2.3015439510 -4.943
   100 2.3015441895 -4.637
   100 2.3015449047 -4.914
   100 2.3015468121 -4.538
   100 2.3015494347 -4.422
   100 2.3015530109 -4.515
   100 2.3015577793 -4.630
   100 2.3015637398 -4.905
   100 2.3015708923 -4.787
   100 2.3015794754 -4.599
   100 2.3015892506 -4.599
   100 2.3016004562 -4.595
   100 2.3016006947 -3.595
   100 2.3016014099 -4.737
   100 2.3016030788 -4.537
   100 2.3016057014 -4.444
   100 2.3016092777 -4.511
   100 2.3016140461 -4.742
   100 2.3016197681 -4.520
   100 2.3016269207 -3.877
   100 2.3016350269 -3.073
   100 2.3016448021 -2.758
   100 2.3016557693 -2.876
   100 2.3016560078 -0.579
   100 2.3016567230 -2.868
   100 2.3016583920 -4.285
   100 2.3016607761 -4.362
   100 2.3016641140 -3.964
   100 2.3016686440 -2.929
   100 2.3016743660 -1.679
   100 2.3016810417 -0.704
   100 2.3016889095 -0.480
   100 2.3016982079 -0.260
   100 2.3017086983 -0.313
   100 2.3017089367 -3.087
   100 2.3017096519 -0.350
   100 2.3017110825 -1.563
   100 2.3017134666 -2.123
   100 2.3017165661 -1.683
   100 2.3017208576 -1.286
   100 2.3017261028 -0.433
   100 2.3017325401 -0.609
   100 2.3017399311 -1.283
   100 2.3017485142 -2.469
   100 2.3017585278 -4.848
   100 2.3017699718 31.207
   200 0.0900000036 13.717
   200 0.1000000015 13.258
   200 0.1010467708 13.220
   200 0.1051143557 13.075
   200 0.1200000048 12.455
   200 0.1273940206 12.181
   200 0.1400000006 11.763
   200 0.1599999964 11.264
   200 0.1798695028 10.892
   200 0.2000000030 10.563
   200 0.2500000000 9.943
   200 0.3368439674 9.165
   200 0.3475234509 9.081
   200 0.3500000238 9.062
   200 0.3939071596 8.705
   200 0.4000000358 8.659
   200 0.4500000179 8.246
   200 0.4728664458 8.043
   200 0.5000000000 7.816
   200 0.5500000119 7.369
   200 0.6000000238 6.929
   200 0.6203725338 6.748
   200 0.6499999762 6.497
   200 0.6793368459 6.255
   200 0.7000000477 6.089
   200 0.7463513613 5.727
   200 0.7500000596 5.700
   200 0.7830138803 5.472
   200 0.8000000119 5.359
   200 0.8057796359 5.322
   200 0.8500000238 5.043
   200 0.8999999762 4.748
   200 0.9377716184 4.539
   200 0.9499999881 4.474
   200 0.9796812534 4.317
   200 1.0000000000 4.213
   200 1.0016664267 4.204
   200 1.0439993143 3.990
   200 1.0499999523 3.960
   200 1.0698966980 3.862
   200 1.1000000238 3.715
   200 1.1196993589 3.620
   200 1.1467545033 3.491
   200 1.1499999762 3.476
   200 1.1862438917 3.307
   200 1.2000000477 3.243
   200 1.2500000000 3.023
   200 1.2525341511 3.012
   200 1.2999999523 2.812
   200 1.3070855141 2.783
   200 1.3500000238 2.610
   200 1.3787562847 2.494
   200 1.3999999762 2.408
   200 1.4272091389 2.297
   200 1.4500000477 2.203
   200 1.4684127569 2.128
   200 1.4887341261 2.043
   200 1.5000001192 1.996
   200 1.5076500177 1.964
   200 1.5295139551 1.871
   200 1.5500000715 1.784
   200 1.5527445078 1.773
   200 1.5702618361 1.698
   200 1.5869837999 1.627
   200 1.6000000238 1.571
   200 1.6033666134 1.557
   200 1.6189839840 1.490
   200 1.6348791122 1.414
   200 1.6429287195 1.372
   200 1.6493444443 1.271
   200 1.6499999762 1.258
   200 1.6505736113 1.246
   200 1.6514296532 1.192
   200 1.6517659426 1.143
   200 1.6519283056 1.096
   200 1.6520524025 1.059
   200 1.6520879269 1.080
   200 1.6521519423 1.146
   200 1.6522321701 1.173
   200 1.6523520947 1.131
   200 1.6525459290 1.084
   200 1.6528478861 1.070
   200 1.6532695293 1.079
   200 1.6537990570 1.119
   200 1.6543464661 1.183
   200 1.6547561884 1.243
   200 1.6551562548 1.305
   200 1.6556767225 1.373
   200 1.6561958790 1.396
   200 1.6567137241 1.384
   200 1.6569610834 1.344
   200 1.6574554443 1.255
   200 1.6579066515 1.151
   200 1.6583054066 1.049
   200 1.6586776972 0.950
   200 1.6590367556 0.851
   200 1.6593852043 0.752
   200 1.6597286463 0.655
   200 1.6600680351 0.558
   200 1.6605757475 0.417
   200 1.6609982252 0.302
   200 1.6614220142 0.185
   200 1.6617571115 0.092
   200 1.6621212959 -0.010
   200 1.6624948978 -0.115
   200 1.6628153324 -0.208
   200 1.6631413698 -0.305
   200 1.6634671688 -0.401
   200 1.6637870073 -0.497
   200 1.6641561985 -0.611
   200 1.6644552946 -0.705
   200 1.6647638083 -0.799
   200 1.6651512384 -0.898
   200 1.6655659676 -0.968
   200 1.6658760309 -0.904
   200 1.6660627127 -0.846
   200 1.6662249565 -0.740
   200 1.6663403511 -0.645
   200 1.6664648056 -0.533
   200 1.6665776968 -0.433
   200 1.6666979790 -0.336
   200 1.6668540239 -0.228
   200 1.6669685841 -0.172
   200 1.6671065092 -0.212
   200 1.6674250364 -0.306
   200 1.6678466797 -0.409
   200 1.6683135033 -0.515
   200 1.6687614918 -0.614
   200 1.6692281961 -0.716
   200 1.6696842909 -0.816
   200 1.6701318026 -0.916
   200 1.6705605984 -1.014
   200 1.6709750891 -1.112
   200 1.6713778973 -1.210
   200 1.6717507839 -1.304
   200 1.6721075773 -1.398
   200 1.6724513769 -1.492
   200 1.6727728844 -1.583
   200 1.6730741262 -1.673
   200 1.6733629704 -1.764
   200 1.6736282110 -1.852
   200 1.6738835573 -1.940
   200 1.6741193533 -2.026
   200 1.6743414402 -2.111
   200 1.6745495796 -2.195
   200 1.6747444868 -2.279
   200 1.6749286652 -2.365
   200 1.6750997305 -2.447
   200 1.6752591133 -2.529
   200 1.6754117012 -2.611
   200 1.6755844355 -2.709
   200 1.6757433414 -2.805
   200 1.6758929491 -2.901
   200 1.6760059595 -2.977
   200 1.6761353016 -3.068
   200 1.6762533188 -3.155
   200 1.6763647795 -3.240
   200 1.6764681339 -3.323
   200 1.6765642166 -3.404
   200 1.6766533852 -3.480
   200 1.6767379045 -3.555
   200 1.6768157482 -3.622
   200 1.6768918037 -3.686
   200 1.6769224405 -3.712
   200 1.6769224405 -0.227
   200 1.6779475212 -0.276
   200 1.6790189743 -0.288
   200 1.6800934076 -0.287
   200 1.6811990738 -0.286
   200 1.6822695732 -0.286
   200 1.6833651066 -0.286
   200 1.6844139099 -0.286
   200 1.6854753494 -0.286
   200 1.6866027117 -0.288
   200 1.6876369715 -0.289
   200 1.6887091398 -0.291
   200 1.6897690296 -0.293
   200 1.6907962561 -0.296
   200 1.6918296814 -0.298
   200 1.6920580864 -0.299
   200 1.6929061413 -0.302
   200 1.6939674616 -0.305
   200 1.6949834824 -0.309
   200 1.6960091591 -0.313
   200 1.6970819235 -0.318
   200 1.6981089115 -0.323
   200 1.6991682053 -0.328
   200 1.6996098757 -0.330
   200 1.6999560595 -0.332
   200 1.7002725601 -0.334
   200 1.7013876438 -0.340
   200 1.7024561167 -0.347
   200 1.7035329342 -0.355
   200 1.7046099901 -0.364
   200 1.7057113647 -0.375
   200 1.7068108320 -0.389
   200 1.7078994513 -0.403
   200 1.7089866400 -0.418
   200 1.7100899220 -0.419
   200 1.7112150192 -0.460
   200 1.7123361826 -0.538
   200 1.7130072117 -0.630
   200 1.7133473158 -0.726
   200 1.7135127783 -0.819
   200 1.7135963440 -0.913
   200 1.7136397362 -1.005
   200 1.7136651278 -1.090
   200 1.7136785984 -1.149
   200 1.7136788368 -1.150
   200 1.7136878967 -1.198
   200 1.7137063742 -1.302
   200 1.7137238979 -1.378
   200 1.7137662172 -1.379
   200 1.7138007879 -1.328
   200 1.7139294147 -1.258
   200 1.7151051760 -1.310
   200 1.7156019211 -1.396
   200 1.7159934044 -1.490
   200 1.7163131237 -1.584
   200 1.7165824175 -1.678
   200 1.7168165445 -1.772
   200 1.7170197964 -1.864
   200 1.7171993256 -1.956
   200 1.7173629999 -2.047
   200 1.7175141573 -2.140
   200 1.7176532745 -2.232
   200 1.7177491188 -2.295
   200 1.7178717852 -2.377
   200 1.7179933786 -2.466
   200 1.7181127071 -2.561
   200 1.7182236910 -2.669
   200 1.7183102369 -2.793
   200 1.7183662653 -2.907
   200 1.7184091806 -3.006
   200 1.7184473276 -3.100
   200 1.7184823751 -3.187
   200 1.7185158730 -3.271
   200 1.7185488939 -3.351
   200 1.7185832262 -3.428
   200 1.7186214924 -3.503
   200 1.7186610699 -3.573
   200 1.7186962366 -3.660
   200 1.7187025547 -3.670
   200 1.7187062502 -3.683
   200 1.7187098265 -3.708
   200 1.7187142372 -3.692
   200 1.7187213898 -3.730
   200 1.7187219858 -3.741
   200 1.7187221050 -3.742
   200 1.7187222242 -3.745
   200 1.7187223434 -3.751
   200 1.7187224627 -3.752
   200 1.7187225819 -3.755
   200 1.7187227011 -3.755
   200 1.7187228203 -3.757
   200 1.7187230587 -3.760
   200 1.7187232971 -3.762
   200 1.7187234163 -3.765
   200 1.7187236547 -3.761
   200 1.7187237740 -3.758
   200 1.7187238932 -3.755
   200 1.7187240124 -3.749
   200 1.7187243700 -3.730
   200 1.7187246084 -3.721
   200 1.7187247276 -3.710
   200 1.7187249660 -3.697
   200 1.7187272310 -3.763
   200 1.7187292576 -3.696
   200 1.7187312841 -3.717
   200 1.7187330723 -3.751
   200 1.7187353373 -3.790
   200 1.7187379599 -3.829
   200 1.7187415361 -3.868
   200 1.7187469006 -3.893
   200 1.7187498808 -3.903
   200 1.7187502384 -3.903
   200 1.7187508345 -3.450
   200 1.7187511921 -3.311
   200 1.7187525034 -2.837
   200 1.7187544107 -2.852
   200 1.7187570333 -3.076
   200 1.7187603712 -3.419
   200 1.7187644243 -3.690
   200 1.7187691927 -3.823
   200 1.7187747955 -3.873
   200 1.7187811136 -3.877
   200 1.7187882662 -3.931
   200 1.7187885046 -3.653
   200 1.7187891006 -3.401
   200 1.7187902927 -2.942
   200 1.7187920809 -2.958
   200 1.7187944651 -3.176
   200 1.7187974453 -3.502
   200 1.7188011408 -3.741
   200 1.7188054323 -3.850
   200 1.7188104391 -3.866
   200 1.7188161612 -3.869
   200 1.7188225985 -3.923
   200 1.7188228369 -3.728
   200 1.7188235521 -3.504
   200 1.7188248634 -3.061
   200 1.7188267708 -3.075
   200 1.7188293934 -3.283
   200 1.7188327312 -3.583
   200 1.7188367844 -3.785
   200 1.7188415527 -3.854
   200 1.7188471556 -3.868
   200 1.7188534737 -3.858
   200 1.7188606262 -3.906
   200 1.7188608646 -3.779
   200 1.7188615799 -3.577
   200 1.7188630104 -3.147
   200 1.7188651562 -3.161
   200 1.7188680172 -3.360
   200 1.7188715935 -3.643
   200 1.7188760042 -3.817
   200 1.7188811302 -3.858
   200 1.7188872099 -3.838
   200 1.7188940048 -3.822
   200 1.7189017534 -3.866
   200 1.7189019918 -3.813
   200 1.7189028263 -3.644
   200 1.7189043760 -3.234
   200 1.7189065218 -3.248
   200 1.7189096212 -3.438
   200 1.7189134359 -3.692
   200 1.7189180851 -3.834
   200 1.7189235687 -3.832
   200 1.7189300060 -3.788
   200 1.7189372778 -3.767
   200 1.7189455032 -3.812
   200 1.7189457417 -3.829
   200 1.7189465761 -3.705
   200 1.7189480066 -3.332
   200 1.7189502716 -3.345
   200 1.7189531326 -3.521
   200 1.7189569473 -3.744
   200 1.7189614773 -3.828
   200 1.7189668417 -3.778
   200 1.7189731598 -3.735
   200 1.7189803123 -3.713
   200 1.7189882994 -3.751
   200 1.7189885378 -3.823
   200 1.7189893723 -3.758
   200 1.7189908028 -3.427
   200 1.7189930677 -3.440
   200 1.7189959288 -3.600
   200 1.7189997435 -3.778
   200 1.7190042734 -3.807
   200 1.7190096378 -3.723
   200 1.7190159559 -3.672
   200 1.7190231085 -3.644
   200 1.7190310955 -3.680
   200 1.7190313339 -3.773
   200 1.7190321684 -3.795
   200 1.7190337181 -3.515
   200 1.7190358639 -3.526
   200 1.7190389633 -3.664
   200 1.7190427780 -3.801
   200 1.7190474272 -3.750
   200 1.7190529108 -3.659
   200 1.7190593481 -3.601
   200 1.7190666199 -3.576
   200 1.7190748453 -3.616
