# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Fri Jun 12 07:11:24 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.015033 0.01000 7.69897 0.0900000036 1.0816895962    0.090 -2.539  3.4046  4.502    0  0.000  0.545     0.00     0.00 -1 -6.88e-16      0.00 7.097e-01 2.752e-01 2.715e-03 7.326e-04 6.644e-03 -1.000 1.510e-02 11.118 19.158 17.268 15.665 13.712 11.551 9.059 8.471 8.116
0.015033 0.01000 7.69897 0.0983831584 1.1574566364    0.098 -2.476  3.4121  4.507    0  0.000  0.545     0.00     0.00 -1 -7.57e-16      0.00 7.097e-01 2.752e-01 2.715e-03 7.326e-04 6.644e-03 -1.000 1.510e-02 10.959 19.008 17.113 15.508 13.553 11.392 8.901 8.312 7.958
0.015033 0.01000 7.69897 0.1000000015 1.1711064577    0.100 -2.464  3.4136  4.508    0  0.000  0.545     0.00     0.00 -1  -7.7e-16      0.00 7.097e-01 2.752e-01 2.715e-03 7.326e-04 6.644e-03 -1.000 1.510e-02 10.930 18.982 17.085 15.479 13.525 11.363 8.872 8.283 7.929
0.015033 0.01000 7.69897 0.1015979126 1.1843173504    0.102 -2.453  3.4149  4.510    0  0.000  0.545     0.00     0.00 -1 -7.81e-16      0.00 7.097e-01 2.752e-01 2.715e-03 7.326e-04 6.644e-03 -1.000 1.510e-02 10.904 18.957 17.059 15.453 13.498 11.337 8.845 8.257 7.903
0.015033 0.01000 7.69897 0.1143073514 1.2805968523    0.114 -2.371  3.4246  4.517    0  0.000  0.545     0.00     0.00 -1 -8.84e-16      0.00 7.097e-01 2.752e-01 2.715e-03 7.326e-04 6.644e-03 -1.000 1.510e-02 10.696 18.422 16.601 15.006 13.128 11.025 8.653 8.063 7.714
0.015033 0.01000 7.69897 0.1199999973 1.3193154335    0.120 -2.336  3.4289  4.520    0  0.000  0.545     0.00     0.00 -1 -9.32e-16      0.00 7.097e-01 2.752e-01 2.715e-03 7.326e-04 6.644e-03 -1.000 1.510e-02 10.609 18.134 16.361 14.774 12.942 10.875 8.575 7.984 7.637
0.015033 0.01000 7.69897 0.1272965074 1.3655875921    0.127 -2.295  3.4335  4.524    0  0.000  0.545     0.00     0.00 -1 -9.88e-16      0.00 7.097e-01 2.752e-01 2.715e-03 7.326e-04 6.644e-03 -1.000 1.510e-02 10.509 17.840 16.110 14.533 12.746 10.715 8.485 7.892 7.549
0.015033 0.01000 7.69897 0.1399999857 1.4384526014    0.140 -2.230  3.4410  4.530    0  0.000  0.545     0.00     0.00 -1 -1.09e-15      0.00 7.097e-01 2.752e-01 2.715e-03 7.326e-04 6.644e-03 -1.000 1.510e-02 10.344 17.377 15.711 14.154 12.436 10.459 8.335 7.740 7.404
0.015033 0.01000 7.69897 0.1599999964 1.5372931957    0.160 -2.141  3.4511  4.539    0  0.000  0.545     0.00     0.00 -1 -1.24e-15      0.00 7.097e-01 2.752e-01 2.715e-03 7.326e-04 6.644e-03 -1.000 1.510e-02 10.123 16.776 15.188 13.652 12.025 10.123 8.134 7.536 7.209
0.015033 0.01000 7.69897 0.1974234581 1.6850643158    0.197 -2.001  3.4662  4.551    0  0.000  0.545     0.00     0.00 -1 -1.52e-15      0.00 7.097e-01 2.752e-01 2.715e-03 7.326e-04 6.644e-03 -1.000 1.510e-02 9.772 15.903 14.414 12.900 11.401 9.623 7.817 7.214 6.902
