# I-mag mass-luminocity relation of the PARSEC isochrones model extracted from input_files/CMD3.3*.dat (references therein)
#   Read CMD3.3-thin2.dat
#0.01Gyr     Mini       MIc
    15 0.0900000036 12.402
    15 0.0943171680 12.310
    15 0.1000000015 12.188
    15 0.1032212451 12.129
    15 0.1131606027 11.836
    15 0.1200000048 11.610
    15 0.1271094829 11.451
    15 0.1400000006 11.176
    15 0.1599999964 10.808
    15 0.1761211604 10.571
    15 0.2000000030 10.258
    15 0.2500000000 9.740
    15 0.3000000119 9.338
    15 0.3096452355 9.262
    15 0.3500000238 8.952
    15 0.4000000358 8.563
    15 0.4500000179 8.157
    15 0.5000000000 7.722
    15 0.5263894796 7.468
    15 0.5480176806 7.288
    15 0.5500000119 7.274
    15 0.5631929636 7.176
    15 0.5813909173 7.065
    15 0.6000000238 6.957
    15 0.6059669256 6.918
    15 0.6499999762 6.553
    15 0.7000000477 6.156
    15 0.7304278016 5.922
    15 0.7500000000 5.779
    15 0.7654361129 5.675
    15 0.8000000119 5.453
    15 0.8500000238 5.153
    15 0.8999999762 4.877
    15 0.9499999881 4.623
    15 1.0000000000 4.377
    15 1.0499999523 4.147
    15 1.1000000238 3.931
    15 1.1499999762 3.728
    15 1.2000000477 3.531
    15 1.2500000000 3.345
    15 1.2999999523 3.168
    15 1.3086669445 3.139
    15 1.3499999046 3.004
    15 1.3999999762 2.852
    15 1.4500000477 2.715
    15 1.5000000000 2.589
    15 1.5500000715 2.478
    15 1.6000000238 2.373
    15 1.6500000954 2.278
    15 1.7000000477 2.188
    15 1.7500000000 2.104
    15 1.7999999523 2.023
    15 1.8135744333 2.002
    15 1.8499999046 1.946
    15 1.8999999762 1.870
    15 1.9500000477 1.798
    15 2.0000000000 1.726
    15 2.0499999523 1.657
    15 2.0999999046 1.589
    15 2.1188020706 1.564
    15 2.1500000954 1.522
    15 2.2000000477 1.456
    15 2.2500000000 1.392
    15 2.2999999523 1.327
    15 2.4000000954 1.201
    15 2.4011731148 1.200
    15 2.5999999046 0.957
    15 2.6170222759 0.936
    15 2.7787518501 0.739
    15 2.7999999523 0.714
    15 2.8171405792 0.694
    15 2.9706182480 0.509
    15 3.0000000000 0.474
    15 3.1183791161 0.331
    15 3.2000000477 0.232
    15 3.3004713058 0.108
    15 3.4000000954 -0.020
    15 3.4889078140 -0.137
    15 3.5731401443 -0.251
    15 3.5999999046 -0.290
    15 3.6426339149 -0.350
    15 3.7069752216 -0.448
    15 3.7913248539 -0.583
    15 3.7999999523 -0.598
    15 3.8707470894 -0.718
    15 3.9277658463 -0.826
    15 3.9842460155 -0.941
    15 4.0000000000 -0.975
    15 4.0458889008 -1.075
    15 4.0970158577 -1.200
    15 4.1416897774 -1.320
    15 4.1842498779 -1.442
    15 4.1999998093 -1.490
    15 4.2123780251 -1.528
    15 4.2489957809 -1.643
    15 4.2659163475 -1.694
    15 4.2813735008 -1.703
    15 4.2872633934 -1.686
    15 4.2897300720 -1.662
    15 4.2909498215 -1.639
    15 4.2916607857 -1.623
    15 4.2921080589 -1.611
    15 4.2923350334 -1.604
    15 4.2924904823 -1.585
    15 4.2926201820 -1.578
    15 4.2927370071 -1.598
    15 4.2928848267 -1.660
    15 4.2930459976 -1.752
    15 4.2932248116 -1.855
    15 4.2934165001 -1.951
    15 4.2936172485 -2.037
    15 4.2938232422 -2.116
    15 4.2940335274 -2.188
    15 4.2942442894 -2.256
    15 4.2944536209 -2.320
    15 4.2946596146 -2.380
    15 4.2948598862 -2.438
    15 4.2950539589 -2.492
    15 4.2952404022 -2.544
    15 4.2954187393 -2.593
    15 4.2955880165 -2.638
    15 4.2957487106 -2.679
    15 4.2959012985 -2.716
    15 4.2960448265 -2.749
    15 4.2961797714 -2.781
    15 4.2963080406 -2.811
    15 4.2964282036 -2.838
    15 4.2965421677 -2.861
    15 4.2966494560 -2.880
    15 4.2967510223 -2.894
    15 4.2968473434 -2.907
    15 4.2969384193 -2.917
    15 4.2970247269 -2.924
    15 4.2971072197 -2.927
    15 4.2971863747 -2.922
    15 4.2972669601 -2.910
    15 4.2973542213 -2.888
    15 4.2974524498 -2.854
    15 4.2975945473 -2.794
    15 4.2977256775 -2.733
    15 4.2978715897 -2.672
    15 4.2980279922 -2.635
    15 4.2980833054 -2.622
    15 4.2982430458 -2.666
    15 4.2983856201 -2.745
    15 4.2985062599 -2.836
    15 4.2986183167 -2.919
    15 4.2987418175 -3.000
    15 4.2989320755 -3.090
    15 4.2989735603 -3.107
    15 4.2991991043 -3.177
    15 4.2992434502 -3.191
    15 4.2992897034 -3.203
    15 4.2997050285 -3.310
    15 4.3001203537 -3.415
    15 4.3005352020 -3.518
    15 4.3009042740 -3.612
    15 4.3013191223 -3.717
    15 4.3017334938 -3.823
    15 4.3021478653 -3.925
    15 4.3025646210 -4.011
    15 4.3035192490 -4.054
    15 4.3070135117 -4.005
    15 4.3111042976 -3.923
    15 4.3137211800 -3.846
    15 4.3158679008 -3.770
    15 4.3180899620 -3.679
    15 4.3200097084 -3.594
    15 4.3217697144 -3.517
    15 4.3236975670 -3.437
