# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Fri Jun 12 07:20:54 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
#0.01Gyr      Mini     MV     MI
 1000 0.0900000036 17.704 13.145
 1000 0.1000000015 16.641 12.476
 1000 0.1199999899 15.032 11.564
 1000 0.1247238517 14.781 11.416
 1000 0.1400000006 14.047 10.986
 1000 0.1409718841 14.011 10.963
 1000 0.1599999964 13.379 10.567
 1000 0.1999999881 12.468  9.949
 1000 0.2500000000 11.712  9.384
 1000 0.3000000119 11.175  8.957
 1000 0.3499999642 10.717  8.585
 1000 0.3999999762 10.203  8.188
 1000 0.4499999881  9.629  7.756
 1000 0.4999999404  9.001  7.291
 1000 0.5500000119  8.291  6.776
 1000 0.5543806553  8.227  6.732
 1000 0.5999999642  7.568  6.285
 1000 0.6499999166  6.857  5.797
 1000 0.6671228409  6.643  5.638
 1000 0.6840786934  6.439  5.485
 1000 0.6999793649  6.254  5.344
 1000 0.6999999881  6.254  5.344
 1000 0.7124937773  6.112  5.233
 1000 0.7255879045  5.966  5.117
 1000 0.7382002473  5.828  5.007
 1000 0.7491657138  5.710  4.912
 1000 0.7581374645  5.615  4.834
 1000 0.7692604065  5.498  4.736
 1000 0.7797126770  5.389  4.644
 1000 0.7899845839  5.281  4.552
 1000 0.7983314991  5.194  4.477
 1000 0.8081893921  5.089  4.386
 1000 0.8186774254  4.976  4.285
 1000 0.8280505538  4.872  4.193
 1000 0.8372148275  4.768  4.100
 1000 0.8459616899  4.666  4.007
 1000 0.8474972248  4.648  3.991
 1000 0.8499315977  4.619  3.965
 1000 0.8626281619  4.468  3.824
 1000 0.8728466034  4.343  3.705
 1000 0.8813787699  4.232  3.598
 1000 0.8829467893  4.211  3.578
 1000 0.8884565830  4.133  3.501
 1000 0.8959975243  4.024  3.390
 1000 0.8966629505  4.014  3.379
 1000 0.9011485577  3.945  3.308
 1000 0.9059115052  3.870  3.228
 1000 0.9085236192  3.827  3.179
 1000 0.9144430161  3.732  3.063
 1000 0.9188718796  3.673  2.974
 1000 0.9218008518  3.656  2.920
 1000 0.9237244129  3.663  2.889
 1000 0.9251674414  3.665  2.856
 1000 0.9265911579  3.635  2.793
 1000 0.9279822707  3.561  2.694
 1000 0.9285519123  3.520  2.643
 1000 0.9290831685  3.469  2.585
 1000 0.9301276803  3.356  2.461
 1000 0.9310823083  3.235  2.333
 1000 0.9317889214  3.136  2.228
 1000 0.9324653745  3.034  2.121
 1000 0.9332509637  2.904  1.985
 1000 0.9338482022  2.796  1.872
 1000 0.9343560934  2.698  1.769
