# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Fri Jun 12 07:20:54 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0051703 -0.47000 10.00000 0.0900000036 1.0816895962    0.090 -3.331  3.4034  5.288    1  0.000  0.545     0.00     0.00 -1 -4.44e-17      0.00 7.354e-01 2.594e-01 9.470e-04 2.555e-04 2.317e-03 -1.000 5.266e-03 13.097 22.395 19.672 17.704 15.426 13.145 10.976 10.502 10.270
0.0051703 -0.47000 10.00000 0.1000000015 1.1711064577    0.100 -3.122  3.4333  5.245    1  0.000  0.545     0.00     0.00 -1 -7.16e-17      0.00 7.347e-01 2.600e-01 9.470e-04 2.555e-04 2.317e-03 -1.000 5.266e-03 12.575 20.969 18.541 16.641 14.603 12.476 10.504 10.005 9.757
0.0051703 -0.47000 10.00000 0.1199999899 1.3193154335    0.120 -2.855  3.4654  5.186    1  0.000  0.545     0.00     0.00 -1 -1.29e-16      0.00 7.336e-01 2.611e-01 9.470e-04 2.555e-04 2.317e-03 -1.000 5.266e-03 11.909 18.816 16.804 15.032 13.390 11.564 9.927 9.391 9.132
0.0051703 -0.47000 10.00000 0.1247238517 1.3496750593    0.125 -2.809  3.4702  5.176    1  0.000  0.545     0.00     0.00 -1 -1.43e-16      0.00 7.333e-01 2.614e-01 9.470e-04 2.555e-04 2.317e-03 -1.000 5.266e-03 11.792 18.489 16.536 14.781 13.193 11.416 9.825 9.285 9.024
0.0051703 -0.47000 10.00000 0.1400000006 1.4384527206    0.140 -2.670  3.4849  5.145    1  0.000  0.545     0.00     0.00 -1 -1.92e-16      0.00 7.326e-01 2.622e-01 9.470e-04 2.555e-04 2.317e-03 -1.000 5.266e-03 11.445 17.545 15.757 14.047 12.609 10.986 9.520 8.968 8.708
0.0051703 -0.47000 10.00000 0.1409718841 1.4436713457    0.141 -2.662  3.4855  5.143    1  0.000  0.545     0.00     0.00 -1 -1.95e-16      0.00 7.325e-01 2.622e-01 9.470e-04 2.555e-04 2.317e-03 -1.000 5.266e-03 11.426 17.499 15.719 14.011 12.579 10.963 9.503 8.951 8.692
0.0051703 -0.47000 10.00000 0.1599999964 1.5372931957    0.160 -2.527  3.4980  5.113    1  0.000  0.545     0.00     0.00 -1  -2.6e-16      0.00 7.316e-01 2.631e-01 9.470e-04 2.555e-04 2.317e-03 -1.000 5.266e-03 11.087 16.700 15.047 13.379 12.054 10.567 9.200 8.640 8.384
0.0051703 -0.47000 10.00000 0.1999999881 1.6938791275    0.200 -2.304  3.5160  5.059    1  0.000  0.545     0.00     0.00 -1 -4.12e-16      0.00 7.303e-01 2.644e-01 9.470e-04 2.555e-04 2.317e-03 -1.000 5.266e-03 10.531 15.578 14.077 12.468 11.263 9.949 8.695 8.126 7.877
0.0051703 -0.47000 10.00000 0.2500000000 1.8403258324    0.250 -2.093  3.5302  5.002    1  0.000  0.545     0.00     0.00 -1 -7.65e-17      0.00 7.294e-01 2.653e-01 9.469e-04 2.555e-04 2.317e-03 -1.000 5.266e-03 10.004 14.670 13.265 11.712 10.580 9.384 8.207 7.630 7.388
0.0051703 -0.47000 10.00000 0.3000000119 1.9529139996    0.300 -1.930  3.5399  4.957    1  0.000  0.545     0.00     0.00 -1 -2.26e-16      0.00 7.293e-01 2.654e-01 9.469e-04 2.555e-04 2.317e-03 -1.000 5.266e-03 9.596 14.047 12.691 11.175 10.084 8.957 7.825 7.241 7.005
