# This file is currently used just to get *MIs and nMIs in make_LFs.
 -6.00      0 0.00000e+00      2 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00
 -5.98      0 0.00000e+00      1 3.00000e-02      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00
 -5.96      0 0.00000e+00      1 5.00000e-02      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00
 -5.94      4 4.00000e-02      8 1.40000e-01      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00
 -5.92     22 3.00000e-01     17 3.90000e-01      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00
 -5.90     11 6.30000e-01     13 6.90000e-01      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00
 -5.88      6 8.00000e-01      8 9.00000e-01      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00
 -5.86     15 1.01000e+00     15 1.13000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00
 -5.84     10 1.26000e+00      9 1.37000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00
 -5.82      8 1.44000e+00      8 1.54000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00
 -5.80      8 1.60000e+00     12 1.74000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00
 -5.78      5 1.73000e+00      7 1.93000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00
 -5.76     17 1.95000e+00     16 2.16000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00
 -5.74     13 2.25000e+00     13 2.45000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00
 -5.72     11 2.49000e+00      8 2.66000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00
 -5.70      8 2.68000e+00      8 2.82000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00
 -5.68      7 2.83000e+00      8 2.98000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00      0 0.00000e+00
