# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Jmag_2mass Hmag_2mass Ksmag_2mass F087mag F146mag F213mag
thin6 5 thin_disk 9.781755375 0 0.01471 0.0900000036 0.09 0.1216333435 2308.341184 5.219 11.176 10.572 10.311 12.977 11.198 10.389
thin6 5 thin_disk 9.781755375 0 0.01471 0.1000000015 0.1 0.1333069048 2451.319952 5.186 10.718 10.115 9.851 12.519 10.739 9.928
thin6 5 thin_disk 9.781755375 0 0.01471 0.1129350215 0.113 0.1466063039 2588.212915 5.155 10.275 9.673 9.405 12.076 10.296 9.483
thin6 5 thin_disk 9.781755375 0 0.01471 0.1200000048 0.12 0.1539049701 2658.887731 5.14 10.072 9.47 9.199 11.8 10.081 9.273
thin6 5 thin_disk 9.781755375 0 0.01471 0.1400000006 0.14 0.1733614955 2783.556238 5.103 9.663 9.061 8.789 11.209 9.645 8.855
thin6 5 thin_disk 9.781755375 0 0.01471 0.1498039067 0.15 0.1823276964 2827.482984 5.089 9.501 8.899 8.627 10.988 9.474 8.69
thin6 5 thin_disk 9.781755375 0 0.01471 0.1599999964 0.16 0.1916252105 2871.44168 5.075 9.344 8.742 8.471 10.776 9.309 8.532
thin6 5 thin_disk 9.781755375 0 0.01471 0.200000003 0.2 0.2256070386 2998.472016 5.029 8.847 8.244 7.981 10.142 8.793 8.034
thin6 5 thin_disk 9.781755375 0 0.01471 0.25 0.25 0.2659210059 3113.149665 4.983 8.368 7.765 7.51 9.561 8.3 7.557
thin6 5 thin_disk 9.781755375 0 0.01471 0.3000000119 0.3 0.3051775941 3190.068436 4.943 7.988 7.382 7.134 9.125 7.91 7.178
thin6 5 thin_disk 9.781755375 0 0.01471 0.3319175541 0.332 0.3336972632 3231.469044 4.909 7.751 7.143 6.899 8.861 7.669 6.942
thin6 5 thin_disk 9.781755375 0 0.01471 0.3500000238 0.35 0.3502294361 3253.868518 4.891 7.625 7.015 6.773 8.721 7.54 6.815
thin6 5 thin_disk 9.781755375 0 0.01471 0.4000000358 0.4 0.3929638905 3337.336513 4.849 7.292 6.676 6.44 8.339 7.197 6.479
thin6 5 thin_disk 9.781755375 0 0.01471 0.4500000179 0.45 0.4410142726 3432.41665 4.799 6.949 6.325 6.095 7.947 6.842 6.129
