# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Vmag Imag Jmag_2mass Hmag_2mass Ksmag_2mass
bar 8 bar 9.954242509 -0.25 0.0084736 0.0900000036 0.09 0.1165608336 2425.492857 5.257 17.924 13.419 11.032 10.492 10.26
bar 8 bar 9.954242509 -0.25 0.0084736 0.1000000015 0.1 0.1282486035 2592.984973 5.219 17.407 12.923 10.537 9.997 9.76
bar 8 bar 9.954242509 -0.25 0.0084736 0.1200000048 0.12 0.1494351091 2796.404549 5.165 15.786 11.945 9.955 9.398 9.146
bar 8 bar 9.954242509 -0.25 0.0084736 0.1400000006 0.14 0.1688311757 2924.825766 5.126 14.752 11.318 9.549 8.984 8.73
bar 8 bar 9.954242509 -0.25 0.0084736 0.152860716 0.153 0.1805729299 2985.382619 5.106 14.273 11.017 9.338 8.769 8.517
bar 8 bar 9.954242509 -0.25 0.0084736 0.1599999964 0.16 0.1870478174 3017.171523 5.096 14.027 10.862 9.228 8.658 8.407
bar 8 bar 9.954242509 -0.25 0.0084736 0.1991418898 0.199 0.2206239444 3144.12642 5.047 13.052 10.22 8.739 8.165 7.92
bar 8 bar 9.954242509 -0.25 0.0084736 0.200000003 0.2 0.2212343939 3147.023602 5.046 13.034 10.208 8.73 8.155 7.91
bar 8 bar 9.954242509 -0.25 0.0084736 0.25 0.25 0.2633010826 3255.367325 4.993 12.22 9.621 8.245 7.666 7.428
bar 8 bar 9.954242509 -0.25 0.0084736 0.3000000119 0.3 0.3038453853 3334.264128 4.947 11.632 9.171 7.857 7.274 7.041
bar 8 bar 9.954242509 -0.25 0.0084736 0.3500000536 0.35 0.3459016589 3400.948065 4.902 11.139 8.78 7.512 6.923 6.695
bar 8 bar 9.954242509 -0.25 0.0084736 0.4000000358 0.4 0.389989258 3489.795674 4.855 10.62 8.38 7.168 6.571 6.348
bar 8 bar 9.954242509 -0.25 0.0084736 0.4500000179 0.45 0.4402026421 3601.637504 4.801 10.054 7.954 6.805 6.198 5.98
