# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Vmag Imag Jmag_2mass Hmag_2mass Ksmag_2mass
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.0900000036 0.09 0.1165608336 2425.492857 5.257 17.924 13.42 11.032 10.493 10.26
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.0919947401 0.092 0.1188646305 2459.234824 5.249 17.817 13.316 10.929 10.389 10.156
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.1000000015 0.1 0.1281600431 2592.387985 5.219 17.407 12.924 10.537 9.997 9.76
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.1200000048 0.12 0.1494351091 2796.404549 5.165 15.787 11.945 9.955 9.398 9.146
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.1400000006 0.14 0.1689089433 2924.152378 5.126 14.753 11.318 9.55 8.984 8.731
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.1599999964 0.16 0.1868325945 3017.171523 5.096 14.028 10.863 9.229 8.658 8.408
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.200000003 0.2 0.2212343939 3147.023602 5.047 13.035 10.209 8.731 8.156 7.911
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.25 0.25 0.2629981205 3255.367325 4.993 12.223 9.624 8.247 7.668 7.43
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.3000000119 0.3 0.3034957717 3334.264128 4.948 11.634 9.174 7.86 7.276 7.043
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.3500000536 0.35 0.3455036541 3400.948065 4.902 11.14 8.781 7.513 6.924 6.696
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.4000000358 0.4 0.3901688961 3488.992212 4.855 10.622 8.382 7.169 6.572 6.349
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.4290967882 0.429 0.4191337614 3555.494409 4.823 10.283 8.127 6.953 6.35 6.13
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.4500000179 0.45 0.4402026421 3601.637504 4.801 10.057 7.956 6.807 6.2 5.982
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.5 0.5 0.4938017729 3752.321139 4.748 9.431 7.503 6.431 5.81 5.602
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.5500000119 0.55 0.5504940697 3960.043896 4.693 8.746 7.013 6.023 5.38 5.198
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.6000000238 0.6 0.5972451681 4226.686143 4.661 8.066 6.541 5.631 4.974 4.836
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.6499999762 0.65 0.6349691781 4557.220056 4.643 7.337 6.067 5.259 4.651 4.551
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.6783061624 0.678 0.6581920689 4741.327996 4.63 6.961 5.808 5.06 4.504 4.416
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.7000001073 0.7 0.6767879924 4882.025011 4.619 6.693 5.617 4.913 4.398 4.316
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.7109453082 0.711 0.6874682489 4951.080641 4.612 6.564 5.523 4.84 4.343 4.264
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.7284018397 0.728 0.7047784965 5061.74194 4.601 6.365 5.376 4.724 4.255 4.181
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.7451151609 0.745 0.7223582627 5166.542426 4.59 6.181 5.237 4.614 4.171 4.101
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.75 0.75 0.7278680308 5197.565847 4.586 6.128 5.197 4.582 4.146 4.077
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.7560994029 0.756 0.7357879055 5232.388711 4.581 6.064 5.147 4.541 4.114 4.046
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.7744295001 0.774 0.7598933516 5335.805618 4.563 5.878 4.999 4.419 4.015 3.951
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.7906638384 0.79 0.7824428834 5427.502098 4.546 5.716 4.869 4.311 3.926 3.865
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.7983130813 0.798 0.7936931732 5470.159629 4.538 5.64 4.808 4.26 3.884 3.824
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.808000505 0.807 0.8097531476 5519.503334 4.526 5.546 4.731 4.195 3.828 3.77
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.8218262792 0.821 0.8333983664 5589.848017 4.508 5.413 4.622 4.101 3.748 3.693
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.8352119923 0.834 0.8583267445 5655.877571 4.489 5.286 4.515 4.009 3.667 3.615
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.8466261625 0.846 0.8815615602 5710.840095 4.472 5.178 4.423 3.928 3.596 3.546
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.8519435525 0.851 0.8925912904 5734.558665 4.464 5.128 4.38 3.89 3.562 3.512
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.8662320375 0.865 0.926728768 5795.621302 4.438 4.991 4.262 3.784 3.466 3.419
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.8791509867 0.878 0.9615074306 5849.247525 4.413 4.866 4.152 3.684 3.375 3.329
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.8915607333 0.89 0.9971319793 5897.935245 4.387 4.744 4.045 3.586 3.284 3.24
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.8949391842 0.894 1.007981694 5910.170366 4.379 4.71 4.014 3.558 3.258 3.215
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.905457139 0.904 1.044125362 5945.659033 4.354 4.605 3.92 3.47 3.176 3.134
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.9213265777 0.92 1.104466747 5991.009386 4.313 4.445 3.773 3.332 3.046 3.005
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.934659183 0.933 1.162392087 6017.27694 4.275 4.312 3.648 3.212 2.93 2.89
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.9432522058 0.942 1.206014821 6031.148196 4.247 4.219 3.56 3.126 2.847 2.807
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.9452989101 0.944 1.216893706 6035.315805 4.24 4.197 3.539 3.106 2.827 2.787
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.9486344457 0.947 1.236381918 6039.486294 4.228 4.16 3.503 3.07 2.792 2.753
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.9538996816 0.953 1.269850648 6042.26822 4.207 4.099 3.443 3.011 2.734 2.695
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.9642258883 0.963 1.345403784 6038.095811 4.161 3.976 3.32 2.887 2.609 2.57
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.9717200398 0.97 1.411083277 6022.82161 4.123 3.884 3.225 2.789 2.508 2.469
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.9775844216 0.976 1.471813035 6003.437587 4.089 3.81 3.146 2.706 2.422 2.382
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.9793355465 0.978 1.492631645 5992.389026 4.078 3.787 3.12 2.678 2.393 2.352
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.9875314236 0.986 1.613067885 5908.809656 4.014 3.687 2.999 2.54 2.241 2.198
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.9915652275 0.99 1.689089433 5841.172071 3.976 3.647 2.94 2.468 2.157 2.112
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.9928956628 0.991 1.714165085 5818.35211 3.963 3.633 2.92 2.444 2.13 2.083
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.9968346953 0.995 1.818246017 5688.529308 3.914 3.623 2.873 2.37 2.033 1.982
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 0.9992038608 0.998 1.903060718 5560.322737 3.876 3.647 2.858 2.328 1.967 1.911
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 1.000835896 0.999 1.976298972 5450.043893 3.843 3.674 2.852 2.296 1.913 1.854
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 1.00235939 1.001 2.066106219 5339.492736 3.805 3.694 2.837 2.253 1.846 1.783
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 1.004181504 1.003 2.210816233 5221.55672 3.747 3.677 2.781 2.166 1.732 1.665
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 1.005765915 1.004 2.372753621 5142.804319 3.687 3.614 2.691 2.054 1.601 1.532
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 1.006188154 1.004 2.42132254 5126.25257 3.669 3.59 2.661 2.02 1.562 1.492
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 1.006801128 1.005 2.500072741 5106.225616 3.642 3.545 2.608 1.962 1.499 1.428
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 1.007982731 1.006 2.664726524 5075.74739 3.587 3.443 2.495 1.84 1.37 1.297
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 1.009218693 1.007 2.865844651 5048.937562 3.524 3.317 2.361 1.697 1.22 1.147
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 1.010333896 1.008 3.075053279 5028.054773 3.463 3.188 2.225 1.555 1.073 0.999
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 1.011146903 1.009 3.25051852 5013.026495 3.415 3.085 2.116 1.442 0.956 0.882
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 1.011851072 1.01 3.426515059 4999.19411 3.37 2.988 2.015 1.336 0.847 0.772
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 1.012531042 1.011 3.61620169 4985.399893 3.324 2.889 1.911 1.228 0.735 0.659
thin7 6 thin_disk 9.937016107 -0.25 0.0084736 1.013331652 1.011 3.876614759 4967.066792 3.264 2.761 1.775 1.087 0.589 0.512
