# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Jmag_2mass Hmag_2mass Ksmag_2mass F087mag F146mag F213mag
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.0900000036 0.09 0.2590911895 2695.255867 4.563 8.904 8.362 8.059 10.493 8.925 8.128
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.0964116454 0.096 0.2666567888 2729.606226 4.568 8.797 8.253 7.953 10.341 8.811 8.02
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.1000000015 0.1 0.2705531812 2749.159897 4.57 8.74 8.194 7.897 10.26 8.75 7.962
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.1028802693 0.103 0.2737490652 2763.121614 4.573 8.699 8.152 7.856 10.201 8.706 7.921
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.1161564142 0.116 0.2879735796 2824.229597 4.581 8.514 7.964 7.673 9.943 8.51 7.735
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.1200000048 0.12 0.2920469297 2841.842468 4.584 8.465 7.913 7.624 9.874 8.457 7.685
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.1290679872 0.129 0.3010597141 2877.398415 4.588 8.356 7.803 7.518 9.726 8.342 7.576
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.1400000006 0.14 0.3119267676 2919.442997 4.593 8.232 7.676 7.396 9.56 8.211 7.452
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.1478218883 0.148 0.3191189871 2945.09969 4.596 8.152 7.594 7.317 9.454 8.126 7.372
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.1599999964 0.16 0.3310950172 2982.634246 4.6 8.031 7.471 7.198 9.299 7.999 7.252
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.200000003 0.2 0.3658917732 3086.028979 4.609 7.703 7.137 6.876 8.881 7.656 6.924
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.25 0.25 0.4053709706 3183.464418 4.617 7.378 6.803 6.554 8.489 7.317 6.599
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.287892431 0.288 0.4327655132 3248.628126 4.622 7.171 6.589 6.347 8.242 7.101 6.389
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.3000000119 0.3 0.4411158316 3268.13509 4.623 7.11 6.527 6.286 8.17 7.038 6.327
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.3277926147 0.328 0.4603123689 3309.786651 4.625 6.977 6.39 6.153 8.014 6.899 6.192
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.365842998 0.366 0.4856827119 3364.340936 4.626 6.809 6.215 5.982 7.817 6.724 6.02
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.3763760626 0.376 0.4926660603 3379.091874 4.625 6.763 6.167 5.936 7.764 6.675 5.973
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.3907977939 0.391 0.5024034868 3398.599585 4.624 6.701 6.104 5.874 7.693 6.612 5.91
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.4000000358 0.4 0.508806493 3410.358227 4.624 6.663 6.064 5.835 7.65 6.572 5.871
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.4500000179 0.45 0.5453215304 3483.37315 4.615 6.446 5.838 5.614 7.398 6.345 5.647
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.4549554288 0.455 0.5493544475 3494.620337 4.613 6.42 5.812 5.588 7.368 6.318 5.62
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.5 0.5 0.5848609762 3575.197187 4.601 6.214 5.597 5.378 7.129 6.102 5.407
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.5207331777 0.521 0.5987598141 3624.098559 4.597 6.12 5.498 5.282 7.015 6.002 5.309
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.5487949252 0.548 0.6208013388 3703.394694 4.588 5.974 5.345 5.133 6.84 5.848 5.157
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.5500000119 0.55 0.6222324337 3707.66084 4.587 5.967 5.337 5.126 6.832 5.841 5.15
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.559627533 0.559 0.6305980811 3742.829122 4.583 5.909 5.275 5.067 6.761 5.779 5.09
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.5885637999 0.588 0.6553188264 3869.011317 4.572 5.721 5.073 4.881 6.536 5.58 4.899
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.6000000238 0.6 0.6650474688 3930.067413 4.568 5.638 4.983 4.8 6.438 5.492 4.816
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.6079144478 0.608 0.6712010772 3980.155135 4.566 5.578 4.918 4.743 6.366 5.429 4.758
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.6251655817 0.625 0.6822642965 4107.712126 4.563 5.436 4.766 4.613 6.197 5.281 4.625
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.6411724091 0.641 0.6912778555 4246.195639 4.563 5.297 4.631 4.498 6.031 5.142 4.508
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.6499999762 0.65 0.6955889029 4329.123745 4.564 5.222 4.564 4.443 5.939 5.07 4.451
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.6500549912 0.65 0.6952686461 4330.120677 4.564 5.222 4.564 4.443 5.938 5.069 4.451
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.665715158 0.666 0.6987995954 4486.420744 4.57 5.099 4.47 4.365 5.779 4.958 4.372
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.682867825 0.683 0.7013788164 4656.93311 4.577 4.976 4.394 4.302 5.611 4.853 4.307
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.7000001073 0.7 0.7041296704 4819.477976 4.585 4.867 4.333 4.249 5.459 4.762 4.254
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.705306828 0.705 0.7020251078 4885.398559 4.591 4.832 4.317 4.236 5.409 4.734 4.24
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.7096546888 0.71 0.7012173366 4936.282431 4.595 4.806 4.305 4.226 5.37 4.713 4.23
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.7196563482 0.72 0.6971924009 5010.718443 4.606 4.776 4.295 4.219 5.322 4.69 4.223
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.7460936308 0.746 0.6836796369 5151.100225 4.639 4.742 4.296 4.225 5.256 4.667 4.229
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.75 0.75 0.6890530269 5154.659708 4.634 4.722 4.277 4.206 5.236 4.648 4.21
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.7983130813 0.798 0.7044540087 5325.985748 4.642 4.588 4.182 4.117 5.064 4.526 4.12
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.8315881491 0.831 0.7285387308 5452.554309 4.63 4.452 4.073 4.013 4.903 4.399 4.016
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.8466261625 0.846 0.7391841482 5510.614111 4.625 4.394 4.027 3.968 4.834 4.345 3.971
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.878826201 0.878 0.7609439086 5622.118562 4.616 4.282 3.935 3.881 4.703 4.239 3.884
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.8949391842 0.894 0.7759837824 5687.219627 4.607 4.214 3.879 3.827 4.623 4.174 3.83
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.9432522058 0.943 0.8229105778 5866.782664 4.579 4.015 3.709 3.664 4.395 3.983 3.666
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.9915652275 0.991 0.87428423 6032.537079 4.548 3.823 3.543 3.504 4.178 3.798 3.506
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 1.039878368 1.039 0.9303634593 6187.283276 4.514 3.635 3.377 3.343 3.968 3.616 3.344
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 1.061544538 1.061 0.9575305628 6251.726928 4.499 3.551 3.302 3.269 3.876 3.535 3.271
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 1.088191509 1.087 0.9898118408 6328.488569 4.481 3.454 3.215 3.185 3.77 3.441 3.187
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 1.120768189 1.12 1.031698134 6438.726829 4.457 3.326 3.101 3.073 3.628 3.316 3.075
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 1.122475386 1.122 1.034552763 6444.659847 4.455 3.319 3.095 3.067 3.62 3.309 3.069
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 1.136504412 1.136 1.05233168 6486.344335 4.447 3.27 3.051 3.024 3.566 3.261 3.026
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 1.184817553 1.184 1.111610511 6631.320219 4.417 3.104 2.904 2.88 3.382 3.099 2.881
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 1.233130455 1.233 1.166413788 6782.65926 4.392 2.951 2.772 2.748 3.211 2.951 2.75
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 1.281443477 1.281 1.218015023 6942.246017 4.372 2.81 2.651 2.629 3.051 2.814 2.63
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 1.329756737 1.33 1.26081871 7120.328 4.358 2.684 2.547 2.526 2.905 2.693 2.527
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 1.378069639 1.378 1.28751603 7331.62089 4.355 2.579 2.467 2.447 2.777 2.592 2.448
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 1.42638278 1.426 1.300327193 7573.558773 4.361 2.494 2.408 2.39 2.667 2.512 2.39
