# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Vmag Imag Jmag_2mass Hmag_2mass Ksmag_2mass
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.0900000036 0.09 0.2590911895 2695.255867 4.563 15 11.09 8.904 8.362 8.059
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.0964116454 0.096 0.2666567888 2729.606226 4.568 14.725 10.913 8.797 8.253 7.953
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.1000000015 0.1 0.2705531812 2749.159897 4.57 14.576 10.817 8.74 8.194 7.897
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.1028802693 0.103 0.2737490652 2763.121614 4.573 14.47 10.749 8.699 8.152 7.856
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.1161564142 0.116 0.2879735796 2824.229597 4.581 14.003 10.45 8.514 7.964 7.673
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.1200000048 0.12 0.2920469297 2841.842468 4.584 13.875 10.37 8.465 7.913 7.624
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.1290679872 0.129 0.3010597141 2877.398415 4.588 13.603 10.2 8.356 7.803 7.518
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.1400000006 0.14 0.3119267676 2919.442997 4.593 13.309 10.012 8.232 7.676 7.396
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.1478218883 0.148 0.3191189871 2945.09969 4.596 13.126 9.893 8.152 7.594 7.317
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.1599999964 0.16 0.3310950172 2982.634246 4.6 12.861 9.72 8.031 7.471 7.198
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.200000003 0.2 0.3658917732 3086.028979 4.609 12.151 9.258 7.703 7.137 6.876
thin1 0 thin_disk 7.698970004 -0.25 0.0084736 0.25 0.25 0.4053709706 3183.464418 4.617 11.541 8.834 7.378 6.803 6.554
