# downloaded from PARSEC/CMD via ezpadova
# component=bar family=bar component_index=8 logAge=9.95424 MH=0.25 photometric_system=ubvrijhk
# Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag Umag Bmag Vmag Rmag Imag Jmag Hmag Kmag
0.025095 0.25 9.95424 0.0955969095 1.133236387 0.095 -3.348 3.3623 5.167 1 0 0.545 0 0 0 0 0 -1 -2.89e-17 0 0.6792 0.2953 0.004602 0.001242 0.01126 -1 0.0256 13.141 21.94 19.641 17.881 15.841 13.642 11.046 10.445 10.119
0.025095 0.25 9.95424 0.1055120975 1.21556776 0.105 -3.208 3.3802 5.141 1 0 0.545 0 0 0 0 0 -1 -4.75e-17 0 0.6788 0.2956 0.004602 0.001242 0.01126 -1 0.0256 12.79 21.539 19.269 17.518 15.486 13.291 10.696 10.096 9.768
0.025095 0.25 9.95424 0.1253425032 1.353540291 0.125 -2.984 3.4069 5.099 1 0 0.545 0 0 0 0 0 -1 -1.04e-16 0 0.6783 0.2962 0.004602 0.001242 0.01126 -1 0.0256 12.231 20.901 18.676 16.939 14.92 12.731 10.138 9.54 9.208
0.025095 0.25 9.95424 0.145172894 1.465702437 0.145 -2.815 3.4255 5.068 1 0 0.545 0 0 0 0 0 -1 -1.48e-16 0 0.6777 0.2967 0.004602 0.001242 0.01126 -1 0.0256 11.806 19.977 17.916 16.219 14.303 12.185 9.731 9.135 8.804
0.025095 0.25 9.95424 0.1650032997 1.559528955 0.165 -2.68 3.4391 5.043 1 0 0.545 0 0 0 0 0 -1 -1.5e-16 0 0.6772 0.2972 0.004602 0.001242 0.01126 -1 0.0256 11.47 18.937 17.081 15.448 13.677 11.664 9.424 8.828 8.504
0.025095 0.25 9.95424 0.2046640813 1.709466363 0.204 -2.465 3.4586 5 1 0 0.545 0 0 0 0 0 -1 -2.46e-16 0 0.6762 0.2982 0.004602 0.001242 0.01126 -1 0.0256 10.933 17.524 15.904 14.344 12.755 10.898 8.93 8.333 8.021
0.025095 0.25 9.95424 0.2542400956 1.850971178 0.254 -2.26 3.4743 4.952 1 0 0.545 0 0 0 0 0 -1 -4.57e-16 0 0.6755 0.2989 0.004602 0.001242 0.01126 -1 0.0256 10.421 16.422 14.949 13.441 11.978 10.241 8.452 7.852 7.554
0.025095 0.25 9.95424 0.3106895983 1.973838678 0.31 -2.071 3.4877 4.904 1 0 0.545 0 0 0 0 0 -1 -6.62e-16 0 0.6763 0.2981 0.004602 0.001242 0.01126 -1 0.0256 9.948 15.512 14.136 12.657 11.289 9.662 8.011 7.406 7.12
0.025095 0.25 9.95424 0.3392335474 2.025410206 0.339 -1.986 3.4933 4.879 1 0 0.545 0 0 0 0 0 -1 -7.5e-16 0 0.6789 0.2955 0.004602 0.001242 0.01126 -1 0.0256 9.735 15.138 13.796 12.331 10.998 9.412 7.81 7.202 6.922
0.025095 0.25 9.95424 0.3533920944 2.048942254 0.353 -1.946 3.4959 4.867 0 0 0.545 0 0 0 0 0 -1 -8.11e-16 0 0.68 0.2944 0.004602 0.001242 0.01126 -1 0.0256 9.634 14.967 13.64 12.183 10.866 9.296 7.715 7.105 6.828
0.025095 0.25 9.95424 0.4029681087 2.122572238 0.403 -1.805 3.5073 4.829 1 0 0.545 0 0 0 0 0 -1 -1.19e-15 0 0.6802 0.2942 0.004602 0.001242 0.01126 -1 0.0256 9.283 14.341 13.061 11.634 10.379 8.882 7.39 6.769 6.505
0.025095 0.25 9.95424 0.4525440931 2.185277485 0.452 -1.66 3.5201 4.786 1 0 0.545 0 0 0 0 0 -1 -1.65e-15 0 0.6802 0.2942 0.004602 0.001242 0.01126 -1 0.0256 8.921 13.722 12.471 11.064 9.872 8.461 7.06 6.425 6.173
0.025095 0.25 9.95424 0.502120018 2.239628983 0.502 -1.512 3.5342 4.739 1 0 0.545 0 0 0 0 0 -1 -2.33e-15 0 0.6811 0.2933 0.00459 0.001238 0.01123 -1 0.02553 8.549 13.124 11.88 10.505 9.375 8.035 6.723 6.071 5.832
0.025095 0.25 9.95424 0.5178117752 2.255091733 0.518 -1.458 3.5398 4.722 1 0 0.545 0 0 0 0 0 -1 -2.65e-15 0 0.6872 0.2877 0.004507 0.001216 0.01103 -1 0.02508 8.416 12.912 11.666 10.301 9.194 7.882 6.603 5.945 5.711
0.025095 0.25 9.95424 0.5516960621 2.285057517 0.551 -1.348 3.5514 4.685 1 0 0.545 0 0 0 0 0 -1 -3.45e-15 0 0.7006 0.2753 0.004327 0.001168 0.01059 -1 0.02408 8.14 12.496 11.229 9.878 8.815 7.569 6.357 5.685 5.462
0.025095 0.25 9.95424 0.601271987 2.321981326 0.601 -1.184 3.574 4.649 1 0 0.545 0 0 0 0 0 -1 -5.02e-15 0 0.7036 0.2725 0.004288 0.001157 0.0105 -1 0.02387 7.731 11.865 10.523 9.169 8.18 7.098 6.014 5.318 5.12
0.025095 0.25 9.95424 0.650848031 2.352512732 0.651 -1.015 3.6023 4.628 1 0 0.544 0 0 0 0 0 -1 -7.3e-15 0 0.7064 0.27 0.004253 0.001148 0.01042 -1 0.02368 7.309 11.201 9.759 8.426 7.51 6.625 5.664 4.958 4.799
0.025095 0.25 9.95424 0.7004240751 2.378128189 0.7 -0.849 3.6321 4.612 1 0 0.544 0 0 0 0 0 -1 -1.05e-14 0 0.7088 0.2676 0.004222 0.00114 0.01034 -1 0.02352 6.891 10.452 8.974 7.714 6.869 6.178 5.322 4.637 4.519
0.025095 0.25 9.95424 0.7157068253 2.385206447 0.716 -0.795 3.6425 4.61 1 0 0.542 0 0 0 0 0 -1 -1.18e-14 0 0.7095 0.267 0.004195 0.001137 0.01032 -1 0.02347 6.759 10.14 8.705 7.482 6.666 6.037 5.219 4.552 4.447
0.025095 0.25 9.95424 0.75 2.399888909 0.75 -0.679 3.6653 4.605 1 0 0.537 0 0 0 0 0 -1 -1.51e-14 0 0.7111 0.2656 0.004137 0.001131 0.01028 -1 0.02337 6.467 9.356 8.113 6.993 6.254 5.728 4.994 4.394 4.304
0.025095 0.25 9.95424 0.7680455446 2.407012374 0.768 -0.624 3.6731 4.592 1 0 0.537 0 0 0 0 0 -1 -1.72e-14 0 0.7125 0.2643 0.00412 0.001126 0.01023 -1 0.02326 6.33 9.038 7.877 6.795 6.087 5.586 4.88 4.306 4.221
0.025095 0.25 9.95424 0.7965128422 2.417498758 0.796 -0.538 3.6853 4.57 1 0 0.537 0 0 0 0 0 -1 -2.11e-14 0 0.7146 0.2623 0.004092 0.001119 0.01017 -1 0.02311 6.114 8.552 7.518 6.494 5.835 5.366 4.703 4.169 4.089
0.025095 0.25 9.95424 0.8000000119 2.418724441 0.8 -0.527 3.6868 4.567 1 0 0.537 0 0 0 0 0 -1 -2.17e-14 0 0.7149 0.262 0.004089 0.001118 0.01016 -1 0.02308 6.088 8.495 7.475 6.458 5.804 5.339 4.681 4.152 4.073
0.025095 0.25 9.95424 0.8038143516 2.420051122 0.803 -0.516 3.6884 4.564 1 0 0.537 0 0 0 0 0 -1 -2.23e-14 0 0.7152 0.2617 0.004085 0.001117 0.01015 -1 0.02306 6.059 8.431 7.427 6.418 5.771 5.31 4.657 4.133 4.054
0.025095 0.25 9.95424 0.8264219165 2.427626109 0.826 -0.446 3.698 4.545 1 0 0.536 0 0 0 0 0 -1 -2.64e-14 0 0.7171 0.2599 0.00406 0.00111 0.01009 -1 0.02294 5.886 8.057 7.154 6.188 5.576 5.136 4.516 4.02 3.946
0.025095 0.25 9.95424 0.8475940228 2.434300377 0.847 -0.382 3.7066 4.526 1 0 0.536 0 0 0 0 0 -1 -3.09e-14 0 0.7189 0.2583 0.004039 0.001104 0.01004 -1 0.02285 5.724 7.721 6.908 5.979 5.399 4.975 4.385 3.914 3.844
0.025095 0.25 9.95424 0.8500000238 2.435034684 0.849 -0.374 3.7076 4.524 1 0 0.536 0 0 0 0 0 -1 -3.14e-14 0 0.7191 0.2581 0.004036 0.001104 0.01003 -1 0.02284 5.705 7.684 6.881 5.956 5.379 4.957 4.37 3.902 3.832
0.025095 0.25 9.95424 0.863725543 2.439133872 0.863 -0.332 3.7129 4.509 1 0 0.536 0 0 0 0 0 -1 -3.49e-14 0 0.7204 0.2568 0.004019 0.001099 0.009992 -1 0.02272 5.599 7.476 6.727 5.824 5.264 4.853 4.283 3.83 3.762
0.025095 0.25 9.95424 0.8837135434 2.444842283 0.883 -0.27 3.7204 4.487 1 0 0.536 0 0 0 0 0 -1 -4.09e-14 0 0.7224 0.255 0.003994 0.001092 0.009933 -1 0.02255 5.444 7.182 6.508 5.635 5.099 4.701 4.155 3.723 3.658
0.025095 0.25 9.95424 0.8999999762 2.449278602 0.899 -0.219 3.7263 4.468 1 0 0.536 0 0 0 0 0 -1 -4.65e-14 0 0.724 0.2536 0.003975 0.001087 0.009885 -1 0.02244 5.318 6.952 6.335 5.484 4.966 4.578 4.05 3.634 3.572
0.025095 0.25 9.95424 0.9036376476 2.450244388 0.903 -0.208 3.7275 4.463 1 0 0.536 0 0 0 0 0 -1 -4.79e-14 0 0.7244 0.2532 0.003969 0.001086 0.009872 -1 0.0224 5.289 6.901 6.296 5.451 4.936 4.55 4.026 3.613 3.552
0.025095 0.25 9.95424 0.9159993529 2.453460547 0.915 -0.169 3.7316 4.446 1 0 0.536 0 0 0 0 0 -1 -5.31e-14 0 0.7259 0.2518 0.003951 0.001081 0.009827 -1 0.02231 5.192 6.733 6.167 5.338 4.835 4.456 3.945 3.542 3.483
0.025095 0.25 9.95424 0.9274864197 2.456360946 0.927 -0.132 3.7352 4.43 1 0 0.536 0 0 0 0 0 -1 -5.85e-14 0 0.7272 0.2506 0.003935 0.001076 0.009787 -1 0.02223 5.101 6.581 6.047 5.233 4.741 4.368 3.868 3.474 3.416
0.025095 0.25 9.95424 0.9388350844 2.459146393 0.938 -0.096 3.7386 4.413 1 0 0.536 0 0 0 0 0 -1 -6.44e-14 0 0.7285 0.2493 0.003918 0.001072 0.009748 -1 0.02217 5.01 6.433 5.931 5.131 4.649 4.281 3.792 3.406 3.35
0.025095 0.25 9.95424 0.949631989 2.46172547 0.949 -0.062 3.7417 4.395 1 0 0.536 0 0 0 0 0 -1 -7.08e-14 0 0.7297 0.2482 0.003903 0.001067 0.009711 -1 0.02212 4.924 6.295 5.822 5.034 4.561 4.198 3.718 3.339 3.285
0.025095 0.25 9.95424 0.9500000477 2.461812201 0.949 -0.06 3.7418 4.395 1 0 0.536 0 0 0 0 0 -1 -7.1e-14 0 0.7297 0.2482 0.003902 0.001067 0.00971 -1 0.02211 4.921 6.29 5.818 5.031 4.558 4.195 3.716 3.337 3.283
0.025095 0.25 9.95424 0.9596266747 2.464053528 0.959 -0.029 3.7442 4.378 1 0 0.536 0 0 0 0 0 -1 -7.74e-14 0 0.7311 0.2469 0.003886 0.001063 0.00967 -1 0.022 4.843 6.168 5.722 4.945 4.479 4.121 3.648 3.275 3.222
0.025095 0.25 9.95424 0.9692092538 2.466233825 0.968 0.002 3.7465 4.36 1 0 0.536 0 0 0 0 0 -1 -8.45e-14 0 0.7323 0.2457 0.003871 0.001059 0.009634 -1 0.02193 4.765 6.051 5.628 4.86 4.402 4.047 3.58 3.213 3.161
0.025095 0.25 9.95424 0.9790862799 2.468429828 0.978 0.033 3.7485 4.341 1 0 0.536 0 0 0 0 0 -1 -9.23e-14 0 0.7336 0.2446 0.003855 0.001055 0.009599 -1 0.02183 4.687 5.938 5.535 4.775 4.323 3.972 3.511 3.148 3.097
0.025095 0.25 9.95424 0.9885703325 2.470491037 0.988 0.064 3.7502 4.322 1 0 0.536 0 0 0 0 0 -1 -1.01e-13 0 0.7346 0.2437 0.003844 0.001052 0.00957 -1 0.02176 4.611 5.832 5.446 4.694 4.247 3.898 3.442 3.083 3.033
0.025095 0.25 9.95424 1 2.472915448 1 0.101 3.7521 4.297 1 0 0.536 0 0 0 0 0 -1 -1.12e-13 0 0.7355 0.2428 0.003834 0.001049 0.009545 -1 0.02169 4.516 5.706 5.338 4.594 4.153 3.807 3.357 3.002 2.953
0.025095 0.25 9.95424 1.011312962 2.47525315 1.011 0.142 3.7539 4.268 1 0 0.536 0 0 0 0 0 -1 -1.25e-13 0 0.7352 0.243 0.003838 0.00105 0.009552 -1 0.02175 4.416 5.576 5.225 4.489 4.053 3.71 3.264 2.914 2.865
0.025095 0.25 9.95424 1.019621491 2.476932076 1.019 0.172 3.7548 4.245 1 0 0.535 0 0 0 0 0 -1 -1.35e-13 0 0.7346 0.2436 0.003846 0.001053 0.009577 -1 0.0218 4.339 5.483 5.142 4.409 3.977 3.635 3.192 2.844 2.796
0.025095 0.25 9.95424 1.030982017 2.479177437 1.03 0.215 3.7556 4.21 1 0 0.536 0 0 0 0 0 -1 -1.52e-13 0 0.7335 0.2446 0.003864 0.001057 0.00962 -1 0.02189 4.232 5.361 5.028 4.3 3.87 3.53 3.088 2.742 2.694
0.025095 0.25 9.95424 1.039803743 2.48088215 1.039 0.25 3.7556 4.18 1 0 0.535 0 0 0 0 0 -1 -1.67e-13 0 0.7323 0.2457 0.003881 0.001062 0.009662 -1 0.02198 4.146 5.273 4.942 4.214 3.784 3.444 3.003 2.657 2.609
0.025095 0.25 9.95424 1.047962546 2.482429417 1.047 0.282 3.7551 4.148 1 0 0.535 0 0 0 0 0 -1 -1.84e-13 0 0.7308 0.2471 0.003904 0.001068 0.009723 -1 0.02213 4.065 5.198 4.864 4.134 3.704 3.363 2.919 2.572 2.524
0.025095 0.25 9.95424 1.049999952 2.482811486 1.049 0.29 3.7549 4.14 1 0 0.535 0 0 0 0 0 -1 -1.89e-13 0 0.73 0.2478 0.003917 0.001072 0.009755 -1 0.02218 4.045 5.18 4.844 4.114 3.683 3.342 2.898 2.55 2.502
0.025095 0.25 9.95424 1.050545573 2.482913515 1.049 0.292 3.7548 4.138 1 0 0.535 0 0 0 0 0 -1 -1.9e-13 0 0.7298 0.248 0.003921 0.001073 0.009763 -1 0.02219 4.039 5.176 4.839 4.108 3.678 3.336 2.892 2.544 2.496
0.025095 0.25 9.95424 1.057495952 2.484202629 1.056 0.322 3.753 4.104 2 0 0.535 0 0 0 0 0 -1 -2.08e-13 0 0.7263 0.2512 0.00397 0.001086 0.009887 -1 0.02248 3.966 5.128 4.778 4.04 3.605 3.261 2.811 2.459 2.41
0.025095 0.25 9.95424 1.064698338 2.485518083 1.063 0.351 3.7497 4.064 2 0 0.535 0 0 0 0 0 -1 -2.29e-13 0 0.7215 0.2556 0.004034 0.001104 0.01005 -1 0.02282 3.892 5.1 4.726 3.975 3.532 3.182 2.723 2.363 2.312
0.025095 0.25 9.95424 1.072139621 2.486855844 1.071 0.378 3.743 4.014 2 0 0.536 0 0 0 0 0 -1 -2.54e-13 0 0.7145 0.2621 0.004126 0.001129 0.01027 -1 0.02335 3.826 5.135 4.705 3.929 3.468 3.108 2.628 2.251 2.198
