# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Jmag_2mass Hmag_2mass Ksmag_2mass F087mag F146mag F213mag
thin2 1 thin_disk 8.77815125 0.25 0.025095 0.0955969095 0.095 0.144129422 2331.846723 5.098 10.761 10.175 9.874 12.623 10.788 9.953
thin2 1 thin_disk 8.77815125 0.25 0.025095 0.1055120975 0.105 0.1520381739 2413.237137 5.093 10.496 9.911 9.61 12.359 10.523 9.688
thin2 1 thin_disk 8.77815125 0.25 0.025095 0.1087337136 0.108 0.1543308133 2435.566545 5.093 10.424 9.839 9.537 12.286 10.451 9.615
thin2 1 thin_disk 8.77815125 0.25 0.025095 0.1253425032 0.125 0.169923187 2553.877136 5.071 10.008 9.424 9.121 11.871 10.035 9.199
thin2 1 thin_disk 8.77815125 0.25 0.025095 0.145172894 0.145 0.1873926897 2661.950651 5.05 9.633 9.052 8.75 11.417 9.65 8.824
thin2 1 thin_disk 8.77815125 0.25 0.025095 0.1584615856 0.158 0.1969031414 2717.690523 5.046 9.457 8.876 8.579 11.152 9.461 8.648
thin2 1 thin_disk 8.77815125 0.25 0.025095 0.1650032997 0.165 0.202373035 2744.732343 5.039 9.362 8.782 8.486 11.017 9.361 8.554
thin2 1 thin_disk 8.77815125 0.25 0.025095 0.1900484711 0.19 0.2233842991 2826.832007 5.015 9.048 8.469 8.181 10.591 9.033 8.243
thin2 1 thin_disk 8.77815125 0.25 0.025095 0.2046640813 0.204 0.2355877177 2870.780582 5 8.88 8.3 8.016 10.367 8.857 8.075
thin2 1 thin_disk 8.77815125 0.25 0.025095 0.2145562321 0.214 0.242858129 2893.343523 4.995 8.789 8.21 7.927 10.249 8.762 7.986
thin2 1 thin_disk 8.77815125 0.25 0.025095 0.2542400956 0.254 0.273245265 2977.145088 4.967 8.436 7.855 7.582 9.806 8.397 7.636
thin2 1 thin_disk 8.77815125 0.25 0.025095 0.3038160801 0.303 0.3097081577 3062.668558 4.936 8.071 7.486 7.223 9.358 8.019 7.273
thin2 1 thin_disk 8.77815125 0.25 0.025095 0.3079197407 0.308 0.3130780678 3069.021988 4.932 8.04 7.454 7.192 9.32 7.987 7.242
